iter	Logloss
0	0.6558944475
1	0.6213975961
2	0.5789180224
3	0.5474297257
4	0.5204096197
5	0.4874675782
6	0.4489878318
7	0.4267701898
8	0.4070794908
9	0.394534105
10	0.3774438053
11	0.3670277801
12	0.3527284836
13	0.3380477365
14	0.3288447985
15	0.321963884
16	0.3124212951
17	0.3042289373
18	0.2939670721
19	0.2878038851
20	0.2793207236
21	0.2721961873
22	0.2666140384
23	0.2587579816
24	0.253224274
25	0.2463591693
26	0.2411715462
27	0.2344626365
28	0.2288190722
29	0.2242277833
30	0.2189659432
31	0.2150206291
32	0.2136725421
33	0.2101901156
34	0.2065943669
35	0.2013949872
36	0.1984660733
37	0.1951439087
38	0.1915591379
39	0.1877295491
40	0.1832897028
41	0.1813002107
42	0.1771655182
43	0.1740328626
44	0.1701831786
45	0.16947116
46	0.1651301596
47	0.1611084513
48	0.1585467185
49	0.1555564382
50	0.1525288558
51	0.1507638875
52	0.1479163547
53	0.1456111363
54	0.1423207316
55	0.1394440673
56	0.1369863345
57	0.1340060341
58	0.1326772929
59	0.1306965415
60	0.1287838001
61	0.1267035575
62	0.126043567
63	0.1227810539
64	0.1214669621
65	0.1182378864
66	0.1166216233
67	0.1153929545
68	0.1142986661
69	0.1126195148
70	0.1119908707
71	0.1104160942
72	0.1096332511
73	0.1086774107
74	0.1070727192
75	0.1065097266
76	0.1054433224
77	0.1042924046
78	0.1028942154
79	0.1013696089
80	0.1004179131
81	0.09924350204
82	0.09662772519
83	0.09589265491
84	0.0951164848
85	0.09352946742
86	0.09256586266
87	0.09132190299
88	0.09068154239
89	0.08927676915
90	0.08786688498
91	0.08658770545
92	0.08607039247
93	0.08475134524
94	0.08344662499
95	0.08262830942
96	0.08208373311
97	0.08061168366
98	0.07947360769
99	0.07781216462
100	0.07685419799
101	0.07610196667
102	0.07533156427
103	0.07398643069
104	0.07284864126
105	0.07261125681
106	0.07187078642
107	0.07086383194
108	0.07055329072
109	0.07029916032
110	0.06926500508
111	0.06866502744
112	0.06846936846
113	0.06813912841
114	0.06741814272
115	0.06689451159
116	0.06665043681
117	0.06579217865
118	0.06499934137
119	0.0641143988
120	0.06360735085
121	0.06308522969
122	0.06246760931
123	0.06194740987
124	0.06158325204
125	0.06046817408
126	0.05981559707
127	0.05960741896
128	0.05917045088
129	0.05870188591
130	0.05766836807
131	0.05721437903
132	0.05657548466
133	0.0559773677
134	0.05527521277
135	0.05486211574
136	0.05467538327
137	0.05417233311
138	0.05367116958
139	0.05284687771
140	0.05195669319
141	0.05146181843
142	0.05100911892
143	0.05040398896
144	0.05020250138
145	0.04974711312
146	0.04951701326
147	0.04898822998
148	0.04864034433
149	0.04780187113
150	0.04759817761
151	0.04699447725
152	0.0464527642
153	0.04604158096
154	0.04566160057
155	0.04510512959
156	0.04482404671
157	0.04388297954
158	0.0436160783
159	0.04324474288
160	0.04285088907
161	0.04260280087
162	0.04236676119
163	0.04207926285
164	0.04178090957
165	0.041408496
166	0.04110268807
167	0.04053903416
168	0.0401716335
169	0.03966598684
170	0.03945906074
171	0.03929423949
172	0.03920110687
173	0.03911726631
174	0.0387613524
175	0.03838750378
176	0.03784869
177	0.0369578434
178	0.03651322597
179	0.03616999658
180	0.03576398122
181	0.03559282713
182	0.03543011054
183	0.03516718696
184	0.03493098219
185	0.03454886598
186	0.03411695808
187	0.03391719468
188	0.03343619772
189	0.03327010038
190	0.03253583734
191	0.03235428221
192	0.03207564997
193	0.03142521169
194	0.03136289418
195	0.03101013533
196	0.03071094337
197	0.03060654115
198	0.03031827404
199	0.0301648494
200	0.02974643433
201	0.02957579525
202	0.02927532788
203	0.02918205378
204	0.0289915331
205	0.02871929415
206	0.02813650541
207	0.02775353768
208	0.02751190317
209	0.02726931904
210	0.02718137807
211	0.02713523718
212	0.02679016364
213	0.02667286265
214	0.02659743083
215	0.02636675094
216	0.02625283145
217	0.02611705706
218	0.02596494946
219	0.02591379389
220	0.02581385249
221	0.02559905059
222	0.0251294731
223	0.02505180897
224	0.02487777279
225	0.02467163583
226	0.02463036985
227	0.02453187975
228	0.02429831337
229	0.02422696811
230	0.02390911313
231	0.02375445545
232	0.02355843585
233	0.02343281906
234	0.02323721131
235	0.02312264063
236	0.02300416023
237	0.02295430442
238	0.02265064994
239	0.02251474428
240	0.02241453924
241	0.02232200525
242	0.02193643316
243	0.02189446663
244	0.02161703802
245	0.02146477318
246	0.02128833405
247	0.02116488461
248	0.02111375335
249	0.02107056746
250	0.0209245491
251	0.02082165503
252	0.02074662644
253	0.02061768094
254	0.02047818803
255	0.02040395888
256	0.02026222517
257	0.0200098322
258	0.01991906469
259	0.01968508217
260	0.01955678908
261	0.01939423173
262	0.01937068324
263	0.01930080016
264	0.01906478317
265	0.01897962365
266	0.01888644767
267	0.01877104492
268	0.01863655152
269	0.0185325975
270	0.01847385378
271	0.01834920947
272	0.01818643338
273	0.01804322181
274	0.01797716273
275	0.01783553293
276	0.01780016789
277	0.01772046051
278	0.01753769936
279	0.01740745961
280	0.01738688321
281	0.01723061988
282	0.01719341375
283	0.01717234204
284	0.01704224886
285	0.01695174556
286	0.01684729063
287	0.01682977165
288	0.01654549389
289	0.01635596618
290	0.01627482944
291	0.01620651011
292	0.01614472053
293	0.01609536672
294	0.01602235168
295	0.01595445099
296	0.01579783666
297	0.01574396372
298	0.01567776951
299	0.01563468435
