Date,LIDALY,LISAME,LICOMX,LILAMC,LIEALC,LIEABG,LILMEX,LIANTC,LIANTH,LIICBG,LIICIN
2017-10-09,25.074,,,,,,,161000.0,160000.0,,
2017-10-10,25.074,,,,,,,161000.0,160000.0,,
2017-10-11,25.843,,,,,,,161000.0,160000.0,,
2017-10-12,26.304,,,,,,,161000.0,160000.0,,
2017-10-13,26.304,,,,,,,164000.0,163000.0,,
2017-10-16,26.304,,,,,,,164000.0,163000.0,,
2017-10-17,26.304,,,,,,,164000.0,163000.0,,
2017-10-18,26.304,,,,,,,164000.0,163000.0,,
2017-10-19,26.304,,,,,,,164000.0,163000.0,,
2017-10-20,26.304,,,,,,,164000.0,163000.0,,
2017-10-23,26.304,,,,,,,164000.0,163000.0,,
2017-10-24,26.304,,,,,,,164000.0,163000.0,,
2017-10-25,26.304,,,,,,,164000.0,166000.0,,
2017-10-26,26.304,,,,,,,164000.0,166000.0,,
2017-10-27,26.304,,,,,,,164000.0,166000.0,,
2017-10-30,26.304,,,,,,,170000.0,166000.0,,
2017-10-31,26.304,13875.0,,,,,,170000.0,,,
2017-11-01,26.304,,,,,,,172000.0,166000.0,,
2017-11-02,26.304,,,,,,,172000.0,166000.0,,
2017-11-03,26.304,,,,,,,172000.0,166000.0,,
2017-11-06,26.304,,,,,,,172000.0,166000.0,,
2017-11-07,26.304,,,,,,,172000.0,166000.0,,
2017-11-08,26.304,,,,,,,172000.0,166000.0,,
2017-11-09,26.304,,,,,,,172000.0,166000.0,,
2017-11-10,26.304,,,,,,,172000.0,166000.0,,
2017-11-13,26.304,,,,,,,172000.0,166000.0,,
2017-11-14,26.304,,,,,,,172000.0,166000.0,,
2017-11-15,26.304,,,,,,,172000.0,166000.0,,
2017-11-16,26.304,,,,,,,171500.0,166000.0,,
2017-11-17,26.304,,,,,,,171500.0,166000.0,,
2017-11-20,26.304,,,,,,,171500.0,166000.0,,
2017-11-21,26.304,,,,,,,171500.0,166000.0,,
2017-11-22,26.304,,,,,,,171500.0,166000.0,,
2017-11-23,26.304,,,,,,,171500.0,166000.0,,
2017-11-24,26.304,,,,,,,171500.0,166000.0,,
2017-11-27,26.304,,,,,,,171500.0,166000.0,,
2017-11-28,26.304,,,,,,,171500.0,166000.0,,
2017-11-29,26.304,,,,,,,171500.0,166000.0,,
2017-11-30,26.304,14000.0,,,,,,170000.0,166000.0,,
2017-12-01,26.304,,,,,,,170000.0,166000.0,,
2017-12-04,26.304,,,,,,,170000.0,166000.0,,
2017-12-05,26.304,,,,,,,170000.0,166000.0,,
2017-12-06,26.304,,,,,,,170000.0,166000.0,,
2017-12-07,26.304,,,,,,,170000.0,166000.0,,
2017-12-08,26.304,,,,,,,170000.0,166000.0,,
2017-12-11,26.304,,,,,,,170000.0,166000.0,,
2017-12-12,26.304,,,,,,,170000.0,166000.0,,
2017-12-13,26.304,,,,,,,170000.0,166000.0,,
2017-12-14,25.997,,,,,,,170000.0,166000.0,,
2017-12-15,25.997,,,,,,,170000.0,166000.0,,
2017-12-18,25.997,,,,,,,170000.0,166000.0,,
2017-12-19,25.997,,,,,,,170000.0,166000.0,,
2017-12-20,25.997,,,,,,,170000.0,166000.0,,
2017-12-21,25.535,,,,,,,170000.0,166000.0,,
2017-12-22,25.535,,,,,,,167000.0,166000.0,,
2017-12-25,25.535,,,,,,,167000.0,166000.0,,
2017-12-26,25.535,,,,,,,167000.0,166000.0,,
2017-12-27,25.535,,,,,,,167000.0,166000.0,,
2017-12-28,25.535,,,,,,,167000.0,166000.0,,
2017-12-29,25.535,,,,,,,167000.0,166000.0,,
2017-12-31,,14000.0,,,,,,,,,
2018-01-02,25.535,,,,,,,167000.0,166000.0,,
2018-01-03,25.535,,,,,,,167000.0,166000.0,,
2018-01-04,25.535,,,,,,,167000.0,166000.0,,
2018-01-05,25.227,,,,,,,167000.0,166000.0,,
2018-01-08,25.227,,,,,,,167000.0,166000.0,,
2018-01-09,24.843,,,,,,,167000.0,166000.0,,
2018-01-10,24.843,,,,,,,167000.0,166000.0,,
2018-01-11,24.843,,,,,,,167000.0,166000.0,,
2018-01-12,24.843,,,,,,,167000.0,166000.0,,
2018-01-15,24.381,,,,,,,164500.0,166000.0,,
2018-01-16,24.381,,,,,,,161500.0,166000.0,,
2018-01-17,24.381,,,,,,,161500.0,166000.0,,
2018-01-18,24.381,,,,,,,161500.0,166000.0,,
2018-01-19,24.074,,,,,,,161500.0,166000.0,,
2018-01-22,24.074,,,,,,,161500.0,166000.0,,
2018-01-23,24.074,,,,,,,161500.0,166000.0,,
2018-01-24,23.766,,,,,,,161500.0,166000.0,,
2018-01-25,23.766,,,,,,,161500.0,166000.0,,
2018-01-26,23.766,,,,,,,161500.0,166000.0,,
2018-01-29,23.766,,,,,,,160000.0,166000.0,,
2018-01-30,23.766,,,,,,,160000.0,166000.0,,
2018-01-31,23.766,14500.0,,,,,,160000.0,166000.0,,
2018-02-01,23.766,,,,,,,160000.0,166000.0,,
2018-02-02,23.766,,,,,,,158000.0,166000.0,,
2018-02-05,23.766,,,,,,,158000.0,166000.0,,
2018-02-06,23.766,,,,,,,158000.0,166000.0,,
2018-02-07,23.766,,,,,,,158000.0,166000.0,,
2018-02-08,23.766,,,,,,,158000.0,166000.0,,
2018-02-09,23.766,,,,,,,158000.0,160000.0,,
2018-02-22,23.766,,,,,,,158000.0,160000.0,,
2018-02-23,23.766,,,,,,,158000.0,160000.0,,
2018-02-24,,,,,,,,158000.0,,,
2018-02-26,23.766,,,,,,,159200.0,159300.0,,
2018-02-27,23.766,,,,,,,159200.0,159300.0,,
2018-02-28,23.766,14500.0,,,,,,159200.0,159300.0,,
2018-03-01,23.766,,,,,,,161750.0,159000.0,,
2018-03-02,23.766,,,,,,,161750.0,159000.0,,
2018-03-05,23.766,,,,,,,161750.0,159000.0,,
2018-03-06,23.766,,,,,,,161750.0,159000.0,,
2018-03-07,23.766,,,,,,,161750.0,159000.0,,
2018-03-08,23.766,,,,,,,161750.0,159000.0,,
2018-03-09,23.766,,,,,,,161750.0,159000.0,,
2018-03-12,23.766,,,,,,,161750.0,159000.0,,
2018-03-13,23.766,,,,,,,161750.0,159000.0,,
2018-03-14,23.766,,,,,,,156500.0,159000.0,,
