Date,NIDALY,NILMEX,NISHFE,NIWUXI,NIINDA,CUDALY,CUCOMX,CULMEX,CUSMMG,CUSHFE,LIDALY,LISAME,LICOMX,LILMEX,CODALY,COLMEX,COLMEA,COWUXI
2023-08-04,9.5626,21310,172.18,164,1810.7,3.825,3.85,8573,69880,69490,36.808,39083.898,38,37663.04,15.159,32991.5,93,241.5
2023-08-07,9.4633,21102,168.49,164.05,1826.8,3.8161,3.81,8485,69305,69100,36.79,39475.345,38,37663.04,15.159,32975.5,93,241
2023-08-08,9.3408,20841,168.71,163.3,1816.3,3.747,3.75,8347.5,69160,69030,36.646,39615.781,37,37467.39,15.159,32975,93,242
2023-08-09,9.2104,20554,167.41,162.25,1789.3,3.7651,3.77,8397.5,68735,68430,36.014,39750,37,37467.39,15.159,32975,93,242
2023-08-10,9.1503,20441,166.18,162.8,1773.5,3.7409,3.75,8386,68780,68590,35.304,39872.208,37,37467.39,15.159,32985.5,93,240
2023-08-11,9.0505,20241,167.09,162.65,1754.5,3.7191,3.71,8294.5,68715,68520,35.189,39980.309,37,36652.17,15.159,32991,93,241
2023-08-14,8.9761,20093,166.63,162.35,1741.1,3.7296,3.72,8291.5,68260,68090,35.055,40208.232,36,36043.48,15.159,32975,93,241
2023-08-15,8.8446,19780,163.78,157.5,1746.134,3.6555,3.66,8199.5,68635,68340,34.928,40248.168,36,36043.48,15.159,32974.5,93,239.5
2023-08-16,8.8587,19804,162.63,161.2,1732,3.6489,3.65,8167,68300,67870,34.875,40268.13,36,35521.74,15.159,32974.5,93,239.5
2023-08-17,9.0841,20277,164.08,163,1699,3.6825,3.69,8235.5,68320,67810,32.198,40266.943,36,35521.74,15.159,32983,93,236
2023-08-18,9.0297,20131,167.55,164.7,1710,3.7072,3.7,8240.5,68895,68300,32.177,40243.435,35,35195.65,15.159,32987.5,93,235.5
2023-08-21,9.0108,20119,167.07,164,1721.8,3.7181,3.71,8274.5,68970,68430,29.859,40027.246,35,35195.65,15.159,32975,93,236
2023-08-22,9.1911,20504,168.21,165.4,1724.6,3.7489,3.75,8362.5,68860,68540,29.829,39902.718,35,35195.65,15.159,32975,93,237
2023-08-23,9.3993,20956,169.25,165.2,1726.3,3.8063,3.8,8452,69490,69060,29.833,39750,35,35119.57,15.159,32970.5,93,234.5
2023-08-24,9.3535,20829,169.93,166.2,1738.8,3.7611,3.77,8359.5,69755,69270,29.877,39568.742,35,35119.57,15.159,32987,93,234
2023-08-25,9.3513,20795,169.68,165.6,1737.6,3.7701,3.76,8355.5,69350,69030,29.839,39361.879,35,35119.57,15.159,32991,93,235
2023-08-28,9.3513,20658.18,169.3,164.4,1758,3.7621000000000002,3.75,8412.99,69590,69180,29.821,38625.235,35,35228.922,15.159,32979.719,93,228.5
2023-08-29,9.2923,20683,166.68,163.65,1748.1,3.7844,3.79,8448.5,69560,69320,28.996,38353.525,35,35011.36,15.159,32974,93,228.5
2023-08-30,9.2611,20631,165.77,164.1,1744.3,3.7872,3.79,8472.5,69925,69530,29.015,38074.998,35,34965.91,15.159,32974,93,231
2023-08-31,9.1113,20289,165.63,162.35,1740,3.7816,3.77,8422.5,70125,69740,29.024,37793.409,35,34920,15.159,32991,93,232.5
2023-09-01,9.476,21085,166.82,169.35,1728.1,3.8045,3.81,8500.5,70230,69820,27.772,37512.516,30,30000,15.159,32986.5,93,235.5
2023-09-04,9.4538,21040,170.81,168.1,1736.4,3.7986,3.855,8452,70275,69980,27.715,36711.588,28.598,30000,15.159,32978,93,238
2023-09-05,9.4531,21039,170.15,169.6,1761.8,3.8033,3.81,8487,69875,69600,27.588,36471.053,30,30000,15.159,32978,93,236.5
2023-09-06,8.256,20593,171.62,167.1,1760,3.7439,3.75,8371.5,69925,69790,27.59,36250,30,30000,15.159,32978,93,240
2023-09-07,7.0148,20482,168.04,165,1753,4.2749,3.73,8321,69585,69440,10.297,36051.256,29,29190.48,15.159,32986.5,93,239.5
2023-09-08,7.0148,20052,166.33,163.55,1750,4.2749,3.68,8242.5,69200,69130,10.297,35873.923,29,29190.48,15.159,32987,93,237
2023-09-11,8.614,20485,165.97,164.35,1727.5,3.848,3.77,8402,69100,69050,23.25,35452.09,29,28833.33,15.159,32978.5,93,237.5
2023-09-12,8.9283,19923,165.21,160.95,1729.2,3.779,3.75,8391,69595,69530,25.334,35342.103,29,28500,15.159,32978.5,93,235
2023-09-13,9.0074,20069,161.83,159.65,1710,3.7602,3.76,8417,69440,69340,26.028,35244.38,29,28809.52,15.159,32978,93,232
2023-09-14,9.114,20343,160.56,161.8,1692.9,3.7783,3.78,8417.5,69450,69480,25.625,35157.09,29,28523.81,15.159,32986,93,233.5
2023-09-15,8.9233,19924,162.24,160.6,1726.1,3.7645,3.76,8405.5,69875,69800,25.628,35078.403,29,28523.81,15.159,32986,92,233.5
2023-09-18,8.8977,19877,161.57,160.8,1725.4,3.7295,3.74,8359.5,69570,69360,25.425,34875.674,29,28523.81,15.159,32977,92,232.5
2023-09-19,8.9227,19919,161.5,161.45,1705,3.7223,3.71,8292.5,69030,68980,25.03,34813.109,29,28523.81,15.159,32978,92,232.5
2023-09-20,8.7661,19593,163.53,161.3,1705,3.7297,3.75,8345.5,68900,68760,24.473,34750,28,28333.33,15.159,32979,92,235
2023-09-21,8.5586,19123,159.86,155.9,1711.4,3.6762,3.67,8194,68765,68700,24.434,34684.506,28,28166.67,15.159,32990,92,234.5
2023-09-22,8.6967,19418,156.84,156.35,1666.3,3.6711,3.67,8222,68240,67970,24.439,34614.733,28,28166.67,15.159,32990,92,236
2023-09-25,8.5543,19120,158.22,156,1648.3,3.6437,3.65,8145.5,68240,68040,23.599,34360.683,28,28047.62,15.159,32969,92,233.5
2023-09-26,8.4468,18877,157.97,152.2,1656.1,3.6189,3.63,8091,68035,67700,23.189,34254.737,28,28047.62,15.159,32974.5,92,234.5
2023-09-27,8.5022,19003,153.04,151.2,1631.7,3.603,3.63,8114,67525,67360,23.184,34134.983,28,27904.76,15.159,32980,92,235
2023-09-28,8.4522,18887,152.24,151.5,1608.3,3.6823,3.69,8217.5,67510,67340,22.797,33999.516,28,27809.52,15.159,32990.5,92,234.5
2023-09-29,8.3642,18694,152.047,151.1,1617.5,3.7279,3.73,8270.5,67651.961,67443.6,22.814,33846.429,28,27810,15.159,32990.5,92,234
2023-10-02,8.3851,18749,147.662,151,1632.582,3.6353,3.63,8053,68052.785,67924.56,22.814,33262.394,25,24500,15.159,32975,92,234
2023-10-03,8.369,18728,145.811,151.05,1618.1,3.6146,3.62,8006.5,68145.265,68074.603,22.813,33019.771,25,24500,15.159,32975,92,234.5
2023-10-04,8.3657,18723,144.204,151,1598.5,3.5616,3.58,7949.5,68200.791,68186.008,22.814,32750,25,24500,15.159,32975,92,230.5
2023-10-05,8.2669,18490,143.105,148.9,1595,3.5482,3.55,7899,68209.534,68238.677,22.813,32452.339,25,24500,15.159,32991,92,234.5
2023-10-06,8.3054,18582,142.779,149.05,1584.9,3.635,3.62,8046,68161.658,68212.509,22.814,32130.703,25,24500,15.159,32991,92,233.5
2023-10-09,8.4636,18939,149.07,151.85,1585,3.6609,3.64,8104,67580,67460,22.836,31072.743,25,24500,15.159,32975,92,234.5
2023-10-10,8.3457,18682,152.39,149.6,1594.5,3.6122,3.63,8022.5,67230,67000,22.811,30706.004,28,24500,15.159,32975,92,235
2023-10-11,8.2037,18371,149.87,148.75,1585.7,3.6087,3.61,8024,66930,66770,22.801,30340.687,24,24159.09,15.159,32975,92,235
2023-10-12,8.3742,18728,149.45,151.05,1584.1,3.5821,3.59,7991,66745,66700,22.809,29981.874,24,24159.09,15.159,32985,92,236
2023-10-13,8.47,18546,152.24,150.65,1586.9,3.5753,3.58,7949,66405,66430,22.786,29634.642,24,24159.09,15.159,32990.5,92,238.5
2023-10-16,8.2936,18602,152.3,150.3,1587.4,3.5744,3.59,7976.5,66450,66330,22.769,28713.236,24,23886.36,15.159,32974,92,249
2023-10-17,8.3141,18593,151.03,149,1598.2,3.5711,3.58,7970.5,66200,66170,23.589,28463.128,24,23886.36,15.159,32974,92,248.5
2023-10-18,8.3157,18655,150.65,149.9,1584.7,3.5887,3.58,7972.5,66720,66490,23.857,28250,24,23886.36,15.159,32975,92,246.5
2023-10-19,8.3493,18520,150.27,148.1,1593,3.5908,3.59,7993,66565,66490,23.855,28077.567,24,23886.36,15.159,32986.5,92,246
2023-10-20,8.2926,18588,149.19,147.1,1572,3.527,3.54,7948.5,66680,66460,23.441,27944.088,24,23886.36,15.159,32992,92,237.5
2023-10-23,8.3488,18177,148.72,147,1573.8,3.5623,3.57,7972,66100,66040,23.441,27746.305,24,23886.36,15.159,32980,92,236
2023-10-24,8.1408,18274,147.03,145.6,1573.8,3.624,3.61,8051.5,66600,66340,22.504,27737.575,24,23886.36,15.159,32981,92,239.5
2023-10-25,8.1837,18317,147.58,146.1,1565,3.5718,3.57,8032,67350,66940,22.482,27752.267,24,23715.91,15.159,32982,92,237.5
2023-10-26,8.2032,18079,147.68,145.75,1559.6,3.5746000000000002,3.57,7985.5,66925,66670,22.613,27787.275,24,23715.91,15.159,32994,92,237
2023-10-27,8.0962,18374,146.04,145.7,1560,3.6249,3.63,8099,66930,66700,22.477,27839.492,24,23613.64,15.159,32999,92,236.5
2023-10-30,8.2336,18489,146.72,144.9,1573.7,3.6446,3.65,8140.5,67755,67400,22.346,28068.338,24,23613.64,15.159,32987,92,236
2023-10-31,8.2858,18130,144.81,141.75,1565.9,3.6395,3.64,8110.5,67735,67480,22.349,28158.33,24,23610,15.159,32988.5,92,236
2023-11-01,8.1207,18014,141.2,141.45,1541.5,3.6417,3.65,8109.5,67700,67350,22.339,28250,22,22000,15.159,32990,92,236.5
2023-11-02,8.069,17979,141.41,141.5,1535.8,3.678,3.67,8143,67835,67580,22.345,28340.344,22,22000,15.159,33002,92,235.5
2023-11-03,8.0531,18223,142.1,142.65,1535.8,3.6745,3.67,8175.5,68075,67800,22.38,28426.766,22,22000,15.159,33007,92,233
2023-11-06,8.1576,18445,142.82,142.95,1541.7,3.6998,3.71,8238,67835,67550,22.351,28637.555,22,22000,15.159,32995.5,92,231
2023-11-07,8.2554,17912,142.15,137.75,1541.1,3.6695,3.67,8186.5,68080,67690,22.172,28683.346,22,22000,15.159,32996.5,92,229
2023-11-08,8.0132,18094,138.96,141.25,1531.9,3.6198,3.63,8142,67975,67500,21.63,28712.743,22,22000,15.159,32997.5,92,227.5
2023-11-09,8.1003,17813,141.57,141.5,1523.8,3.633,3.64,8147,67805,67420,21.07,28723.253,22,21636.36,15.159,33009.5,92,227.5
2023-11-10,7.9757,17257,140.27,137.4,1502.5,3.5947,3.58,8035.5,67710,67470,20.783,28712.381,22,21636.36,15.159,33015,92,226.5
2023-11-13,7.7226,17398,139,137.3,1502.5,3.657,3.66,8167,67495,67290,20.368,28526.533,22,21636.36,15.159,33003,92,221.5
2023-11-14,7.7868,17487,138.42,138.75,1502.5,3.6728,3.68,8235,67985,67740,20.372,28405.193,21,21488.64,15.159,33003,92,220.5
2023-11-15,7.8249,17421,138.75,138,1502.5,3.7205,3.72,8265.5,68155,68170,20.507,28250,21,21488.64,15.159,33003,92,223
2023-11-16,7.7945,17020,138.97,136.6,1490,3.7028,3.7,8220,68390,67820,19.93,28059.416,21,21238.64,15.159,33012,92,223
2023-11-17,7.6145,16904,136.78,134.6,1464.2,3.7375,3.74,8267,68405,67800,19.758,27835.729,21,21238.64,15.159,33016,92,219.5
2023-11-20,7.5625,16952,135.47,131.8,1464.2,3.8005,3.81,8430.5,68705,67900,19.868,26998.481,21,21238.64,15.159,33003,92,219
2023-11-21,7.5845,16992,134.15,131.1,1448.2,3.8156,3.81,8449,69050,68260,19.683,26674.814,21,20875,15.159,33007,92,218
2023-11-22,7.5999,16435,131.99,129,1431.3,3.7731,3.77,8353.5,68575,68170,19.23,26334.26,21,20875,15.159,33002,92,215.5
2023-11-23,7.3466,16619,128.55,131,1413.5,3.7699,3.777,8409.5,68510,67980,18.695,25980.063,21.003,20875,15.159,33010,92,217.5
2023-11-24,7.4308,16138,129.06,120.5,1410.7,3.7873,3.8,8428.5,68705,68180,18.242,25615.466,21,20875,15.159,33014,92,215.5
2023-11-27,7.2153,16079,124.97,122.8,1410.7,3.7565,3.76,8364,68815,68230,17.685,24491.709,21,20829.55,15.159,32997,92,212
2023-11-28,7.1863,16766,125.43,127.65,1402.5,3.8021,3.8,8473,68500,68030,17.684,24117.946,21,20693.18,15.159,32996,92,212.5
2023-11-29,7.665,17122,129.96,132,1440.1,3.7994,3.79,8415.5,68790,68360,17.748,23750,21,20693.18,15.159,32995,92,211.5
2023-11-30,7.4562,16645,132.49,127.6,1423.7,3.8159,3.83,8464.5,68920,68380,16.605,23390.74,21,20690,15.159,33008,92,208.5
2023-12-01,7.6412,17042,129.36,130.15,1435.8,3.909,3.91,8610.5,69490,68690,16.59,23041.541,18,18050,15.159,33007,92,206
2023-12-04,7.4956,16714,129.81,128,1423.4,3.8154,3.82,8443,69785,69140,15.759,22064.31,18,18050,15.159,32995,92,202.5
2023-12-05,7.2303,16143,126.74,123.3,1410.4,3.7752,3.77,8334.5,69000,68570,15.19,21765.357,18,17552.38,15.159,32994,92,199.5
2023-12-06,7.2641,16218,128.14,127.75,1415,3.7205,3.72,8286,68730,68250,14.459,21481.466,18,17552.38,15.159,32993,92,199.5
2023-12-07,7.3963,16508,129.37,129,1413.6,3.7846,3.78,8342,68230,67980,13.767,21213.637,18,17552.38,14.832,32280,92,200.5
2023-12-08,7.5333,16806,131.71,132.7,1427.5,3.82,3.82,8448.5,68565,68330,13.754,20962.871,17,17171.43,14.504,31555,92,202
2023-12-11,7.4342,16607,132.29,129.9,1414.6,3.7815,3.78,8341,68800,68690,13.725,20322.956,17,16992.86,14.182,30830,92,199
2023-12-12,7.3922,16520,131.67,129.55,1420.8,3.7951,3.79,8355,68390,68390,13.742,20150.446,17,16992.86,13.855,30105,92,200
2023-12-13,7.3677,16468,131.7,129.8,1420.8,3.779,3.79,8330,68360,68310,13.584,20000,17,16992.86,13.526,29380,92,199.5
2023-12-14,7.6031,16972,131.75,131.6,1400.8,3.8736,3.89,8551.5,68565,68570,13.672,19871.883,17,16850,13.215,28700,92,200
2023-12-15,7.6761,17150,131.86,131.1,1423.8,3.885,3.89,8549,69050,68960,13.716,19763.413,17,16850,13.215,28699,92,200
2023-12-18,7.3779,16502,133.35,130.5,1449.4,3.8481,3.85,8482.5,68785,68580,13.665,19521.701,17,16850,13.215,28687.5,92,202.5
2023-12-19,7.492,16747,131.17,129.95,1434.6,3.9069,3.9,8593.5,68780,68480,13.663,19457.636,16,16528.57,13.215,28687,92,204.5
2023-12-20,7.5392,16854,131.5,129.45,1411.2,3.9015,3.9,8582.5,69325,68930,13.659,19396.127,16,16528.57,13.215,28687,92,205
2023-12-21,7.5562,16888,130.36,128.1,1422.5,3.8974,3.91,8595.5,69145,68860,13.653,19333.756,16,16528.57,13.215,28709,92,207.5
2023-12-22,7.384,16509,131.24,127.85,1422.8,3.8955,3.9,8573.5,69425,69080,13.527,19267.104,16,16528.57,13.215,28709,92,206.5
2023-12-25,7.384,16698.928,129.63,127.7,1435.197,3.86,3.87,8671.941,69160,69090,13.59,19007.283,16.818,16839.659,13.215,28679.934,92,207
2023-12-26,7.384,16911.526,130.57,127.9,1430.4,3.8925,3.9,8703.322,69165,69220,13.507,18889.328,17,16873.114,13.215,28678.808,92,210
2023-12-27,7.5695,16938,129.47,129.2,1422.2,3.9394,3.94,8690.5,69280,69220,13.501,18750,17,16771.88,13.215,28688,92,208.5
2023-12-28,7.4834,16734,130.02,127.75,1438.1,3.8998,3.91,8624.5,69770,69510,13.589,18587.107,17,16584.21,13.215,28705,92,208.5
2023-12-29,7.4276,16603,127.84,124.45,1436.1,3.881,3.88,8559,69255,69070,13.593,18403.35,17,16580,13.215,28710.5,92,207.5
2024-01-02,7.4103,16574,126.72,126.2,1419.2,3.8618,3.87,8544.5,69160,68920,13.51,17538.208,16,15500,13.215,28689,92,207.5
2024-01-03,7.3363,16409,127.85,125.55,1417.5,3.8579,3.85,8517,68960,68700,13.501,17309.025,16,15500,13.215,28689,92,205.5
2024-01-04,7.1827,16064,125.7,123.15,1420,3.8245,3.83,8466.5,68840,68510,13.494,17082.534,16,15727.27,13.215,28700,92,207
2024-01-05,7.3262,16372,123.68,123.75,1408.5,3.7859,3.79,8463,68845,68470,13.489,16862.662,15,15079.55,13.215,28700,92,205.5
2024-01-08,7.2899,16303,124.18,123.8,1387.5,3.7962,3.8,8448,68460,68290,13.474,16282.021,15,15079.55,13.215,28689.5,92,203
2024-01-09,7.307,16287,124.96,123.7,1398.8,3.7472,3.75,8369.5,68650,68370,13.329,16127.886,15,15079.55,13.215,28690,92,203
2024-01-10,7.3432,16429,124.6,124.3,1402,3.7819,3.78,8370.5,68185,68110,13.32,16000,15,14897.73,13.215,28690.25,92,200.5
2024-01-11,7.334,16420,126.21,127.25,1390,3.7779,3.78,8355,68270,68240,13.342,15901.136,15,14897.73,13.215,28707,92,202.5
2024-01-12,7.2994,16343,128.79,126.5,1397.9,3.7427,3.74,8339,68345,68260,13.32,15829.455,15,14897.73,13.215,28701.75,92,202
2024-01-15,7.2402,16218,127.69,125.8,1396.7,3.7753,3.78,8381,68010,67940,13.31,15747.574,15.191,14897.73,13.215,28691.5,92,203
2024-01-16,7.2126,16150,127,126.1,1390,3.7578,3.77,8354.5,68070,67830,13.283,15754.691,15,14832.27,13.215,28690.75,92,202
2024-01-17,7.1844,16079,127.64,125,1386.3,3.741,3.73,8268,68015,67900,13.273,15774.024,15,14832.27,13.215,28690,92,202.5
2024-01-18,7.2203,16156,127.26,125.8,1386.7,3.7467,3.75,8310,67710,67700,13.275,15802.581,16,14659.55,13.215,28697.5,92,202
2024-01-19,7.1663,16036,128.15,126.9,1380.7,3.787,3.79,8351,67875,67680,13.28,15837.368,15,14659.55,13.215,28696.5,92,202.5
2024-01-22,7.1508,16007,126.84,125.7,1380,3.7501,3.76,8345.5,68055,68000,13.273,15949.181,15,14659.55,13.215,28685,92,203
2024-01-23,7.2892,16306,127.85,127.6,1380,3.7968,3.79,8405,67920,67880,13.317,15978.958,15,14627.73,13.215,28684,92,203
2024-01-24,7.4462,16648,129.36,128,1386.7,3.8695,3.88,8562.5,68215,68160,13.346,16000,15,14627.73,13.215,28683,92,202
2024-01-25,7.4702,16701,129.7,128.2,1388.3,3.8629,3.87,8568.5,68850,68780,13.321,16009.878,15,14502.73,13.215,28691,92,201
2024-01-26,7.5015,16785,130.81,130.05,1392.833,3.8539,3.85,8545.5,68990,68930,13.311,16008.421,14,14439.09,13.215,28690,92,201
2024-01-29,7.3378,16439,129.91,127.4,1398.9,3.8703,3.87,8558,68940,68850,13.302,15939.973,14,14439.09,13.215,28678,92,201.5
2024-01-30,7.37,16508,127.98,126.1,1389.2,3.904,3.91,8615,68970,68920,13.302,15897.109,14,14439.09,13.215,28677,92,199.5
2024-01-31,7.2634,16269,126.9,125.85,1394.6,3.8949,3.9,8608.5,69180,69140,13.304,15844.878,14,14440,13.215,28681.5,92,198.5
2024-02-01,7.2502,16230,126.23,125.8,1396.4,3.8545,3.85,8534.5,69125,69150,13.297,15783.672,13,13250,13.215,28689,92,198.5
2024-02-02,7.2504,16235,126.18,125.55,1384.3,3.8235,3.82,8482,68850,68710,13.306,15713.885,13,13250,13.215,28688,92,198.5
2024-02-05,7.1458,16020,124.58,123.4,1393.3,3.7694,3.77,8359.5,68545,68510,13.267,15456.97,13,13250,13.215,28666,92,195
2024-02-06,7.1033,15927,124.33,123.45,1381,3.7789,3.78,8402,68010,68010,13.562,15356.792,13,13250,13.215,28670.5,92,196.5
2024-02-07,7.1452,16012,123.72,124.15,1381,3.7342,3.74,8312,68010,67940,13.552,15250,13,13250,13.215,28675,92,195.5
2024-02-08,7.1457,16007,124.69,124.25,1371.6,3.7057,3.71,8193.5,67700,67680,13.548,15137.158,13,13250,12.95,28098,92,196
2024-02-09,7.1067,15921,125.513,124.175,1368.6,3.6886,3.69,8169,67429.595,67428.938,13.554,15019.515,13,13250,12.95,28102.5,92,196.505
2024-02-12,7.159,16040,124.822,124.25,1371.7,3.7217,3.73,8235,67545.081,67263.079,13.554,14651.974,13,13250,12.95,28107,92,196
2024-02-13,7.2597,16261,124.072,124.55,1363.8,3.7092,3.71,8260,67767.664,67349.487,13.554,14529.321,13,13250,12.95,28111,92,196
2024-02-14,7.2981,16346,123.331,125.3,1368.8,3.6988,3.7,8197,68019.883,67479.701,13.554,14408.964,13,13250,12.95,28115.5,92,196
2024-02-15,7.2604,16258,122.757,125.7,1376.8,3.7558,3.76,8314,68264.296,67637.496,13.554,14292.323,13,13250,12.95,28132.5,92,196
2024-02-16,7.3086,16356,122.512,126.1,1382.3,3.838,3.84,8489,68463.458,67806.648,13.554,14180.817,13,13250,12.95,28132.5,92,195.5
2024-02-19,7.3056,16349,125.35,126,1375.8,3.8035,3.886,8434.5,68415,68220,13.544,13891.307,13,13250,12.95,28137,92,195
2024-02-20,7.3085,16347,127.19,124.8,1376,3.8677,3.87,8500,68325,68370,13.55,13814.537,13,13250,12.95,28142.5,92,194
2024-02-21,7.5782,16930,127.3,127.4,1375.4,3.8719,3.87,8542,68905,68810,13.28,13750,13,13250,12.95,28148,92,194
2024-02-22,7.7864,17392,129.9,130.7,1398.1,3.8907,3.9,8584.5,69015,69130,13.279,13698.687,13,13250,12.95,28164,92,196
2024-02-23,7.8342,17495,134.26,133.5,1432.3,3.8768,3.88,8567.5,69380,69290,13.269,13659.874,13,13250,12.95,28169.5,92,200
2024-02-26,7.6797,17169,134.49,131.15,1453.9,3.8267,3.82,8466,69050,69060,13.27,13606.925,13,13250,12.95,28175,92,201.5
2024-02-27,7.8136,17460,132.8,133.25,1448.5,3.8313,3.83,8474,68720,68780,13.268,13606.6,13,13250,12.95,28180.5,92,201
2024-02-28,7.8771,17601,134.72,134.25,1444.4,3.8254,3.83,8448.5,68800,68800,13.404,13613.017,13,13250,12.95,28186,92,200
2024-02-29,8.0148,17896,136.1,135,1447.5,3.8317,3.83,8493.5,68730,68740,13.691,13625.025,13,13250,12.95,28202,92,203
2024-03-01,7.9113,17662,137.21,134.9,1468.5,3.855,3.86,8503.5,68835,68870,14.1,13641.473,15,13250,12.95,28207.5,92,202
2024-03-04,8.0347,17945,136.65,135.55,1461.7,3.8483,3.85,8542.5,68900,68910,15.071,13705.938,14,13250,12.95,28213,92,199
2024-03-05,7.9495,17759,136.52,134.1,1473.7,3.8449,3.84,8491.5,68945,69030,15.071,13728.628,15,13250,12.95,28218,92,198
2024-03-06,7.9329,17717,134.84,133.4,1473.7,3.8706,3.87,8577,68815,68940,15.071,13750,14,13250,12.95,28223,92,198
2024-03-07,8.0594,17983,135.21,134.55,1485,3.9131,3.92,8640.5,69235,69300,15.074,13769.078,14,13250,12.95,28239,92,198.5
2024-03-08,8.0753,18011,136.84,134.8,1485,3.885,3.89,8579.5,69630,69710,15.091,13785.593,14,13250,12.95,28244.5,92,199
2024-03-11,8.2369,18377,136.93,137.5,1485.8,3.924,3.92,8653,69335,69360,15.11,13818.831,14,13425,12.95,28250,92,199.5
2024-03-12,8.3119,18551,138.96,137.9,1485.8,3.9207,3.93,8657,69500,69520,15.4,13824.163,14,13184.5,12.95,28255.5,92,199
2024-03-13,8.2211,18346,140.88,138.25,1485.8,4.0405,4.05,8927,69650,69760,15.641,13826.468,14,13184.5,12.95,28261,92,200
2024-03-14,8.1037,18077,141.31,137.05,1485.8,4.0296,4.04,8887.5,71880,71690,16.062,13825.652,14,13184.5,12.95,28277,92,204
2024-03-15,8.1159,18074,140.65,137.5,1485.8,4.1125,4.11,9072,72075,72030,16.189,13821.621,14,13184.5,12.95,28282.5,92,202.5
2024-03-18,8.0231,17872,139.98,136.8,1522.5,4.1129,4.11,9089,73010,72960,15.768,13789.314,14,13396,12.95,28288,92,206.5
2024-03-19,7.7972,17395,138.79,134.7,1508.3,4.0514,4.06,8976.5,73030,73070,16.044,13771.497,13,13396,12.95,28293.5,92,203.5
2024-03-20,7.8424,17492,136.31,134,1486,4.0355,4.04,8928,72515,72540,16.046,13750,13,13273.5,12.95,28299,92,203.5
2024-03-21,7.8638,17541,136.77,134.35,1476.3,4.0517,4.05,8950.5,72870,72850,16.044,13724.882,13,13273.5,12.95,28315,92,204
2024-03-22,7.7313,17242,135.28,132.5,1480.8,3.996,4,8866.5,72140,72350,15.976,13696.805,13,13273.5,12.95,28320.5,92,203.5
2024-03-25,7.5842,16937,134.15,132,1473.2,3.9996,4.01,8873,72245,72310,15.879,13602.947,13,13273.5,12.95,28326,92,200
2024-03-26,7.4469,16640,132.15,128.85,1473.2,3.9929,4,8862,71895,71990,15.169,13571.163,13,13273.5,12.95,28331.5,92,201
2024-03-27,7.4457,16620,130.05,127.7,1430.7,3.9986,3.99,8849.5,71665,71920,15.15,13540.485,13,13273.5,12.95,28358,92,201
2024-03-28,7.5151,16749,129.52,128.55,1419.1,4.0084,4,8867,71975,72090,14.871,13511.726,13,13270,12.95,28363.5,92,200
2024-03-29,7.5151,16814.242,130.04,128.25,1419.038,4.0142,4.018,8840.679,72085,72200,15.152,13485.699,13.063,13252.332,12.95,28363.131,92,199.5
2024-04-01,7.5151,16872.637,129.43,130.7,1421.9,4.0526,4.05,8813.716,72765,72720,14.868,13432.14,13,13165.174,12.95,28367.259,92,200.5
2024-04-02,7.6407,17030,131.77,131.6,1423.5,4.0699,4.07,8991,72795,72920,14.856,13425.171,13,13150,12.95,28369,92,200
2024-04-03,7.785,17339,133.32,132,1423.5,4.2068,4.19,9262.5,73390,73520,14.995,13425,14,13150,12.95,28374,92,200
2024-04-04,7.9576,17711,134.238,133.6,1432,4.2381,4.25,9359,73954.618,73977.198,15.135,13432.141,14,13150,12.95,28390,92,199
2024-04-05,8.0004,17804,134.843,133.7,1462,4.2417,4.24,9329.5,74352.069,74234.308,15.135,13445.92,13,13150,12.95,28395,92,200
2024-04-08,8.017,17848,135.91,134.95,1496.1,4.2906,4.28,9411.5,75430,75230,15.14,13517.357,13,13230.95,12.95,28400,92,199.5
2024-04-09,8.1843,18219,136.69,136.85,1505.7,4.2868,4.29,9417.5,75910,75910,15.553,13547.962,13,13230.95,12.95,28405.5,92,200.5
2024-04-10,8.15,18364,138.6,137.4,1497.5,4.2633,4.28,9374,76035,76090,15.554,13580.341,14,13695.24,12.95,28411,92,199.5
2024-04-11,8.047,17811,139.21,134.45,1548.6,4.2521,4.25,9342,76010,75890,15.545,13613.522,14,13695.24,12.95,28426.5,92,199.5
2024-04-12,8.0726,17797,137.6,134.75,1548.6,4.2585,4.26,9457.5,76030,76010,15.406,13646.534,14,13695.24,12.623,27710,92,199.5
2024-04-15,8.1792,17846,138.69,134.2,1520.8,4.3578,4.38,9576,76280,76290,15.403,13734.822,14,13752.38,12.623,27715,92,198.5
2024-04-16,8.0853,17726,136.2,132.9,1569.2,4.3083,4.31,9468,76900,76920,15.404,13757.427,14,13752.38,12.623,27719,92,190.5
2024-04-17,8.2368,18238,134.9,135.55,1526.3,4.3512,4.34,9582.5,76370,76450,15.403,13775,14,13752.38,12.623,27723,92,191
2024-04-18,8.4137,18559,137.44,135.9,1526.3,4.4256,4.44,9734.5,76870,77440,15.405,13786.832,14,13752.38,12.623,27731,92,193
2024-04-19,8.8308,19326,138.65,140.6,1548.2,4.4975,4.5,9876,79115,78880,15.26,13793.276,14,13752.38,12.623,27731,92,194
2024-04-22,8.9249,19739,144.06,141.2,1602.5,4.4883,4.5,9829.5,80295,79940,15.255,13786.452,14,13752.38,12.623,27722,92,192
2024-04-23,8.6652,19006,143.4,139,1621.9,4.4417,4.49,9706.5,78410,78520,15.248,13777.515,14,13752.38,12.623,27722,92,191
