Date,NIDALY,NILMEX,NISHFE,NIWUXI,NIINDA,CUDALY,CUCOMX,CULMEX,CUSMMG,CUSHFE,LIDALY,LISAME,LICOMX,LILMEX,CODALY,COLMEX,COLMEA,COWUXI
2024-04-24,8.5765,18945,140.78,140,1602.5,4.4671,4.47,9773.5,78335,78520,15.25,13766.277,14,13752.38,12.623,27722,92,191.5
2024-04-25,8.7013,19157,142.06,139.95,1615.4,4.5423,4.57,9865,78810,78990,15.249,13753.354,14,13847.62,12.623,27730,92,189
2024-04-26,8.6636,19100,143.04,140.75,1610.8,4.574,4.57,9965.5,80025,80210,15.249,13739.363,14,13847.62,12.623,27730,92,188.5
2024-04-29,8.7468,19148,143,141.25,1632.5,4.6608,4.66,10135.5,80500,80560,15.26,13697.158,14,13833.33,12.623,27721,92,187.5
2024-04-30,8.7335,19238,143.4,140.85,1629.3,4.57,4.56,9991,81785,81650,15.26,13685.07,14,13830,12.623,27721,92,187
2024-05-01,8.5956,18879,143.497,139,1616.8,4.5425,4.55,9895.5,82581.175,82320.43,15.26,13675,14,14350,12.623,27717,92,187
2024-05-02,8.5182,18648,143.287,138,1616.8,4.5133,4.49,9765.5,82672.069,82377.524,15.26,13667.414,14,14350,12.623,27729,92,187.5
2024-05-03,8.7298,19237,143.002,139.6,1592.1,4.557,4.57,9910,82297.791,82038.655,15.26,13662.17,14,14350,12.623,27733,92,187
2024-05-06,8.824,19650.834,144.03,143.85,1598.6,4.6289,4.63,10121.101,80785,80820,15.333,13657.554,14,14359.216,12.623,27720,92,187.5
2024-05-07,8.6809,19256,144.55,142.2,1615.9,4.6178,4.63,10029.5,80595,80700,15.309,13658.741,14,14350,12.623,27715.5,92,189.5
2024-05-08,8.5706,18885,141.58,139.9,1615.6,4.564,4.56,9904,79770,79820,15.288,13660.801,15,14350,12.623,27715.5,92,189.5
2024-05-09,8.665,19033,140.46,140.7,1597.2,4.6127,4.61,9904.5,79650,79600,15.291,13663.441,14,14350,12.623,27724,92,188
2024-05-10,8.6793,18952,142.4,141.65,1598.3,4.6625,4.69,10004,79925,80110,15.136,13666.367,14,14350,12.623,27728,92,188.5
2024-05-13,8.6954,19230,143.26,142.95,1613.2,4.7565,4.8,10185.5,80385,80480,15.024,13673.921,14,14350,12.623,27714.5,92,188.5
2024-05-14,8.6416,19075,143.62,142.6,1610.8,4.8918,4.95,10114,81530,81590,14.799,13675.052,14,14350,12.623,27710,92,189
2024-05-15,8.8741,19489,142.72,143,1618.7,4.9335,4.97,10219,81320,81230,14.598,13675,14,14290.91,12.623,27706,92,197
2024-05-16,9.0968,19797,145.86,147.8,1628.6,4.8746,4.89,10424,82035,82060,14.58,13673.577,14,14290.91,12.623,27702,92,195
2024-05-17,9.5876,21080,150.31,152.8,1650,5.05,5.06,10668,82575,82970,14.596,13671.016,14,14290.91,12.623,27702,92,195.5
2024-05-20,9.7107,21615,156.08,157.8,1746.7,5.1036,5.09,10889,86970,86450,14.592,13659.899,14,14290.91,12.623,27684,92,205
2024-05-21,9.6497,21304,157.79,155.8,1746.7,5.1161,5.12,10859,86435,86790,14.581,13656.179,14,14188.64,12.623,27680,92,205
2024-05-22,9.2814,20366,157.74,152.85,1783.1,4.8284,4.87,10419,85655,86170,14.571,13653.017,14,14170.45,12.623,26950,92,206.5
2024-05-23,9.1528,20084,153.22,149.1,1757.3,4.7805,4.82,10417.5,83030,83500,14.564,13650.753,14,14170.45,12.315,26945,92,205
2024-05-24,9.1852,20250,152.15,150.85,1714.3,4.7535,4.78,10324,83315,83580,14.564,13649.725,14,14170.45,12.315,26945,92,205.5
2024-05-27,9.296,20404.919,152.83,154.6,1710,4.8322,4.872,10418.399,83355,83520,14.561,13657.45,14,14178.749,12.336,26912.461,92,208.5
2024-05-28,9.3227,20467,155.57,152.9,1703.3,4.8599,4.88,10501.5,84590,84520,14.553,13664.759,14,14180.95,12.315,26918,92,206
2024-05-29,9.3068,20490,154.52,153.75,1717.5,4.7939,4.81,10456.5,84250,84590,14.559,13675,14,14180.95,12.315,26913,92,202.5
2024-05-30,9.1245,20063,152.97,148.65,1728.4,4.6597,4.67,10135,83405,83350,14.57,13688.279,14,14180.95,12.315,26908,92,197
2024-05-31,8.9403,19710,149.92,147.75,1705,4.602,4.61,10040,81855,81950,14.559,13703.766,14,14170,12.315,26908,92,196.5
2024-06-03,8.8419,19422,148.57,145.55,1702.1,4.6649,4.68,10143,81620,81470,14.299,13752.849,14,13800,12.315,26886,92,198
2024-06-04,8.606,19068,146.21,143.9,1667.5,4.5428,4.55,9945,81835,81830,14.212,13766.542,14,13800,12.315,26881,92,196
2024-06-05,8.4445,18288,143.45,140.3,1632.2,4.6167,4.62,9925.5,80250,80290,14.01,13777.129,14,13800,12.315,26875,92,195
2024-06-06,8.447,18531,141.58,143.45,1608.5,4.6729,4.69,10149,81130,81010,14.016,13783.547,14,13630,12.315,26870,92,195
2024-06-07,8.1787,18031,142.04,140.5,1591.7,4.4835,4.49,9762.5,81410,81390,14.004,13784.734,14,13630,12.315,26870,92,193.5
2024-06-10,8.2112,17891,139.256,139.8,1550.4,4.5524,4.56,9899,80108.189,80172.111,14.114,13746.279,14,13592.5,12.315,26848.5,92,194
2024-06-11,8.1991,17818,139.16,138.85,1527.5,4.5135,4.52,9759,79755,79750,13.855,13715.912,14,13557.5,12.315,26843,92,192.5
2024-06-12,8.1787,18061,139.67,140.2,1522.9,4.5614,4.58,9944.5,79575,79540,13.444,13675,14,13557.5,12.315,26838,92,193.5
2024-06-13,8.0576,17645,137.39,137.5,1506.7,4.4808,4.51,9794.5,79355,79400,13.439,13622.881,14,13557.5,12.315,26832,92,191.5
2024-06-14,7.9719,17575,136.97,136.45,1502.5,4.495,4.55,9741.5,79465,79330,13.437,13560.496,14,13557.5,12.315,26832,92,194.5
2024-06-17,7.8998,17467,135.85,136.05,1476.1,4.4497,4.52,9665.5,78830,78610,13.385,13325.178,14,13557.5,12.315,26810,92,194
2024-06-18,7.8644,17294,135.65,133.5,1476.1,4.4906,4.56,9671.5,78670,78550,13.298,13235.161,14,13557.5,12.315,26807,92,192
2024-06-19,7.8703,17372,133.64,135.1,1466.3,4.5123,4.631,9786,78535,78470,13.153,13141.593,14.014,13557.5,12.315,26804,92,188.5
2024-06-20,7.8993,17424,135.13,135.85,1473.8,4.5594,4.62,9858,79530,79490,13.015,13045.817,14,13557.5,12.315,26804,92,188
2024-06-21,7.8127,17224,135.37,134,1470.8,4.442,4.49,9682.5,79340,79710,12.88,12949.176,14,13557.5,12.315,26806,92,185.5
2024-06-24,7.8227,17325,134.17,134.6,1464.7,4.4265,4.53,9661,78255,78560,12.623,12667.493,14,13557.5,12.315,26786,92,184
2024-06-25,7.8122,17167,134.89,134.95,1452.5,4.3697,4.38,9571,78370,78580,12.592,12580.822,13,13517.5,12.315,26782,92,184
2024-06-26,7.7655,17056,134.1,134.95,1463,4.3698,4.37,9540,77410,77760,12.588,12500,13,13517.5,12.315,26778,92,185
2024-06-27,7.8413,17103,134.99,134.45,1459.2,4.3252,4.33,9515.5,77695,77670,12.599,12426.052,13,13487.5,12.315,26777,92,185.5
2024-06-28,7.8431,17291,134.98,135.25,1450.3,4.3915,4.39,9599,77660,77830,12.589,12358.727,13,13480,12.315,26778.5,92,185.5
2024-07-01,7.912,17357,135.46,136.65,1464.3,4.4142,4.43,9630,77840,77910,12.584,12190.79,13,12250,12.315,26759,92,184.5
2024-07-02,7.7369,17004,136.64,136.05,1465.8,4.4312,4.43,9672.5,78490,78440,12.58,12144.259,12,12250,12.315,26757,107,182
2024-07-03,7.9011,17323,136.37,137.55,1475.7,4.5291,4.54,9868,78550,78760,12.586,12101.501,12,12250,12.315,26752,107,170.5
2024-07-04,7.8385,17217,137.5,136.15,1465.4,4.5717,4.623,9882.5,79835,79760,12.592,12061.947,12.025,12250,12.315,26751.5,107,170.5
2024-07-05,7.8657,17341,136.48,137.5,1456,4.652,4.66,9944,79815,79860,12.576,12025.027,12,12002.17,12.315,26753,115,173.5
2024-07-08,7.9107,17473,137.19,137.2,1465.4,4.606,4.62,9915,80020,79960,12.471,11924.376,13,12002.17,12.341,26733,115,173.5
2024-07-09,7.7787,17142,136.78,134.1,1462.5,4.5857,4.58,9869,79965,79990,12.452,11892.295,13,11928.26,12.337,26729,115,173
2024-07-10,7.6426,16891,135.61,133.55,1460.5,4.5829,4.61,9905,79710,79580,12.457,11860,12,11928.26,12.315,26725,115,173
2024-07-11,7.6512,16809,133.1,133.7,1456,4.5121,4.51,9786.5,79675,79710,12.478,11827.097,12,11928.26,12.27,26724,115,174
2024-07-12,7.6458,16856,132.71,133.75,1437.5,4.5872,4.6,9877,78860,78910,12.462,11793.897,12,11928.26,12.212,26198.5,115,172.5
2024-07-15,7.6054,16701,134.28,132.8,1430.7,4.5113,4.53,9806,79915,79410,12.179,11697.398,12,11928.26,12.077,26178,115,173
2024-07-16,7.5879,16594,133.26,132.4,1418.9,4.4456,4.44,9663.5,79170,79360,11.916,11667.892,12,11928.26,12.077,26177,115,172
2024-07-17,7.4929,16457,132.35,130.05,1416.3,4.3967,4.4,9635,78695,78590,11.918,11640.53,12,11928.26,12.077,26177,115,172
2024-07-18,7.4686,16423,130.48,130.7,1416.3,4.2589,4.27,9386,78110,78180,11.756,11615.799,12,12036.96,12.077,26186,115,171.5
2024-07-19,7.3736,16256,130.38,128.1,1392.5,4.2365,4.22,9310,76565,76780,11.66,11594.187,12,11997.83,12.077,26190,115,172.5
2024-07-22,7.3539,16190,128.66,127.25,1379.2,4.1799,4.18,9216.5,76250,76120,11.753,11552.949,12,11997.83,12.077,26177,115,172
2024-07-23,7.3047,16021,128.12,128,1371.5,4.1447,4.15,9166,75560,75220,11.75,11548.695,12,11982.61,12.077,26177,115,172
2024-07-24,7.2003,15827,128.11,126.35,1358,4.0846,4.1,9104,74700,74720,11.844,11550,12,11982.61,12.077,26177,115,172
2024-07-25,7.1745,15769,125.36,124.8,1347.5,4.1022,4.11,9122,73220,73500,11.79,11557.034,12,11982.61,12.077,26186,115,172
2024-07-26,7.164,15794,125.86,126.25,1327.5,4.124,4.1,9111,74315,74030,11.779,11568.689,12,11982.61,12.077,26190,115,172
2024-07-29,7.2264,15837,126.54,127,1337,4.058,4.06,9026,74160,74180,11.792,11617.123,12,11982.61,12.077,26177,115,172
2024-07-30,7.2951,16071,127.15,129.05,1336.9,4.0721,4.06,8972,73185,73300,11.563,11633.005,12,11978.26,12.077,26177,115,171.5
2024-07-31,7.502,16604,129.82,132.7,1330,4.1641,4.16,9225,73845,73590,11.244,11646.379,12,11960,12.077,26177,115,171
2024-08-01,7.3586,16282,132.66,130.4,1380.3,4.0473,4.07,9052.5,74885,74780,11.307,11655.819,12,11530,12.077,26061,115,170
2024-08-02,7.3813,16273,130.09,129.95,1381.5,4.103,4.08,9055.5,73370,73530,11.17,11659.9,12,11530,12.02,26065,115,169.5
2024-08-05,7.3498,16276,129.99,128.55,1373.5,3.98,3.98,8888.5,72995,72860,11.115,11625.724,12,11530,12.02,26069,115,169.5
2024-08-06,7.4532,16385,128.61,129.55,1375.7,4.0166,4.01,8928.5,71360,71050,11.073,11594.106,12,11530,12.02,26073,115,169.5
2024-08-07,7.3618,16296,128.92,128.45,1362.5,3.9321,3.94,8769.5,71370,71330,11.084,11550,11,11300.91,12.02,26077,115,169
2024-08-08,7.3502,16143,127.33,127.55,1371.7,3.9611,3.95,8794.5,70735,70750,10.948,11492.544,11,11300.91,12.02,26090,115,169.5
2024-08-09,7.3255,16150,128.9,128.65,1361.7,3.993,3.98,8866.5,71670,71470,10.794,11423.142,11,11300.91,12.02,26095,115,170
2024-08-12,7.4013,16355,128.5,129.1,1380.3,4.0547,4.06,9026.5,71390,71450,10.717,11162.94,11,11300.91,12.02,26099,115,170
2024-08-13,7.4371,16321,128.52,127.5,1369.9,4.0389,4.04,8958.5,72380,72270,10.738,11065.436,11,11237.27,12.02,26104,115,169.5
2024-08-14,7.3641,16276,127.19,126.15,1363.8,4.0215,4.03,8968.5,72275,72060,10.679,10965.828,11,11089.55,12.02,26108,115,168.5
2024-08-15,7.4108,16319,128.18,128.75,1364.281,4.1265,4.14,9148.5,72315,72280,10.489,10866.084,11,11089.55,12.02,25622,115,168
2024-08-16,7.4267,16373,128.95,128,1368.3,4.1435,4.13,9115.5,73645,73610,10.292,10768.172,11,10989.55,11.793,24526,115,168
2024-08-19,7.6174,16666,128.85,129.45,1366.4,4.1757,4.17,9252,74060,73630,10.287,10505.118,11,10989.55,11.294,24531,115,167
2024-08-20,7.6614,17035,129.91,130.1,1366.4,4.1383,4.15,9204,73910,73930,10.302,10434.222,11,10948.64,11.294,24536,115,167
2024-08-21,7.6471,16910,130.96,130,1419.2,4.1824,4.18,9260,73605,73710,10.296,10375,11,10930.45,11.294,24541,115,166.5
2024-08-22,7.5237,16603,130.17,128,1429.1,4.1199,4.14,9130.5,73980,73940,10.439,10328.875,11,10930.45,11.294,23963,115,159.5
2024-08-23,7.6013,16758,129.12,129.35,1406.7,4.201,4.19,9288.5,73540,73540,10.391,10295.085,11,10930.45,11.022,23968,115,158
2024-08-26,7.827,17195.821,130.19,131.15,1420.4,4.2126,4.21,9575.027,74455,74370,10.384,10254.622,11,10944.226,10.954,24012.816,115,160.5
2024-08-27,7.7805,17136,131.7,131.55,1420.4,4.2281,4.23,9448,74895,74850,10.383,10257.072,11,10948.57,11.022,23973.5,115,159.5
2024-08-28,7.7022,17019,131.82,130.75,1438,4.1357,4.15,9260.5,74910,74910,10.432,10265.309,11,10948.57,11.022,23979,115,159
2024-08-29,7.721,17003,131.26,130.75,1427.5,4.1499,4.15,9244,73885,74080,10.51,10278.024,11,10948.57,11.022,24000.5,115,159
2024-08-30,7.6049,16766,131.27,128,1424.6,4.1526,4.15,9235,73945,73930,10.542,10293.906,11,10950,11.022,24000.5,115,158.5
2024-09-02,7.553,16625,128.26,127.75,1431.3,4.1248,4.069,9183,73680,73630,10.528,10347.463,10.846,10550,11.022,24006,115,157.5
2024-09-03,7.4802,16462,128.37,125.85,1410,4.0261,4.03,8954.5,73735,73400,10.538,10362.921,11,10550,11.022,24011,115,157.5
2024-09-04,7.3373,16214,126.18,124.9,1400,4.0148,4.02,8960,72115,71990,10.587,10375,11,10550,11.022,24016,115,158
2024-09-05,7.3015,16078,124.29,124,1387.2,4.0752,4.08,9092,72095,71890,10.429,10382.725,10,10292.86,11.022,24032,115,156.5
2024-09-06,7.2089,15893,123.47,122.15,1359.6,4.0055,4.01,8996,72610,72530,10.187,10386.46,10,10150,11.022,24037,115,157.5
2024-09-09,7.2461,15903,122.24,121.9,1359.2,4.0829,4.08,9097,72000,72080,10.044,10380.735,10,10150,11.022,24042,115,157
2024-09-10,7.1473,15741,121.16,120.5,1353.8,4.0417,4.04,9026,72840,72870,10.054,10375.517,10,10150,11.022,24048,115,157.5
2024-09-11,7.3074,16112,121.11,122.7,1348.5,4.0962,4.08,9090.5,72825,72820,10.041,10369.81,10,10150,11.022,24053,115,158
2024-09-12,7.2906,16136,123.92,123.8,1348.5,4.1317,4.13,9215.5,73585,73570,10.217,10364.315,10,10013.81,11.022,24070,115,157
2024-09-13,7.2321,15944,123.91,123.2,1380.2,4.159,4.18,9308,74350,74200,10.235,10359.732,10,10035.24,11.022,24075.5,115,157.5
2024-09-16,7.4042,16284,122.336,124.45,1370.9,4.2119,4.21,9390,74814.571,74317.581,10.223,10358.455,10,10035.24,11.022,24081,115,157
2024-09-17,7.3192,16188,122.547,124.4,1360.8,4.2141,4.21,9370,74657.5,74253.224,10.241,10364.521,10,10035.24,11.022,24086,115,157
2024-09-18,7.3614,16233,123.27,123.6,1385.5,4.2291,4.24,9400.5,74505,74380,10.261,10375,10,10035.24,11.022,24091,115,157
2024-09-19,7.4088,16333,124.47,125,1372.3,4.2925,4.29,9515,74720,74890,10.275,10390.226,10,10035.24,11.022,24107,115,158
2024-09-20,7.4761,16510,125.55,124.7,1391.4,4.281,4.28,9476.5,75890,75770,10.277,10409.074,10,10035.24,11.022,24112,115,158.5
2024-09-23,7.5101,16544,125.24,124.9,1391.5,4.296,4.29,9548.5,75510,75410,10.309,10472.437,10,10035.24,11.022,24117,115,159.5
2024-09-24,7.5954,16710,125.81,126.45,1387,4.432,4.43,9796,76235,76100,10.313,10490.861,10,10011.43,11.022,24123,115,156.5
2024-09-25,7.6285,16796,127.74,126.65,1405.2,4.4242,4.43,9813,77770,77460,10.339,10505.452,10,10011.43,11.022,24128.5,115,156.5
2024-09-26,7.6258,16745,128.41,127.85,1404.2,4.5902,4.58,10080.5,77420,77410,10.483,10514.718,10,10011.43,11.022,24145,115,160
2024-09-27,7.7093,16996,128.47,129.95,1405,4.5315,4.54,9982.5,78895,78720,10.706,10517.168,10,10011.43,11.022,24150.5,115,159.5
2024-09-30,7.9519,17514,130.36,133.3,1418.3,4.4941,4.5,9829,78945,78940,11.062,10468.715,10,10010,11.022,24156,115,161.5
2024-10-01,8.0277,17711,130.716,135.4,1438,4.5097,4.54,9979,78648.912,78671.042,11.08,10428.993,10,9780,11.022,24161.5,115,161.5
2024-10-02,8.2692,18153,130.811,141.75,1451.275,4.5953,4.6,10084.5,78640.142,78589.62,11.063,10375,10,9780,11.022,24167,115,163.5
2024-10-03,8.0921,17589,130.8,137.7,1476.2,4.4964,4.5,9866,78809.65,78628.425,11.024,10305.87,10,9780,11.022,24183.5,115,162
2024-10-04,8.1216,17992,130.835,138.5,1521.7,4.519,4.52,9943.5,79048.397,78720.146,10.97,10223.235,10,9780,11.022,24189,115,161
2024-10-07,8.1529,18052,132.754,139.1,1521.7,4.513,4.52,9929.5,79089.686,78639.712,10.831,9916.88,10,9780,11.022,24194.5,115,163.5
2024-10-08,8.0597,17776,134.51,134.35,1516.5,4.4071,4.41,9742.5,78515,78270,10.825,9802.803,10,9560.87,11.022,24200,115,161
2024-10-09,7.9324,17371,134.7,132.35,1488,4.3661,4.36,9675,77700,77670,10.824,9686.509,10,9560.87,11.022,24205.5,115,161
2024-10-10,7.9619,17541,129.33,133.6,1489.1,4.3983,4.39,9723,77425,77180,10.725,9570.255,10,9560.87,11.022,24227.5,115,161
2024-10-11,8.1184,17864,133.46,135.9,1478.2,4.446,4.45,9791.5,77535,77360,10.586,9456.299,10,9560.87,11.022,24227.5,115,162.5
2024-10-14,8.0204,17670,134.12,133.8,1493.7,4.352,4.36,9659.5,77415,77480,10.469,9150.794,10,9560.87,11.022,24233,115,161.5
2024-10-15,7.9159,17424,133.65,133,1485,4.2981,4.3,9530.5,77050,77190,10.474,9068.604,10,9560.87,11.022,24235,115,161
2024-10-16,7.8807,17279,133.11,132.75,1477.7,4.3354,4.33,9558.5,76570,76570,10.321,9000,10,9560.87,11.022,24237,115,160
2024-10-17,7.7369,17005,131.7,128.5,1473.2,4.2931,4.29,9516,77055,76720,10.205,8946.608,10,9560.87,11.022,24243,115,160
2024-10-18,7.7029,16897,128.86,128.1,1443.8,4.339,4.35,9625.5,76560,76620,10.052,8907.533,10,9560.87,11.022,24245,115,159
2024-10-21,7.5546,16705,128.95,130,1443,4.3208,4.32,9559,77510,77350,10.041,8860.953,10,9560.87,11.022,24247,115,159
2024-10-22,7.4856,16316,128.02,127.2,1439.4,4.3573,4.35,9583,76760,76950,10.03,8863.889,10,9560.87,11.022,24249,115,158.5
2024-10-23,7.3809,16308,126.51,125,1421.9,4.2927,4.3,9521.5,76660,76800,10.033,8873.513,10,9560.87,11.022,24251,115,156.5
2024-10-24,7.3888,16295,125.98,126,1397.7,4.3284,4.32,9507,76475,76490,10.051,8888.3,10,9560.87,11.022,24257,115,157
2024-10-25,7.3223,16167,126.38,125.8,1390,4.3365,4.34,9602.5,76565,76470,10.076,8906.724,10,9506.52,11.022,24259,130,157
2024-10-28,7.255,16015,126.04,124.1,1372,4.3286,4.33,9541.5,76525,76580,10.159,8968.561,10,9506.52,11.022,24261,130,160.5
2024-10-29,7.213,15873,124.15,123.9,1369.1,4.3337,4.33,9530.5,76500,76490,10.175,8986.276,10,9506.52,11.022,24263,130,160
2024-10-30,7.1729,15816,124.1,123.8,1363.3,4.3295,4.33,9538,76645,76600,10.189,9000,10,9497.83,11.022,24265,130,160
2024-10-31,7.1361,15718,123.46,122.15,1355,4.3152,4.31,9506,76605,76490,10.195,9008.6,9,9490,11.022,24271,130,159
2024-11-01,7.2502,15944,123.17,124.75,1356,4.3221,4.35,9570.5,76570,76480,10.008,9012.522,9,8900,11.022,24273,130,159.5
2024-11-04,7.3101,16007,124.35,124.05,1356,4.4032,4.41,9696.5,76765,76960,9.602,9004.606,9,8852.38,11.022,24275,130,162
2024-11-05,7.3321,16123,123.78,127.1,1363.6,4.4387,4.45,9738.5,77600,77470,9.566,8998.202,9,8852.38,11.022,24277,130,163
2024-11-06,7.3516,16127,125.43,125.15,1366.3,4.2258,4.22,9343,77550,77310,9.571,8991.315,9,8638.1,11.022,24279,130,163
2024-11-07,7.5423,16587,125.45,129.25,1360,4.412,4.41,9664,76300,76040,9.61,8984.781,9,9123.81,11.022,24286,130,164
2024-11-08,7.4058,16397,129.34,128.6,1388.7,4.2915,4.29,9443.5,77365,77210,9.68,8979.441,9,8666.67,11.022,24286,130,165
2024-11-11,7.2969,16108,127.92,127.85,1393,4.2169,4.21,9331.5,76535,76490,10.013,8978.97,9,8666.67,11.022,24287.75,130,164.5
2024-11-12,7.2498,15897,126.98,126.25,1368.3,4.1308,4.12,9142,75970,75760,10.149,8986.791,9,8600,11.022,24289.5,130,166.5
2024-11-13,7.1509,15730,125.17,124.25,1361.7,4.0614,4.07,9047,74815,74660,10.287,9000,9,8600,11.022,24291.25,130,164
2024-11-14,7.1318,15619,125.03,123,1355,4.076,4.07,8990,73440,73520,10.422,9019.209,9,8600,11.022,24296.5,130,165
2024-11-15,7.0293,15540,123.82,123.1,1340.8,4.0545,4.05,9002.5,74100,73840,10.55,9044.127,9,8730.95,11.022,24298.25,130,163.5
2024-11-18,7.1341,15729,123.87,123.1,1340.8,4.1153,4.11,9072.5,73840,73830,10.835,9147.956,9,8730.95,11.022,24300,130,164.5
2024-11-19,7.1695,15866,124.53,125.2,1333.4,4.1339,4.13,9087.5,74200,74030,10.878,9190.532,9,8730.95,11.022,24300,130,164
2024-11-20,7.2021,15906,126.09,126.25,1353,4.1274,4.14,9089.5,74735,74400,10.91,9236.228,9,8730.95,11.022,24300,130,165
2024-11-21,7.1209,15714,127.24,126.5,1353,4.1029,4.11,9008.5,74520,74450,10.967,9284.528,9,8897.62,11.022,24300,130,167
2024-11-22,7.1922,15970,125.89,126.3,1361.2,4.0735,4.07,8968,73975,73900,10.915,9334.913,9,8897.62,11.022,24300,130,168
2024-11-25,7.3452,16203,126.77,126.2,1348.4,4.0935,4.09,9045.5,74335,74040,10.92,9493.403,9,8897.62,11.022,24300,130,165
2024-11-26,7.2568,15996,127.9,127.65,1355,4.0496,4.04,9000.5,73835,73830,10.886,9546.953,9,8897.62,11.022,24300,130,166.5
2024-11-27,7.2216,15883,126.16,125.35,1361.2,4.0725,4.07,9020,73845,73910,10.841,9600,9,8933.33,11.022,24300,128,165.5
2024-11-28,7.3115,16064,126.11,127.15,1350,4.0638,4.091,9002,74045,73860,10.788,9652.027,9.075,8909.52,11.022,24300,128,164
2024-11-29,7.2613,15903,126.92,126.2,1351.5,4.082,4.08,9010.5,73970,73800,10.799,9702.515,9,8910,11.022,24300,128,163
2024-12-02,7.145,15693,125.33,124.3,1360,4.0765,4.08,8992.5,73925,73730,10.779,9839.577,9,9250,11.022,24300,128,164.5
2024-12-03,7.296,16015,124.19,127.1,1351.3,4.1425,4.15,9111.5,74095,74070,10.74,9878.737,10,9250,11.022,24300,128,165
2024-12-04,7.294,16107,127.12,127.3,1362.5,4.139,4.14,9083,74730,74690,10.739,9913.772,9,9477.27,11.022,24300,128,164.5
2024-12-05,7.2418,15974,125.57,125.15,1375,4.1348,4.14,9074.5,74515,74470,10.612,9944.162,9,9477.27,11.022,24300,128,164
2024-12-06,7.2631,16047,125.26,126.95,1368.5,4.1405,4.14,9122.5,74515,74560,10.587,9969.391,9,9477.27,11.022,24300,128,163
2024-12-09,7.257,15996,126.85,127.65,1371,4.2163,4.22,9232,74970,74810,10.529,10008.934,9,9500,11.022,24300,128,163.5
2024-12-10,7.1636,15715,126.42,125.25,1360.8,4.2201,4.22,9216.5,75385,75340,10.566,10008.342,9,9400,11.022,24300,128,163
2024-12-11,7.181,15858,125.14,125.65,1359.2,4.2087,4.21,9192,75745,75560,10.537,10000,9,9400,11.022,24300,128,163.5
