Date,NIDALY,NILMEX,NISHFE,NIWUXI,CUDALY,CUCOMX,CULMEX,CUSHFE,LIDALY,LICOMX,LILMEX,CODALY,COLMEX,COLMEA,COWUXI,LIT
2024-10-01,8.0277,17711,130.716,135.4,4.5097,4.54,9979,78671.042,11.08,10,9780,11.022,24161.5,115,161.5,43.69923782348633
2024-10-02,8.2692,18153,130.811,141.75,4.5953,4.6,10084.5,78589.62,11.063,10,9780,11.022,24167,115,163.5,44.977230072021484
2024-10-03,8.0921,17589,130.8,137.7,4.4964,4.5,9866,78628.425,11.024,10,9780,11.022,24183.5,115,162,44.07570266723633
2024-10-04,8.1216,17992,130.835,138.5,4.519,4.52,9943.5,78720.146,10.97,10,9780,11.022,24189,115,161,45.640987396240234
2024-10-07,8.1529,18052,132.754,139.1,4.513,4.52,9929.5,78639.712,10.831,10,9780,11.022,24194.5,115,163.5,48.51398468017578
2024-10-08,8.0597,17776,134.51,134.35,4.4071,4.41,9742.5,78270,10.825,10,9560.87,11.022,24200,115,161,46.47316360473633
2024-10-09,7.9324,17371,134.7,132.35,4.3661,4.36,9675,77670,10.824,10,9560.87,11.022,24205.5,115,161,45.30415725708008
2024-10-10,7.9619,17541,129.33,133.6,4.3983,4.39,9723,77180,10.725,10,9560.87,11.022,24227.5,115,161,45.31406021118164
2024-10-11,8.1184,17864,133.46,135.9,4.446,4.45,9791.5,77360,10.586,10,9560.87,11.022,24227.5,115,162.5,44.48188400268555
2024-10-14,8.0204,17670,134.12,133.8,4.352,4.36,9659.5,77480,10.469,10,9560.87,11.022,24233,115,161.5,43.6199836730957
2024-10-15,7.9159,17424,133.65,133,4.2981,4.3,9530.5,77190,10.474,10,9560.87,11.022,24235,115,161,42.10423278808594
2024-10-16,7.8807,17279,133.11,132.75,4.3354,4.33,9558.5,76570,10.321,10,9560.87,11.022,24237,115,160,42.411346435546875
2024-10-17,7.7369,17005,131.7,128.5,4.2931,4.29,9516,76720,10.205,10,9560.87,11.022,24243,115,160,41.37112045288086
2024-10-18,7.7029,16897,128.86,128.1,4.339,4.35,9625.5,76620,10.052,10,9560.87,11.022,24245,115,159,42.460880279541016
2024-10-21,7.5546,16705,128.95,130,4.3208,4.32,9559,77350,10.041,10,9560.87,11.022,24247,115,159,41.985347747802734
2024-10-22,7.4856,16316,128.02,127.2,4.3573,4.35,9583,76950,10.03,10,9560.87,11.022,24249,115,158.5,42.649112701416016
2024-10-23,7.3809,16308,126.51,125,4.2927,4.3,9521.5,76800,10.033,10,9560.87,11.022,24251,115,156.5,42.114139556884766
2024-10-24,7.3888,16295,125.98,126,4.3284,4.32,9507,76490,10.051,10,9560.87,11.022,24257,115,157,42.48069381713867
2024-10-25,7.3223,16167,126.38,125.8,4.3365,4.34,9602.5,76470,10.076,10,9506.52,11.022,24259,130,157,43.30296325683594
2024-10-28,7.255,16015,126.04,124.1,4.3286,4.33,9541.5,76580,10.159,10,9506.52,11.022,24261,130,160.5,44.085609436035156
2024-10-29,7.213,15873,124.15,123.9,4.3337,4.33,9530.5,76490,10.175,10,9506.52,11.022,24263,130,160,43.33268737792969
2024-10-30,7.1729,15816,124.1,123.8,4.3295,4.33,9538,76600,10.189,10,9497.83,11.022,24265,130,160,42.92650604248047
2024-10-31,7.1361,15718,123.46,122.15,4.3152,4.31,9506,76490,10.195,9,9490,11.022,24271,130,159,42.95622253417969
2024-11-01,7.2502,15944,123.17,124.75,4.3221,4.35,9570.5,76480,10.008,9,8900,11.022,24273,130,159.5,43.27324676513672
2024-11-04,7.3101,16007,124.35,124.05,4.4032,4.41,9696.5,76960,9.602,9,8852.38,11.022,24275,130,162,43.66952133178711
2024-11-05,7.3321,16123,123.78,127.1,4.4387,4.45,9738.5,77470,9.566,9,8852.38,11.022,24277,130,163,44.79890441894531
2024-11-06,7.3516,16127,125.43,125.15,4.2258,4.22,9343,77310,9.571,9,8638.1,11.022,24279,130,163,43.45157241821289
2024-11-07,7.5423,16587,125.45,129.25,4.412,4.41,9664,76040,9.61,9,9123.81,11.022,24286,130,164,44.91778564453125
2024-11-08,7.4058,16397,129.34,128.6,4.2915,4.29,9443.5,77210,9.68,9,8666.67,11.022,24286,130,165,43.96672821044922
2024-11-11,7.2969,16108,127.92,127.85,4.2169,4.21,9331.5,76490,10.013,9,8666.67,11.022,24287.75,130,164.5,46.56232452392578
2024-11-12,7.2498,15897,126.98,126.25,4.1308,4.12,9142,75760,10.149,9,8600,11.022,24289.5,130,166.5,45.44285202026367
2024-11-13,7.1509,15730,125.17,124.25,4.0614,4.07,9047,74660,10.287,9,8600,11.022,24291.25,130,164,45.94810485839844
2024-11-14,7.1318,15619,125.03,123,4.076,4.07,8990,73520,10.422,9,8600,11.022,24296.5,130,165,44.3134651184082
2024-11-15,7.0293,15540,123.82,123.1,4.0545,4.05,9002.5,73840,10.55,9,8730.95,11.022,24298.25,130,163.5,43.45157241821289
2024-11-18,7.1341,15729,123.87,123.1,4.1153,4.11,9072.5,73830,10.835,9,8730.95,11.022,24300,130,164.5,43.897377014160156
2024-11-19,7.1695,15866,124.53,125.2,4.1339,4.13,9087.5,74030,10.878,9,8730.95,11.022,24300,130,164,44.788997650146484
2024-11-20,7.2021,15906,126.09,126.25,4.1274,4.14,9089.5,74400,10.91,9,8730.95,11.022,24300,130,165,44.858341217041016
2024-11-21,7.1209,15714,127.24,126.5,4.1029,4.11,9008.5,74450,10.967,9,8897.62,11.022,24300,130,167,45.14564514160156
2024-11-22,7.1922,15970,125.89,126.3,4.0735,4.07,8968,73900,10.915,9,8897.62,11.022,24300,130,168,44.55123519897461
2024-11-25,7.3452,16203,126.77,126.2,4.0935,4.09,9045.5,74040,10.92,9,8897.62,11.022,24300,130,165,45.06639099121094
2024-11-26,7.2568,15996,127.9,127.65,4.0496,4.04,9000.5,73830,10.886,9,8897.62,11.022,24300,130,166.5,43.52091598510742
2024-11-27,7.2216,15883,126.16,125.35,4.0725,4.07,9020,73910,10.841,9,8933.33,11.022,24300,128,165.5,44.234214782714844
2024-11-28,7.3115,16064,126.11,127.15,4.0638,4.091,9002,73860,10.788,9.075,8909.52,11.022,24300,128,164,NA
2024-11-29,7.2613,15903,126.92,126.2,4.082,4.08,9010.5,73800,10.799,9,8910,11.022,24300,128,163,44.283748626708984
2024-12-02,7.145,15693,125.33,124.3,4.0765,4.08,8992.5,73730,10.779,9,9250,11.022,24300,128,164.5,44.739463806152344
2024-12-03,7.296,16015,124.19,127.1,4.1425,4.15,9111.5,74070,10.74,10,9250,11.022,24300,128,165,43.956817626953125
2024-12-04,7.294,16107,127.12,127.3,4.139,4.14,9083,74690,10.739,9,9477.27,11.022,24300,128,164.5,42.946319580078125
2024-12-05,7.2418,15974,125.57,125.15,4.1348,4.14,9074.5,74470,10.612,9,9477.27,11.022,24300,128,164,42.9364128112793
2024-12-06,7.2631,16047,125.26,126.95,4.1405,4.14,9122.5,74560,10.587,9,9477.27,11.022,24300,128,163,43.76858901977539
2024-12-09,7.257,15996,126.85,127.65,4.2163,4.22,9232,74810,10.529,9,9500,11.022,24300,128,163.5,45.41312789916992
2024-12-10,7.1636,15715,126.42,125.25,4.2201,4.22,9216.5,75340,10.566,9,9400,11.022,24300,128,163,43.6298942565918
2024-12-11,7.181,15858,125.14,125.65,4.2087,4.21,9192,75560,10.537,9,9400,11.022,24300,128,163.5,43.86765670776367
2024-12-12,7.3448,16168,127.36,128.45,4.1879,4.2,9091.5,75380,10.531,10,9559.09,11.022,24300,128,163,43.99644470214844
2024-12-13,7.2012,15862,128.16,126.15,4.1445,4.15,9052.5,74680,10.503,10,9559.09,11.022,24300,128,163,43.352500915527344
2024-12-16,7.167,15708,125.95,125.9,4.1459,4.14,9062.5,74370,10.435,10,9559.09,11.022,24300,128,161,43.12464141845703
2024-12-17,7.167,15503,125.76,124.15,4.093,4.09,8989.5,74560,10.42,10,9534.09,11.022,24300,128,160,43.045387268066406
2024-12-18,7.0398,15508,124.25,123.6,4.0876,4.1,9028.5,74030,10.412,9,9488.64,11.022,24300,128,159.5,41.579166412353516
2024-12-19,6.847,15113,123.61,122.7,4.0232,4.02,8883,73980,10.346,9,9447.73,11.022,24300,128,157,41.509822845458984
2024-12-20,6.9558,15356,122.38,122.8,4.044,4.04,8941,73730,10.351,9,9447.73,11.022,24300,128,157.5,41.76739501953125
2024-12-23,6.9536,15292,124.04,124.45,4.032,4.02,8912,74030,10.35,9,9447.73,11.022,24300,128,156.5,41.75749206542969
2024-12-24,7.0125,15477,124.48,124.9,4.041,4.05,8950.5,73930,10.361,9,9475,11.022,24300,128,156.5,42.342002868652344
2024-12-25,7.0148,15512.841,125.25,124.7,4.0478,4.07,8973.843,74060,10.519,9,9485.675,11.022,24300,128,156,NA
2024-12-26,7.0148,15409.19,125.5,126.2,4.0698,4.07,8977.168,74160,10.358,9,9480.506,11.022,24300,128.001,156,41.95562744140625
2024-12-27,6.9581,15311,125.74,124.25,4.078,4.06,8982,74310,10.35,9,9472.5,11.022,24300,128,155.5,41.579166412353516
2024-12-30,6.9921,15415,124.21,124.7,4.048,4.05,8910,74200,10.282,9,9472.5,11.022,24300,128,154,41.281036376953125
2024-12-31,6.9672,15328,124.22,124.4,3.982,3.99,8768,73800,10.44,9,9470,11.022,24300,128,153,40.52577590942383
2025-01-02,6.8424,15078,124.18,123.1,3.9834,3.99,8802.5,73330,10.288,10,9500,11.022,24300,128,153,39.86989212036133
2025-01-03,6.8538,15111,122.58,123.65,4.0395,4.04,8876.5,73060,10.235,10,9500,11.022,24300,128,154,40.42639923095703
2025-01-06,6.8991,15182,122.73,123.7,4.1157,4.13,9003,73700,10.331,10,9500,11.022,24300,126,153.5,40.69471740722656
2025-01-07,6.9853,15398,122.96,124.2,4.149,4.16,9003,74330,10.298,10,8200,11.022,24300,126,154,40.823909759521484
2025-01-08,7.008,15451,124.36,124.6,4.2356,4.23,9031.5,74390,10.298,10,8000,11.022,24300,126,153.5,40.37671661376953
2025-01-09,7.0148,15482,125.02,124.65,4.2749,4.28,9078.5,74740,10.297,9,9422.73,11.022,24300,126,153.5,NA
2025-01-10,7.0965,15658,125.14,126.1,4.314,4.27,9091.5,75260,10.325,9,9422.73,11.022,24300,126,153.5,39.522071838378906
2025-01-13,7.2053,15901,126.45,127.6,4.2912,4.3,9094.5,75350,10.359,9,9422.73,11.022,24300,126,151,40.27733612060547
2025-01-14,7.2257,15956,127.55,127.05,4.3117,4.31,9154,75340,10.414,9,9422.73,11.022,24300,126,149.5,40.9133415222168
2025-01-15,7.1781,15850,127.28,126.8,4.3629,4.36,9167.5,75340,10.509,9,9422.73,11.022,24300,126,149.5,41.608978271484375
2025-01-16,7.2416,15963,127.57,126.646,4.3982,4.41,9230.5,75780,10.55,9,9422.73,11.022,24300,126,150.5,41.36054229736328
2025-01-17,7.2915,16097,128.02,126.488,4.33,4.34,9190,76220,10.622,9,9422.73,11.022,24296,126,149,42.016422271728516
2025-01-20,7.2892,16102,127.89,125.992,4.291,4.324,9275,75510,10.647,9,9468.18,11.022,24275,126,148,NA
2025-01-21,7.3119,16078,127.97,125.818,4.3085,4.31,9284.5,75520,10.694,9,9468.18,11.022,24275,126,148.344,41.93692398071289
2025-01-22,7.1305,15718,127.47,125.639,4.2674,4.27,9223.5,75430,10.713,9,9468.18,11.022,24275,126,148.621,41.3207893371582
2025-01-23,7.1033,15668,124.97,125.454,4.2931,4.3,9232,75010,10.688,9,9468.18,11.022,24271,126,148.804,41.03260040283203
2025-01-24,7.1033,15668,123.79,125.263,4.2905,4.29,9276,75310,10.75,9,9468.18,11.022,24267,126,148.863,41.231353759765625
2025-01-27,7.067,15560,123.79,124.65,4.204,4.2,9095,75400,10.739,9,9468.18,11.022,23700,126,148,40.75434112548828
2025-01-28,6.9921,15435,123.386,124.443,4.2242,4.22,8987,75158.246,10.728,9,9468.18,10.773,21500,126,147.36,40.41646194458008
2025-01-29,7.0261,15499,122.629,124.3,4.2577,4.26,9068,74884.483,10.733,9,9468.18,9.7749,21496,126,147,40.53571701049805
2025-01-30,6.9876,15394,121.705,124.1,4.2919,4.29,9128.5,74615.952,10.748,9,9468.18,9.7749,21492,126,147.5,40.853721618652344
2025-01-31,6.9059,15210,120.802,123.35,4.2525,4.26,9048,74389.89,10.766,9,9470,9.7749,21492,126,149,40.237586975097656
2025-02-03,6.8923,15208,120.084,122.6,4.3023,4.29,9099,74338.917,10.774,10,9500,9.7749,21483,126,149.5,39.3829460144043
2025-02-04,6.9332,15270,121.13,123.15,4.3468,4.34,9150.5,74655.126,10.74,10,9500,9.7749,21466,126,149.5,40.098453521728516
2025-02-05,7.067,15535,123.13,124.5,4.4369,4.43,9240,75200,10.677,10,8825,9.7749,21466,126,149,40.11833190917969
2025-02-06,7.1713,15811,125.72,126.7,4.4406,4.45,9276.5,75970,10.605,9,8300,9.7749,21466,126,151.5,40.88352966308594
2025-02-07,7.1373,15756,127.11,127,4.589,4.58,9407.5,76730,10.605,9,9415,9.7749,21462,126,151,40.88352966308594
2025-02-10,7.0398,15522,126.76,125.8,4.6938,4.7,9447.5,77080,10.559,9,9415,9.7749,21453,126,151,40.7642822265625
2025-02-11,7.0126,15538,125.08,124.1,4.5842,4.59,9358,77010,10.49,9,9310,9.7749,21440,126,151,40.00901794433594
2025-02-12,6.9988,15420,124.35,124,4.6916,4.7,9454.5,76650,10.473,9,9310,9.7749,21440,126,148.5,41.17172622680664
2025-02-13,6.978,15374,124.22,123.5,4.762,4.77,9485,77220,10.477,9,9310,9.7749,21436,126,148.5,42.06611633300781
2025-02-14,7.0103,15468,124.55,124.4,4.6311,4.66,9477,77590,10.493,9,9310,9.7749,21431.5,126,148,42.076053619384766
2025-02-17,7.0284,15490,123.45,123,4.5923,4.6,9395.5,77270,10.479,9,9310,9.7749,21422,126,148,NA
2025-02-18,6.9652,15349,123.99,121.685,4.582,4.59,9472,76790,10.461,9,9310,9.7749,21408,126,148,42.09592819213867
2025-02-19,6.9945,15404,123.78,120.386,4.5543,4.56,9466.5,77000,10.466,9,9270,9.7749,21408,126,148.5,41.97667694091797
2025-02-20,7.0863,15665,124.62,119.254,4.6047,4.61,9563.5,77380,10.501,9,9270,9.7749,21403,126,148,42.57293701171875
2025-02-21,7.0216,15517,125.04,118.438,4.5355,4.56,9559,77340,10.495,9,9225,9.7749,21399,126,150,42.324493408203125
2025-02-24,6.9929,15445,124.86,119.387,4.5143,4.52,9494.5,77250,10.461,9,9225,9.7749,21388,126,166.5,41.986610412597656
2025-02-25,6.9565,15336,124.37,121.336,4.489,4.49,9401.5,77070,10.452,9,9225,9.7749,22100,126,165,41.48972702026367
2025-02-26,7.0616,15580,123.8,124.35,4.5275,4.54,9460,77040,10.435,9,9225,10.106,22700,126,165.5,41.7381706237793
2025-02-27,7.1618,15832,124.7,126.9,4.5732,4.58,9389.5,76880,10.37,9,9225,10.378,22850,126,171,41.5394172668457
2025-02-28,7.0715,15433,126.51,124.65,4.5295,4.51,9358,76850,10.331,9,9230,10.446,23800,126,183,40.486026763916016
2025-03-03,7.2185,15893,125.63,127.9,4.5713,4.58,9419,76970,10.303,9,9884,10.879,24000,126,191,40.31708526611328
2025-03-04,7.2328,15983,127.5,127.15,4.5363,4.53,9343,76970,10.326,9,9440,10.984,24200,126,190,40.048770904541016
2025-03-05,7.1887,15901,127.58,126.9,4.7753,4.77,9585,76970,10.314,9,9000,11.077,25000,126,187.5,40.565528869628906
2025-03-06,7.3697,16298,127.45,128.25,4.761,4.78,9734,78170,10.326,9,8300,11.442,26000,126,208,40.71459197998047
2025-03-07,7.4412,16504,129.62,130.1,4.6845,4.68,9613.5,78620,10.372,9,8200,11.898,26730,126,215.5,40.49596405029297
2025-03-10,7.4518,16551,131.68,131.8,4.6162,4.64,9528.5,78270,10.339,9,9092.86,12.229,27498,126,240,39.6015739440918
2025-03-11,7.4742,16493,131.42,132,4.741,4.74,9662.5,77720,10.356,9,9092.86,12.587,28950,126,228,39.73076248168945
2025-03-12,7.5445,16641,132.5,132.85,4.8199,4.82,9770,78690,10.341,9,9092.86,13.249,33300,126,246,39.90964126586914
2025-03-13,7.4543,16506,132.83,132.15,4.8748,4.9,9783.5,79480,10.315,9,9185.71,15.225,35900,126,252.5,39.6015739440918
2025-03-14,7.507,16470,132.39,132,4.8575,4.87,9780.5,79900,10.341,9,9185.71,16.406,35900,126,239,40.58539962768555
2025-03-17,7.4277,16430,132.64,132,4.9462,4.93,9861.5,80080,10.355,9,9185.71,16.406,35876,126,239,41.34066390991211
2025-03-18,7.3628,16249,130.41,132.074,4.981,4.99,9904.5,80270,10.383,9,9185.71,16.406,35870,126,229.5,41.231353759765625
2025-03-19,7.4258,16399,130.42,132.199,5.0678,5.08,9987.5,80620,10.359,9,9185.71,16.406,35859,126,225,41.221412658691406
2025-03-20,7.3814,16284,129.56,132.324,5.0731,5.09,9936.5,81360,10.276,9,9223.81,16.406,33300,126,215,40.744407653808594
2025-03-21,7.3527,16057,129.52,132.401,5.0825,5.09,9855.5,81120,10.25,9,9223.81,15.245,33300,126,202.5,40.14814758300781
2025-03-24,7.2577,16013,129.38,131.853,5.0557,5.06,9956,81020,10.215,9,9223.81,15.245,33279,126,229,40.545650482177734
2025-03-25,7.3575,16161,128.83,131.248,5.1842,5.18,10112,81650,10.209,9,9223.81,15.245,33274,126,234,40.39658737182617
2025-03-26,7.3624,16245,129.76,130.35,5.2013,5.22,9927,82370,10.199,9,9252.38,15.245,33269,126,234.5,40.05870819091797
2025-03-27,7.3547,16247,129.99,129.8,5.0986,5.1,9846.5,81570,10.226,9,9252.38,15.245,33500,126,235.5,39.999080657958984
2025-03-28,7.4389,16380,130.75,131.2,5.0902,5.11,9794.5,80670,10.206,9,9252.38,15.352,33620,126,238,39.12456512451172
2025-03-31,7.2167,15918,130.39,128.8,5.0215,5.02,9710,80190,10.202,9,9250,15.406,33604,126,236.5,38.55812072753906
2025-04-01,7.296,16107,128.72,129.2,5.011,5.02,9693,79980,10.192,10,9408.362,15.406,33599,126,234.5,38.36930847167969
2025-04-02,7.2393,15964,128.97,128.7,5.0223,5.02,9700.5,79920,10.193,9,9569.552,15.406,33554,126,234,38.37923812866211
2025-04-03,7.1441,15732,127.82,127,4.816,4.81,9366.5,79110,10.147,9,9595.965,15.388,33549,126,234,36.838905334472656
2025-04-04,6.6406,14758,125.454,123.4,4.3696,4.38,8780,77857.596,10.086,9,9350,15.388,33302,126,228.5,34.70230484008789
2025-04-07,6.5748,14364,119.04,119.15,4.2577,4.17,8732,74320,9.933,9,8069.57,15.286,33302,126,215.5,32.605464935302734
2025-04-08,6.4501,14180,119.02,119.5,4.1206,4.13,8655.5,73440,9.8649,9,8000,15.286,33296,126,217,31.621633529663086
2025-04-09,6.3957,14084,119.07,118.35,4.3616,4.18,8613,72340,9.714,9,9483.64,15.286,33290,126,210,34.791744232177734
2025-04-10,6.6723,14798,118.85,121.2,4.3571,4.32,8988,74840,9.8016,9,10467.564,15.286,33284,126,215.5,34.0662956237793
2025-04-11,6.813,15069,120.75,122.35,4.5363,4.51,9154.5,74810,9.8084,9,10579.542,15.286,33278,126,227.5,35.26875305175781
2025-04-14,6.949,15307,122.33,122.95,4.6338,4.61,9187,76140,9.7933,9,9238.64,15.286,33262,126,230,35.666259765625
2025-04-15,7.0534,15558,123.62,123.8,4.5952,4.61,9164,76090,9.7803,9,9238.64,15.286,33260,126,234,35.3283805847168
2025-04-16,7.1123,15683,124.79,124.618,4.6576,4.67,9203.5,75650,9.793,9,9238.64,15.286,33275,125,233,34.75199890136719
2025-04-17,7.1214,15622,125.66,125.274,4.6951,4.73,9188.5,75950,9.8025,9,9284.09,15.286,33275,140,232,34.84143829345703
2025-04-18,7.1418,15594.232,125.61,125.779,4.6023,4.714,9191.152,76120,9.9142,9,9304.775,15.286,33270.582,150.386,231.5,NA
2025-04-21,7.1418,15710.637,125.42,126.48,4.7031,4.72,9332.664,76640,9.7197,9,9203.363,15.286,33260.861,143.489,230,34.78180694580078
2025-04-22,7.1282,15682,125.53,126.476,4.8342,4.87,9369,77130,9.6256,9,9177.5,15.286,33258,140,231,35.24888229370117
2025-04-23,7.0738,15662,125.76,126.37,4.8365,4.84,9382.5,77990,9.5981,9,9177.5,15.286,33258,140,230.5,35.745765686035156
2025-04-24,7.1894,15821,125.7,126.171,4.8613,4.85,9392.5,77870,9.5891,9,9177.5,15.286,33267,140,230.5,36.50102233886719
2025-04-25,7.0261,15545,125.58,125.89,4.8403,4.84,9374,77870,9.5779,9,9162.5,15.286,33267,140,231,36.74946594238281
2025-04-28,7.1055,15615,124.22,124.65,4.8306,4.84,9378,77560,9.4339,9,9162.5,15.286,33258,140,233,36.381771087646484
2025-04-29,7.0597,15550,124.3,124.25,4.8097,4.82,9440,77780,9.3841,9,9152.5,15.286,33258,140,236.5,36.55071258544922
2025-04-30,6.9649,15418,123.77,123.95,4.5638,4.56,9125,77730,9.3446,9,9150,15.286,33258,140,237,36.41158676147461
2025-05-01,6.9173,15252,123.451,122.95,4.5688,4.58,9206,77579.396,9.321,9,9184.755,15.286,33266,140,237.5,36.25258255004883
2025-05-02,6.9989,15480,123.506,123.35,4.6471,4.63,9365.5,77444.101,9.312,9,9219.767,15.286,33270,140,238.5,37.236412048339844
2025-05-05,6.9989,15798.642,124.349,123.35,4.6451,4.66,9604.895,77567.063,9.308,9,8773.723,15.286,33256.999,140,239,36.89853286743164
2025-05-06,7.1123,15698,124.33,124,4.7265,4.74,9538,77930,9.2972,9,8257.14,15.286,33252,140,236,37.06747055053711
2025-05-07,7.0556,15548,124.07,123.75,4.6126,4.62,9419.5,78300,9.2248,9,7666.279,15.286,33252,140,234.5,36.53083801269531
2025-05-08,7.0738,15535,123.88,123.95,4.5527,4.56,9431.5,78090,9.0153,9,7954.76,15.286,33261,140,233,37.196659088134766
2025-05-09,7.1894,15804,123.37,125.6,4.6066,4.61,9445.5,78130,9.0119,8,9483.64,15.286,33265,140,235.5,37.43516540527344
2025-05-12,7.0624,15635,124.62,124.6,4.5637,4.58,9520.5,78370,8.9668,9,9082.162,15.286,33252,140,236.5,38.76681137084961
2025-05-13,7.1305,15735,123.37,123.25,4.6753,4.68,9599.5,78250,8.97,9,8557.14,15.286,33252,140,234.5,38.9456901550293
2025-05-14,7.1668,15871,123.1,126.05,4.6013,4.61,9606.5,78990,8.9802,9,8557.14,15.286,33252,140,244.5,38.99537658691406
2025-05-15,7.169,15799,124.39,125.05,4.652,4.64,9577,78830,8.9863,9,8557.14,15.286,33260,140,245,38.498497009277344
2025-05-16,7.0783,15648,124.68,124.15,4.5511,4.56,9447.5,78310,8.9509,9,8557.14,15.286,33264,140,243.5,38.33949279785156
2025-05-19,7.0375,15562,123.9,123.6,4.6219,4.63,9523.5,77740,8.8331,9,8557.14,15.286,33251,140,242.5,37.96186447143555
2025-05-20,7.0216,15518,123.34,123.65,4.6187,4.62,9519.5,77860,8.7606,9,8514.29,15.286,33252,140,238.5,37.99167251586914
2025-05-21,7.0851,15602,123.36,123.65,4.6312,4.64,9533.5,78090,8.7521,9,8514.29,15.286,33252,140,230.5,37.63391876220703
2025-05-22,7.0375,15494,123.48,122.85,4.6559,4.65,9500.5,77910,8.7509,9,8514.29,15.286,33269,140,230,37.37553787231445
2025-05-23,7.0624,15594,122.88,123,4.8294,4.81,9610,77830,8.7758,9,8514.29,15.286,33274,140,228,37.28609848022461
2025-05-26,7.0624,15770.534,122.85,122.75,4.8081,4.811,9650.353,78270,8.6966,8.998,8519.691,15.286,33258.43,140,226,NA
2025-05-27,6.9717,15409,122.39,122.8,4.7048,4.71,9596.5,78280,8.6169,9,8520,15.286,33253,140,225,37.127098083496094
2025-05-28,6.8334,15011,121.28,119.05,4.65,4.64,9565,78330,8.549,9,8520,15.286,33253,140,227.5,36.679901123046875
2025-05-29,6.9643,15376,119.68,121.3,4.642,4.65,9568,78290,8.4718,9,8520,15.286,33264,140,224.5,36.79915237426758
2025-05-30,6.9422,15237,120.9,120.65,4.6742,4.65,9498,78080,8.4317,9,8520,15.286,33269.5,140,225.5,35.93457794189453
2025-06-02,7.0329,15537,121.165,121.75,4.8315,4.83,9616.5,77765.851,8.397,8,8861.334,15.286,33254,140,229,35.69607162475586
2025-06-03,6.9997,15438,121.31,121.85,4.8289,4.81,9634,78040,8.3893,8,8931.98,15.286,33254,140,231,36.07370376586914
2025-06-04,6.9831,15395,121.92,121.85,4.8836,4.86,9621.5,78370,8.381,8,8886.087,15.286,33255,140,232,36.93828201293945
2025-06-05,7.0307,15523,121.36,122.1,4.9113,4.91,9739.5,78250,8.3854,8,8666.67,15.286,33266,140,230,36.9283447265625
2025-06-06,7.0261,15487,122,122.5,4.8129,4.83,9693,78840,8.3812,8,8257.14,15.286,32906,140,228.5,36.98796844482422
2025-06-09,6.9831,15421,122.32,121.9,4.8943,4.91,9793,78780,8.3893,8,8804.966,15.121,32889,140,228,37.34572982788086
2025-06-10,6.9445,15318,121.96,121.6,4.8776,4.88,9756.5,79180,8.3997,8,9600,15.121,32889,140,226,37.51466751098633
2025-06-11,6.8745,15177,121.26,120.45,4.7833,4.8,9648,79250,8.4157,8,9533.544,15.121,32889,140,232,37.73329544067383
2025-06-12,6.8674,15142,121,120.35,4.8283,4.82,9702,78890,8.4508,8,8897.221,15.121,32900.5,140,232,37.3656005859375
2025-06-13,6.8538,15128,120.1,119.95,4.7402,4.8,9645,78740,8.4438,8,8257.14,15.121,32906,140,233,36.69977951049805
2025-06-16,6.8288,15069,119.18,119.5,4.8167,4.83,9703,78610,8.4259,8,8257.14,15.121,32890,130,233,36.85878372192383
2025-06-17,6.7676,14924,118.98,118.6,4.7891,4.8,9669,78530,8.4159,8,8257.14,15.121,32895,140,233.5,36.39170837402344
2025-06-18,6.8334,15053,118.34,119.3,4.8387,4.85,9655.5,78620,8.4096,8,8257.14,15.121,32890,140,232,36.48114776611328
2025-06-19,6.8084,15056,118.89,119.2,4.7936,4.858,9615,78490,8.4104,8,8257.14,15.121,32901,140,231.5,NA
2025-06-20,6.8311,15011,118.78,118.95,4.8259,4.83,9633.5,78180,8.414,8,8257.14,15.121,32906.5,140,232,36.01408004760742
2025-06-23,6.7154,14804,117.97,117.6,4.8685,4.84,9667.5,78330,8.3401,8,8257.14,15.121,32890.5,140,256.5,36.60040283203125
2025-06-24,6.7767,14920,117.23,117.9,4.8726,4.87,9669,78440,8.3501,8,8257.14,15.121,32890.5,140,251.5,37.98173522949219
2025-06-25,6.8402,15074,117.94,119.3,4.9009,4.91,9712.5,78550,8.3912,8,8247.62,15.121,32890.5,140,252.5,37.88235855102539
2025-06-26,6.8946,15209,119.54,120.55,5.0714,5.07,9899.5,78860,8.4509,8,8247.62,15.121,32901,140,251.5,38.50843048095703
2025-06-27,6.9082,15245,120.5,121.05,5.068,5.07,9878,79890,8.5263,8,8247.62,15.121,32906.5,140,250.5,38.435630798339844
2025-06-30,6.8928,15215,120.74,120.45,5.0331,5.03,9869,79970,8.5558,8,8250,15.121,32890.5,140,254,38.29601287841797
2025-07-01,6.8834,15206,120.25,120.55,5.0511,5.05,9934,80140,8.559,8,8702.943,15.121,32890.5,140,254,38.30598449707031
2025-07-02,6.9423,15302,120.83,121.6,5.1535,5.15,10013,80830,8.5996,8,9238.397,15.121,32906.5,140,254.5,38.88441467285156
2025-07-03,6.973,15451,121.41,122.5,5.0941,5.1,9954.5,80910,8.6719,8,9554.652,15.121,32901.5,140,253.5,39.64235305786133
2025-07-04,6.9218,15290,122.32,121.7,5.0177,4.851,9864.5,80370,8.6977,8,9350,15.121,32906.5,140,252,NA
2025-07-07,6.881,15177,120.99,121.1,4.9798,4.98,9829.5,79720,8.7189,8,8069.57,15.121,32890.5,140,249,38.325927734375
