Date,NIDALY,NILMEX,NISHFE,NIWUXI,CUDALY,CUCOMX,CULMEX,CUSHFE,LIDALY,LICOMX,LILMEX,CODALY,COLMEX,COLMEA,COWUXI,LIT
2023-12-22,7.384,16509,131.24,127.85,3.8955,3.9,8573.5,69080,13.527,16,16528.57,13.215,28709,92,206.5,49.11195755004883
2023-12-25,7.384,16698.928,129.63,127.7,3.86,3.87,8671.941,69090,13.59,16.818,16839.659,13.215,28679.934,92,207,NA
2023-12-26,7.384,16911.526,130.57,127.9,3.8925,3.9,8703.322,69220,13.507,17,16873.114,13.215,28678.808,92,210,49.53229522705078
2023-12-27,7.5695,16938,129.47,129.2,3.9394,3.94,8690.5,69220,13.501,17,16771.88,13.215,28688,92,208.5,49.405216217041016
2023-12-28,7.4834,16734,130.02,127.75,3.8998,3.91,8624.5,69510,13.589,17,16584.21,13.215,28705,92,208.5,51.106468200683594
2023-12-29,7.4276,16603,127.84,124.45,3.881,3.88,8559,69070,13.593,17,16580,13.215,28710.5,92,207.5,50.15148162841797
2024-01-02,7.4103,16574,126.72,126.2,3.8618,3.87,8544.5,68920,13.51,16,15500,13.215,28689,92,207.5,49.51154708862305
2024-01-03,7.3363,16409,127.85,125.55,3.8579,3.85,8517,68700,13.501,16,15500,13.215,28689,92,205.5,48.48764419555664
2024-01-04,7.1827,16064,125.7,123.15,3.8245,3.83,8466.5,68510,13.494,16,15727.27,13.215,28700,92,207,47.72956466674805
2024-01-05,7.3262,16372,123.68,123.75,3.7859,3.79,8463,68470,13.489,15,15079.55,13.215,28700,92,205.5,47.67048645019531
2024-01-08,7.2899,16303,124.18,123.8,3.7962,3.8,8448,68290,13.474,15,15079.55,13.215,28689.5,92,203,47.77878952026367
2024-01-09,7.307,16287,124.96,123.7,3.7472,3.75,8369.5,68370,13.329,15,15079.55,13.215,28690,92,203,46.72534942626953
2024-01-10,7.3432,16429,124.6,124.3,3.7819,3.78,8370.5,68110,13.32,15,14897.73,13.215,28690.25,92,200.5,46.380767822265625
2024-01-11,7.334,16420,126.21,127.25,3.7779,3.78,8355,68240,13.342,15,14897.73,13.215,28707,92,202.5,46.813961029052734
2024-01-12,7.2994,16343,128.79,126.5,3.7427,3.74,8339,68260,13.32,15,14897.73,13.215,28701.75,92,202,46.085411071777344
2024-01-15,7.2402,16218,127.69,125.8,3.7753,3.78,8381,67940,13.31,15.191,14897.73,13.215,28691.5,92,203,NA
2024-01-16,7.2126,16150,127,126.1,3.7578,3.77,8354.5,67830,13.283,15,14832.27,13.215,28690.75,92,202,45.25841522216797
2024-01-17,7.1844,16079,127.64,125,3.741,3.73,8268,67900,13.273,15,14832.27,13.215,28690,92,202.5,44.017913818359375
2024-01-18,7.2203,16156,127.26,125.8,3.7467,3.75,8310,67700,13.275,16,14659.55,13.215,28697.5,92,202,44.36250305175781
2024-01-19,7.1663,16036,128.15,126.9,3.787,3.79,8351,67680,13.28,15,14659.55,13.215,28696.5,92,202.5,43.94900131225586
2024-01-22,7.1508,16007,126.84,125.7,3.7501,3.76,8345.5,68000,13.273,15,14659.55,13.215,28685,92,203,43.240142822265625
2024-01-23,7.2892,16306,127.85,127.6,3.7968,3.79,8405,67880,13.317,15,14627.73,13.215,28684,92,203,43.397674560546875
2024-01-24,7.4462,16648,129.36,128,3.8695,3.88,8562.5,68160,13.346,15,14627.73,13.215,28683,92,202,43.5059700012207
2024-01-25,7.4702,16701,129.7,128.2,3.8629,3.87,8568.5,68780,13.321,15,14502.73,13.215,28691,92,201,42.68881607055664
2024-01-26,7.5015,16785,130.81,130.05,3.8539,3.85,8545.5,68930,13.311,14,14439.09,13.215,28690,92,201,42.767578125
2024-01-29,7.3378,16439,129.91,127.4,3.8703,3.87,8558,68850,13.302,14,14439.09,13.215,28678,92,201.5,42.65928268432617
2024-01-30,7.37,16508,127.98,126.1,3.904,3.91,8615,68920,13.302,14,14439.09,13.215,28677,92,199.5,41.70429229736328
2024-01-31,7.2634,16269,126.9,125.85,3.8949,3.9,8608.5,69140,13.304,14,14440,13.215,28681.5,92,198.5,40.808380126953125
2024-02-01,7.2502,16230,126.23,125.8,3.8545,3.85,8534.5,69150,13.297,13,13250,13.215,28689,92,198.5,41.22187805175781
2024-02-02,7.2504,16235,126.18,125.55,3.8235,3.82,8482,68710,13.306,13,13250,13.215,28688,92,198.5,39.90262222290039
2024-02-05,7.1458,16020,124.58,123.4,3.7694,3.77,8359.5,68510,13.267,13,13250,13.215,28666,92,195,38.83934020996094
2024-02-06,7.1033,15927,124.33,123.45,3.7789,3.78,8402,68010,13.562,13,13250,13.215,28670.5,92,196.5,40.44411087036133
2024-02-07,7.1452,16012,123.72,124.15,3.7342,3.74,8312,67940,13.552,13,13250,13.215,28675,92,195.5,40.57209777832031
2024-02-08,7.1457,16007,124.69,124.25,3.7057,3.71,8193.5,67680,13.548,13,13250,12.95,28098,92,196,41.0446662902832
2024-02-09,7.1067,15921,125.513,124.175,3.6886,3.69,8169,67428.938,13.554,13,13250,12.95,28102.5,92,196.505,41.19234848022461
2024-02-12,7.159,16040,124.822,124.25,3.7217,3.73,8235,67263.079,13.554,13,13250,12.95,28107,92,196,41.861820220947266
2024-02-13,7.2597,16261,124.072,124.55,3.7092,3.71,8260,67349.487,13.554,13,13250,12.95,28111,92,196,40.36534881591797
2024-02-14,7.2981,16346,123.331,125.3,3.6988,3.7,8197,67479.701,13.554,13,13250,12.95,28115.5,92,196,41.113582611083984
2024-02-15,7.2604,16258,122.757,125.7,3.7558,3.76,8314,67637.496,13.554,13,13250,12.95,28132.5,92,196,41.733829498291016
2024-02-16,7.3086,16356,122.512,126.1,3.838,3.84,8489,67806.648,13.554,13,13250,12.95,28132.5,92,195.5,42.86603546142578
2024-02-19,7.3056,16349,125.35,126,3.8035,3.886,8434.5,68220,13.544,13,13250,12.95,28137,92,195,NA
2024-02-20,7.3085,16347,127.19,124.8,3.8677,3.87,8500,68370,13.55,13,13250,12.95,28142.5,92,194,41.46800994873047
2024-02-21,7.5782,16930,127.3,127.4,3.8719,3.87,8542,68810,13.28,13,13250,12.95,28148,92,194,42.06856918334961
2024-02-22,7.7864,17392,129.9,130.7,3.8907,3.9,8584.5,69130,13.279,13,13250,12.95,28164,92,196,42.09810256958008
2024-02-23,7.8342,17495,134.26,133.5,3.8768,3.88,8567.5,69290,13.269,13,13250,12.95,28169.5,92,200,42.363922119140625
2024-02-26,7.6797,17169,134.49,131.15,3.8267,3.82,8466,69060,13.27,13,13250,12.95,28175,92,201.5,42.86603546142578
2024-02-27,7.8136,17460,132.8,133.25,3.8313,3.83,8474,68780,13.268,13,13250,12.95,28180.5,92,201,43.565040588378906
2024-02-28,7.8771,17601,134.72,134.25,3.8254,3.83,8448.5,68800,13.404,13,13250,12.95,28186,92,200,43.78163528442383
2024-02-29,8.0148,17896,136.1,135,3.8317,3.83,8493.5,68740,13.691,13,13250,12.95,28202,92,203,45.347023010253906
2024-03-01,7.9113,17662,137.21,134.9,3.855,3.86,8503.5,68870,14.1,15,13250,12.95,28207.5,92,202,46.429996490478516
2024-03-04,8.0347,17945,136.65,135.55,3.8483,3.85,8542.5,68910,15.071,14,13250,12.95,28213,92,199,45.06151580810547
2024-03-05,7.9495,17759,136.52,134.1,3.8449,3.84,8491.5,69030,15.071,15,13250,12.95,28218,92,198,42.69866180419922
2024-03-06,7.9329,17717,134.84,133.4,3.8706,3.87,8577,68940,15.071,14,13250,12.95,28223,92,198,43.94900131225586
2024-03-07,8.0594,17983,135.21,134.55,3.9131,3.92,8640.5,69300,15.074,14,13250,12.95,28239,92,198.5,44.067142486572266
2024-03-08,8.0753,18011,136.84,134.8,3.885,3.89,8579.5,69710,15.091,14,13250,12.95,28244.5,92,199,43.496124267578125
2024-03-11,8.2369,18377,136.93,137.5,3.924,3.92,8653,69360,15.11,14,13425,12.95,28250,92,199.5,45.39624786376953
2024-03-12,8.3119,18551,138.96,137.9,3.9207,3.93,8657,69520,15.4,14,13184.5,12.95,28255.5,92,199,45.780208587646484
2024-03-13,8.2211,18346,140.88,138.25,4.0405,4.05,8927,69760,15.641,14,13184.5,12.95,28261,92,200,45.75067901611328
2024-03-14,8.1037,18077,141.31,137.05,4.0296,4.04,8887.5,71690,16.062,14,13184.5,12.95,28277,92,204,44.63816833496094
2024-03-15,8.1159,18074,140.65,137.5,4.1125,4.11,9072,72030,16.189,14,13184.5,12.95,28282.5,92,202.5,44.63816833496094
2024-03-18,8.0231,17872,139.98,136.8,4.1129,4.11,9089,72960,15.768,14,13396,12.95,28288,92,206.5,45.39624786376953
2024-03-19,7.7972,17395,138.79,134.7,4.0514,4.06,8976.5,73070,16.044,13,13396,12.95,28293.5,92,203.5,44.98274612426758
2024-03-20,7.8424,17492,136.31,134,4.0355,4.04,8928,72540,16.046,13,13273.5,12.95,28299,92,203.5,45.927894592285156
2024-03-21,7.8638,17541,136.77,134.35,4.0517,4.05,8950.5,72850,16.044,13,13273.5,12.95,28315,92,204,45.356868743896484
2024-03-22,7.7313,17242,135.28,132.5,3.996,4,8866.5,72350,15.976,13,13273.5,12.95,28320.5,92,203.5,44.52002716064453
2024-03-25,7.5842,16937,134.15,132,3.9996,4.01,8873,72310,15.879,13,13273.5,12.95,28326,92,200,44.04745864868164
2024-03-26,7.4469,16640,132.15,128.85,3.9929,4,8862,71990,15.169,13,13273.5,12.95,28331.5,92,201,44.00807571411133
2024-03-27,7.4457,16620,130.05,127.7,3.9986,3.99,8849.5,71920,15.15,13,13273.5,12.95,28358,92,201,44.697242736816406
2024-03-28,7.5151,16749,129.52,128.55,4.0084,4,8867,72090,14.871,13,13270,12.95,28363.5,92,200,44.58894348144531
2024-03-29,7.5151,16814.242,130.04,128.25,4.0142,4.018,8840.679,72200,15.152,13.063,13252.332,12.95,28363.131,92,199.5,NA
2024-04-01,7.5151,16872.637,129.43,130.7,4.0526,4.05,8813.716,72720,14.868,13,13165.174,12.95,28367.259,92,200.5,44.874454498291016
2024-04-02,7.6407,17030,131.77,131.6,4.0699,4.07,8991,72920,14.856,13,13150,12.95,28369,92,200,44.65785598754883
2024-04-03,7.785,17339,133.32,132,4.2068,4.19,9262.5,73520,14.995,14,13150,12.95,28374,92,200,45.100894927978516
2024-04-04,7.9576,17711,134.238,133.6,4.2381,4.25,9359,73977.198,15.135,14,13150,12.95,28390,92,199,44.55940628051758
2024-04-05,8.0004,17804,134.843,133.7,4.2417,4.24,9329.5,74234.308,15.135,13,13150,12.95,28395,92,200,44.27389907836914
2024-04-08,8.017,17848,135.91,134.95,4.2906,4.28,9411.5,75230,15.14,13,13230.95,12.95,28400,92,199.5,45.022132873535156
2024-04-09,8.1843,18219,136.69,136.85,4.2868,4.29,9417.5,75910,15.553,13,13230.95,12.95,28405.5,92,200.5,45.91804504394531
2024-04-10,8.15,18364,138.6,137.4,4.2633,4.28,9374,76090,15.554,14,13695.24,12.95,28411,92,199.5,44.598785400390625
2024-04-11,8.047,17811,139.21,134.45,4.2521,4.25,9342,75890,15.545,14,13695.24,12.95,28426.5,92,199.5,45.13042449951172
2024-04-12,8.0726,17797,137.6,134.75,4.2585,4.26,9457.5,76010,15.406,14,13695.24,12.623,27710,92,199.5,43.397674560546875
2024-04-15,8.1792,17846,138.69,134.2,4.3578,4.38,9576,76290,15.403,14,13752.38,12.623,27715,92,198.5,43.348445892333984
2024-04-16,8.0853,17726,136.2,132.9,4.3083,4.31,9468,76920,15.404,14,13752.38,12.623,27719,92,190.5,42.07841873168945
2024-04-17,8.2368,18238,134.9,135.55,4.3512,4.34,9582.5,76450,15.403,14,13752.38,12.623,27723,92,191,42.48207092285156
2024-04-18,8.4137,18559,137.44,135.9,4.4256,4.44,9734.5,77440,15.405,14,13752.38,12.623,27731,92,193,42.24578094482422
2024-04-19,8.8308,19326,138.65,140.6,4.4975,4.5,9876,78880,15.26,14,13752.38,12.623,27731,92,194,41.76336669921875
2024-04-22,8.9249,19739,144.06,141.2,4.4883,4.5,9829.5,79940,15.255,14,13752.38,12.623,27722,92,192,41.67476272583008
2024-04-23,8.6652,19006,143.4,139,4.4417,4.49,9706.5,78520,15.248,14,13752.38,12.623,27722,92,191,41.684608459472656
2024-04-24,8.5765,18945,140.78,140,4.4671,4.47,9773.5,78520,15.25,14,13752.38,12.623,27722,92,191.5,41.24156951904297
2024-04-25,8.7013,19157,142.06,139.95,4.5423,4.57,9865,78990,15.249,14,13847.62,12.623,27730,92,189,41.54677200317383
2024-04-26,8.6636,19100,143.04,140.75,4.574,4.57,9965.5,80210,15.249,14,13847.62,12.623,27730,92,188.5,42.14733123779297
2024-04-29,8.7468,19148,143,141.25,4.6608,4.66,10135.5,80560,15.26,14,13833.33,12.623,27721,92,187.5,44.224666595458984
2024-04-30,8.7335,19238,143.4,140.85,4.57,4.56,9991,81650,15.26,14,13830,12.623,27721,92,187,43.14169692993164
2024-05-01,8.5956,18879,143.497,139,4.5425,4.55,9895.5,82320.43,15.26,14,14350,12.623,27717,92,187,43.37798309326172
2024-05-02,8.5182,18648,143.287,138,4.5133,4.49,9765.5,82377.524,15.26,14,14350,12.623,27729,92,187.5,44.92367935180664
2024-05-03,8.7298,19237,143.002,139.6,4.557,4.57,9910,82038.655,15.26,14,14350,12.623,27733,92,187,45.2879524230957
2024-05-06,8.824,19650.834,144.03,143.85,4.6289,4.63,10121.101,80820,15.333,14,14359.216,12.623,27720,92,187.5,45.61284637451172
2024-05-07,8.6809,19256,144.55,142.2,4.6178,4.63,10029.5,80700,15.309,14,14350,12.623,27715.5,92,189.5,45.356868743896484
2024-05-08,8.5706,18885,141.58,139.9,4.564,4.56,9904,79820,15.288,15,14350,12.623,27715.5,92,189.5,44.825225830078125
2024-05-09,8.665,19033,140.46,140.7,4.6127,4.61,9904.5,79600,15.291,14,14350,12.623,27724,92,188,45.74082946777344
2024-05-10,8.6793,18952,142.4,141.65,4.6625,4.69,10004,80110,15.136,14,14350,12.623,27728,92,188.5,44.24435806274414
2024-05-13,8.6954,19230,143.26,142.95,4.7565,4.8,10185.5,80480,15.024,14,14350,12.623,27714.5,92,188.5,44.43141555786133
2024-05-14,8.6416,19075,143.62,142.6,4.8918,4.95,10114,81590,14.799,14,14350,12.623,27710,92,189,45.081199645996094
2024-05-15,8.8741,19489,142.72,143,4.9335,4.97,10219,81230,14.598,14,14290.91,12.623,27706,92,197,44.224666595458984
2024-05-16,9.0968,19797,145.86,147.8,4.8746,4.89,10424,82060,14.58,14,14290.91,12.623,27702,92,195,44.441261291503906
2024-05-17,9.5876,21080,150.31,152.8,5.05,5.06,10668,82970,14.596,14,14290.91,12.623,27702,92,195.5,45.09104537963867
2024-05-20,9.7107,21615,156.08,157.8,5.1036,5.09,10889,86450,14.592,14,14290.91,12.623,27684,92,205,44.93352127075195
2024-05-21,9.6497,21304,157.79,155.8,5.1161,5.12,10859,86790,14.581,14,14188.64,12.623,27680,92,205,44.42156982421875
2024-05-22,9.2814,20366,157.74,152.85,4.8284,4.87,10419,86170,14.571,14,14170.45,12.623,26950,92,206.5,44.11637496948242
2024-05-23,9.1528,20084,153.22,149.1,4.7805,4.82,10417.5,83500,14.564,14,14170.45,12.315,26945,92,205,43.171234130859375
2024-05-24,9.1852,20250,152.15,150.85,4.7535,4.78,10324,83580,14.564,14,14170.45,12.315,26945,92,205.5,43.60441970825195
2024-05-27,9.296,20404.919,152.83,154.6,4.8322,4.872,10418.399,83520,14.561,14,14178.749,12.336,26912.461,92,208.5,NA
2024-05-28,9.3227,20467,155.57,152.9,4.8599,4.88,10501.5,84520,14.553,14,14180.95,12.315,26918,92,206,43.348445892333984
2024-05-29,9.3068,20490,154.52,153.75,4.7939,4.81,10456.5,84590,14.559,14,14180.95,12.315,26913,92,202.5,42.68881607055664
2024-05-30,9.1245,20063,152.97,148.65,4.6597,4.67,10135,83350,14.57,14,14180.95,12.315,26908,92,197,43.03339767456055
2024-05-31,8.9403,19710,149.92,147.75,4.602,4.61,10040,81950,14.559,14,14170,12.315,26908,92,196.5,42.78726577758789
2024-06-03,8.8419,19422,148.57,145.55,4.6649,4.68,10143,81470,14.299,14,13800,12.315,26886,92,198,42.964481353759766
2024-06-04,8.606,19068,146.21,143.9,4.5428,4.55,9945,81830,14.212,14,13800,12.315,26881,92,196,43.013702392578125
2024-06-05,8.4445,18288,143.45,140.3,4.6167,4.62,9925.5,80290,14.01,14,13800,12.315,26875,92,195,43.397674560546875
2024-06-06,8.447,18531,141.58,143.45,4.6729,4.69,10149,81010,14.016,14,13630,12.315,26870,92,195,43.23030471801758
2024-06-07,8.1787,18031,142.04,140.5,4.4835,4.49,9762.5,81390,14.004,14,13630,12.315,26870,92,193.5,42.009490966796875
2024-06-10,8.2112,17891,139.256,139.8,4.5524,4.56,9899,80172.111,14.114,14,13592.5,12.315,26848.5,92,194,42.1768684387207
2024-06-11,8.1991,17818,139.16,138.85,4.5135,4.52,9759,79750,13.855,14,13557.5,12.315,26843,92,192.5,41.64522171020508
2024-06-12,8.1787,18061,139.67,140.2,4.5614,4.58,9944.5,79540,13.444,14,13557.5,12.315,26838,92,193.5,41.69445037841797
2024-06-13,8.0576,17645,137.39,137.5,4.4808,4.51,9794.5,79400,13.439,14,13557.5,12.315,26832,92,191.5,40.759159088134766
2024-06-14,7.9719,17575,136.97,136.45,4.495,4.55,9741.5,79330,13.437,14,13557.5,12.315,26832,92,194.5,40.079837799072266
2024-06-17,7.8998,17467,135.85,136.05,4.4497,4.52,9665.5,78610,13.385,14,13557.5,12.315,26810,92,194,40.38504409790039
2024-06-18,7.8644,17294,135.65,133.5,4.4906,4.56,9671.5,78550,13.298,14,13557.5,12.315,26807,92,192,40.562255859375
2024-06-19,7.8703,17372,133.64,135.1,4.5123,4.631,9786,78470,13.153,14.014,13557.5,12.315,26804,92,188.5,NA
2024-06-20,7.8993,17424,135.13,135.85,4.5594,4.62,9858,79490,13.015,14,13557.5,12.315,26804,92,188,39.46943283081055
2024-06-21,7.8127,17224,135.37,134,4.442,4.49,9682.5,79710,12.88,14,13557.5,12.315,26806,92,185.5,38.95748519897461
2024-06-24,7.8227,17325,134.17,134.6,4.4265,4.53,9661,78560,12.623,14,13557.5,12.315,26786,92,184,39.055931091308594
2024-06-25,7.8122,17167,134.89,134.95,4.3697,4.38,9571,78580,12.592,13,13517.5,12.315,26782,92,184,38.376617431640625
2024-06-26,7.7655,17056,134.1,134.95,4.3698,4.37,9540,77760,12.588,13,13517.5,12.315,26778,92,185,39.53834915161133
2024-06-27,7.8413,17103,134.99,134.45,4.3252,4.33,9515.5,77670,12.599,13,13487.5,12.315,26777,92,185.5,39.06282043457031
2024-06-28,7.8431,17291,134.98,135.25,4.3915,4.39,9599,77830,12.589,13,13480,12.315,26778.5,92,185.5,38.4485969543457
2024-07-01,7.912,17357,135.46,136.65,4.4142,4.43,9630,77910,12.584,13,12250,12.315,26759,92,184.5,38.61701202392578
2024-07-02,7.7369,17004,136.64,136.05,4.4312,4.43,9672.5,78440,12.58,12,12250,12.315,26757,107,182,38.63682556152344
2024-07-03,7.9011,17323,136.37,137.55,4.5291,4.54,9868,78760,12.586,12,12250,12.315,26752,107,170.5,40.112953186035156
2024-07-04,7.8385,17217,137.5,136.15,4.5717,4.623,9882.5,79760,12.592,12.025,12250,12.315,26751.5,107,170.5,NA
2024-07-05,7.8657,17341,136.48,137.5,4.652,4.66,9944,79860,12.576,12,12002.17,12.315,26753,115,173.5,39.72658157348633
2024-07-08,7.9107,17473,137.19,137.2,4.606,4.62,9915,79960,12.471,13,12002.17,12.341,26733,115,173.5,39.67704391479492
2024-07-09,7.7787,17142,136.78,134.1,4.5857,4.58,9869,79990,12.452,13,11928.26,12.337,26729,115,173,39.10245132446289
2024-07-10,7.6426,16891,135.61,133.55,4.5829,4.61,9905,79580,12.457,12,11928.26,12.315,26725,115,173,39.60770034790039
2024-07-11,7.6512,16809,133.1,133.7,4.5121,4.51,9786.5,79710,12.478,12,11928.26,12.27,26724,115,174,40.4795036315918
2024-07-12,7.6458,16856,132.71,133.75,4.5872,4.6,9877,78910,12.462,12,11928.26,12.212,26198.5,115,172.5,41.0342903137207
2024-07-15,7.6054,16701,134.28,132.8,4.5113,4.53,9806,79410,12.179,12,11928.26,12.077,26178,115,173,40.13276290893555
2024-07-16,7.5879,16594,133.26,132.4,4.4456,4.44,9663.5,79360,11.916,12,11928.26,12.077,26177,115,172,40.925315856933594
2024-07-17,7.4929,16457,132.35,130.05,4.3967,4.4,9635,78590,11.918,12,11928.26,12.077,26177,115,172,40.093135833740234
2024-07-18,7.4686,16423,130.48,130.7,4.2589,4.27,9386,78180,11.756,12,12036.96,12.077,26186,115,171.5,39.72658157348633
2024-07-19,7.3736,16256,130.38,128.1,4.2365,4.22,9310,76780,11.66,12,11997.83,12.077,26190,115,172.5,39.63741683959961
2024-07-22,7.3539,16190,128.66,127.25,4.1799,4.18,9216.5,76120,11.753,12,11997.83,12.077,26177,115,172,39.7166748046875
2024-07-23,7.3047,16021,128.12,128,4.1447,4.15,9166,75220,11.75,12,11982.61,12.077,26177,115,172,38.785430908203125
2024-07-24,7.2003,15827,128.11,126.35,4.0846,4.1,9104,74720,11.844,12,11982.61,12.077,26177,115,172,37.606510162353516
2024-07-25,7.1745,15769,125.36,124.8,4.1022,4.11,9122,73500,11.79,12,11982.61,12.077,26186,115,172,38.03250503540039
2024-07-26,7.164,15794,125.86,126.25,4.124,4.1,9111,74030,11.779,12,11982.61,12.077,26190,115,172,38.62691879272461
2024-07-29,7.2264,15837,126.54,127,4.058,4.06,9026,74180,11.792,12,11982.61,12.077,26177,115,172,38.08203887939453
2024-07-30,7.2951,16071,127.15,129.05,4.0721,4.06,8972,73300,11.563,12,11978.26,12.077,26177,115,171.5,37.88390350341797
2024-07-31,7.502,16604,129.82,132.7,4.1641,4.16,9225,73590,11.244,12,11960,12.077,26177,115,171,38.805240631103516
2024-08-01,7.3586,16282,132.66,130.4,4.0473,4.07,9052.5,74780,11.307,12,11530,12.077,26061,115,170,37.59660339355469
2024-08-02,7.3813,16273,130.09,129.95,4.103,4.08,9055.5,73530,11.17,12,11530,12.02,26065,115,169.5,36.942752838134766
2024-08-05,7.3498,16276,129.99,128.55,3.98,3.98,8888.5,72860,11.115,12,11530,12.02,26069,115,169.5,35.932247161865234
2024-08-06,7.4532,16385,128.61,129.55,4.0166,4.01,8928.5,71050,11.073,12,11530,12.02,26073,115,169.5,35.605316162109375
2024-08-07,7.3618,16296,128.92,128.45,3.9321,3.94,8769.5,71330,11.084,11,11300.91,12.02,26077,115,169,35.34774398803711
2024-08-08,7.3502,16143,127.33,127.55,3.9611,3.95,8794.5,70750,10.948,11,11300.91,12.02,26090,115,169.5,35.952064514160156
2024-08-09,7.3255,16150,128.9,128.65,3.993,3.98,8866.5,71470,10.794,11,11300.91,12.02,26095,115,170,35.823272705078125
2024-08-12,7.4013,16355,128.5,129.1,4.0547,4.06,9026.5,71450,10.717,11,11300.91,12.02,26099,115,170,35.18922805786133
2024-08-13,7.4371,16321,128.52,127.5,4.0389,4.04,8958.5,72270,10.738,11,11237.27,12.02,26104,115,169.5,36.01150131225586
2024-08-14,7.3641,16276,127.19,126.15,4.0215,4.03,8968.5,72060,10.679,11,11089.55,12.02,26108,115,168.5,35.24867630004883
2024-08-15,7.4108,16319,128.18,128.75,4.1265,4.14,9148.5,72280,10.489,11,11089.55,12.02,25622,115,168,36.02140808105469
2024-08-16,7.4267,16373,128.95,128,4.1435,4.13,9115.5,73610,10.292,11,10989.55,11.793,24526,115,168,36.04122543334961
2024-08-19,7.6174,16666,128.85,129.45,4.1757,4.17,9252,73630,10.287,11,10989.55,11.294,24531,115,167,36.39786911010742
2024-08-20,7.6614,17035,129.91,130.1,4.1383,4.15,9204,73930,10.302,11,10948.64,11.294,24536,115,167,36.16010284423828
2024-08-21,7.6471,16910,130.96,130,4.1824,4.18,9260,73710,10.296,11,10930.45,11.294,24541,115,166.5,37.448001861572266
2024-08-22,7.5237,16603,130.17,128,4.1199,4.14,9130.5,73940,10.439,11,10930.45,11.294,23963,115,159.5,36.59600830078125
2024-08-23,7.6013,16758,129.12,129.35,4.201,4.19,9288.5,73540,10.391,11,10930.45,11.022,23968,115,158,37.35883712768555
2024-08-26,7.827,17195.821,130.19,131.15,4.2126,4.21,9575.027,74370,10.384,11,10944.226,10.954,24012.816,115,160.5,37.16069793701172
2024-08-27,7.7805,17136,131.7,131.55,4.2281,4.23,9448,74850,10.383,11,10948.57,11.022,23973.5,115,159.5,36.972469329833984
2024-08-28,7.7022,17019,131.82,130.75,4.1357,4.15,9260.5,74910,10.432,11,10948.57,11.022,23979,115,159,36.36814880371094
2024-08-29,7.721,17003,131.26,130.75,4.1499,4.15,9244,74080,10.51,11,10948.57,11.022,24000.5,115,159,37.051727294921875
2024-08-30,7.6049,16766,131.27,128,4.1526,4.15,9235,73930,10.542,11,10950,11.022,24000.5,115,158.5,37.55697250366211
2024-09-02,7.553,16625,128.26,127.75,4.1248,4.069,9183,73630,10.528,10.846,10550,11.022,24006,115,157.5,NA
2024-09-03,7.4802,16462,128.37,125.85,4.0261,4.03,8954.5,73400,10.538,11,10550,11.022,24011,115,157.5,36.28889846801758
2024-09-04,7.3373,16214,126.18,124.9,4.0148,4.02,8960,71990,10.587,11,10550,11.022,24016,115,158,36.37805938720703
2024-09-05,7.3015,16078,124.29,124,4.0752,4.08,9092,71890,10.429,10,10292.86,11.022,24032,115,156.5,36.39786911010742
2024-09-06,7.2089,15893,123.47,122.15,4.0055,4.01,8996,72530,10.187,10,10150,11.022,24037,115,157.5,34.68397521972656
2024-09-09,7.2461,15903,122.24,121.9,4.0829,4.08,9097,72080,10.044,10,10150,11.022,24042,115,157,35.04063034057617
2024-09-10,7.1473,15741,121.16,120.5,4.0417,4.04,9026,72870,10.054,10,10150,11.022,24048,115,157.5,34.76323699951172
2024-09-11,7.3074,16112,121.11,122.7,4.0962,4.08,9090.5,72820,10.041,10,10150,11.022,24053,115,158,37.35883712768555
2024-09-12,7.2906,16136,123.92,123.8,4.1317,4.13,9215.5,73570,10.217,10,10013.81,11.022,24070,115,157,37.32911682128906
2024-09-13,7.2321,15944,123.91,123.2,4.159,4.18,9308,74200,10.235,10,10035.24,11.022,24075.5,115,157.5,36.79414749145508
2024-09-16,7.4042,16284,122.336,124.45,4.2119,4.21,9390,74317.581,10.223,10,10035.24,11.022,24081,115,157,36.93284225463867
2024-09-17,7.3192,16188,122.547,124.4,4.2141,4.21,9370,74253.224,10.241,10,10035.24,11.022,24086,115,157,36.90311813354492
2024-09-18,7.3614,16233,123.27,123.6,4.2291,4.24,9400.5,74380,10.261,10,10035.24,11.022,24091,115,157,36.467220306396484
2024-09-19,7.4088,16333,124.47,125,4.2925,4.29,9515,74890,10.275,10,10035.24,11.022,24107,115,158,37.27958297729492
2024-09-20,7.4761,16510,125.55,124.7,4.281,4.28,9476.5,75770,10.277,10,10035.24,11.022,24112,115,158.5,36.42759323120117
2024-09-23,7.5101,16544,125.24,124.9,4.296,4.29,9548.5,75410,10.309,10,10035.24,11.022,24117,115,159.5,36.91302490234375
2024-09-24,7.5954,16710,125.81,126.45,4.432,4.43,9796,76100,10.313,10,10011.43,11.022,24123,115,156.5,39.10245132446289
2024-09-25,7.6285,16796,127.74,126.65,4.4242,4.43,9813,77460,10.339,10,10011.43,11.022,24128.5,115,156.5,38.5773811340332
2024-09-26,7.6258,16745,128.41,127.85,4.5902,4.58,10080.5,77410,10.483,10,10011.43,11.022,24145,115,160,40.72718048095703
2024-09-27,7.7093,16996,128.47,129.95,4.5315,4.54,9982.5,78720,10.706,10,10011.43,11.022,24150.5,115,159.5,42.114139556884766
2024-09-30,7.9519,17514,130.36,133.3,4.4941,4.5,9829,78940,11.062,10,10010,11.022,24156,115,161.5,43.184078216552734
