Date,CUDALY,CUCOMX,CULMEX,CUSMMG,CUSHFE,CUETFC
2022-12-05,3.8715,3.79,8391.0,67300.0,66600.0,
2022-12-06,3.786,3.81,8421.5,66615.0,66050.0,
2022-12-07,3.8528,3.86,8456.5,66315.0,65940.0,
2022-12-08,3.8914,3.88,8543.0,66295.0,66250.0,
2022-12-09,3.876,3.88,8543.0,66995.0,66950.0,
2022-12-12,3.801,3.8,8374.0,66275.0,66250.0,
2022-12-13,3.8437,3.84,8497.0,66190.0,66100.0,
2022-12-14,3.8808,3.88,8516.5,66710.0,66580.0,
2022-12-15,3.7626,3.76,8293.5,66175.0,66260.0,
2022-12-16,3.7615,3.76,8266.5,65775.0,65460.0,
2022-12-19,3.765,3.78,8320.0,66090.0,65310.0,
2022-12-20,3.794,3.8,8354.5,65825.0,65160.0,
2022-12-21,3.8103,3.81,8393.5,66395.0,65640.0,
2022-12-22,3.752,3.75,8310.5,66830.0,65990.0,
2022-12-23,3.803,3.8,8349.5,66080.0,65500.0,
2022-12-26,3.8215500000000002,3.815,8380.666666666666,66190.0,65830.0,
2022-12-27,3.8401,3.83,8411.833333333334,66480.0,66330.0,
2022-12-28,3.82,3.83,8443.0,66265.0,66470.0,
2022-12-29,3.8274,3.82,8418.0,66220.0,66330.0,
2022-12-30,3.8055,3.81,8372.0,66250.0,66180.0,
2023-01-03,3.7758,3.77,8321.5,65840.0,65680.0,
2023-01-04,3.7451,3.74,8252.0,65170.0,65020.0,
2023-01-05,3.824,3.82,8374.5,64335.0,64180.0,
2023-01-06,3.9085,3.91,8589.5,65220.0,65170.0,
2023-01-09,3.9916,4.02,8859.5,66225.0,66020.0,
2023-01-10,4.0679,4.07,8912.0,66490.0,66480.0,
2023-01-11,4.161,4.15,9124.5,67530.0,67450.0,
2023-01-12,4.1659,4.19,9187.0,68590.0,68510.0,
2023-01-13,4.2148,4.21,9185.5,68755.0,68590.0,
2023-01-16,4.1357,4.215,9104.5,68570.0,68380.0,
2023-01-17,4.2134,4.22,9287.0,68450.0,68450.0,
2023-01-18,4.2095,4.23,9323.5,69785.0,69680.0,
2023-01-19,4.2354,4.23,9305.5,69710.0,70100.0,
2023-01-20,4.2485,4.25,9324.0,70190.0,70080.0,
2023-01-23,4.2462,4.25,9356.0,70126.66666666667,70008.33333333333,
2023-01-24,4.2416,4.25,9314.5,70063.33333333333,69936.66666666667,
2023-01-25,4.2461,4.24,9314.5,70000.0,69865.0,
2023-01-26,4.2637,4.27,9329.5,69936.66666666667,69793.33333333333,
2023-01-27,4.2215,4.22,9263.5,69873.33333333333,69721.66666666667,
2023-01-30,4.1992,4.2,9210.0,69810.0,69650.0,
2023-01-31,4.2176,4.23,9222.5,69525.0,69370.0,
2023-02-01,4.1072,4.11,9087.0,69610.0,69520.0,
2023-02-02,4.1137,4.09,9052.5,69105.0,69090.0,
2023-02-03,4.063,4.06,8980.5,68400.0,68620.0,
2023-02-06,4.0403,4.04,8871.5,68120.0,68250.0,
2023-02-07,4.0565,4.09,8925.0,67905.0,67930.0,
2023-02-08,4.0606,4.04,8892.5,68265.0,68240.0,
2023-02-09,4.0958,4.11,8983.0,68285.0,68320.0,
2023-02-10,4.0275,4.03,8857.5,68310.0,68260.0,
2023-02-13,4.083,4.09,8938.0,68120.0,68010.0,
2023-02-14,4.1071,4.11,8946.5,68555.0,68440.0,
2023-02-15,4.0646,4.05,8857.5,68970.0,68800.0,
2023-02-16,4.1556,4.17,9023.0,68420.0,68260.0,
2023-02-17,4.1362,4.11,8987.5,69105.0,68980.0,
2023-02-20,4.1822,4.17,9141.5,69100.0,69040.0,
2023-02-21,4.2097,4.23,9200.5,69750.0,69830.0,
2023-02-22,4.1731,4.2,9112.0,70375.0,70350.0,
2023-02-23,4.0556,4.07,8904.0,70110.0,70080.0,
2023-02-24,3.952,3.96,8716.5,69275.0,69440.0,
2023-02-27,4.0078,4.01,8802.0,68510.0,68600.0,
2023-02-28,4.0977,4.1,8961.0,68590.0,68640.0,
2023-03-01,4.1629,4.17,9100.5,69775.0,69680.0,
2023-03-02,4.0722,4.08,8958.5,69890.0,69850.0,
2023-03-03,4.078,4.08,8983.5,69370.0,69380.0,
2023-03-06,4.0789,4.1,8920.5,69335.0,69320.0,
2023-03-07,3.9848,3.99,8763.5,69650.0,69540.0,
2023-03-08,4.0482,4.04,8910.5,68845.0,68850.0,
2023-03-09,4.0281,4.05,8853.0,69350.0,69210.0,
2023-03-10,4.0455,4.05,8867.0,69060.0,68970.0,
2023-03-13,4.0709,4.07,8931.0,69110.0,69000.0,
2023-03-14,4.0047,4.01,8833.5,68725.0,68440.0,
2023-03-15,3.8981,3.86,8504.5,68980.0,68800.0,
2023-03-16,3.879,3.89,8518.0,67215.0,67090.0,
2023-03-17,3.9135,3.91,8580.0,67310.0,66890.0,
2023-03-20,3.9716,3.98,8697.5,67645.0,67220.0,
2023-03-21,4.0236,4.02,8757.5,67640.0,67550.0,
2023-03-22,4.0567,4.07,8888.5,68200.0,68150.0,
2023-03-23,4.1292,4.15,9031.0,68690.0,68590.0,
2023-03-24,4.1015,4.1,8921.5,69285.0,69220.0,
2023-03-27,4.1183,4.1,8964.0,69455.0,69310.0,
2023-03-28,4.0917,4.11,8978.0,69795.0,69570.0,
2023-03-29,4.0858,4.12,9002.5,69640.0,69490.0,
2023-03-30,4.1005,4.09,9001.0,69650.0,69710.0,
2023-03-31,4.0876,4.1,8993.0,69690.0,69520.0,
2023-04-03,4.0489,4.06,8917.0,69655.0,69470.0,
2023-04-04,3.9902,3.98,8751.0,69250.0,69180.0,
2023-04-05,4.0046,4.0,8782.0,69050.0,68955.0,
2023-04-06,4.026,4.03,8800.0,68850.0,68730.0,
2023-04-07,4.0054,4.01,8818.166666666666,68885.0,68790.0,
2023-04-10,3.9848,3.99,8836.333333333334,68870.0,68830.0,
2023-04-11,4.0487,4.02,8854.5,68610.0,68650.0,
2023-04-12,4.0836,4.08,8916.5,69175.0,69060.0,
2023-04-13,4.1354,4.12,9058.5,69410.0,69280.0,
2023-04-14,4.1075,4.11,9023.5,70325.0,70200.0,
2023-04-17,4.0747,4.07,8964.5,69995.0,69960.0,
2023-04-18,4.091,4.09,9012.5,69695.0,69640.0,
2023-04-19,4.0692,4.07,8965.5,69715.0,69600.0,
2023-04-20,4.0329,4.02,8881.0,69520.0,69480.0,
2023-04-21,3.978,3.98,8794.5,68910.0,68910.0,
2023-04-24,3.9623,3.95,8730.5,68510.0,68500.0,
2023-04-25,3.8472,3.85,8528.0,68295.0,68290.0,
2023-04-26,3.8548,3.85,8552.5,67560.0,67280.0,
2023-04-27,3.8773,3.86,8586.5,66680.0,66900.0,
2023-04-28,3.87,3.87,8595.5,67445.0,67110.0,
2023-05-01,3.9123,3.92,8554.75,67410.0,67117.5,
2023-05-02,3.8456,3.85,8514.0,67375.0,67125.0,
2023-05-03,3.8346,3.83,8468.5,67340.0,67132.5,
2023-05-04,3.8576,3.85,8493.5,67305.0,67140.0,
2023-05-05,3.8715,3.87,8581.5,66685.0,66710.0,
2023-05-08,3.9163,3.92,8586.5,67215.0,67180.0,
2023-05-09,3.885,3.89,8591.5,67530.0,67420.0,
2023-05-10,3.8176,3.83,8475.0,67440.0,67330.0,
2023-05-11,3.6958,3.7,8163.5,66640.0,66550.0,
2023-05-12,3.7165,3.72,8253.0,64645.0,64570.0,
2023-05-15,3.7248,3.74,8272.5,64765.0,64810.0,
2023-05-16,3.6497,3.65,8121.5,65275.0,64800.0,
2023-05-17,3.7511,3.74,8302.0,64690.0,64340.0,
2023-05-18,3.678,3.68,8172.5,66135.0,65600.0,
2023-05-19,3.7225,3.72,8251.5,65740.0,65360.0,
2023-05-22,3.6718,3.67,8127.5,65495.0,65310.0,
2023-05-23,3.6371,3.64,8102.0,65315.0,64890.0,
2023-05-24,3.5532,3.55,7901.5,64280.0,64160.0,
2023-05-25,3.5996,3.58,7962.5,63790.0,63540.0,
2023-05-26,3.6589,3.67,8135.0,64090.0,64120.0,
2023-05-29,3.6636,3.665,8129.0,65560.0,65170.0,
2023-05-30,3.6473,3.66,8123.0,65765.0,65160.0,
2023-05-31,3.6575,3.63,8089.0,65325.0,65000.0,
2023-06-01,3.7053,3.71,8243.5,65835.0,65570.0,
2023-06-02,3.7225,3.72,8237.0,66395.0,66100.0,
2023-06-05,3.7651,3.76,8335.0,66475.0,66050.0,
2023-06-06,3.7692,3.77,8339.0,67205.0,66740.0,
2023-06-07,3.7487,3.75,8293.5,67350.0,66920.0,
2023-06-08,3.7971,3.8,8347.5,67250.0,66860.0,
2023-06-09,3.7765,3.79,8371.5,67360.0,67060.0,
2023-06-12,3.7481,3.75,8310.5,67350.0,67110.0,
2023-06-13,3.8261,3.83,8460.0,67560.0,67280.0,
2023-06-14,3.8719,3.87,8509.0,68340.0,68110.0,
2023-06-15,3.8856,3.9,8558.0,68295.0,68130.0,
2023-06-16,3.8845,3.88,8566.5,68955.0,68420.0,
2023-06-19,3.8677,3.88,8540.0,69125.0,68500.0,
2023-06-20,3.871,3.88,8548.0,69135.0,68540.0,
2023-06-21,3.9081,3.91,8602.5,69700.0,69010.0,
2023-06-22,3.8818,3.89,8574.0,69456.66666666667,68840.0,
2023-06-23,3.8131,3.81,8390.5,69213.33333333333,68670.0,
2023-06-26,3.7801,3.79,8391.0,68970.0,68500.0,
2023-06-27,3.7746,3.78,8363.0,68700.0,68420.0,
2023-06-28,3.7139,3.72,8255.0,68310.0,68080.0,
2023-06-29,3.6717,3.68,8177.5,68050.0,67670.0,
2023-06-30,3.7462,3.74,8315.5,68010.0,67530.0,
2023-07-03,3.7802,3.78,8398.0,69230.0,68610.0,
2023-07-04,3.7689,3.7649999999999997,8359.5,68815.0,68560.0,
2023-07-05,3.7491,3.75,8319.0,68510.0,68270.0,
2023-07-06,3.7278,3.72,8261.5,68380.0,68210.0,
2023-07-07,3.7712,3.77,8370.5,68190.0,68110.0,
2023-07-10,3.7688,3.77,8372.5,68300.0,68220.0,
2023-07-11,3.7462,3.75,8322.5,68380.0,68350.0,
2023-07-12,3.8479,3.84,8499.5,68090.0,68050.0,
2023-07-13,3.9284,3.93,8694.0,68830.0,68760.0,
2023-07-14,3.9122,3.92,8673.5,69895.0,69760.0,
2023-07-17,3.8381,3.83,8491.0,69380.0,69420.0,
2023-07-18,3.815,3.82,8473.0,68790.0,68430.0,
2023-07-19,3.799,3.8,8429.0,68610.0,68470.0,
2023-07-20,3.8067,3.82,8485.5,68670.0,68520.0,
2023-07-21,3.796,3.8,8452.0,68730.0,68630.0,
2023-07-24,3.8339,3.84,8517.0,68570.0,68370.0,
2023-07-25,3.9104,3.9,8673.5,69015.0,68780.0,
2023-07-26,3.8774,3.89,8617.5,69220.0,69210.0,
2023-07-27,3.851,3.86,8569.0,69490.0,69260.0,
2023-07-28,3.917,3.92,8662.5,69050.0,68940.0,
2023-07-31,3.9987,3.99,8831.5,69880.0,69570.0,
2023-08-01,3.8937,3.89,8631.0,70955.0,70700.0,
2023-08-02,3.8326,3.83,8509.5,70095.0,69850.0,
2023-08-03,3.8831,3.88,8611.0,69460.0,69130.0,
2023-08-04,3.825,3.85,8573.0,69880.0,69490.0,
2023-08-07,3.8161,3.81,8485.0,69305.0,69100.0,
2023-08-08,3.747,3.75,8347.5,69160.0,69030.0,
2023-08-09,3.7651,3.77,8397.5,68735.0,68430.0,
2023-08-10,3.7409,3.75,8386.0,68780.0,68590.0,
2023-08-11,3.7191,3.71,8294.5,68715.0,68520.0,
2023-08-14,3.7296,3.72,8291.5,68260.0,68090.0,
2023-08-15,3.6555,3.66,8199.5,68635.0,68340.0,
2023-08-16,3.6489,3.65,8167.0,68300.0,67870.0,
2023-08-17,3.6825,3.69,8235.5,68320.0,67810.0,
2023-08-18,3.7072,3.7,8240.5,68895.0,68300.0,
2023-08-21,3.7181,3.71,8274.5,68970.0,68430.0,
2023-08-22,3.7489,3.75,8362.5,68860.0,68540.0,
2023-08-23,3.8063,3.8,8452.0,69490.0,69060.0,
2023-08-24,3.7611,3.77,8359.5,69755.0,69270.0,
2023-08-25,3.7701,3.76,8355.5,69350.0,69030.0,
2023-08-28,3.7621,3.75,8402.0,69590.0,69180.0,
2023-08-29,3.7844,3.79,8448.5,69560.0,69320.0,
2023-08-30,3.7872,3.79,8472.5,69925.0,69530.0,
2023-08-31,3.7816,3.77,8422.5,70125.0,69740.0,
2023-09-01,3.8045,3.81,8500.5,70230.0,69820.0,
2023-09-04,3.7986,3.81,8452.0,70275.0,69980.0,
2023-09-05,3.8033,3.81,8487.0,69875.0,69600.0,
2023-09-06,3.7439,3.75,8371.5,69925.0,69790.0,
2023-09-07,4.2749,3.73,8321.0,69585.0,69440.0,
2023-09-08,4.2749,3.68,8242.5,69200.0,69130.0,
2023-09-11,4.1033333333333335,3.77,8402.0,69100.0,69050.0,
2023-09-12,3.931766666666667,3.75,8391.0,69595.0,69530.0,
2023-09-13,3.7602,3.76,8417.0,69440.0,69340.0,
2023-09-14,3.7783,3.78,8417.5,69450.0,69480.0,
2023-09-15,3.7645,3.76,8405.5,69875.0,69800.0,
2023-09-18,3.7295,3.74,8359.5,69570.0,69360.0,
2023-09-19,3.7223,3.71,8292.5,69030.0,68980.0,
2023-09-20,3.7297,3.75,8345.5,68900.0,68760.0,
2023-09-21,3.6762,3.67,8194.0,68765.0,68700.0,
2023-09-22,3.6711,3.67,8222.0,68240.0,67970.0,
2023-09-25,3.6437,3.65,8145.5,68240.0,68040.0,
2023-09-26,3.6189,3.63,8091.0,68035.0,67700.0,
2023-09-27,3.603,3.63,8114.0,67525.0,67360.0,
2023-09-28,3.6823,3.69,8217.5,67510.0,67340.0,
2023-09-29,3.7279,3.73,8270.5,67520.0,67357.14285714286,
2023-10-02,3.6353,3.63,8053.0,67530.0,67374.28571428571,
2023-10-03,3.6146,3.62,8006.5,67540.0,67391.42857142857,
2023-10-04,3.5616,3.58,7949.5,67550.0,67408.57142857143,
2023-10-05,3.5482,3.55,7899.0,67560.0,67425.71428571429,
2023-10-06,3.635,3.62,8046.0,67570.0,67442.85714285714,
2023-10-09,3.6609,3.64,8104.0,67580.0,67460.0,
2023-10-10,3.6122,3.63,8022.5,67230.0,67000.0,
2023-10-11,3.6087,3.61,8024.0,66930.0,66770.0,
2023-10-12,3.5821,3.59,7991.0,66745.0,66700.0,
2023-10-13,3.5753,3.58,7949.0,66405.0,66430.0,
2023-10-16,3.5744,3.59,7976.5,66450.0,66330.0,
2023-10-17,3.5711,3.58,7970.5,66200.0,66170.0,
2023-10-18,3.5887,3.58,7972.5,66720.0,66490.0,
2023-10-19,3.5908,3.59,7993.0,66565.0,66490.0,
2023-10-20,3.527,3.54,7948.5,66680.0,66460.0,
2023-10-23,3.5623,3.57,7972.0,66100.0,66040.0,
2023-10-24,3.624,3.61,8051.5,66600.0,66340.0,
2023-10-25,3.5718,3.57,8032.0,67350.0,66940.0,
2023-10-26,3.5746,3.57,7985.5,66925.0,66670.0,
2023-10-27,3.6249,3.63,8099.0,66930.0,66700.0,
2023-10-30,3.6446,3.65,8140.5,67755.0,67400.0,
2023-10-31,3.6395,3.64,8110.5,67735.0,67480.0,
2023-11-01,3.6417,3.65,8109.5,67700.0,67350.0,
2023-11-02,3.678,3.67,8143.0,67835.0,67580.0,
2023-11-03,3.6745,3.67,8175.5,68075.0,67800.0,
2023-11-06,3.6998,3.71,8238.0,67835.0,67550.0,
2023-11-07,3.6695,3.67,8186.5,68080.0,67690.0,
2023-11-08,3.6198,3.63,8142.0,67975.0,67500.0,
2023-11-09,3.633,3.64,8147.0,67805.0,67420.0,
2023-11-10,3.5947,3.58,8035.5,67710.0,67470.0,
2023-11-13,3.657,3.66,8167.0,67495.0,67290.0,
2023-11-14,3.6728,3.68,8235.0,67985.0,67740.0,
2023-11-15,3.7205,3.72,8265.5,68155.0,68170.0,
2023-11-16,3.7028,3.7,8220.0,68390.0,67820.0,
2023-11-17,3.7375,3.74,8267.0,68405.0,67800.0,
2023-11-20,3.8005,3.81,8430.5,68705.0,67900.0,
2023-11-21,3.8156,3.81,8449.0,69050.0,68260.0,
2023-11-22,3.7731,3.77,8353.5,68575.0,68170.0,
2023-11-23,3.7699,3.785,8409.5,68510.0,67980.0,
2023-11-24,3.7873,3.8,8428.5,68705.0,68180.0,
2023-11-27,3.7565,3.76,8364.0,68815.0,68230.0,
2023-11-28,3.8021,3.8,8473.0,68500.0,68030.0,
2023-11-29,3.7994,3.79,8415.5,68790.0,68360.0,
2023-11-30,3.8159,3.83,8464.5,68920.0,68380.0,
2023-12-01,3.909,3.91,8610.5,69490.0,68690.0,
2023-12-04,3.8154,3.82,8443.0,69785.0,69140.0,
2023-12-05,3.7752,3.77,8334.5,69000.0,68570.0,
2023-12-06,3.7205,3.72,8286.0,68730.0,68250.0,
2023-12-07,3.7846,3.78,8342.0,68230.0,67980.0,
2023-12-08,3.82,3.82,8448.5,68565.0,68330.0,
2023-12-11,3.7815,3.78,8341.0,68800.0,68690.0,
2023-12-12,3.7951,3.79,8355.0,68390.0,68390.0,
2023-12-13,3.779,3.79,8330.0,68360.0,68310.0,
2023-12-14,3.8736,3.89,8551.5,68565.0,68570.0,
2023-12-15,3.885,3.89,8549.0,69050.0,68960.0,
2023-12-18,3.8481,3.85,8482.5,68785.0,68580.0,
2023-12-19,3.9069,3.9,8593.5,68780.0,68480.0,
2023-12-20,3.9015,3.9,8582.5,69325.0,68930.0,
2023-12-21,3.8974,3.91,8595.5,69145.0,68860.0,
2023-12-22,3.8955,3.9,8573.5,69425.0,69080.0,
2023-12-25,3.894,3.9,8612.5,69160.0,69090.0,
2023-12-26,3.8925,3.9,8651.5,69165.0,69220.0,
2023-12-27,3.9394,3.94,8690.5,69280.0,69220.0,
2023-12-28,3.8998,3.91,8624.5,69770.0,69510.0,
2023-12-29,3.881,3.88,8559.0,69255.0,69070.0,
2024-01-02,3.8618,3.87,8544.5,69160.0,68920.0,
2024-01-03,3.8579,3.85,8517.0,68960.0,68700.0,
2024-01-04,3.8245,3.83,8466.5,68840.0,68510.0,
2024-01-05,3.7859,3.79,8463.0,68845.0,68470.0,
2024-01-08,3.7962,3.8,8448.0,68460.0,68290.0,
2024-01-09,3.7472,3.75,8369.5,68650.0,68370.0,
2024-01-10,3.7819,3.78,8370.5,68185.0,68110.0,
2024-01-11,3.7779,3.78,8355.0,68270.0,68240.0,
2024-01-12,3.7427,3.74,8339.0,68345.0,68260.0,
2024-01-15,3.7753,3.755,8381.0,68010.0,67940.0,
2024-01-16,3.7578,3.77,8354.5,68070.0,67830.0,
2024-01-17,3.741,3.73,8268.0,68015.0,67900.0,
2024-01-18,3.7467,3.75,8310.0,67710.0,67700.0,
2024-01-19,3.787,3.79,8351.0,67875.0,67680.0,
2024-01-22,3.7501,3.76,8345.5,68055.0,68000.0,
2024-01-23,3.7968,3.79,8405.0,67920.0,67880.0,
2024-01-24,3.8695,3.88,8562.5,68215.0,68160.0,
2024-01-25,3.8629,3.87,8568.5,68850.0,68780.0,
2024-01-26,3.8539,3.85,8545.5,68990.0,68930.0,
2024-01-29,3.8703,3.87,8558.0,68940.0,68850.0,
2024-01-30,3.904,3.91,8615.0,68970.0,68920.0,
2024-01-31,3.8949,3.9,8608.5,69180.0,69140.0,
2024-02-01,3.8545,3.85,8534.5,69125.0,69150.0,
2024-02-02,3.8235,3.82,8482.0,68850.0,68710.0,
2024-02-05,3.7694,3.77,8359.5,68545.0,68510.0,
2024-02-06,3.7789,3.78,8402.0,68010.0,68010.0,
2024-02-07,3.7342,3.74,8312.0,68010.0,67940.0,
2024-02-08,3.7057,3.71,8193.5,67700.0,67680.0,
2024-02-09,3.6886,3.69,8169.0,67802.14285714286,67757.14285714286,
2024-02-12,3.7217,3.73,8235.0,67904.28571428571,67834.28571428571,
2024-02-13,3.7092,3.71,8260.0,68006.42857142857,67911.42857142857,
2024-02-14,3.6988,3.7,8197.0,68108.57142857143,67988.57142857143,
2024-02-15,3.7558,3.76,8314.0,68210.71428571429,68065.71428571429,
2024-02-16,3.838,3.84,8489.0,68312.85714285714,68142.85714285714,
2024-02-19,3.8035,3.855,8434.5,68415.0,68220.0,
2024-02-20,3.8677,3.87,8500.0,68325.0,68370.0,
2024-02-21,3.8719,3.87,8542.0,68905.0,68810.0,
2024-02-22,3.8907,3.9,8584.5,69015.0,69130.0,
2024-02-23,3.8768,3.88,8567.5,69380.0,69290.0,
2024-02-26,3.8267,3.82,8466.0,69050.0,69060.0,
2024-02-27,3.8313,3.83,8474.0,68720.0,68780.0,
2024-02-28,3.8254,3.83,8448.5,68800.0,68800.0,
2024-02-29,3.8317,3.83,8493.5,68730.0,68740.0,
2024-03-01,3.855,3.86,8503.5,68835.0,68870.0,
2024-03-04,3.8483,3.85,8542.5,68900.0,68910.0,
2024-03-05,3.8449,3.84,8491.5,68945.0,69030.0,
2024-03-06,3.8706,3.87,8577.0,68815.0,68940.0,20.15
2024-03-07,3.9131,3.92,8640.5,69235.0,69300.0,20.68
2024-03-08,3.885,3.89,8579.5,69630.0,69710.0,20.57
2024-03-11,3.924,3.92,8653.0,69335.0,69360.0,20.82
2024-03-12,3.9207,3.93,8657.0,69500.0,69520.0,20.81
2024-03-13,4.0405,4.05,8927.0,69650.0,69760.0,22.19
2024-03-14,4.0296,4.04,8887.5,71880.0,71690.0,22.24
2024-03-15,4.1125,4.11,9072.0,72075.0,72030.0,22.93
2024-03-18,4.1129,4.11,9089.0,73010.0,72960.0,22.67
2024-03-19,4.0514,4.06,8976.5,73030.0,73070.0,22.36
2024-03-20,4.0355,4.04,8928.0,72515.0,72540.0,23.07
2024-03-21,4.0517,4.05,8950.5,72870.0,72850.0,22.94
2024-03-22,3.996,4.0,8866.5,72140.0,72350.0,22.67
2024-03-25,3.9996,4.01,8873.0,72245.0,72310.0,22.61
2024-03-26,3.9929,4.0,8862.0,71895.0,71990.0,22.33
2024-03-27,3.9986,3.99,8849.5,71665.0,71920.0,22.77
2024-03-28,4.0084,4.0,8867.0,71975.0,72090.0,23.31
2024-03-29,4.0142,4.025,8908.333333333334,72085.0,72200.0,23.369999999999997
2024-04-01,4.0526,4.05,8949.666666666666,72765.0,72720.0,23.43
2024-04-02,4.0699,4.07,8991.0,72795.0,72920.0,23.62
2024-04-03,4.2068,4.19,9262.5,73390.0,73520.0,24.26
2024-04-04,4.2381,4.25,9359.0,74070.0,74090.0,24.34
2024-04-05,4.2417,4.24,9329.5,74750.0,74660.0,24.45
2024-04-08,4.2906,4.28,9411.5,75430.0,75230.0,24.74
2024-04-09,4.2868,4.29,9417.5,75910.0,75910.0,25.42
2024-04-10,4.2633,4.28,9374.0,76035.0,76090.0,25.14
2024-04-11,4.2521,4.25,9342.0,76010.0,75890.0,25.1
2024-04-12,4.2585,4.26,9457.5,76030.0,76010.0,24.73
2024-04-15,4.3578,4.38,9576.0,76280.0,76290.0,24.75
2024-04-16,4.3083,4.31,9468.0,76900.0,76920.0,24.49
2024-04-17,4.3512,4.34,9582.5,76370.0,76450.0,24.67
2024-04-18,4.4256,4.44,9734.5,76870.0,77440.0,25.05
2024-04-19,4.4975,4.5,9876.0,79115.0,78880.0,24.88
2024-04-22,4.4883,4.5,9829.5,80295.0,79940.0,24.51
2024-04-23,4.4417,4.49,9706.5,78410.0,78520.0,24.17
2024-04-24,4.4671,4.47,9773.5,78335.0,78520.0,24.19
2024-04-25,4.5423,4.57,9865.0,78810.0,78990.0,25.08
2024-04-26,4.574,4.57,9965.5,80025.0,80210.0,25.99
2024-04-29,4.6608,4.66,10135.5,80500.0,80560.0,26.39
2024-04-30,4.57,4.56,9991.0,81785.0,81650.0,25.24
2024-05-01,4.5425,4.55,9895.5,81535.0,81442.5,24.97
2024-05-02,4.5133,4.49,9765.5,81285.0,81235.0,24.85
2024-05-03,4.557,4.57,9910.0,81035.0,81027.5,25.53
2024-05-06,4.6289,4.63,9969.75,80785.0,80820.0,26.0
2024-05-07,4.6178,4.63,10029.5,80595.0,80700.0,25.94
2024-05-08,4.564,4.56,9904.0,79770.0,79820.0,25.57
2024-05-09,4.6127,4.61,9904.5,79650.0,79600.0,26.18
2024-05-10,4.6625,4.69,10004.0,79925.0,80110.0,26.23
2024-05-13,4.7565,4.8,10185.5,80385.0,80480.0,26.4
2024-05-14,4.8918,4.95,10114.0,81530.0,81590.0,27.22
2024-05-15,4.9335,4.97,10219.0,81320.0,81230.0,27.2
2024-05-16,4.8746,4.89,10424.0,82035.0,82060.0,26.88
2024-05-17,5.05,5.06,10668.0,82575.0,82970.0,28.09
2024-05-20,5.1036,5.09,10889.0,86970.0,86450.0,28.71
2024-05-21,5.1161,5.12,10859.0,86435.0,86790.0,28.41
2024-05-22,4.8284,4.87,10419.0,85655.0,86170.0,26.56
2024-05-23,4.7805,4.82,10417.5,83030.0,83500.0,26.3
2024-05-24,4.7535,4.78,10324.0,83315.0,83580.0,26.67
2024-05-27,4.8322,4.83,10412.75,83355.0,83520.0,27.21
2024-05-28,4.8599,4.88,10501.5,84590.0,84520.0,27.75
2024-05-29,4.7939,4.81,10456.5,84250.0,84590.0,27.12
2024-05-30,4.6597,4.67,10135.0,83405.0,83350.0,26.8
2024-05-31,4.602,4.61,10040.0,81855.0,81950.0,26.7
2024-06-03,4.6649,4.68,10143.0,81620.0,81470.0,26.32
2024-06-04,4.5428,4.55,9945.0,81835.0,81830.0,25.15
2024-06-05,4.6167,4.62,9925.5,80250.0,80290.0,25.55
2024-06-06,4.6729,4.69,10149.0,81130.0,81010.0,25.99
2024-06-07,4.4835,4.49,9762.5,81410.0,81390.0,24.96
2024-06-10,4.5524,4.56,9899.0,80582.5,80570.0,25.44
2024-06-11,4.5135,4.52,9759.0,79755.0,79750.0,24.92
2024-06-12,4.5614,4.58,9944.5,79575.0,79540.0,24.93
2024-06-13,4.4808,4.51,9794.5,79355.0,79400.0,24.5
2024-06-14,4.495,4.55,9741.5,79465.0,79330.0,24.37
2024-06-17,4.4497,4.52,9665.5,78830.0,78610.0,24.27
2024-06-18,4.4906,4.56,9671.5,78670.0,78550.0,24.55
2024-06-19,4.5123,4.59,9786.0,78535.0,78470.0,24.880000000000003
2024-06-20,4.5594,4.62,9858.0,79530.0,79490.0,25.21
2024-06-21,4.442,4.49,9682.5,79340.0,79710.0,24.72
2024-06-24,4.4265,4.53,9661.0,78255.0,78560.0,25.4
2024-06-25,4.3697,4.38,9571.0,78370.0,78580.0,25.02
2024-06-26,4.3698,4.37,9540.0,77410.0,77760.0,25.32
2024-06-27,4.3252,4.33,9515.5,77695.0,77670.0,24.99
2024-06-28,4.3915,4.39,9599.0,77660.0,77830.0,25.07
2024-07-01,4.4142,4.43,9630.0,77840.0,77910.0,25.17
2024-07-02,4.4312,4.43,9672.5,78490.0,78440.0,25.17
2024-07-03,4.5291,4.54,9868.0,78550.0,78760.0,26.21
2024-07-04,4.5717,4.6,9882.5,79835.0,79760.0,26.395
2024-07-05,4.652,4.66,9944.0,79815.0,79860.0,26.58
2024-07-08,4.606,4.62,9915.0,80020.0,79960.0,26.05
2024-07-09,4.5857,4.58,9869.0,79965.0,79990.0,26.08
2024-07-10,4.5829,4.61,9905.0,79710.0,79580.0,26.38
2024-07-11,4.5121,4.51,9786.5,79675.0,79710.0,26.25
2024-07-12,4.5872,4.6,9877.0,78860.0,78910.0,26.74
2024-07-15,4.5113,4.53,9806.0,79915.0,79410.0,26.2
2024-07-16,4.4456,4.44,9663.5,79170.0,79360.0,25.85
2024-07-17,4.3967,4.4,9635.0,78695.0,78590.0,25.12
2024-07-18,4.2589,4.27,9386.0,78110.0,78180.0,24.0
2024-07-19,4.2365,4.22,9310.0,76565.0,76780.0,24.1
2024-07-22,4.1799,4.18,9216.5,76250.0,76120.0,23.98
