Date,Price,Unit
2017-01-03,2.4810,lb (Pound)
2017-01-04,2.5480,lb (Pound)
2017-01-05,2.5295,lb (Pound)
2017-01-06,2.5380,lb (Pound)
2017-01-09,2.5300,lb (Pound)
2017-01-10,2.6035,lb (Pound)
2017-01-11,2.6010,lb (Pound)
2017-01-12,2.6605,lb (Pound)
2017-01-13,2.6805,lb (Pound)
2017-01-16,2.5680,lb (Pound)
2017-01-17,2.6165,lb (Pound)
2017-01-18,2.6080,lb (Pound)
2017-01-19,2.6015,lb (Pound)
2017-01-20,2.6170,lb (Pound)
2017-01-23,2.6395,lb (Pound)
2017-01-24,2.7005,lb (Pound)
2017-01-25,2.7025,lb (Pound)
2017-01-26,2.6660,lb (Pound)
2017-01-27,2.6800,lb (Pound)
2017-01-30,2.6475,lb (Pound)
2017-01-31,2.7215,lb (Pound)
2017-02-01,2.7045,lb (Pound)
2017-02-02,2.6780,lb (Pound)
2017-02-03,2.6095,lb (Pound)
2017-02-06,2.6455,lb (Pound)
2017-02-07,2.6260,lb (Pound)
2017-02-08,2.6605,lb (Pound)
2017-02-09,2.6480,lb (Pound)
2017-02-10,2.7620,lb (Pound)
2017-02-13,2.7765,lb (Pound)
2017-02-14,2.7310,lb (Pound)
2017-02-15,2.7360,lb (Pound)
2017-02-16,2.7160,lb (Pound)
2017-02-17,2.7055,lb (Pound)
2017-02-20,2.6600,lb (Pound)
2017-02-21,2.7455,lb (Pound)
2017-02-22,2.7325,lb (Pound)
2017-02-23,2.6425,lb (Pound)
2017-02-24,2.6800,lb (Pound)
2017-02-27,2.6875,lb (Pound)
2017-02-28,2.7040,lb (Pound)
2017-03-01,2.7265,lb (Pound)
2017-03-02,2.6795,lb (Pound)
2017-03-03,2.6870,lb (Pound)
2017-03-06,2.6430,lb (Pound)
2017-03-07,2.6095,lb (Pound)
2017-03-08,2.5920,lb (Pound)
2017-03-09,2.5700,lb (Pound)
2017-03-10,2.5865,lb (Pound)
2017-03-13,2.6165,lb (Pound)
2017-03-14,2.6240,lb (Pound)
2017-03-15,2.6455,lb (Pound)
2017-03-16,2.6655,lb (Pound)
2017-03-17,2.6795,lb (Pound)
2017-03-20,2.6555,lb (Pound)
2017-03-21,2.6100,lb (Pound)
2017-03-22,2.6220,lb (Pound)
2017-03-23,2.6365,lb (Pound)
2017-03-24,2.6235,lb (Pound)
2017-03-27,2.6250,lb (Pound)
2017-03-28,2.6690,lb (Pound)
2017-03-29,2.6700,lb (Pound)
2017-03-30,2.6650,lb (Pound)
2017-03-31,2.6465,lb (Pound)
2017-04-03,2.5975,lb (Pound)
2017-04-04,2.6060,lb (Pound)
2017-04-05,2.6755,lb (Pound)
2017-04-06,2.6555,lb (Pound)
2017-04-07,2.6450,lb (Pound)
2017-04-10,2.6020,lb (Pound)
2017-04-11,2.6060,lb (Pound)
2017-04-12,2.5440,lb (Pound)
2017-04-13,2.5695,lb (Pound)
2017-04-17,2.5950,lb (Pound)
2017-04-18,2.5290,lb (Pound)
2017-04-19,2.5335,lb (Pound)
2017-04-20,2.5410,lb (Pound)
2017-04-21,2.5365,lb (Pound)
2017-04-24,2.5535,lb (Pound)
2017-04-25,2.5820,lb (Pound)
2017-04-26,2.5910,lb (Pound)
2017-04-27,2.5800,lb (Pound)
2017-04-28,2.5965,lb (Pound)
2017-05-01,2.6500,lb (Pound)
2017-05-02,2.6250,lb (Pound)
2017-05-03,2.5330,lb (Pound)
2017-05-04,2.5020,lb (Pound)
2017-05-05,2.5195,lb (Pound)
2017-05-08,2.4855,lb (Pound)
2017-05-09,2.4900,lb (Pound)
2017-05-10,2.4870,lb (Pound)
2017-05-11,2.5010,lb (Pound)
2017-05-12,2.5180,lb (Pound)
2017-05-15,2.5330,lb (Pound)
2017-05-16,2.5445,lb (Pound)
2017-05-17,2.5425,lb (Pound)
2017-05-18,2.5265,lb (Pound)
2017-05-19,2.5740,lb (Pound)
2017-05-22,2.5890,lb (Pound)
2017-05-23,2.5905,lb (Pound)
2017-05-24,2.5780,lb (Pound)
2017-05-25,2.5920,lb (Pound)
2017-05-26,2.5595,lb (Pound)
2017-05-29,2.5672,lb (Pound)
2017-05-30,2.5610,lb (Pound)
2017-05-31,2.5770,lb (Pound)
2017-06-01,2.5845,lb (Pound)
2017-06-02,2.5715,lb (Pound)
2017-06-05,2.5545,lb (Pound)
2017-06-06,2.5445,lb (Pound)
2017-06-07,2.5490,lb (Pound)
2017-06-08,2.6070,lb (Pound)
2017-06-09,2.6460,lb (Pound)
2017-06-12,2.6125,lb (Pound)
2017-06-13,2.5930,lb (Pound)
2017-06-14,2.5705,lb (Pound)
2017-06-15,2.5640,lb (Pound)
2017-06-16,2.5625,lb (Pound)
2017-06-19,2.5895,lb (Pound)
2017-06-20,2.5550,lb (Pound)
2017-06-21,2.6020,lb (Pound)
2017-06-22,2.5980,lb (Pound)
2017-06-23,2.6230,lb (Pound)
2017-06-26,2.6250,lb (Pound)
2017-06-27,2.6465,lb (Pound)
2017-06-28,2.6620,lb (Pound)
2017-06-29,2.6830,lb (Pound)
2017-06-30,2.6990,lb (Pound)
2017-07-03,2.6810,lb (Pound)
2017-07-04,2.6543,lb (Pound)
2017-07-05,2.6490,lb (Pound)
2017-07-06,2.6515,lb (Pound)
2017-07-07,2.6375,lb (Pound)
2017-07-10,2.6395,lb (Pound)
2017-07-11,2.6645,lb (Pound)
2017-07-12,2.6770,lb (Pound)
2017-07-13,2.6545,lb (Pound)
2017-07-14,2.6840,lb (Pound)
2017-07-17,2.7170,lb (Pound)
2017-07-18,2.7235,lb (Pound)
2017-07-19,2.7030,lb (Pound)
2017-07-20,2.7085,lb (Pound)
2017-07-21,2.7150,lb (Pound)
2017-07-24,2.7290,lb (Pound)
2017-07-25,2.8405,lb (Pound)
2017-07-26,2.8690,lb (Pound)
2017-07-27,2.8740,lb (Pound)
2017-07-28,2.8705,lb (Pound)
2017-07-31,2.8880,lb (Pound)
2017-08-01,2.8790,lb (Pound)
2017-08-02,2.8825,lb (Pound)
2017-08-03,2.8770,lb (Pound)
2017-08-04,2.8850,lb (Pound)
2017-08-07,2.9080,lb (Pound)
2017-08-08,2.9425,lb (Pound)
2017-08-09,2.9300,lb (Pound)
2017-08-10,2.9060,lb (Pound)
