Date,Price,Unit
2021-01-01,7.1529,kg (Kilogram)
2021-01-04,7.1529,kg (Kilogram)
2021-01-05,7.1529,kg (Kilogram)
2021-01-06,7.1529,kg (Kilogram)
2021-01-07,7.1529,kg (Kilogram)
2021-01-08,7.1529,kg (Kilogram)
2021-01-11,7.1529,kg (Kilogram)
2021-01-12,7.1529,kg (Kilogram)
2021-01-13,7.1529,kg (Kilogram)
2021-01-14,8.3066,kg (Kilogram)
2021-01-15,8.3066,kg (Kilogram)
2021-01-18,8.3066,kg (Kilogram)
2021-01-19,8.3066,kg (Kilogram)
2021-01-20,8.3066,kg (Kilogram)
2021-01-21,8.7681,kg (Kilogram)
2021-01-22,8.7681,kg (Kilogram)
2021-01-25,8.7681,kg (Kilogram)
2021-01-26,8.7681,kg (Kilogram)
2021-01-27,8.7681,kg (Kilogram)
2021-01-28,9.6141,kg (Kilogram)
2021-01-29,9.6141,kg (Kilogram)
2021-02-01,9.6141,kg (Kilogram)
2021-02-02,9.6141,kg (Kilogram)
2021-02-03,10.076,kg (Kilogram)
2021-02-04,10.076,kg (Kilogram)
2021-02-05,10.076,kg (Kilogram)
2021-02-08,10.076,kg (Kilogram)
2021-02-09,10.076,kg (Kilogram)
2021-02-10,10.076,kg (Kilogram)
2021-02-11,10.383,kg (Kilogram)
2021-02-12,10.383,kg (Kilogram)
2021-02-15,10.383,kg (Kilogram)
2021-02-16,10.383,kg (Kilogram)
2021-02-17,10.383,kg (Kilogram)
2021-02-18,10.383,kg (Kilogram)
2021-02-19,10.383,kg (Kilogram)
2021-02-22,10.383,kg (Kilogram)
2021-02-23,10.383,kg (Kilogram)
2021-02-24,10.383,kg (Kilogram)
2021-02-25,10.845,kg (Kilogram)
2021-02-26,10.845,kg (Kilogram)
2021-03-01,10.845,kg (Kilogram)
2021-03-02,10.845,kg (Kilogram)
2021-03-03,10.845,kg (Kilogram)
2021-03-04,10.845,kg (Kilogram)
2021-03-05,10.845,kg (Kilogram)
2021-03-08,10.845,kg (Kilogram)
2021-03-09,10.845,kg (Kilogram)
2021-03-10,10.845,kg (Kilogram)
2021-03-11,13.075,kg (Kilogram)
2021-03-12,13.075,kg (Kilogram)
2021-03-15,13.075,kg (Kilogram)
2021-03-16,13.075,kg (Kilogram)
2021-03-17,13.075,kg (Kilogram)
2021-03-18,13.075,kg (Kilogram)
2021-03-19,13.075,kg (Kilogram)
2021-03-22,13.075,kg (Kilogram)
2021-03-23,13.075,kg (Kilogram)
2021-03-24,13.075,kg (Kilogram)
2021-03-25,13.075,kg (Kilogram)
2021-03-26,13.075,kg (Kilogram)
2021-03-29,13.075,kg (Kilogram)
2021-03-30,13.075,kg (Kilogram)
2021-03-31,13.075,kg (Kilogram)
2021-04-01,13.075,kg (Kilogram)
2021-04-02,13.075,kg (Kilogram)
2021-04-05,13.075,kg (Kilogram)
2021-04-06,13.844,kg (Kilogram)
2021-04-07,13.844,kg (Kilogram)
2021-04-08,13.844,kg (Kilogram)
2021-04-09,13.844,kg (Kilogram)
2021-04-12,13.844,kg (Kilogram)
2021-04-13,13.844,kg (Kilogram)
2021-04-14,13.844,kg (Kilogram)
2021-04-15,13.844,kg (Kilogram)
2021-04-16,13.844,kg (Kilogram)
2021-04-19,13.844,kg (Kilogram)
2021-04-20,13.844,kg (Kilogram)
2021-04-21,13.844,kg (Kilogram)
2021-04-22,13.844,kg (Kilogram)
2021-04-23,13.844,kg (Kilogram)
2021-04-26,13.844,kg (Kilogram)
2021-04-27,13.844,kg (Kilogram)
2021-04-28,13.844,kg (Kilogram)
2021-04-29,13.844,kg (Kilogram)
2021-04-30,13.844,kg (Kilogram)
2021-05-03,13.844,kg (Kilogram)
2021-05-04,13.844,kg (Kilogram)
2021-05-05,13.844,kg (Kilogram)
2021-05-06,13.844,kg (Kilogram)
2021-05-07,13.844,kg (Kilogram)
2021-05-10,13.844,kg (Kilogram)
2021-05-11,13.691,kg (Kilogram)
2021-05-12,13.691,kg (Kilogram)
2021-05-13,13.691,kg (Kilogram)
2021-05-14,13.691,kg (Kilogram)
2021-05-17,13.691,kg (Kilogram)
2021-05-18,13.691,kg (Kilogram)
2021-05-19,13.691,kg (Kilogram)
2021-05-20,13.691,kg (Kilogram)
2021-05-21,13.691,kg (Kilogram)
2021-05-24,13.691,kg (Kilogram)
2021-05-25,13.691,kg (Kilogram)
2021-05-26,13.691,kg (Kilogram)
2021-05-27,13.691,kg (Kilogram)
2021-05-28,13.691,kg (Kilogram)
2021-05-31,13.691,kg (Kilogram)
2021-06-01,13.691,kg (Kilogram)
2021-06-02,13.691,kg (Kilogram)
2021-06-03,13.691,kg (Kilogram)
2021-06-04,13.691,kg (Kilogram)
2021-06-07,13.691,kg (Kilogram)
2021-06-08,13.691,kg (Kilogram)
2021-06-09,13.691,kg (Kilogram)
2021-06-10,13.691,kg (Kilogram)
2021-06-11,13.691,kg (Kilogram)
2021-06-14,13.691,kg (Kilogram)
2021-06-15,13.691,kg (Kilogram)
2021-06-16,13.691,kg (Kilogram)
2021-06-17,13.691,kg (Kilogram)
2021-06-18,13.691,kg (Kilogram)
2021-06-21,13.691,kg (Kilogram)
2021-06-22,13.691,kg (Kilogram)
2021-06-23,13.691,kg (Kilogram)
2021-06-24,13.691,kg (Kilogram)
2021-06-25,13.691,kg (Kilogram)
2021-06-28,13.691,kg (Kilogram)
2021-06-29,13.691,kg (Kilogram)
2021-06-30,13.691,kg (Kilogram)
2021-07-01,13.691,kg (Kilogram)
2021-07-02,13.691,kg (Kilogram)
2021-07-05,13.691,kg (Kilogram)
2021-07-06,13.691,kg (Kilogram)
2021-07-07,13.691,kg (Kilogram)
2021-07-08,13.691,kg (Kilogram)
2021-07-09,13.691,kg (Kilogram)
2021-07-12,13.691,kg (Kilogram)
2021-07-13,13.691,kg (Kilogram)
2021-07-14,13.691,kg (Kilogram)
2021-07-15,13.691,kg (Kilogram)
2021-07-16,13.691,kg (Kilogram)
2021-07-19,13.691,kg (Kilogram)
2021-07-20,13.691,kg (Kilogram)
2021-07-21,13.691,kg (Kilogram)
2021-07-22,13.691,kg (Kilogram)
2021-07-23,13.691,kg (Kilogram)
2021-07-26,13.691,kg (Kilogram)
