Date,Price,Unit
2018-01-02,3.2560,lb (Pound)
2018-01-03,3.2370,lb (Pound)
2018-01-04,3.2425,lb (Pound)
2018-01-05,3.2070,lb (Pound)
2018-01-08,3.2010,lb (Pound)
2018-01-09,3.1945,lb (Pound)
2018-01-10,3.2150,lb (Pound)
2018-01-11,3.2135,lb (Pound)
2018-01-12,3.2000,lb (Pound)
2018-01-15,3.1823,lb (Pound)
2018-01-16,3.1990,lb (Pound)
2018-01-17,3.1665,lb (Pound)
2018-01-18,3.1770,lb (Pound)
2018-01-19,3.1670,lb (Pound)
2018-01-22,3.1775,lb (Pound)
2018-01-23,3.0895,lb (Pound)
2018-01-24,3.2085,lb (Pound)
2018-01-25,3.1990,lb (Pound)
2018-01-26,3.1825,lb (Pound)
2018-01-29,3.1780,lb (Pound)
2018-01-30,3.1770,lb (Pound)
2018-01-31,3.1840,lb (Pound)
2018-02-01,3.1970,lb (Pound)
2018-02-02,3.1765,lb (Pound)
2018-02-05,3.2105,lb (Pound)
2018-02-06,3.1775,lb (Pound)
2018-02-07,3.0765,lb (Pound)
2018-02-08,3.0720,lb (Pound)
2018-02-09,3.0245,lb (Pound)
2018-02-12,3.0775,lb (Pound)
2018-02-13,3.1545,lb (Pound)
2018-02-14,3.2285,lb (Pound)
2018-02-15,3.2390,lb (Pound)
2018-02-16,3.2430,lb (Pound)
2018-02-19,2.9002,lb (Pound)
2018-02-20,3.1860,lb (Pound)
2018-02-21,3.2115,lb (Pound)
2018-02-22,3.2375,lb (Pound)
2018-02-23,3.2085,lb (Pound)
2018-02-26,3.1960,lb (Pound)
2018-02-27,3.1575,lb (Pound)
2018-02-28,3.1075,lb (Pound)
2018-03-01,3.0995,lb (Pound)
2018-03-02,3.1010,lb (Pound)
2018-03-05,3.1055,lb (Pound)
2018-03-06,3.1370,lb (Pound)
2018-03-07,3.1140,lb (Pound)
2018-03-08,3.0585,lb (Pound)
2018-03-09,3.1160,lb (Pound)
2018-03-12,3.1040,lb (Pound)
2018-03-13,3.1190,lb (Pound)
