Date,NIDALY,NILMEX,NIETFN,NISHFE,NIWUXI,NIINDA
2018-10-24,5.5747,12225.0,,103.37,102.5,892.1
2018-10-25,5.5021,12150.0,,101.98,103.0,886.8
2018-10-26,5.366,11900.0,,100.9,99.5,864.2
2018-10-29,5.3161,11755.0,,99.04,99.1,856.9
2018-10-30,5.3048,11765.0,,98.77,98.85,859.8
2018-10-31,5.1825,11500.0,,98.41,97.7,857.7
2018-11-01,5.239,11785.0,,96.97,98.55,867.0
2018-11-02,5.425,11930.0,,98.24,99.05,870.4
2018-11-05,5.2934,11750.0,,97.78,97.7,855.5
2018-11-06,5.3569,11775.0,,97.85,98.0,861.0
2018-11-07,5.2889,11820.0,,98.0,96.6,848.6
2018-11-08,5.2662,11780.0,,96.85,97.4,854.6
2018-11-09,5.1982,11470.0,,96.74,95.1,829.5
2018-11-12,5.1165,11400.0,,94.75,95.25,826.4
2018-11-13,5.1528,11345.0,,94.98,94.5,819.0
2018-11-14,5.0893,11310.0,,94.16,94.4,815.2
2018-11-15,5.1415,11260.0,,93.95,95.5,810.9
2018-11-16,5.1143,11360.0,,94.09,94.65,816.7
2018-11-19,5.0757,11180.0,,93.87,93.4,796.3
2018-11-20,5.0712,11095.0,,93.12,92.2,787.9
2018-11-21,5.0235,11020.0,,92.0,91.9,780.5
2018-11-22,4.9736,10970.0,,91.44,91.0,770.7
2018-11-23,4.8534,10915.0,,89.66,89.55,764.4
2018-11-26,4.8829,10875.0,,88.62,89.8,765.8
2018-11-27,4.8534,10775.0,,89.01,89.3,757.1
2018-11-28,4.8655,10800.0,,89.01,89.85,759.1
2018-11-29,4.9374,11055.0,,89.07,90.75,764.3
2018-11-30,4.9941,11200.0,,90.93,91.35,767.5
2018-12-03,5.0757,11250.0,,90.93,91.55,789.8
2018-12-04,5.026,11150.0,,90.93,91.05,786.0
2018-12-05,4.9963,11225.0,,90.93,90.8,793.1
2018-12-06,4.9215,10850.0,,89.98,88.95,767.6
2018-12-07,4.9033,10910.0,,89.98,89.35,781.3
2018-12-10,4.867,10800.0,,88.6,89.15,782.4
2018-12-11,4.8807,10770.0,,88.7,89.6,777.1
2018-12-12,4.8602,10795.0,,88.7,88.85,772.6
2018-12-13,4.8965,10850.0,,88.6,89.3,775.0
2018-12-14,4.867,11080.0,,88.6,90.0,790.9
2018-12-17,4.9578,10985.0,,90.7,90.55,784.2
2018-12-18,4.9351,10835.0,,90.88,90.9,758.6
2018-12-19,4.9296,10950.0,,90.07,89.7,768.6
2018-12-20,4.9351,10910.0,,89.94,90.0,759.9
2018-12-21,4.8875,10875.0,,90.19,90.0,758.9
2018-12-24,4.8943,10890.0,,90.45,89.8,756.3
2018-12-25,4.8993,,,89.5,89.0,
2018-12-26,4.8993,,,88.56,88.55,749.8
2018-12-27,4.8262,10765.0,,88.48,88.1,745.6
2018-12-28,4.8376,10730.0,,88.09,87.65,743.6
2018-12-31,4.8035,10690.0,,,87.6,739.4
2019-01-01,4.8101,,,,,740.9
2019-01-02,4.7332,10875.0,,87.42,88.05,758.1
2019-01-03,4.858,10875.0,,87.91,88.05,762.8
2019-01-04,4.951,11110.0,,89.03,90.65,773.1
2019-01-07,5.0263,11155.0,,90.7,90.9,776.0
2019-01-08,5.0122,11180.0,,90.65,91.5,785.2
2019-01-09,5.0802,11250.0,,91.36,91.2,792.0
2019-01-10,5.0893,11250.0,,91.15,90.7,788.6
2019-01-11,5.1687,11460.0,,90.92,91.6,805.3
2019-01-14,5.1778,11390.0,,91.44,91.4,805.7
2019-01-15,5.1823,11670.0,,91.6,92.5,825.3
2019-01-16,5.2503,11630.0,,92.57,93.5,822.7
2019-01-17,5.1914,11590.0,,92.05,92.65,821.4
2019-01-18,5.2639,11820.0,,92.79,94.65,838.7
2019-01-21,5.2912,11800.0,,94.58,95.1,838.7
2019-01-22,5.2662,11585.0,,93.67,94.45,823.4
2019-01-23,5.2662,11700.0,,93.94,93.65,829.1
2019-01-24,5.2322,11770.0,,93.94,93.65,831.2
2019-01-25,5.3116,11965.0,,94.56,94.6,842.8
2019-01-28,5.3683,11825.0,,95.12,95.45,837.4
2019-01-29,5.3887,12120.0,,95.11,96.75,863.2
2019-01-30,5.552,12350.0,,96.31,98.3,875.4
2019-01-31,5.6132,12480.0,,96.76,98.85,876.9
2019-02-01,5.6495,12660.0,,98.29,100.5,906.8
2019-02-04,5.747,13260.0,,,,948.6
2019-02-05,5.8355,13040.0,,,103.1,934.2
2019-02-06,5.8627,12925.0,,,102.75,922.6
2019-02-07,5.8241,12985.0,,,103.4,920.6
2019-02-08,5.7742,12570.0,,,102.05,895.7
2019-02-11,5.6563,12490.0,,98.29,99.6,886.2
2019-02-12,5.6472,12410.0,,96.99,98.2,871.8
2019-02-13,5.5792,12405.0,,96.99,99.15,876.8
2019-02-14,5.5973,12200.0,,96.99,98.0,863.1
2019-02-15,5.4839,12400.0,,96.99,97.65,881.0
2019-02-18,5.6128,12455.0,,98.59,99.55,886.5
2019-02-19,5.6336,12660.0,,99.64,100.2,898.6
2019-02-20,5.7584,12905.0,,100.48,101.45,914.5
2019-02-21,5.7652,12850.0,,101.51,101.65,911.2
2019-02-22,5.8627,12990.0,,101.83,103.0,917.8
2019-02-25,5.8672,12975.0,,103.0,102.9,914.0
2019-02-26,5.8105,12960.0,,102.13,102.3,913.9
2019-02-27,5.84,13055.0,,101.91,102.75,924.7
2019-02-28,5.9103,13050.0,,102.6,103.5,929.1
2019-03-01,5.967,13195.0,,103.25,105.0,935.2
2019-03-04,5.967,13255.0,,104.9,104.5,941.6
2019-03-05,6.0985,13650.0,,105.14,106.75,963.0
2019-03-06,6.1711,13585.0,,107.16,106.6,955.1
2019-03-07,6.0645,13235.0,,107.47,104.3,926.5
2019-03-08,5.9126,13090.0,,104.37,103.95,914.2
2019-03-11,5.8876,12900.0,,104.08,103.05,897.9
2019-03-12,5.9557,13105.0,,103.62,104.4,910.6
2019-03-13,5.8695,13210.0,,103.3,103.15,914.8
2019-03-14,5.8604,12890.0,,103.37,102.4,891.3
2019-03-15,5.8219,12930.0,,102.42,103.15,888.8
2019-03-18,5.8083,13023.0,,100.19,103.05,890.0
2019-03-19,5.9375,13149.0,,101.0,104.7,904.2
2019-03-20,5.9829,13218.0,,102.35,105.1,906.7
2019-03-21,5.9602,12996.0,,102.42,104.6,892.3
2019-03-22,5.8604,12995.0,,100.69,101.7,893.7
2019-03-25,5.7878,12966.0,,99.8,101.5,888.6
2019-03-26,5.8264,13080.0,,99.44,101.25,900.2
2019-03-27,5.8899,13064.0,,100.89,99.9,897.4
2019-03-28,5.7946,12887.0,,100.41,99.8,885.9
2019-03-29,5.9012,12984.0,,100.06,101.3,898.6
2019-04-01,5.9647,13107.0,,101.96,102.35,908.5
2019-04-02,5.9035,13141.0,,101.95,102.15,908.6
2019-04-03,5.9783,13329.0,,102.41,103.8,916.6
2019-04-04,5.9148,13160.0,,103.49,102.05,908.0
2019-04-05,5.933,13071.0,,,102.15,903.5
2019-04-08,5.9602,13182.0,,102.89,102.85,919.4
2019-04-09,5.967,13196.0,,103.07,103.5,916.3
2019-04-10,5.9466,13221.0,,103.05,103.55,912.7
2019-04-11,5.9012,12976.0,,102.82,101.0,892.9
2019-04-12,5.8672,13022.0,,101.97,101.3,900.0
2019-04-15,5.8264,12991.0,,101.51,100.75,900.6
2019-04-16,5.8808,12953.0,,101.55,102.0,896.7
2019-04-17,5.8718,12893.0,,101.6,100.75,892.4
2019-04-18,5.7266,12672.0,,100.69,99.35,876.3
2019-04-19,5.7098,,,99.53,99.6,
2019-04-22,5.7098,,,99.98,99.0,875.5
2019-04-23,5.6608,12391.0,,98.99,99.0,862.9
2019-04-24,5.5951,12407.0,,98.01,98.0,867.1
2019-04-25,5.5633,12325.0,,98.13,98.3,862.6
2019-04-26,5.5633,12424.0,,97.98,98.05,863.5
2019-04-29,5.5928,12410.0,,97.95,98.25,
2019-04-30,5.6041,12201.0,,97.92,97.05,862.3
2019-05-01,5.4998,12159.0,,,96.45,849.2
2019-05-02,5.4975,12124.0,,,96.5,846.2
2019-05-03,5.518,12179.0,,,97.15,847.1
2019-05-06,5.505,,,95.76,96.15,841.2
2019-05-07,5.4635,12039.0,,96.1,96.1,840.6
2019-05-08,5.425,11944.0,,96.07,95.85,835.3
2019-05-09,5.307,11778.0,,95.22,95.1,830.7
2019-05-10,5.3796,11921.0,,96.09,96.3,838.4
2019-05-13,5.3161,11786.0,,96.55,95.9,833.2
2019-05-14,5.3569,11920.0,,95.95,96.6,840.3
2019-05-15,5.4068,12149.0,,96.56,97.85,856.7
2019-05-16,5.5384,12176.0,,97.62,98.15,856.7
2019-05-17,5.4522,12013.0,,98.04,98.0,845.5
2019-05-20,5.4023,11975.0,,97.81,97.85,837.5
2019-05-21,5.4544,12071.0,,97.93,97.75,842.8
2019-05-22,5.425,11981.0,,97.64,97.15,835.2
2019-05-23,5.3796,11895.0,,97.05,97.0,829.8
2019-05-24,5.5111,12355.0,,97.94,100.35,862.8
2019-05-27,5.6005,,,100.45,100.65,866.7
2019-05-28,5.5474,12128.0,,100.65,98.7,843.6
2019-05-29,5.4567,12050.0,,98.73,98.45,839.4
2019-05-30,5.4318,12171.0,,98.29,98.85,842.6
2019-05-31,5.459,12017.0,,98.45,98.55,842.4
2019-06-03,5.3773,11878.0,,97.59,96.8,863.0
2019-06-04,5.3501,11811.0,,96.75,96.65,860.7
2019-06-05,5.3342,11721.0,,96.29,95.85,853.2
2019-06-06,5.3093,11666.0,,95.87,95.55,848.2
2019-06-07,5.2503,11617.0,,,95.4,847.6
2019-06-10,5.2571,11646.0,,96.58,96.35,850.8
2019-06-11,5.3615,11885.0,,96.39,98.05,870.2
2019-06-12,5.3252,11841.0,,97.86,98.3,866.5
2019-06-13,5.4046,11836.0,,98.64,99.95,867.4
2019-06-14,5.3932,11864.0,,100.4,99.95,876.8
2019-06-17,5.3252,11769.0,,99.97,98.25,866.5
2019-06-18,5.307,11950.0,,98.85,99.8,877.3
2019-06-19,5.3796,12090.0,,100.02,99.45,891.8
2019-06-20,5.552,12300.0,,100.15,98.9,901.3
2019-06-21,5.5021,12090.0,,99.49,98.05,879.8
2019-06-24,5.4703,12140.0,,98.89,98.4,880.6
2019-06-25,5.5361,12300.0,,99.34,98.6,889.6
2019-06-26,5.62,12490.0,,100.51,100.8,891.5
2019-06-27,5.7425,12710.0,,101.22,101.05,903.5
2019-06-28,5.7425,12690.0,,101.8,100.4,897.0
2019-07-01,5.5928,12350.0,,100.82,98.5,882.8
2019-07-02,5.4499,12095.0,,97.61,96.95,868.8
2019-07-03,5.5248,12350.0,,97.01,97.7,883.8
2019-07-04,5.5792,12340.0,,97.82,97.5,880.1
2019-07-05,5.5769,12480.0,,97.82,98.65,886.2
2019-07-08,5.679,12720.0,,99.34,99.8,900.5
2019-07-09,5.6949,12700.0,,100.01,99.7,900.9
2019-07-10,5.7992,12990.0,,101.93,101.5,915.3
2019-07-11,5.9353,13130.0,,102.72,103.0,915.3
2019-07-12,5.9874,13470.0,,103.37,103.9,935.1
2019-07-15,6.0532,13665.0,,105.37,105.2,945.9
2019-07-16,6.3095,14070.0,,107.33,110.45,965.0
2019-07-17,6.4501,14450.0,,110.26,111.2,993.6
2019-07-18,6.6565,14860.0,,113.65,117.2,1031.1
2019-07-19,6.5317,14730.0,,117.6,116.25,1011.1
2019-07-22,6.4886,14300.0,,115.24,112.7,986.1
2019-07-23,6.4864,14170.0,,112.81,111.85,992.2
2019-07-24,6.5612,14550.0,,111.53,113.0,1015.5
2019-07-25,6.3412,14075.0,,112.14,112.6,984.6
2019-07-26,6.3752,14100.0,,110.1,109.95,995.3
2019-07-29,6.3435,14350.0,,109.96,111.7,988.9
2019-07-30,6.441,14360.0,,111.4,111.75,984.0
2019-07-31,6.5113,14490.0,,112.08,113.2,1000.3
2019-08-01,6.4796,14595.0,,112.27,113.2,1019.3
2019-08-02,6.5839,14450.0,,113.3,113.55,1022.6
2019-08-05,6.7381,14880.0,,115.86,116.95,1064.8
2019-08-06,6.8084,14945.0,,117.78,116.5,1064.5
2019-08-07,6.6837,14810.0,,117.52,113.8,1102.1
2019-08-08,7.0261,15880.0,,120.05,125.55,1120.4
2019-08-09,7.0806,15550.0,,125.18,125.1,1114.3
2019-08-12,7.0896,15710.0,,121.58,122.45,1121.7
2019-08-13,7.1305,15925.0,,123.43,122.55,1121.0
2019-08-14,7.2779,15970.0,,123.56,122.35,1131.9
2019-08-15,7.2507,16250.0,,122.98,124.3,
2019-08-16,7.2938,16200.0,,126.04,124.6,1138.6
2019-08-19,7.2575,15920.0,,125.77,124.1,1124.7
2019-08-20,7.1894,15860.0,,124.21,123.9,1127.7
2019-08-21,7.1441,15825.0,,123.89,122.6,1119.2
2019-08-22,7.1441,15660.0,,123.03,122.95,1117.5
2019-08-23,7.1441,15660.0,,123.06,123.05,1116.0
2019-08-26,7.1318,,,123.89,124.65,1114.5
2019-08-27,7.2121,15700.0,,125.38,124.1,1105.9
2019-08-28,7.2575,16085.0,,124.91,125.8,1148.7
2019-08-29,7.4117,16450.0,,126.46,128.25,1157.9
2019-08-30,8.0966,17900.0,,129.17,138.85,1202.1
2019-09-02,8.4459,18060.0,,131.8,142.85,1273.2
2019-09-03,8.1193,17985.0,,139.7,143.7,1270.2
2019-09-04,8.1193,18000.0,,145.79,145.65,1281.6
2019-09-05,7.9537,17500.0,,144.62,141.0,1236.7
2019-09-06,7.9356,17685.0,,141.05,139.6,1262.0
2019-09-09,8.2109,18050.0,,139.42,142.2,1284.8
2019-09-10,8.1919,18045.0,,143.31,142.75,1273.8
2019-09-11,8.3098,17850.0,,142.84,142.8,1255.4
2019-09-12,8.244,17990.0,,143.39,142.9,1254.6
2019-09-13,8.0785,17750.0,,,141.35,1241.4
2019-09-16,7.8426,17370.0,,139.45,136.6,1225.8
2019-09-17,7.6997,17045.0,,136.39,135.4,1213.6
2019-09-18,7.8131,17200.0,,135.42,136.95,1227.5
2019-09-19,7.8245,17280.0,,136.12,134.15,1249.6
2019-09-20,8.1443,17455.0,,136.87,138.4,1264.5
2019-09-23,8.0513,17470.0,,138.58,138.8,1223.4
2019-09-24,7.829,17180.0,,138.09,131.95,1234.3
2019-09-25,,17325.0,,136.22,137.6,1256.6
2019-09-26,7.8744,17210.0,,137.02,136.6,1251.5
2019-09-27,7.8948,17205.0,,137.02,136.5,1256.1
2019-09-30,7.9651,17050.0,,137.15,138.45,1281.2
2019-10-01,7.8812,17220.0,,,136.9,1246.4
2019-10-02,8.0127,17485.0,,,138.0,
2019-10-03,8.0626,17625.0,,,138.45,1262.5
2019-10-04,8.1193,17790.0,,,138.9,1265.5
2019-10-07,8.1374,17725.0,,,139.35,1263.6
2019-10-08,7.9628,17570.0,,137.35,136.75,1251.8
2019-10-09,8.0467,17360.0,,137.13,135.25,1241.2
2019-10-10,8.0399,17625.0,,137.14,136.45,1255.0
2019-10-11,8.1601,17550.0,,137.61,136.0,1248.5
2019-10-14,7.8902,16550.0,,137.63,134.9,1244.3
2019-10-15,7.7247,16995.0,,134.3,132.15,1236.7
2019-10-16,7.7088,16450.0,,133.8,131.4,1197.3
2019-10-17,7.4026,16270.0,,131.62,125.3,1173.5
2019-10-18,7.4616,16230.0,,130.63,122.05,1171.7
2019-10-21,7.3437,16100.0,,129.34,120.0,1164.6
2019-10-22,7.2643,16500.0,,128.86,124.2,1198.5
2019-10-23,7.4344,16590.0,,131.19,126.2,1193.6
2019-10-24,7.6861,16860.0,,134.3,127.9,1220.4
2019-10-25,7.6566,16775.0,,136.36,126.9,1222.9
2019-10-27,,,,,,1226.0
2019-10-28,7.5637,16640.0,,135.98,127.95,1203.2
2019-10-29,7.5614,16830.0,,137.0,127.85,1216.9
2019-10-30,7.6612,16780.0,,136.25,128.1,1237.2
2019-10-31,7.5659,16645.0,,137.08,126.75,1248.5
2019-11-01,7.5954,16775.0,,137.04,127.0,1192.8
2019-11-04,7.4339,16380.0,,137.43,125.45,1173.8
2019-11-05,7.3618,16280.0,,134.9,122.15,1171.5
2019-11-06,7.4298,16245.0,,134.42,123.4,1172.0
2019-11-07,7.3936,16200.0,,135.14,124.05,1171.8
2019-11-08,7.3391,16190.0,,135.25,123.4,1171.0
2019-11-11,7.1305,15565.0,,134.67,121.25,1139.8
2019-11-12,7.0261,15660.0,,131.42,120.65,1148.9
2019-11-13,7.0398,15380.0,,129.39,119.7,1140.0
2019-11-14,6.9626,15150.0,,132.08,117.85,1121.2
2019-11-15,6.7948,14975.0,,129.92,116.0,1110.3
2019-11-18,6.6905,14845.0,,121.98,114.5,1098.5
2019-11-19,6.5635,14690.0,,119.68,113.0,1089.3
2019-11-20,6.4886,14360.0,,117.08,111.5,1067.7
2019-11-21,6.534,14485.0,,115.3,112.0,1082.5
2019-11-22,6.5204,14635.0,,115.46,111.75,1085.2
2019-11-25,6.6043,14480.0,,115.21,112.8,1069.1
2019-11-26,6.5159,14595.0,,114.99,112.3,1055.8
2019-11-27,6.5476,14380.0,,114.63,111.9,1077.1
2019-11-28,6.3775,14010.0,,113.27,109.05,1039.1
2019-11-29,6.2618,13670.0,,111.07,106.75,1023.3
2019-12-02,6.1779,13715.0,,109.17,106.3,1009.9
2019-12-03,6.1666,13375.0,,109.07,103.75,986.4
2019-12-04,6.0056,13120.0,,106.51,101.75,969.7
2019-12-05,5.9693,13275.0,,104.64,102.95,983.6
2019-12-06,6.0849,13475.0,,105.46,104.05,997.4
2019-12-09,5.9852,13340.0,,106.29,102.3,979.6
2019-12-10,5.9262,13405.0,,105.14,103.15,991.5
2019-12-11,6.1371,13850.0,,106.41,105.05,1014.3
2019-12-12,6.2596,14100.0,,110.12,104.95,1020.7
2019-12-13,6.4115,14170.0,,109.77,107.7,1032.6
2019-12-16,6.3866,14200.0,,111.26,107.6,1034.1
2019-12-17,6.3866,13960.0,,111.46,105.9,1020.9
2019-12-18,6.28,13870.0,,109.87,105.1,1011.7
2019-12-19,6.3639,14170.0,,109.38,106.1,1036.5
2019-12-20,6.441,14525.0,,111.59,110.0,1054.4
2019-12-23,6.5272,14350.0,,113.04,108.55,1049.5
2019-12-24,6.4796,14340.0,,112.58,109.8,1050.3
2019-12-25,6.4728,,,111.71,108.9,
2019-12-26,6.4728,,,111.86,108.45,1048.1
2019-12-27,6.348,14210.0,,110.7,107.9,1076.6
2019-12-30,6.4501,14315.0,,110.74,108.6,1078.6
2019-12-31,6.3458,14025.0,,111.28,106.65,1082.6
2020-01-01,6.3276,,,,,1029.3
2020-01-02,6.4381,14260.0,,110.5,107.85,1044.5
2020-01-03,6.2301,13755.0,,109.25,105.7,1019.9
2020-01-06,6.2528,13820.0,,107.47,105.45,1023.7
2020-01-07,6.2845,13935.0,,107.3,105.8,1032.8
2020-01-08,6.2618,14050.0,,107.81,107.3,1039.2
2020-01-09,,14085.0,,110.43,109.0,1037.4
2020-01-10,6.3684,14190.0,,110.85,110.0,1042.6
2020-01-13,6.4342,14095.0,,112.41,111.3,1029.8
2020-01-14,6.2006,13870.0,,111.31,110.0,1018.3
2020-01-15,6.3253,14340.0,,108.02,107.6,1049.5
2020-01-16,,13775.0,,110.79,110.2,1015.2
2020-01-17,6.2755,13910.0,,109.22,,1024.0
2020-01-20,6.3233,14020.0,,108.03,,1035.2
2020-01-21,6.2346,13665.0,,108.11,,1015.5
2020-01-22,6.187,13640.0,,107.51,,1015.5
2020-01-23,6.0282,13350.0,,106.33,,1003.8
2020-01-24,5.8876,12950.0,,,,976.2
2020-01-27,5.7289,12615.0,,,102.05,935.2
2020-01-28,5.7742,12550.0,,,101.3,938.9
2020-01-29,5.7266,12550.0,,,100.2,940.0
2020-01-30,5.6835,12620.0,,,100.2,946.9
2020-01-31,5.747,12850.0,,,100.4,949.1
2020-02-01,,,,,,944.1
2020-02-03,5.781,12725.0,,101.26,101.5,937.8
2020-02-04,5.7946,12830.0,,102.92,102.65,946.3
2020-02-05,5.8967,13160.0,,104.4,104.35,964.5
2020-02-06,5.899,13060.0,,104.82,104.1,957.1
2020-02-07,5.7878,12770.0,,104.56,102.8,940.7
2020-02-10,5.84,12885.0,,104.04,103.75,943.1
2020-02-11,5.9307,13110.0,,105.41,105.15,952.1
2020-02-12,5.9171,13100.0,,104.9,105.0,953.8
2020-02-13,5.9239,13285.0,,104.75,105.15,961.3
2020-02-14,5.908,13015.0,,104.39,104.05,952.1
2020-02-17,5.9262,13110.0,,104.36,104.65,954.9
2020-02-18,5.84,12820.0,,104.1,104.2,938.2
2020-02-19,5.7584,12830.0,,103.9,102.95,944.0
2020-02-20,5.7516,12670.0,,103.54,103.15,941.1
2020-02-21,5.6404,12530.0,,102.76,102.5,932.3
2020-02-24,5.6019,12430.0,,101.57,101.8,906.8
2020-02-25,5.6858,12450.0,,101.89,100.4,912.2
2020-02-26,5.5701,12550.0,,101.29,100.35,905.1
2020-02-27,5.5678,12375.0,,100.69,99.4,896.6
2020-02-28,5.5134,12255.0,,98.94,97.9,885.2
2020-03-02,5.6382,12700.0,,100.78,101.0,934.1
2020-03-03,5.6903,12685.0,,102.6,102.35,936.4
2020-03-04,5.7584,12680.0,,101.87,101.15,941.3
2020-03-05,5.7969,12890.0,,102.35,102.45,959.3
2020-03-06,5.7606,12840.0,,102.45,101.6,965.0
2020-03-07,,,,,,
2020-03-08,,,,,,
2020-03-09,5.6291,12650.0,,99.02,99.7,951.2
2020-03-10,5.8173,12680.0,,101.72,103.35,953.0
2020-03-11,5.6382,12420.0,,102.54,100.65,933.0
2020-03-12,5.3751,11830.0,,99.42,96.95,894.4
2020-03-13,5.6971,12320.0,,98.19,99.85,922.5
2020-03-14,,,,,,
2020-03-16,5.3388,11935.0,,99.68,98.4,893.5
2020-03-17,5.3637,11780.0,,99.03,97.8,889.7
2020-03-18,5.1778,11395.0,,97.27,93.85,857.2
2020-03-19,5.0916,11250.0,,92.36,91.55,854.0
2020-03-20,5.1551,11225.0,,94.85,94.6,860.7
2020-03-21,,,,,,
2020-03-22,,,,,,
2020-03-23,5.0145,10880.0,,92.12,91.55,842.6
2020-03-24,5.0235,11258.0,,91.97,90.8,866.3
2020-03-25,5.0689,11289.0,,91.63,93.1,860.7
2020-03-26,5.0898,11211.0,,91.85,91.85,851.3
2020-03-27,5.0916,11355.0,,92.16,92.75,857.5
2020-03-28,,,,,,
2020-03-29,,,,,,
2020-03-30,5.1165,11320.0,,92.54,92.65,857.5
2020-03-31,5.0961,11484.0,,92.82,92.9,861.0
2020-04-01,5.0893,11261.0,,92.65,92.55,864.9
2020-04-02,5.0734,11313.0,,91.15,92.75,
2020-04-03,5.0766,11239.0,,92.52,92.5,867.4
2020-04-04,,,,,,
2020-04-05,,,,,,
2020-04-06,5.063,11289.0,,,92.55,
2020-04-07,5.1483,11471.0,,93.63,93.55,878.7
2020-04-08,5.1823,11507.0,,94.31,94.5,886.0
2020-04-09,5.1968,11672.0,,94.96,95.4,890.5
2020-04-10,5.2614,,,96.89,97.9,
2020-04-11,,,,,,
2020-04-12,,,,,,
2020-04-13,5.2614,,,96.79,96.3,893.3
2020-04-14,5.3175,11889.0,,96.55,97.0,
2020-04-15,5.3125,11773.0,,97.47,96.8,911.1
2020-04-16,5.2875,11764.0,,96.12,95.6,908.7
2020-04-17,5.3919,12042.0,,97.58,97.7,923.2
2020-04-18,,,,,,
2020-04-19,,,,,,
2020-04-20,5.5588,12514.0,,100.42,100.9,951.3
2020-04-21,5.4817,12197.0,,100.73,101.8,936.3
2020-04-22,5.3955,12015.0,,97.61,98.0,925.6
2020-04-23,5.4476,12169.0,,98.8,99.0,930.9
2020-04-24,5.4762,12246.0,,99.95,99.0,946.5
2020-04-25,,,,,,
2020-04-26,,,,,,
2020-04-27,5.5592,12244.0,,102.16,100.4,934.7
2020-04-28,5.557,12294.0,,100.4,100.95,934.5
2020-04-29,5.5043,12315.0,,100.56,100.6,939.7
2020-04-30,5.5039,12192.0,,100.28,99.8,928.5
2020-05-01,5.3764,11955.0,,,98.3,911.7
2020-05-02,,,,,,
2020-05-03,,,,,,
2020-05-04,5.3456,11812.0,,,,903.3
2020-05-05,5.3547,12002.0,,,98.65,919.9
2020-05-06,5.5334,12303.0,,98.99,101.7,938.4
2020-05-07,5.5551,12330.0,,101.6,101.7,929.6
2020-05-08,5.5617,,,101.24,101.65,937.6
2020-05-09,,,,,,
2020-05-10,,,,,,
2020-05-11,5.5284,12354.0,,101.57,101.45,942.9
2020-05-12,5.5678,12324.0,,101.44,100.75,927.6
2020-05-13,5.5338,12254.0,,100.55,100.6,925.9
2020-05-14,5.4812,12072.0,,100.59,99.35,914.6
2020-05-15,5.3556,11855.0,,100.26,98.3,903.0
2020-05-16,,,,,,
2020-05-17,,,,,,
2020-05-18,5.4204,12250.0,,99.0,101.2,933.1
2020-05-19,5.5792,12453.0,,101.19,101.3,943.8
2020-05-20,5.5951,12667.0,,102.37,101.7,957.5
2020-05-21,5.7887,12778.0,,104.26,104.95,940.5
2020-05-22,5.4994,12250.0,,102.2,99.0,927.0
2020-05-23,,,,,,
2020-05-24,,,,,,
2020-05-25,5.5272,,,100.62,100.05,920.2
2020-05-26,5.561,12341.0,,100.71,100.15,928.9
2020-05-27,5.5084,12116.0,,100.31,99.1,921.8
2020-05-28,5.5244,12246.0,,100.0,99.7,922.7
2020-05-29,5.4975,12324.0,,99.98,99.65,919.2
2020-05-30,,,,,,
2020-05-31,,,,,,
2020-06-01,5.6327,12626.0,,101.7,101.85,952.1
2020-06-02,5.7516,12853.0,,102.23,102.25,963.4
2020-06-03,5.8114,12867.0,,103.41,101.85,961.1
2020-06-04,5.7189,12773.0,,102.05,101.85,962.2
2020-06-05,5.7992,12991.0,,102.79,102.4,974.7
2020-06-06,,,,,,
2020-06-07,,,,,,
2020-06-08,5.8708,13064.0,,102.98,102.4,981.3
2020-06-09,5.8078,12913.0,,104.32,102.2,970.3
2020-06-10,5.8427,13007.0,,103.16,102.4,985.7
2020-06-11,5.7221,12656.0,,102.69,100.55,964.4
2020-06-12,5.7756,12665.0,,101.51,100.65,967.5
2020-06-13,,,,,,
2020-06-14,,,,,,
2020-06-15,5.6713,12741.0,,100.72,100.9,976.5
2020-06-16,5.8649,13024.0,,102.09,102.1,992.2
2020-06-17,5.8513,12871.0,,103.0,102.6,979.2
2020-06-18,5.7878,12894.0,,103.01,102.0,984.9
2020-06-19,5.8309,12769.0,,103.09,102.0,975.0
2020-06-20,,,,,,
2020-06-21,,,,,,
2020-06-22,5.7266,12647.0,,102.42,101.25,963.5
2020-06-23,5.6885,12721.0,,101.6,100.65,961.5
2020-06-24,5.6744,12547.0,,101.48,,945.7
2020-06-25,5.6182,12440.0,,,,946.4
2020-06-26,5.7647,12684.0,,,101.2,964.0
2020-06-27,,,,,,
2020-06-28,,,,,,
2020-06-29,5.7534,12806.0,,101.48,101.5,966.9
2020-06-30,5.8014,12805.0,,102.5,101.2,972.0
2020-07-01,5.6949,12847.0,,101.67,101.35,980.5
2020-07-02,5.8164,12947.0,,102.08,102.3,976.2
2020-07-03,5.9148,12996.0,,104.1,103.2,976.7
2020-07-04,,,,,,
2020-07-05,,,,,,
2020-07-06,6.0065,13336.0,,104.99,105.5,1002.5
2020-07-07,6.0015,13469.0,,106.55,106.6,1007.5
2020-07-08,6.0849,13493.0,,106.36,105.5,1014.8
2020-07-09,6.0895,13249.0,,106.14,106.2,997.8
2020-07-10,5.9285,13515.0,,105.05,106.05,1022.9
2020-07-11,,,,,,
2020-07-12,,,,,,
2020-07-13,6.1153,13711.0,,106.43,108.7,1034.9
2020-07-14,6.1317,13585.0,,107.74,107.55,1027.7
2020-07-15,6.1289,13528.0,,107.87,107.15,1021.9
2020-07-16,6.0873,13459.0,,106.61,106.0,1015.2
2020-07-17,6.0242,13220.0,,106.21,105.75,993.8
