Date,NIDALY,NILMEX,NIETFN,NISHFE,NIWUXI,NIINDA
2016-12-30,,10020.0,,,,
2017-01-02,4.5196,,,,,690.7
2017-01-03,4.6266,9910.0,,84.78,83.6,683.8
2017-01-04,4.5223,10220.0,,82.91,84.0,697.1
2017-01-05,4.638,10295.0,,83.91,84.3,696.1
2017-01-06,4.6176,10245.0,,83.51,84.15,700.5
2017-01-09,4.6448,10390.0,,84.42,85.25,706.9
2017-01-10,4.731,10615.0,,85.33,86.45,721.0
2017-01-11,4.7355,10180.0,,85.98,86.05,688.6
2017-01-12,4.5132,10275.0,,84.36,83.95,701.8
2017-01-13,4.5858,10450.0,,83.78,85.15,710.0
2017-01-16,4.6402,10260.0,,85.17,85.4,697.2
2017-01-17,4.613,10160.0,,84.65,84.4,688.0
2017-01-18,4.6062,10175.0,,83.57,83.85,693.1
2017-01-19,4.5495,9925.0,,83.71,83.3,673.2
2017-01-20,4.4135,9700.0,,82.35,80.05,658.7
2017-01-23,4.4293,9710.0,,81.15,81.75,664.6
2017-01-24,4.4271,9800.0,,81.05,81.45,667.0
2017-01-25,4.3681,9700.0,,80.7,81.35,659.8
2017-01-26,4.3363,9410.0,,80.55,79.95,
2017-01-27,4.2524,9475.0,,,,645.1
2017-01-30,4.3046,9680.0,,,80.55,656.9
2017-01-31,4.4815,9955.0,,,82.5,667.8
2017-02-01,4.545,10250.0,,,83.25,692.1
2017-02-02,4.6969,10395.0,,,85.6,696.9
2017-02-03,4.604,10225.0,,83.03,84.7,689.6
2017-02-06,4.6856,10450.0,,84.8,84.95,703.1
2017-02-07,4.7083,10355.0,,84.8,84.75,696.9
2017-02-08,4.7332,10495.0,,84.5,85.65,701.9
2017-02-09,4.706,10280.0,,85.2,84.8,686.3
2017-02-10,4.731,10660.0,,85.2,87.0,710.8
2017-02-13,4.8398,10730.0,,87.25,87.8,714.5
2017-02-14,4.9079,10770.0,,88.0,87.65,720.4
2017-02-15,4.8557,10930.0,,88.0,88.3,728.4
2017-02-16,4.9305,11070.0,,89.71,89.6,739.6
2017-02-17,4.9328,11050.0,,89.85,89.6,739.7
2017-02-20,5.0077,11150.0,,89.9,90.1,744.3
2017-02-21,4.9963,10855.0,,90.65,89.15,721.5
2017-02-22,4.8557,10810.0,,89.28,88.75,716.5
2017-02-23,4.8217,10580.0,,88.18,87.2,700.2
2017-02-24,4.8421,10860.0,,87.56,89.4,723.7
2017-02-27,4.9396,11045.0,,89.76,90.1,734.1
2017-02-28,4.9283,10980.0,,90.29,,726.7
2017-03-01,4.9804,11030.0,,90.4,90.85,737.1
2017-03-02,4.9419,10780.0,,90.4,89.15,722.4
2017-03-03,4.9351,10990.0,,90.4,89.55,735.7
2017-03-06,4.9396,11095.0,,90.4,90.35,738.9
2017-03-07,4.951,10645.0,,89.9,87.8,710.9
2017-03-08,4.7695,10200.0,,89.9,85.7,678.9
2017-03-09,4.5586,10150.0,,89.9,84.2,678.0
2017-03-10,4.545,9895.0,,89.9,82.4,660.5
2017-03-13,4.5994,10170.0,,83.61,84.05,675.4
2017-03-14,4.5745,10230.0,,83.46,84.45,672.8
2017-03-15,4.6176,10205.0,,83.8,84.6,671.5
2017-03-16,4.6584,10220.0,,85.11,84.35,666.7
2017-03-17,4.6221,10260.0,,84.66,84.7,671.9
2017-03-20,4.5609,10165.0,,84.72,84.5,664.0
2017-03-21,4.5813,10160.0,,84.4,84.05,663.6
2017-03-22,4.511,10020.0,,82.66,80.5,658.4
2017-03-23,4.4951,10030.0,,83.0,82.7,654.1
2017-03-24,4.4951,9870.0,,82.37,82.05,644.3
2017-03-27,4.4021,9770.0,,80.28,80.75,637.1
2017-03-28,4.4157,9995.0,,80.66,82.3,648.1
2017-03-29,4.4951,10045.0,,82.12,83.1,646.2
2017-03-30,4.5042,10135.0,,82.0,83.3,646.2
2017-03-31,4.477,10025.0,,81.4,82.4,643.4
2017-04-03,4.5178,9850.0,,,81.45,639.4
2017-04-04,4.4724,9980.0,,,82.2,652.2
2017-04-05,4.6085,10295.0,,82.5,84.45,672.6
2017-04-06,4.6788,10080.0,,82.5,82.7,654.1
2017-04-07,4.511,10180.0,,82.5,83.35,656.8
2017-04-10,4.5767,10180.0,,82.5,83.25,652.0
2017-04-11,4.5541,9840.0,,82.5,80.9,638.1
2017-04-12,4.3998,9735.0,,81.88,80.1,628.4
2017-04-13,4.3953,9750.0,,81.88,80.15,626.7
2017-04-14,4.3977,,,81.88,79.75,
2017-04-17,4.3977,,,81.88,78.9,623.9
2017-04-18,4.325,9310.0,,79.1,78.0,604.9
2017-04-19,4.2864,9340.0,,77.04,77.5,607.6
2017-04-20,4.2502,9480.0,,77.25,77.9,612.8
2017-04-21,4.2592,9345.0,,77.87,77.5,604.8
2017-04-24,4.2025,9260.0,,76.94,76.6,596.4
2017-04-25,4.1867,9320.0,,76.23,76.2,596.7
2017-04-26,4.1957,9230.0,,76.31,76.5,591.3
2017-04-27,4.1594,9335.0,,76.05,77.0,596.2
2017-04-28,4.3001,9450.0,,76.79,78.35,606.9
2017-05-01,4.2656,,,,,617.6
2017-05-02,4.3001,9515.0,,78.35,78.6,614.0
2017-05-03,4.2071,9230.0,,77.94,76.35,595.0
2017-05-04,4.0823,9015.0,,75.71,74.35,580.0
2017-05-05,4.0506,9140.0,,73.5,75.1,589.7
2017-05-08,4.1118,9145.0,,74.0,74.85,589.7
2017-05-09,4.1662,9215.0,,74.58,75.4,597.0
2017-05-10,4.1685,9120.0,,75.01,74.4,591.0
2017-05-11,4.2479,9315.0,,74.81,75.7,598.4
2017-05-12,4.2275,9315.0,,75.38,76.0,599.2
2017-05-15,4.2207,9235.0,,75.45,75.55,587.1
2017-05-16,4.0869,9120.0,,75.42,74.95,585.6
2017-05-17,4.1549,9215.0,,75.38,75.45,585.4
2017-05-18,4.0823,9175.0,,74.5,74.75,594.2
2017-05-19,4.1617,9360.0,,74.73,76.45,602.5
2017-05-22,4.2479,9395.0,,76.23,76.5,605.5
2017-05-23,4.2116,9345.0,,76.6,76.2,604.8
2017-05-24,4.1368,9100.0,,75.15,74.85,589.8
2017-05-25,4.105,9040.0,,75.01,74.35,582.0
2017-05-26,4.0823,9080.0,,74.24,74.45,584.8
2017-05-29,4.1005,,,,,584.7
2017-05-30,4.0891,9115.0,,,74.6,586.8
2017-05-31,3.9939,8970.0,,73.04,72.8,569.6
2017-06-01,4.003,8840.0,,72.07,72.15,570.2
2017-06-02,3.9508,8915.0,,72.07,72.3,574.1
2017-06-05,3.9984,8910.0,,72.07,72.3,572.1
2017-06-06,3.9893,8865.0,,71.11,72.3,575.4
2017-06-07,4.0211,8810.0,,72.2,71.8,568.8
2017-06-08,3.9893,8815.0,,72.2,71.9,567.9
2017-06-09,3.9916,8980.0,,72.2,72.65,576.6
2017-06-12,4.0506,8795.0,,72.8,71.55,564.0
2017-06-13,3.9531,8800.0,,72.8,71.65,566.3
2017-06-14,3.9961,8945.0,,71.3,72.0,569.4
2017-06-15,4.003,8850.0,,72.2,72.4,573.4
2017-06-16,4.037,8940.0,,72.65,72.8,574.7
2017-06-19,4.0324,9010.0,,72.66,73.8,580.1
2017-06-20,4.071,8820.0,,73.78,73.3,572.2
2017-06-21,4.0302,9005.0,,73.39,73.3,578.2
2017-06-22,4.037,9020.0,,73.48,73.65,582.8
2017-06-23,4.1549,9080.0,,73.89,74.45,584.6
2017-06-26,4.0959,9025.0,,74.3,74.0,579.6
2017-06-27,4.105,9260.0,,73.58,75.2,593.0
2017-06-28,4.1368,9270.0,,73.9,75.5,593.7
2017-06-29,4.2048,9290.0,,74.31,75.7,598.1
2017-06-30,4.2071,9390.0,,75.13,76.05,600.8
2017-07-03,4.2479,9390.0,,76.3,75.95,606.9
2017-07-04,4.1368,9180.0,,76.3,74.8,595.4
2017-07-05,4.1095,9160.0,,76.3,74.3,593.2
2017-07-06,4.1209,9075.0,,76.3,74.15,589.4
2017-07-07,4.0551,8920.0,,75.0,73.05,580.8
2017-07-10,4.0279,9000.0,,75.0,73.4,581.1
2017-07-11,4.071,9130.0,,75.0,74.8,593.0
2017-07-12,4.173,9205.0,,75.0,75.35,592.4
2017-07-13,4.164,9210.0,,75.5,75.35,591.5
2017-07-14,4.2524,9575.0,,75.5,77.85,612.6
2017-07-17,4.3431,9600.0,,78.0,79.0,618.1
2017-07-18,4.35,9780.0,,79.09,79.2,624.5
2017-07-19,4.4066,9650.0,,79.54,78.85,619.0
2017-07-20,4.3227,9495.0,,78.5,77.3,610.4
2017-07-21,4.3341,9520.0,,78.5,78.15,613.2
2017-07-24,4.3318,9780.0,,78.22,77.4,625.9
2017-07-25,4.4815,10005.0,,78.9,80.2,642.9
2017-07-26,4.4951,10040.0,,80.81,81.1,639.4
2017-07-27,4.5813,10130.0,,80.81,81.65,649.5
2017-07-28,4.6153,10200.0,,80.7,82.3,656.9
2017-07-31,4.6402,10215.0,,82.75,82.45,655.5
2017-08-01,4.604,10290.0,,82.75,82.45,657.9
2017-08-02,4.6266,10350.0,,82.75,82.85,658.9
2017-08-03,4.6493,10380.0,,82.75,83.0,660.9
2017-08-04,4.6856,10250.0,,83.1,82.5,659.0
2017-08-07,4.672,10400.0,,83.1,83.4,662.7
2017-08-08,4.6607,10630.0,,83.1,85.2,684.0
2017-08-09,4.8557,10760.0,,85.6,86.0,686.7
2017-08-10,4.8807,10985.0,,86.0,87.4,697.2
2017-08-11,4.8013,10660.0,,86.0,85.2,681.4
2017-08-14,4.765,10450.0,,86.0,83.4,667.4
2017-08-15,4.7015,10350.0,,86.0,83.5,
2017-08-16,4.7809,10760.0,,83.72,85.9,686.1
2017-08-17,4.8534,10725.0,,86.1,86.0,683.0
2017-08-18,4.8648,10980.0,,86.24,88.3,704.0
2017-08-21,5.0802,11315.0,,88.48,90.5,724.9
2017-08-22,5.1823,11415.0,,90.26,90.85,731.0
2017-08-23,5.1846,11660.0,,90.84,90.85,750.5
2017-08-24,5.2753,11745.0,,92.69,92.6,748.9
2017-08-25,5.2617,11485.0,,92.96,92.45,729.3
2017-08-28,5.1827,,,91.65,93.05,745.4
2017-08-29,5.3206,11710.0,,93.07,91.9,746.5
2017-08-30,5.239,11585.0,,92.51,91.3,738.3
2017-08-31,5.2685,11800.0,,92.05,92.6,743.4
2017-09-01,5.4307,12035.0,,93.27,94.0,773.8
2017-09-04,5.4953,12250.0,,95.07,95.2,785.1
2017-09-05,5.5066,12080.0,,95.2,93.95,768.2
2017-09-06,5.4046,12165.0,,94.18,94.5,782.4
2017-09-07,5.4567,12150.0,,94.59,93.95,778.7
2017-09-08,5.3705,11590.0,,92.87,89.5,734.0
2017-09-11,5.2277,11765.0,,89.58,91.4,753.3
2017-09-12,5.2299,11990.0,,90.86,93.0,760.8
2017-09-13,5.2072,11360.0,,91.89,89.8,730.9
2017-09-14,5.1075,11200.0,,89.8,88.25,717.3
2017-09-15,4.9895,11090.0,,87.59,85.85,710.6
2017-09-18,5.0281,11235.0,,87.72,88.2,714.6
2017-09-19,4.9646,11140.0,,87.96,86.1,714.2
2017-09-20,5.1573,11380.0,,88.72,89.35,729.3
2017-09-21,4.9215,11005.0,,88.15,87.45,694.4
2017-09-22,4.7967,10420.0,,84.06,84.3,686.9
2017-09-25,4.7128,10580.0,,82.74,84.55,689.6
2017-09-26,4.7378,10480.0,,84.32,84.8,679.6
2017-09-27,4.7741,10240.0,,84.55,83.0,670.4
2017-09-28,4.613,10440.0,,82.17,84.65,679.2
2017-09-29,4.799,10500.0,,83.88,85.3,678.7
2017-10-02,4.7015,10390.0,,,84.05,
2017-10-03,4.7854,10620.0,,,85.4,701.2
2017-10-04,4.8217,10615.0,,,85.65,688.9
2017-10-05,4.7809,10535.0,,,85.65,690.3
2017-10-06,4.7514,10600.0,,,85.4,693.2
2017-10-09,4.8829,11015.0,,85.51,87.5,718.4
2017-10-10,4.9464,11055.0,,87.02,87.9,719.0
2017-10-11,4.9782,11135.0,,87.87,89.15,727.9
2017-10-12,5.0757,11395.0,,87.87,90.95,740.3
2017-10-13,5.2617,11720.0,,91.1,92.2,756.2
2017-10-16,5.3433,11865.0,,93.06,94.35,765.5
2017-10-17,5.2912,11765.0,,94.53,93.5,761.5
2017-10-18,5.3252,11650.0,,93.65,93.4,754.8
2017-10-19,5.2957,11740.0,,94.46,94.0,756.4
2017-10-20,5.4635,11735.0,,96.03,94.85,761.1
2017-10-23,5.3252,11860.0,,94.62,95.5,770.9
2017-10-24,5.4182,11995.0,,95.01,96.6,781.4
2017-10-25,5.3683,11865.0,,96.06,95.4,765.8
2017-10-26,5.3705,11750.0,,95.36,94.25,762.8
2017-10-27,5.1551,11580.0,,93.4,92.95,750.0
2017-10-30,5.2072,11675.0,,93.67,92.9,754.2
2017-10-31,5.3569,12295.0,,93.63,95.1,766.3
2017-11-01,5.7561,12725.0,,93.63,100.8,815.7
2017-11-02,5.7266,12605.0,,99.24,99.55,808.6
2017-11-03,5.6949,12725.0,,99.24,100.75,820.1
2017-11-06,5.8173,12920.0,,102.0,102.6,837.1
2017-11-07,5.806,12655.0,,102.0,100.5,826.2
2017-11-08,5.6971,12700.0,,100.24,101.1,822.3
2017-11-09,5.5452,12300.0,,100.24,99.2,799.2
2017-11-10,5.5701,12110.0,,100.24,98.6,789.5
2017-11-13,5.5678,12490.0,,100.24,100.35,817.3
2017-11-14,5.5565,11780.0,,100.24,95.25,770.8
2017-11-15,5.2503,11690.0,,94.22,93.3,760.0
2017-11-16,5.2458,11350.0,,93.0,92.4,741.1
2017-11-17,5.2004,11575.0,,93.17,92.95,751.2
2017-11-20,5.2163,11660.0,,92.31,92.7,758.4
2017-11-21,5.2617,11870.0,,93.23,93.5,766.7
2017-11-22,5.3184,11840.0,,94.28,95.5,766.1
2017-11-23,5.2707,11930.0,,94.37,94.1,767.5
2017-11-24,5.4476,12035.0,,96.23,94.75,773.9
2017-11-27,5.2594,11570.0,,94.6,92.7,744.7
2017-11-28,5.1664,11350.0,,92.29,91.15,731.6
2017-11-29,5.1256,11520.0,,90.77,91.3,734.9
2017-11-30,5.1188,11110.0,,89.65,90.25,727.5
2017-12-01,5.0099,11290.0,,89.65,90.85,731.4
2017-12-04,5.1369,11385.0,,91.46,91.0,732.2
2017-12-05,5.0213,10865.0,,89.0,87.9,702.6
2017-12-06,4.9079,10805.0,,89.0,87.15,699.0
2017-12-07,4.8943,11040.0,,88.95,87.85,710.1
2017-12-08,4.9827,10950.0,,88.8,88.25,706.4
2017-12-11,5.0696,11240.0,,88.8,89.0,721.3
2017-12-12,5.019,11070.0,,88.8,88.95,716.6
2017-12-13,5.0258,11095.0,,88.8,89.35,713.1
2017-12-14,5.0485,11155.0,,88.8,89.75,718.3
2017-12-15,5.0621,11580.0,,88.8,93.4,739.1
2017-12-18,5.2254,11830.0,,92.23,95.0,755.4
2017-12-19,5.298,11755.0,,93.96,94.4,752.2
2017-12-20,5.4023,12040.0,,94.29,94.5,765.4
2017-12-21,5.4408,12070.0,,95.25,99.25,770.3
2017-12-22,5.4635,12130.0,,94.8,96.4,770.0
2017-12-25,5.476,,,95.31,95.0,
2017-12-26,5.476,,,94.02,94.75,767.7
2017-12-27,5.366,12110.0,,93.76,94.7,770.0
2017-12-28,5.4839,12350.0,,94.83,96.3,787.8
2017-12-29,5.5565,12760.0,,95.81,96.9,782.9
2018-01-01,5.7631,,,,,809.1
2018-01-02,5.7516,12620.0,,97.63,98.85,803.7
2018-01-03,5.6518,12415.0,,97.81,96.7,790.9
2018-01-04,5.7175,12650.0,,97.16,97.8,801.0
2018-01-05,5.6676,12525.0,,97.67,97.15,794.3
2018-01-08,5.6427,12535.0,,96.78,98.1,798.2
2018-01-09,5.6744,12695.0,,97.81,98.7,805.7
2018-01-10,5.8491,12935.0,,98.96,100.05,819.0
2018-01-11,5.8196,12620.0,,99.74,98.15,802.8
2018-01-12,5.7425,12725.0,,97.87,98.1,803.7
2018-01-15,5.8196,12860.0,,98.2,98.95,817.8
2018-01-16,5.6291,12545.0,,98.08,96.3,802.6
2018-01-17,5.6268,12410.0,,95.93,96.0,790.2
2018-01-18,5.6472,12470.0,,95.97,97.35,795.5
2018-01-19,5.7107,12720.0,,95.38,97.5,807.8
2018-01-22,5.7652,12760.0,,97.39,97.55,811.1
2018-01-23,5.7742,12850.0,,97.67,97.6,816.3
2018-01-24,5.8922,13575.0,,98.12,99.0,857.5
2018-01-25,6.2097,13685.0,,102.97,102.95,868.2
2018-01-26,6.2324,13650.0,,103.76,102.9,
2018-01-29,6.2959,13805.0,,105.17,104.5,878.9
2018-01-30,6.1825,13350.0,,103.39,101.35,851.5
2018-01-31,6.1462,13600.0,,102.41,101.7,861.6
2018-02-01,6.1394,14000.0,,101.64,102.55,894.4
2018-02-02,6.255,13435.0,,101.64,99.6,866.8
2018-02-05,6.1394,13745.0,,101.64,102.65,877.8
2018-02-06,6.0555,13385.0,,101.64,101.05,855.3
2018-02-07,6.1167,13175.0,,101.64,99.85,848.4
2018-02-08,5.9058,13140.0,,101.64,99.9,849.1
2018-02-09,5.874,12970.0,,101.64,97.4,834.0
2018-02-12,5.8786,13100.0,,99.28,98.75,841.2
2018-02-13,5.9897,13450.0,,100.26,101.5,861.9
2018-02-14,6.1802,14100.0,,101.82,104.0,894.3
2018-02-15,6.4138,14150.0,,,,900.9
2018-02-16,6.3594,13920.0,,,104.65,887.0
2018-02-19,6.1666,13590.0,,,102.75,875.3
2018-02-20,6.187,13610.0,,,103.45,880.1
2018-02-21,6.1621,13845.0,,,102.55,893.8
2018-02-22,6.1552,13830.0,,102.32,103.65,895.4
2018-02-23,6.2573,13765.0,,103.59,103.65,889.9
2018-02-26,6.3072,13925.0,,104.21,104.35,899.0
2018-02-27,6.2936,13845.0,,104.69,104.25,898.0
2018-02-28,6.2573,13790.0,,103.43,103.7,897.8
2018-03-01,6.1235,13460.0,,103.94,102.05,873.7
2018-03-02,6.0985,13450.0,,103.94,101.45,879.9
2018-03-05,6.0464,13430.0,,101.23,100.95,873.0
2018-03-06,6.1575,13680.0,,101.76,102.75,882.7
2018-03-07,6.0555,13590.0,,101.31,101.8,877.8
2018-03-08,6.0056,13270.0,,101.54,100.0,858.8
2018-03-09,6.0487,13860.0,,101.54,102.05,896.7
2018-03-12,6.2233,13675.0,,103.36,103.25,886.8
2018-03-13,6.2709,13875.0,,102.95,103.2,898.1
2018-03-14,6.3117,13835.0,,103.16,102.8,894.1
2018-03-15,6.2051,13630.0,,103.16,101.35,884.5
2018-03-16,6.2278,13625.0,,104.03,101.5,883.6
2018-03-19,6.0895,13480.0,,101.3,100.8,878.5
2018-03-20,6.128,13455.0,,101.58,101.5,876.0
2018-03-21,6.0419,13460.0,,101.41,100.8,876.9
2018-03-22,6.0555,13190.0,,102.2,98.65,856.2
2018-03-23,5.9148,12950.0,,101.01,97.55,843.5
2018-03-26,5.8241,12955.0,,98.01,96.25,839.7
2018-03-27,5.908,13000.0,,96.49,96.7,838.7
2018-03-28,5.8604,13130.0,,96.49,96.75,841.4
2018-03-29,6.0056,13300.0,,96.49,98.0,
2018-03-30,6.0115,,,96.49,101.1,
2018-04-02,6.0115,,,96.49,99.55,879.5
2018-04-03,6.1484,13465.0,,96.49,100.0,876.8
2018-04-04,5.9216,13150.0,,96.49,98.4,856.0
2018-04-05,6.0237,13325.0,,,99.45,863.6
2018-04-06,5.8445,13270.0,,,98.9,860.9
2018-04-09,6.001,13435.0,,96.49,100.4,872.6
2018-04-10,6.2119,13695.0,,96.49,101.35,889.3
2018-04-11,6.2278,13865.0,,96.49,102.15,898.8
2018-04-12,6.1598,13715.0,,96.49,101.3,897.1
2018-04-13,6.3503,13940.0,,96.49,102.7,904.9
2018-04-16,6.4138,14335.0,,96.49,104.05,927.1
2018-04-17,6.3253,14215.0,,103.14,103.2,937.0
2018-04-18,6.8492,15275.0,,103.12,106.4,1002.6
2018-04-19,7.1214,15075.0,,106.89,105.05,997.2
2018-04-20,6.6383,14830.0,,104.81,103.65,980.9
2018-04-23,6.3616,14265.0,,103.98,102.9,949.5
2018-04-24,6.4614,13985.0,,102.83,104.0,933.3
2018-04-25,6.4002,14145.0,,103.03,103.9,947.1
2018-04-26,6.3231,14235.0,,102.87,103.95,953.8
2018-04-27,6.3367,13885.0,,103.85,103.15,923.4
2018-04-30,6.2233,13650.0,,,102.9,916.7
2018-05-01,6.1711,13650.0,,,102.8,920.2
2018-05-02,6.3095,13980.0,,103.82,104.75,934.1
2018-05-03,6.2256,13775.0,,104.47,103.3,927.0
2018-05-04,6.2732,14025.0,,103.5,103.8,934.1
2018-05-07,6.3385,,,103.22,104.0,936.9
2018-05-08,6.314,13885.0,,104.1,103.75,933.0
2018-05-09,6.2882,13925.0,,103.47,104.05,937.7
2018-05-10,6.2596,13880.0,,103.64,103.95,929.4
2018-05-11,6.3072,14055.0,,103.76,104.7,947.5
2018-05-14,6.4909,14500.0,,104.95,107.1,976.3
2018-05-15,6.568,14425.0,,106.37,107.05,985.4
2018-05-16,6.5317,14475.0,,108.12,107.5,978.2
2018-05-17,6.5902,14595.0,,107.91,108.35,988.1
2018-05-18,6.686,14750.0,,108.78,108.5,995.7
2018-05-21,6.627,14675.0,,108.78,108.6,1000.0
2018-05-22,6.6633,14780.0,,109.15,108.0,1005.5
2018-05-23,6.6188,14650.0,,108.85,108.0,996.0
2018-05-24,6.5862,14900.0,,108.85,108.1,1015.8
2018-05-25,6.7268,14780.0,,109.72,110.9,994.1
2018-05-28,6.6787,,,109.2,109.85,995.8
2018-05-29,6.7329,14905.0,,110.57,111.35,1004.8
2018-05-30,6.7404,15130.0,,110.36,113.55,1013.4
2018-05-31,6.8753,15220.0,,112.76,115.3,1020.2
2018-06-01,6.8674,15445.0,,112.76,116.05,1030.3
2018-06-04,6.9173,15485.0,,112.76,116.65,1038.1
2018-06-05,6.9899,15750.0,,112.76,118.45,1057.3
2018-06-06,7.0896,15635.0,,112.76,118.35,1043.4
2018-06-07,7.0107,15520.0,,112.76,117.7,1040.0
2018-06-08,6.9105,15420.0,,112.76,116.25,1043.1
2018-06-11,6.9422,15290.0,,112.76,115.65,1028.6
2018-06-12,6.9354,15210.0,,112.76,115.15,1029.0
2018-06-13,6.881,15625.0,,112.76,118.0,1054.2
2018-06-14,6.8994,15285.0,,112.76,115.15,1032.2
2018-06-15,6.9218,15185.0,,112.76,115.7,1030.2
2018-06-18,6.7547,14975.0,,,115.0,1016.6
2018-06-19,6.5952,14655.0,,114.52,113.45,998.9
2018-06-20,6.7336,14975.0,,113.67,114.3,1014.6
2018-06-21,6.7903,14990.0,,115.31,115.35,1018.2
2018-06-22,6.9173,15265.0,,116.14,117.0,1038.8
2018-06-25,6.8266,14730.0,,117.4,116.55,1002.0
2018-06-26,6.6066,14785.0,,115.23,115.15,1013.5
2018-06-27,6.715,14880.0,,114.95,116.2,1019.1
2018-06-28,6.6723,14785.0,,116.25,115.95,1011.8
2018-06-29,6.7608,14900.0,,116.29,116.5,1022.5
2018-07-02,6.6088,14550.0,,116.34,115.2,1001.6
2018-07-03,6.6224,14445.0,,115.25,114.05,984.5
2018-07-04,6.3934,14145.0,,113.73,111.5,970.9
2018-07-05,6.4183,14195.0,,111.51,112.7,977.0
2018-07-06,6.2392,13945.0,,110.89,111.2,958.9
2018-07-09,6.3344,14065.0,,111.21,111.75,964.3
2018-07-10,6.3299,14155.0,,111.48,111.6,971.0
2018-07-11,6.1779,13880.0,,109.27,110.9,958.6
2018-07-12,6.373,14195.0,,112.9,112.45,970.4
2018-07-13,6.2891,13975.0,,112.72,111.55,953.4
2018-07-16,6.2029,13670.0,,110.37,109.75,930.5
2018-07-17,6.1008,13490.0,,109.98,108.75,923.6
2018-07-18,6.0373,13615.0,,108.2,109.15,933.9
2018-07-19,5.9942,13340.0,,108.75,109.05,923.3
2018-07-20,6.0872,13530.0,,108.96,109.35,926.3
2018-07-23,6.094,13400.0,,108.08,109.35,918.4
2018-07-24,6.123,13600.0,,108.97,110.95,934.3
2018-07-25,6.1371,13680.0,,110.35,110.0,936.7
2018-07-26,6.1552,13775.0,,110.17,111.45,942.0
2018-07-27,6.2188,13860.0,,111.85,112.2,941.3
2018-07-30,6.2029,13860.0,,112.16,112.35,946.9
2018-07-31,6.2369,14030.0,,112.53,112.95,945.1
2018-08-01,6.2482,13590.0,,112.31,111.05,915.2
2018-08-02,5.9965,13330.0,,111.32,109.65,916.3
2018-08-03,5.9511,13550.0,,109.5,110.15,926.2
2018-08-06,5.9874,13685.0,,109.5,112.2,941.3
2018-08-07,6.2346,13850.0,,110.19,112.45,950.9
2018-08-08,6.3117,14050.0,,111.38,113.45,960.3
2018-08-09,6.3752,13885.0,,112.11,113.05,952.1
2018-08-10,6.1825,13820.0,,112.19,112.5,952.5
2018-08-13,6.2029,13555.0,,112.19,111.75,946.2
2018-08-14,6.0509,13425.0,,112.19,111.45,936.7
2018-08-15,5.8876,12850.0,,112.19,107.4,
2018-08-16,6.001,13325.0,,108.34,109.45,932.4
2018-08-17,6.001,13480.0,,110.19,110.5,946.6
2018-08-20,6.1462,13560.0,,111.17,111.6,946.5
2018-08-21,6.2029,13560.0,,111.97,112.25,942.4
2018-08-22,6.153,13525.0,,111.63,110.4,944.6
2018-08-23,5.9579,13275.0,,110.25,109.65,925.6
2018-08-24,6.035,13415.0,,109.26,109.65,933.7
2018-08-27,6.05,,,108.54,108.85,932.2
2018-08-28,6.1031,13675.0,,108.33,110.05,951.3
2018-08-29,6.0827,13500.0,,109.78,109.7,944.7
2018-08-30,6.0237,13285.0,,109.4,108.4,938.4
2018-08-31,5.8922,12800.0,,108.21,105.1,919.9
2018-09-03,5.7447,12790.0,,105.07,104.8,912.3
2018-09-04,5.6472,12470.0,,104.05,102.4,891.9
2018-09-05,5.6291,12440.0,,102.15,102.95,894.2
2018-09-06,5.6631,12445.0,,102.3,102.7,896.2
2018-09-07,5.5724,12355.0,,102.51,102.15,888.7
2018-09-10,5.5338,12410.0,,101.48,102.15,900.8
2018-09-11,5.5565,12230.0,,102.18,100.7,887.4
2018-09-12,5.5701,12620.0,,101.23,103.1,905.6
2018-09-13,5.7198,12605.0,,103.24,103.5,901.1
2018-09-14,5.6744,12655.0,,103.9,103.95,893.4
2018-09-17,5.5474,12240.0,,102.12,101.7,888.9
2018-09-18,5.5837,12400.0,,102.29,101.9,898.1
2018-09-19,5.654,12510.0,,103.1,103.05,897.3
2018-09-20,5.6812,12625.0,,102.81,103.6,906.9
2018-09-21,5.874,13250.0,,104.3,106.0,954.4
2018-09-24,5.8831,12955.0,,,106.3,929.8
2018-09-25,5.8241,12950.0,,104.27,104.9,936.9
2018-09-26,5.8468,12820.0,,105.51,105.3,924.0
2018-09-27,5.7221,12560.0,,104.27,103.0,905.6
2018-09-28,5.6563,12600.0,,101.02,104.1,906.2
2018-10-01,5.5883,12505.0,,,103.2,913.8
2018-10-02,5.6291,12515.0,,,103.35,
2018-10-03,5.62,12770.0,,,103.05,952.4
2018-10-04,5.7878,12490.0,,,103.1,926.0
2018-10-05,5.62,12620.0,,,103.6,940.2
2018-10-08,5.6177,12575.0,,101.02,104.35,936.7
2018-10-09,5.8663,13010.0,,107.08,106.2,960.1
2018-10-10,5.7833,12680.0,,109.0,105.1,943.3
2018-10-11,5.6291,12675.0,,109.0,104.2,936.2
2018-10-12,5.7629,12655.0,,109.0,105.1,932.8
2018-10-15,5.7357,12615.0,,109.0,104.6,925.8
2018-10-16,5.6382,12595.0,,104.15,102.95,916.4
2018-10-17,5.6404,12375.0,,103.13,101.8,906.1
2018-10-18,5.5043,12350.0,,102.39,101.9,906.4
2018-10-19,5.654,12450.0,,102.74,103.8,914.3
2018-10-22,5.6472,12530.0,,104.04,103.7,916.5
2018-10-23,5.5905,12375.0,,103.68,103.0,906.6
