Date;PX_LAST;Change;% Change;PX_OPEN;Change;% Change;PX_HIGH;Change;% Change;PX_LOW;Change;% Change
17.12.2012;23550;;;;;;;;;;;
18.12.2012;23555;;;;;;;;;;;
19.12.2012;24055;;;;;;;;;;;
20.12.2012;24060;;;;;;;;;;;
21.12.2012;24315;;;;;;;;;;;
24.12.2012;24320;;;;;;;;;;;
27.12.2012;24825;;;;;;;;;;;
28.12.2012;25330;;;;;;;;;;;
31.12.2012;25400;;;;;;;;;;;
02.01.2013;24900;;;;;;;;;;;
03.01.2013;24900;;;;;;;;;;;
04.01.2013;24900;;;;;;;;;;;
07.01.2013;24900;;;;;;;;;;;
08.01.2013;24900;;;;;;;;;;;
09.01.2013;24900;;;;;;;;;;;
10.01.2013;24900;;;;;;;;;;;
11.01.2013;25650;;;;;;;;;;;
14.01.2013;25650;;;;;;;;;;;
15.01.2013;25150;;;;;;;;;;;
16.01.2013;24900;;;;;;;;;;;
17.01.2013;24905;;;;;;;;;;;
18.01.2013;25655;;;;;;;;;;;
21.01.2013;25155;;;;;;;;;;;
22.01.2013;26155;;;;;;;;;;;
23.01.2013;26155;;;;;;;;;;;
24.01.2013;26160;;;;;;;;;;;
25.01.2013;26160;;;;;;;;;;;
28.01.2013;26411;;;;;;;;;;;
29.01.2013;26412;;;;;;;;;;;
30.01.2013;26413;;;;;;;;;;;
31.01.2013;26167;;;;;;;;;;;
01.02.2013;24902;;;;;;;;;;;
04.02.2013;25903;;;;;;;;;;;
05.02.2013;25654;;;;;;;;;;;
06.02.2013;25405;;;;;;;;;;;
07.02.2013;25650;;;;;;;;;;;
08.02.2013;25651;;;;;;;;;;;
11.02.2013;25527.5;;;;;;;;;;;
12.02.2013;25275;;;;;;;;;;;
13.02.2013;25525;;;;;;;;;;;
14.02.2013;25525;;;;;;;;;;;
15.02.2013;25250;;;;;;;;;;;
18.02.2013;25251;;;;;;;;;;;
19.02.2013;25352;;;;;;;;;;;
20.02.2013;25353;;;;;;;;;;;
21.02.2013;25357;;;;;;;;;;;
22.02.2013;25410;;;;;;;;;;;
25.02.2013;25411;;;;;;;;;;;
26.02.2013;25550;;;;;;;;;;;
27.02.2013;25450;;;;;;;;;;;
28.02.2013;25425;;;;;;;;;;;
01.03.2013;25425;;;;;;;;;;;
04.03.2013;25400;;;;;;;;;;;
05.03.2013;25401;;;;;;;;;;;
06.03.2013;25402;;;;;;;;;;;
07.03.2013;25400;;;;;;;;;;;
08.03.2013;25401;;;;;;;;;;;
11.03.2013;25150;;;;;;;;;;;
12.03.2013;25150;;;;;;;;;;;
13.03.2013;25138.5;;;;;;;;;;;
14.03.2013;25154;;;;;;;;;;;
15.03.2013;25150;;;;;;;;;;;
18.03.2013;24949;;;;;;;;;;;
19.03.2013;25250;;;;;;;;;;;
20.03.2013;25296;;;;;;;;;;;
21.03.2013;25050;;;;;;;;;;;
22.03.2013;25175;;;;;;;;;;;
25.03.2013;25174;;;;;;;;;;;
26.03.2013;25174;;;;;;;;;;;
27.03.2013;25175;;;;;;;;;;;
28.03.2013;26925;;;;;;;;;;;
02.04.2013;25300;;;;;;;;;;;
03.04.2013;25175;;;;;;;;;;;
04.04.2013;25330;;;;;;;;;;;
05.04.2013;25330;;;;;;;;;;;
08.04.2013;25325;;;;;;;;;;;
09.04.2013;25326;;;;;;;;;;;
10.04.2013;25350;;;;;;;;;;;
11.04.2013;25350;;;;;;;;;;;
12.04.2013;25988;;;;;;;;;;;
15.04.2013;25788.5;;;;;;;;;;;
16.04.2013;26014;;;;;;;;;;;
17.04.2013;26090;;;;;;;;;;;
18.04.2013;25750;;;;;;;;;;;
19.04.2013;27200;;;;;;;;;;;
22.04.2013;27000;;;;;;;;;;;
23.04.2013;27375;;;;;;;;;;;
24.04.2013;27125;;;;;;;;;;;
25.04.2013;27499.75;;;;;;;;;;;
26.04.2013;27324.5;;;;;;;;;;;
29.04.2013;27249;;;;;;;;;;;
30.04.2013;27508.75;;;;;;;;;;;
01.05.2013;27508;;;;;;;;;;;
02.05.2013;27458;;;;;;;;;;;
03.05.2013;27558;;;;;;;;;;;
07.05.2013;27857;;;;;;;;;;;
08.05.2013;27557;;;;;;;;;;;
09.05.2013;27857;;;;;;;;;;;
10.05.2013;27957;;;;;;;;;;;
13.05.2013;28060;;;;;;;;;;;
14.05.2013;27610;;;;;;;;;;;
15.05.2013;27710;;;;;;;;;;;
16.05.2013;28360;;;;;;;;;;;
17.05.2013;28360;;;;;;;;;;;
20.05.2013;28260;;;;;;;;;;;
21.05.2013;27860;;;;;;;;;;;
22.05.2013;27800;;;;;;;;;;;
23.05.2013;28000;;;;;;;;;;;
24.05.2013;28200;;;;;;;;;;;
28.05.2013;28200;;;;;;;;;;;
29.05.2013;28000;;;;;;;;;;;
30.05.2013;28000;;;;;;;;;;;
31.05.2013;29500;;;;;;;;;;;
03.06.2013;29497.25;;;;;;;;;;;
04.06.2013;29896.5;;;;;;;;;;;
05.06.2013;29900;;;;;;;;;;;
06.06.2013;29500;;;;;;;;;;;
07.06.2013;29500;;;;;;;;;;;
10.06.2013;29700;;;;;;;;;;;
11.06.2013;29900;;;;;;;;;;;
12.06.2013;29900;;;;;;;;;;;
13.06.2013;29750;;;;;;;;;;;
14.06.2013;30500;;;;;;;;;;;
17.06.2013;30200;;;;;;;;;;;
18.06.2013;30000;;;;;;;;;;;
19.06.2013;30050;;;;;;;;;;;
20.06.2013;29806;;;;;;;;;;;
21.06.2013;29950;;;;;;;;;;;
24.06.2013;30001;;;;;;;;;;;
25.06.2013;29825;;;;;;;;;;;
26.06.2013;30127;;;;;;;;;;;
27.06.2013;30910;;;;;;;;;;;
28.06.2013;32038;;;;;;;;;;;
01.07.2013;31730;;;;;;;;;;;
02.07.2013;31783;;;;;;;;;;;
03.07.2013;30800;;;;;;;;;;;
04.07.2013;30804;;;;;;;;;;;
05.07.2013;30806;;;;;;;;;;;
08.07.2013;30950;;;;;;;;;;;
09.07.2013;30250;;;;;;;;;;;
10.07.2013;30250;;;;;;;;;;;
11.07.2013;30251;;;;;;;;;;;
12.07.2013;29550;;;;;;;;;;;
15.07.2013;29500;;;;;;;;;;;
16.07.2013;29550;;;;;;;;;;;
17.07.2013;28204;;;;;;;;;;;
18.07.2013;29513;;;;;;;;;;;
19.07.2013;29000;;;;;;;;;;;
22.07.2013;28700;;;;;;;;;;;
23.07.2013;28750;;;;;;;;;;;
24.07.2013;29000;;;;;;;;;;;
25.07.2013;28181;;;;;;;;;;;
26.07.2013;27075;;;;;;;;;;;
29.07.2013;26573;;;;;;;;;;;
30.07.2013;26100;;;;;;;;;;;
31.07.2013;26351;;;;;;;;;;;
01.08.2013;26305;;;;;;;;;;;
02.08.2013;26520;;;;;;;;;;;
05.08.2013;25830;;;;;;;;;;;
06.08.2013;25831;;;;;;;;;;;
07.08.2013;25832;;;;;;;;;;;
08.08.2013;25825;;;;;;;;;;;
09.08.2013;26327;;;;;;;;;;;
12.08.2013;26825;;;;;;;;;;;
13.08.2013;26326;;;;;;;;;;;
14.08.2013;27400;;;;;;;;;;;
15.08.2013;27652;;;;;;;;;;;
16.08.2013;27402.5;;;;;;;;;;;
19.08.2013;28159;;;;;;;;;;;
20.08.2013;26900;;;;;;;;;;;
21.08.2013;26350;;;;;;;;;;;
22.08.2013;26900;;;;;;;;;;;
23.08.2013;27010;;;;;;;;;;;
27.08.2013;27200;;;;;;;;;;;
28.08.2013;27150.5;;;;;;;;;;;
29.08.2013;27202;;;;;;;;;;;
30.08.2013;27925;;;;;;;;;;;
02.09.2013;28341;;;;;;;;;;;
03.09.2013;29000;;;;;;;;;;;
04.09.2013;30950;;;;;;;;;;;
05.09.2013;30948;;;;;;;;;;;
06.09.2013;30446;;;;;;;;;;;
09.09.2013;30495;;;;;;;;;;;
10.09.2013;30093;;;;;;;;;;;
11.09.2013;29991;;;;;;;;;;;
12.09.2013;29440;;;;;;;;;;;
13.09.2013;28500;;;;;;;;;;;
16.09.2013;29100;;;;;;;;;;;
17.09.2013;28500;;;;;;;;;;;
18.09.2013;28000;;;;;;;;;;;
19.09.2013;27700;;;;;;;;;;;
20.09.2013;28280;;;;;;;;;;;
23.09.2013;27860;;;;;;;;;;;
24.09.2013;27850;;;;;;;;;;;
25.09.2013;27250;;;;;;;;;;;
26.09.2013;26800;;;;;;;;;;;
27.09.2013;26220;;;;;;;;;;;
30.09.2013;26525;;;;;;;;;;;
01.10.2013;26625;;;;;;;;;;;
02.10.2013;26530;;;;;;;;;;;
03.10.2013;27181;;;;;;;;;;;
04.10.2013;27175;;;;;;;;;;;
07.10.2013;26920;;;;;;;;;;;
08.10.2013;26920;;;;;;;;;;;
09.10.2013;27170;;;;;;;;;;;
10.10.2013;27070;;;;;;;;;;;
11.10.2013;27470;;;;;;;;;;;
14.10.2013;27175;;;;;;;;;;;
15.10.2013;27425;;;;;;;;;;;
16.10.2013;27175;;;;;;;;;;;
17.10.2013;27177;;;;;;;;;;;
18.10.2013;27178;;;;;;;;;;;
21.10.2013;27076;;;;;;;;;;;
22.10.2013;27126;;;;;;;;;;;
23.10.2013;27026;;;;;;;;;;;
24.10.2013;26677;;;;;;;;;;;
25.10.2013;26975;;;;;;;;;;;
28.10.2013;27050;;;;;;;;;;;
29.10.2013;27050;;;;;;;;;;;
30.10.2013;26850;;;;;;;;;;;
31.10.2013;26852;;;;;;;;;;;
01.11.2013;26850;;;;;;;;;;;
04.11.2013;27150;;;;;;;;;;;
05.11.2013;27100;;;;;;;;;;;
06.11.2013;26900;;;;;;;;;;;
07.11.2013;27154;;;;;;;;;;;
08.11.2013;26904;;;;;;;;;;;
11.11.2013;26600;;;;;;;;;;;
12.11.2013;26600;;;;;;;;;;;
13.11.2013;26600;;;;;;;;;;;
14.11.2013;26603;;;;;;;;;;;
15.11.2013;25400;;;;;;;;;;;
18.11.2013;25898;;;;;;;;;;;
19.11.2013;25898;;;;;;;;;;;
20.11.2013;25898;;;;;;;;;;;
21.11.2013;25150;;;;;;;;;;;
22.11.2013;25400;;;;;;;;;;;
25.11.2013;25397;;;;;;;;;;;
26.11.2013;25648;;;;;;;;;;;
27.11.2013;25522;;;;;;;;;;;
28.11.2013;25525;;;;;;;;;;;
29.11.2013;25425;;;;;;;;;;;
02.12.2013;25923;;;;;;;;;;;
03.12.2013;25700;;;;;;;;;;;
04.12.2013;25600;;;;;;;;;;;
05.12.2013;25704;;;;;;;;;;;
06.12.2013;25705;;;;;;;;;;;
09.12.2013;26202;;;;;;;;;;;
10.12.2013;26404;;;;;;;;;;;
11.12.2013;26404.5;;;;;;;;;;;
12.12.2013;26310;;;;;;;;;;;
13.12.2013;26210;;;;;;;;;;;
16.12.2013;26411;;;;;;;;;;;
17.12.2013;26513;;;;;;;;;;;
18.12.2013;26315;;;;;;;;;;;
19.12.2013;26370;;;;;;;;;;;
20.12.2013;26772;;;;;;;;;;;
23.12.2013;27100;;;;;;;;;;;
24.12.2013;27404;;;;;;;;;;;
27.12.2013;27854;;;;;;;;;;;
30.12.2013;27904;;;;;;;;;;;
31.12.2013;28950;;;;;;;;;;;
02.01.2014;29451.5;;;;;;;;;;;
03.01.2014;29600;;;;;;;;;;;
06.01.2014;29600;;;;;;;;;;;
07.01.2014;27750;;;;;;;;;;;
08.01.2014;27000;;;;;;;;;;;
09.01.2014;27250;;;;;;;;;;;
10.01.2014;27500;;;;;;;;;;;
13.01.2014;27525;;;;;;;;;;;
14.01.2014;27425;;;;;;;;;;;
15.01.2014;26915;;;;;;;;;;;
16.01.2014;26910;;;;;;;;;;;
17.01.2014;27860;;;;;;;;;;;
20.01.2014;27805;;;;;;;;;;;
21.01.2014;28255;;;;;;;;;;;
22.01.2014;28600;;;;;;;;;;;
23.01.2014;28350;;;;;;;;;;;
24.01.2014;27900;;;;;;;;;;;
27.01.2014;28150;;;;;;;;;;;
28.01.2014;27901;;;;;;;;;;;
29.01.2014;28402;;;;;;;;;;;
30.01.2014;29905;;;;;;;;;;;
31.01.2014;28906;;;;;;;;;;;
03.02.2014;30656;;;;;;;;;;;
04.02.2014;30905;;;;;;;;;;;
05.02.2014;30406;;;;;;;;;;;
06.02.2014;31160;;;;;;;;;;;
07.02.2014;31161;;;;;;;;;;;
10.02.2014;31161;;;;;;;;;;;
11.02.2014;31211;;;;;;;;;;;
12.02.2014;31050;;;;;;;;;;;
13.02.2014;31105;;;;;;;;;;;
14.02.2014;31155;;;;;;;;;;;
17.02.2014;31150;;;;;;;;;;;
18.02.2014;30845;;;;;;;;;;;
19.02.2014;31146;;;;;;;;;;;
20.02.2014;31000;;;;;;;;;;;
21.02.2014;31400;;;;;;;;;;;
24.02.2014;31147;;;;;;;;;;;
25.02.2014;31392;;;;;;;;;;;
26.02.2014;31143;;;;;;;;;;;
27.02.2014;31147;;;;;;;;;;;
28.02.2014;31297;;;;;;;;;;;
03.03.2014;30890;;;;;;;;;;;
04.03.2014;31140;;;;;;;;;;;
05.03.2014;31130;;;;;;;;;;;
06.03.2014;30885;;;;;;;;;;;
07.03.2014;30587;;;;;;;;;;;
10.03.2014;30794;;;;;;;;;;;
11.03.2014;31029;;;;;;;;;;;
12.03.2014;30378;;;;;;;;;;;
13.03.2014;30375;;;;;;;;;;;
14.03.2014;30875;;;;;;;;;;;
17.03.2014;30370;;;;;;;;;;;
18.03.2014;30372;;;;;;;;;;;
19.03.2014;30870;;;;;;;;;;;
20.03.2014;29875;;;;;;;;;;;
21.03.2014;30877;;;;;;;;;;;
24.03.2014;30373;;;;;;;;;;;
25.03.2014;30373;;;;;;;;;;;
26.03.2014;30372;;;;;;;;;;;
27.03.2014;30374;;;;;;;;;;;
28.03.2014;31376;;;;;;;;;;;
31.03.2014;31373;;;;;;;;;;;
01.04.2014;30573;;;;;;;;;;;
02.04.2014;29873;;;;;;;;;;;
03.04.2014;29876;;;;;;;;;;;
04.04.2014;29872;;;;;;;;;;;
07.04.2014;29624;;;;;;;;;;;
08.04.2014;29374;;;;;;;;;;;
09.04.2014;29374;;;;;;;;;;;
10.04.2014;29377;;;;;;;;;;;
11.04.2014;29378;;;;;;;;;;;
14.04.2014;29375;;;;;;;;;;;
15.04.2014;29375;;;;;;;;;;;
16.04.2014;29380;;;;;;;;;;;
17.04.2014;29380;;;;;;;;;;;
22.04.2014;29876;;;;;;;;;;;
23.04.2014;30376;;;;;;;;;;;
24.04.2014;30379;;;;;;;;;;;
25.04.2014;30370;;;;;;;;;;;
28.04.2014;29868;;;;;;;;;;;
29.04.2014;29868;;;;;;;;;;;
30.04.2014;29869;;;;;;;;;;;
01.05.2014;29882;;;;;;;;;;;
02.05.2014;29583;;;;;;;;;;;
06.05.2014;29878;;;;;;;;;;;
07.05.2014;29878.5;;;;;;;;;;;
08.05.2014;29800;;;;;;;;;;;
09.05.2014;29751;;;;;;;;;;;
12.05.2014;29700;;;;;;;;;;;
13.05.2014;29700;;;;;;;;;;;
14.05.2014;29720;;;;;;;;;;;
15.05.2014;29921;;;;;;;;;;;
16.05.2014;29960;;;;;;;;;;;
19.05.2014;30060;;;;;;;;;;;
20.05.2014;30055;;;;;;;;;;;
21.05.2014;30055;;;;;;;;;;;
22.05.2014;30058;;;;;;;;;;;
23.05.2014;30050;;;;;;;;;;;
27.05.2014;30450;;;;;;;;;;;
28.05.2014;30451;;;;;;;;;;;
29.05.2014;30455;;;;;;;;;;;
30.05.2014;30457;;;;;;;;;;;
02.06.2014;30805;;;;;;;;;;;
03.06.2014;30805;;;;;;;;;;;
04.06.2014;30505;;;;;;;;;;;
05.06.2014;30508;;;;;;;;;;;
06.06.2014;30560;;;;;;;;;;;
09.06.2014;30609;;;;;;;;;;;
10.06.2014;30510;;;;;;;;;;;
11.06.2014;30635;;;;;;;;;;;
12.06.2014;30559;;;;;;;;;;;
13.06.2014;30458.5;;;;;;;;;;;
16.06.2014;30506;;;;;;;;;;;
17.06.2014;30442;;;;;;;;;;;
18.06.2014;30418;;;;;;;;;;;
19.06.2014;30144;;;;;;;;;;;
20.06.2014;30146;;;;;;;;;;;
23.06.2014;30140;;;;;;;;;;;
24.06.2014;30241;;;;;;;;;;;
25.06.2014;30342;;;;;;;;;;;
26.06.2014;30448;;;;;;;;;;;
27.06.2014;30350;;;;;;;;;;;
30.06.2014;30499;;;;;;;;;;;
01.07.2014;30800;;;;;;;;;;;
02.07.2014;30754;;;;;;;;;;;
03.07.2014;30344;;;;;;;;;;;
04.07.2014;30596;;;;;;;;;;;
07.07.2014;30595;;;;;;;;;;;
08.07.2014;30747;;;;;;;;;;;
09.07.2014;30998;;;;;;;;;;;
10.07.2014;31003;;;;;;;;;;;
11.07.2014;31355.5;;;;;;;;;;;
14.07.2014;32479;;;;;;;;;;;
15.07.2014;32352;;;;;;;;;;;
16.07.2014;32355;;;;;;;;;;;
17.07.2014;32360;;;;;;;;;;;
18.07.2014;32362;;;;;;;;;;;
21.07.2014;32361;;;;;;;;;;;
22.07.2014;32362;;;;;;;;;;;
23.07.2014;32363;;;;;;;;;;;
24.07.2014;32368;;;;;;;;;;;
25.07.2014;32620;;;;;;;;;;;
28.07.2014;32244;;;;;;;;;;;
29.07.2014;32370;;;;;;;;;;;
30.07.2014;31371;;;;;;;;;;;
31.07.2014;31876;;;;;;;;;;;
01.08.2014;32128;;;;;;;;;;;
04.08.2014;32378;;;;;;;;;;;
05.08.2014;32255;;;;;;;;;;;
06.08.2014;32256;;;;;;;;;;;
07.08.2014;32261.13;;;;;;;;;;;
08.08.2014;31888;;;;;;;;;;;
11.08.2014;32262;;;;;;;;;;;
12.08.2014;32264;;;;;;;;;;;
13.08.2014;32266;;;;;;;;;;;
14.08.2014;32270;;;;;;;;;;;
15.08.2014;32272;;;;;;;;;;;
18.08.2014;32398;;;;;;;;;;;
19.08.2014;32400;;;;;;;;;;;
20.08.2014;32400;;;;;;;;;;;
21.08.2014;32406;;;;;;;;;;;
22.08.2014;32283;;;;;;;;;;;
26.08.2014;33005;;;;;;;;;;;
27.08.2014;32500;;;;;;;;;;;
28.08.2014;32532;;;;;;;;;;;
29.08.2014;32407;;;;;;;;;;;
01.09.2014;32406;;;;;;;;;;;
02.09.2014;32657;;;;;;;;;;;
03.09.2014;32658;;;;;;;;;;;
04.09.2014;32662;;;;;;;;;;;
05.09.2014;32663;;;;;;;;;;;
08.09.2014;32661.25;;;;;;;;;;;
09.09.2014;32412;;;;;;;;;;;
10.09.2014;32412.25;;;;;;;;;;;
11.09.2014;32416.5;;;;;;;;;;;
12.09.2014;32417.25;;;;;;;;;;;
15.09.2014;32415;;;;;;;;;;;
16.09.2014;32415;;;;;;;;;;;
17.09.2014;32315;;;;;;;;;;;
18.09.2014;32718;;;;;;;;;;;
19.09.2014;32717;;;;;;;;;;;
22.09.2014;31908;;;;;;;;;;;
23.09.2014;31808;;;;;;;;;;;
24.09.2014;31908.5;;;;;;;;;;;
25.09.2014;31913;;;;;;;;;;;
26.09.2014;31910;;;;;;;;;;;
29.09.2014;32161.5;;;;;;;;;;;
30.09.2014;32162;;;;;;;;;;;
01.10.2014;32411;;;;;;;;;;;
02.10.2014;31915.25;;;;;;;;;;;
03.10.2014;31917;;;;;;;;;;;
06.10.2014;31915;;;;;;;;;;;
07.10.2014;31915.5;;;;;;;;;;;
