Date;PX_LAST;Change;% Change;PX_OPEN;Change;% Change;PX_HIGH;Change;% Change;PX_LOW;Change;% Change
03.09.2024;8954,5;-228,5;-2,48829358597408;9189;6;0,0653381247958184;9221,5;38,5;0,419252967439834;8926,5;-256,5;-2,79320483502123
02.09.2024;9183;-52;-0,563075257173795;9250;15;0,162425554953979;9267;32;0,346507850568489;9148,5;-86,5;-0,936654033567948
30.08.2024;9235;-9;-0,0973604500216357;9249;5;0,0540891389009087;9382;138;1,49286023366508;9225;-19;-0,205538727823453
29.08.2024;9244;-16,5;-0,17817612439933;9238;-22,5;-0,242967442362723;9323,5;63;0,680308838615626;9177;-83,5;-0,901679174990551
28.08.2024;9260,5;-187,5;-1,98454699407282;9412;-36;-0,381033022861981;9418,5;-29,5;-0,312235393734124;9233,5;-214,5;-2,27032176121931
27.08.2024;9448;159,5;1,71717715454594;9307,5;19;0,204554018409862;9453;164,5;1,77100715939064;9291;2,5;0,0269150024223502
23.08.2024;9288,5;158;1,73046383002026;9137;6,5;0,071189967690707;9299,5;169;1,85093915995838;9137;6,5;0,071189967690707
22.08.2024;9130,5;-129,5;-1,39848812095032;9251,5;-8,5;-0,091792656587473;9293;33;0,356371490280778;9120;-140;-1,51187904967603
21.08.2024;9260;56;0,608431116905693;9196;-8;-0,0869187309865276;9276;72;0,782268578878748;9151;-53;-0,575836592785745
20.08.2024;9204;-48;-0,518806744487678;9262,5;10,5;0,11348897535668;9286,5;34,5;0,372892347600519;9170;-82;-0,88629485516645
19.08.2024;9252;136,5;1,49744939937469;9167;51,5;0,564971751412429;9277;161,5;1,7717075311283;9144;28,5;0,312654270199111
16.08.2024;9115,5;-33;-0,360714871290375;9133,5;-15;-0,163961305131989;9184,5;36;0,393507132316773;9047;-101,5;-1,10947149805979
15.08.2024;9148,5;180;2,00702458605118;8949,5;-19;-0,211852595194291;9175;206,5;2,30250320566427;8926;-42,5;-0,473880805039862
14.08.2024;8968,5;10;0,111625830217112;8986;27,5;0,306971033097059;9054,5;96;1,07160797008428;8938;-20,5;-0,22883295194508
13.08.2024;8958,5;-68;-0,75333739544674;9026,5;0;0;9026,5;0;0;8895;-131,5;-1,45682158090068
12.08.2024;9026,5;160;1,80454519821801;8829;-37,5;-0,422940280832346;9062;195,5;2,20492866407263;8819,5;-47;-0,530085151976541
09.08.2024;8866,5;72;0,818693501620331;8820;25,5;0,289953948490534;8957;162,5;1,84774575018477;8811;16,5;0,187617260787992
08.08.2024;8794,5;25;0,285078966873824;8737,5;-32;-0,364901077598495;8823,5;54;0,61577056844746;8716;-53,5;-0,610068989109983
07.08.2024;8769,5;-159;-1,78081424651397;8871;-57,5;-0,644005152041216;8900;-28,5;-0,319202553620429;8745;-183,5;-2,05521644173153
06.08.2024;8928,5;40;0,450019688361366;8912;23,5;0,264386566912302;8990;101,5;1,14192495921697;8779,5;-109;-1,22630365078472
05.08.2024;8888,5;-167;-1,84418309314781;9063,5;8;0,0883441002705538;9171,5;116;1,28098945392303;8714;-341,5;-3,77118878029927
02.08.2024;9055,5;3;0,0331400165700083;9003;-49,5;-0,546810273405137;9144,5;92;1,01629384148025;8974;-78,5;-0,867163766915217
01.08.2024;9052,5;-172,5;-1,86991869918699;9250;25;0,2710027100271;9322;97;1,05149051490515;8986,5;-238,5;-2,58536585365854
31.07.2024;9225;253;2,81988408381632;9033,5;61,5;0,685465893892109;9267;295;3,28800713330361;9025,5;53,5;0,596299598751672
30.07.2024;8972;-54;-0,5982716596499;9030;4;0,0443164192333259;9046,5;20,5;0,227121648570795;8915;-111;-1,2297806337248
29.07.2024;9026;-85;-0,932938206563495;9128,5;17,5;0,192075513116014;9163;52;0,570738667544726;8984;-127;-1,39391943804193
26.07.2024;9111;-11;-0,120587590440693;9088,5;-33,5;-0,367244025433019;9169;47;0,515237886428415;9063;-59;-0,646787985090989
25.07.2024;9122;18;0,197715289982425;9039,5;-64,5;-0,708479789103691;9169,5;65,5;0,719463971880492;8900;-204;-2,24077328646749
24.07.2024;9104;-62;-0,676412830024002;9151,5;-14,5;-0,158193323150775;9194,5;28,5;0,310931704123936;9050,5;-115,5;-1,26009164302858
23.07.2024;9166;-50,5;-0,547930342320838;9214;-2,5;-0,0271252644713286;9273,5;57;0,618456029946292;9110,5;-106;-1,15011121358433
22.07.2024;9216,5;-93,5;-1,00429645542427;9330;20;0,214822771213749;9357;47;0,504833512352309;9172;-138;-1,48227712137487
19.07.2024;9310;-76;-0,809716599190283;9355;-31;-0,330279139143405;9421,5;35,5;0,378222885148093;9283;-103;-1,09737907521841
