Date;Bid;Ask;;;;
12/6/24;15995;16020;;;;
12/5/24;15910;15980;;;;
12/4/24;16050;16080;;;;
12/3/24;16055;16095;;;;
12/2/24;15730;15760;;;;
11/29/24;15975;16020;;;;
11/28/24;16090;16120;;;;
11/27/24;15880;15930;;;;
11/26/24;15980;16000;;;;
11/25/24;16190;16220;;;;
11/22/24;15815;15855;;;;
11/21/24;15680;15720;;;;
11/20/24;15855;15880;;;;
11/19/24;15785;15810;;;;
11/18/24;15700;15730;;;;
11/15/24;15475;15510;;;;
11/14/24;15705;15750;;;;
11/13/24;15735;15790;;;;
11/12/24;15970;16010;;;;
11/11/24;16060;16100;;;;
11/8/24;16310;16325;;;;
11/7/24;16590;16625;;;;
11/6/24;16175;16210;;;;
11/5/24;16125;16190;;;;
11/4/24;16090;16150;;;;
11/1/24;15915;16130;;;;
10/31/24;15715;15740;;;;
10/30/24;15805;15835;;;;
10/29/24;15885;15925;;;;
10/28/24;15960;16000;;;;
10/25/24;16120;16195;;;;
10/24/24;16260;16300;;;;
10/23/24;16255;16270;;;;
10/22/24;16460;16535;;;;
10/21/24;16635;16675;;;;
10/18/24;16940;17000;;;;
10/17/24;16990;17050;;;;
10/16/24;17330;17375;;;;
10/15/24;17430;17470;;;;
10/14/24;17630;17710;;;;
10/11/24;17860;17905;;;;
10/10/24;17515;17555;;;;
10/9/24;17470;17520;;;;
10/8/24;17730;17770;;;;
10/7/24;17955;18000;;;;
10/4/24;17865;17915;;;;
10/3/24;17770;17850;;;;
10/2/24;18180;18225;;;;
10/1/24;17665;17700;;;;
9/30/24;17490;17525;;;;
9/27/24;17000;17035;;;;
9/26/24;16755;16820;;;;
9/25/24;16765;16815;;;;
9/24/24;16715;16735;;;;
9/23/24;16520;16555;;;;
9/20/24;16450;16470;;;;
9/19/24;16300;16340;;;;
9/18/24;16200;16240;;;;
9/17/24;16115;16135;;;;
9/16/24;16265;16325;;;;
9/13/24;15905;15950;;;;
9/12/24;16035;16075;;;;
9/11/24;16075;16140;;;;
9/10/24;15735;15775;;;;
9/9/24;16005;16030;;;;
9/6/24;15860;15940;;;;
9/5/24;16060;16100;;;;
9/4/24;16150;16200;;;;
9/3/24;16465;16490;;;;
9/2/24;16655;16670;;;;
8/30/24;16700;16755;;;;
8/29/24;16985;17035;;;;
8/28/24;16945;16995;;;;
8/27/24;17105;17160;;;;
8/23/24;16700;16730;;;;
8/22/24;16535;16595;;;;
8/21/24;16835;16855;;;;
8/20/24;16855;16900;;;;
8/19/24;16785;16795;;;;
8/16/24;16380;16450;;;;
8/15/24;16315;16335;;;;
8/14/24;16200;16275;;;;
8/13/24;16315;16405;;;;
8/12/24;16265;16290;;;;
8/9/24;16240;16315;;;;
8/8/24;16175;16215;;;;
8/7/24;16200;16290;;;;
8/6/24;16345;16450;;;;
8/5/24;16180;16305;;;;
8/2/24;16265;16370;;;;
8/1/24;16190;16255;;;;
7/31/24;16505;16555;;;;
7/30/24;16050;16095;;;;
7/29/24;15875;15945;;;;
7/26/24;15795;15825;;;;
7/25/24;15760;15850;;;;
7/24/24;15835;15875;;;;
7/23/24;16045;16090;;;;
7/22/24;16180;16215;;;;
7/19/24;16220;16290;;;;
7/18/24;16425;16485;;;;
7/17/24;16500;16510;;;;
7/16/24;16695;16745;;;;
7/15/24;16730;16780;;;;
7/12/24;16860;16925;;;;
7/11/24;16830;16875;;;;
7/10/24;16825;16845;;;;
7/9/24;17125;17175;;;;
7/8/24;17405;17435;;;;
7/5/24;17330;17390;;;;
7/4/24;17240;17285;;;;
7/3/24;17380;17440;;;;
7/2/24;17005;17075;;;;
7/1/24;17420;17460;;;;
6/28/24;17190;17245;;;;
6/27/24;17260;17290;;;;
6/26/24;17095;17165;;;;
6/25/24;17190;17240;;;;
6/24/24;17200;17250;;;;
6/21/24;17170;17200;;;;
6/20/24;17370;17405;;;;
6/19/24;17320;17345;;;;
6/18/24;17310;17350;;;;
6/17/24;17395;17430;;;;
6/14/24;17580;17650;;;;
6/13/24;17735;17765;;;;
6/12/24;17925;18065;;;;
6/11/24;17990;18105;;;;
6/10/24;18075;18100;;;;
6/7/24;18100;18185;;;;
6/6/24;18570;18615;;;;
6/5/24;18520;18600;;;;
6/4/24;18860;18890;;;;
6/3/24;19475;19600;;;;
5/31/24;19600;19680;;;;
5/30/24;20065;20165;;;;
5/29/24;20475;20520;;;;
5/28/24;20490;20580;;;;
5/24/24;20265;20360;;;;
5/23/24;20090;20190;;;;
5/22/24;20335;20455;;;;
5/21/24;21220;21290;;;;
5/20/24;21340;21445;;;;
5/17/24;20975;21130;;;;
5/16/24;20015;20045;;;;
5/15/24;19515;19550;;;;
5/14/24;19005;19045;;;;
5/13/24;19135;19230;;;;
5/10/24;19060;19105;;;;
5/9/24;18975;19075;;;;
5/8/24;18820;18910;;;;
5/7/24;19095;19150;;;;
5/3/24;19155;19235;;;;
5/2/24;18750;18785;;;;
5/1/24;18750;18925;;;;
4/30/24;19215;19225;;;;
4/29/24;19230;19270;;;;
4/26/24;19200;19245;;;;
4/25/24;19160;19185;;;;
4/24/24;18865;18900;;;;
4/23/24;19055;19095;;;;
4/22/24;19635;19675;;;;
4/19/24;19410;19460;;;;
4/18/24;18510;18545;;;;
4/17/24;18120;18175;;;;
4/16/24;17775;17845;;;;
4/15/24;17960;18025;;;;
4/12/24;17680;17730;;;;
4/11/24;17705;17730;;;;
4/10/24;18440;18500;;;;
4/9/24;18220;18290;;;;
4/8/24;17760;17810;;;;
4/5/24;17720;17735;;;;
4/4/24;17615;17700;;;;
4/3/24;17275;17375;;;;
4/2/24;17005;17025;;;;
3/28/24;16640;16670;;;;
3/27/24;16610;16645;;;;
3/26/24;16635;16700;;;;
3/25/24;16980;17040;;;;
3/22/24;17135;17150;;;;
3/21/24;17500;17550;;;;
3/20/24;17565;17570;;;;
3/19/24;17375;17445;;;;
3/18/24;17825;17860;;;;
3/15/24;17915;17955;;;;
3/14/24;18140;18160;;;;
3/13/24;18290;18370;;;;
3/12/24;18520;18540;;;;
3/11/24;18275;18300;;;;
3/8/24;17960;17995;;;;
3/7/24;17865;17890;;;;
3/6/24;17585;17610;;;;
3/5/24;17645;17665;;;;
3/4/24;17900;17935;;;;
3/1/24;17730;17760;;;;
2/29/24;17840;17880;;;;
2/28/24;17680;17700;;;;
2/27/24;17520;17545;;;;
2/26/24;17085;17100;;;;
2/23/24;17505;17570;;;;
2/22/24;17365;17400;;;;
2/21/24;16800;16845;;;;
2/20/24;16455;16470;;;;
2/19/24;16340;16385;;;;
2/16/24;16350;16390;;;;
2/15/24;16210;16270;;;;
2/14/24;16305;16370;;;;
2/13/24;16230;16300;;;;
2/12/24;16040;16085;;;;
2/9/24;15900;15985;;;;
2/8/24;16090;16150;;;;
2/7/24;15990;15995;;;;
2/6/24;15900;15915;;;;
2/5/24;15965;15975;;;;
2/2/24;16215;16235;;;;
2/1/24;16200;16245;;;;
1/31/24;16220;16290;;;;
1/30/24;16470;16540;;;;
1/29/24;16435;16475;;;;
1/26/24;16550;16615;;;;
1/25/24;16750;16760;;;;
1/24/24;16635;16690;;;;
1/23/24;16260;16300;;;;
1/22/24;16000;16090;;;;
1/19/24;16025;16075;;;;
1/18/24;16125;16170;;;;
1/17/24;16075;16100;;;;
1/16/24;16200;16240;;;;
1/15/24;16130;16190;;;;
1/12/24;16260;16330;;;;
1/11/24;16410;16455;;;;
1/10/24;16370;16400;;;;
1/9/24;16180;16250;;;;
1/8/24;16230;16260;;;;
1/5/24;16305;16350;;;;
1/4/24;16090;16140;;;;
1/3/24;16380;16435;;;;
1/2/24;16535;16580;;;;
12/29/23;16615;16670;;;;
12/28/23;16650;16700;;;;
12/27/23;16860;16940;;;;
12/22/23;16550;16635;;;;
12/21/23;16825;16880;;;;
12/20/23;16780;16815;;;;
12/19/23;16655;16710;;;;
12/18/23;16425;16510;;;;
12/15/23;17040;17090;;;;
12/14/23;16910;17025;;;;
12/13/23;16400;16470;;;;
12/12/23;16475;16540;;;;
12/11/23;16535;16575;;;;
12/8/23;16760;16805;;;;
12/7/23;16605;16650;;;;
12/6/23;16180;16225;;;;
12/5/23;16250;16295;;;;
12/4/23;16640;16700;;;;
12/1/23;16905;16945;;;;
11/30/23;16635;16695;;;;
11/29/23;17125;17240;;;;
11/28/23;16750;16800;;;;
11/27/23;16025;16065;;;;
11/24/23;16120;16150;;;;
11/23/23;16555;16600;;;;
11/22/23;16445;16505;;;;
11/21/23;16950;17000;;;;
11/20/23;16905;16945;;;;
11/17/23;17090;17160;;;;
11/16/23;17065;17135;;;;
11/15/23;17430;17485;;;;
11/14/23;17425;17465;;;;
11/13/23;17355;17400;;;;
11/10/23;17190;17250;;;;
11/9/23;17740;17785;;;;
11/8/23;18010;18045;;;;
11/7/23;17905;17970;;;;
11/6/23;18390;18425;;;;
11/3/23;18135;18195;;;;
11/2/23;17900;17960;;;;
11/1/23;17930;17975;;;;
10/31/23;18075;18130;;;;
10/30/23;18445;18500;;;;
10/27/23;18295;18370;;;;
10/26/23;18005;18080;;;;
10/25/23;18205;18235;;;;
10/24/23;18300;18345;;;;
10/23/23;18225;18230;;;;
10/20/23;18600;18640;;;;
10/19/23;18530;18665;;;;
10/18/23;18560;18620;;;;
10/17/23;18575;18650;;;;
10/16/23;18575;18590;;;;
10/13/23;18575;18600;;;;
10/12/23;18675;18725;;;;
10/11/23;18405;18455;;;;
10/10/23;18620;18680;;;;
10/9/23;18925;18975;;;;
10/6/23;18515;18580;;;;
10/5/23;18380;18440;;;;
10/4/23;18605;18700;;;;
10/3/23;18650;18740;;;;
10/2/23;18790;18890;;;;
9/29/23;18665;18715;;;;
9/28/23;18935;18980;;;;
9/27/23;19005;19045;;;;
9/26/23;18890;18940;;;;
9/25/23;19105;19150;;;;
9/22/23;19350;19415;;;;
9/21/23;19130;19165;;;;
9/20/23;19560;19585;;;;
9/19/23;19940;20005;;;;
9/18/23;19890;19940;;;;
9/15/23;19835;19920;;;;
9/14/23;20230;20260;;;;
9/13/23;20100;20150;;;;
9/12/23;19865;19920;;;;
9/11/23;20460;20485;;;;
9/8/23;19990;20050;;;;
9/7/23;20410;20475;;;;
9/6/23;20535;20585;;;;
9/5/23;21010;21105;;;;
9/4/23;20980;21040;;;;
9/1/23;20975;21000;;;;
8/31/23;20275;20350;;;;
8/30/23;20615;20625;;;;
8/29/23;20600;20690;;;;
8/25/23;20720;20770;;;;
8/24/23;20810;20890;;;;
8/23/23;20865;21000;;;;
8/22/23;20600;20640;;;;
8/21/23;20120;20185;;;;
8/18/23;20130;20160;;;;
8/17/23;20295;20350;;;;
8/16/23;19845;19945;;;;
8/15/23;19745;19770;;;;
8/14/23;20050;20140;;;;
8/11/23;20275;20355;;;;
8/10/23;20385;20450;;;;
8/9/23;20485;20540;;;;
8/8/23;20835;20885;;;;
8/7/23;21125;21205;;;;
8/4/23;21265;21340;;;;
8/3/23;21700;21725;;;;
8/2/23;21550;21570;;;;
8/1/23;22240;22295;;;;
7/31/23;22315;22380;;;;
7/28/23;22170;22360;;;;
7/27/23;21680;21790;;;;
7/26/23;21485;21570;;;;
7/25/23;22420;22495;;;;
7/24/23;21420;21475;;;;
7/21/23;20750;20875;;;;
7/20/23;21280;21350;;;;
7/19/23;20900;20945;;;;
7/18/23;21135;21190;;;;
7/17/23;20895;20940;;;;
7/14/23;21605;21685;;;;
7/13/23;21230;21275;;;;
7/12/23;21575;21675;;;;
7/11/23;20670;20745;;;;
7/10/23;20900;21020;;;;
7/7/23;20775;20845;;;;
7/6/23;21165;21285;;;;
7/5/23;21190;21240;;;;
7/4/23;20485;20565;;;;
7/3/23;20600;20660;;;;
6/30/23;20400;20425;;;;
6/29/23;20600;20650;;;;
6/28/23;20035;20110;;;;
6/27/23;20785;20845;;;;
6/26/23;20350;20420;;;;
6/23/23;21350;21395;;;;
6/22/23;21135;21180;;;;
6/21/23;21250;21375;;;;
6/20/23;21950;21990;;;;
6/19/23;22450;22590;;;;
6/16/23;22830;22980;;;;
6/15/23;22925;23025;;;;
6/14/23;22650;22750;;;;
6/13/23;22005;22095;;;;
6/12/23;20835;21040;;;;
6/9/23;21150;21255;;;;
6/8/23;21055;21095;;;;
6/7/23;21425;21490;;;;
6/6/23;20950;20995;;;;
6/5/23;20810;20990;;;;
6/2/23;20985;21070;;;;
6/1/23;21335;21425;;;;
5/31/23;20585;20625;;;;
5/30/23;20975;21100;;;;
5/26/23;21035;21300;;;;
5/25/23;21075;21200;;;;
5/24/23;20735;20800;;;;
5/23/23;20910;21000;;;;
5/22/23;21280;21410;;;;
5/19/23;21440;21595;;;;
5/18/23;20900;20955;;;;
5/17/23;21500;21545;;;;
5/16/23;21000;21035;;;;
5/15/23;21785;21900;;;;
5/12/23;22210;22270;;;;
5/11/23;21870;21935;;;;
5/10/23;22460;22545;;;;
5/9/23;23505;23545;;;;
5/5/23;24655;24720;;;;
5/4/23;23970;24150;;;;
5/3/23;24600;24720;;;;
5/2/23;24875;25000;;;;
4/28/23;24165;24285;;;;
4/27/23;23970;24145;;;;
4/26/23;23610;23655;;;;
4/25/23;23215;23320;;;;
4/24/23;24225;24280;;;;
4/21/23;24425;24650;;;;
4/20/23;25080;25090;;;;
4/19/23;25430;25550;;;;
4/18/23;25520;25610;;;;
4/17/23;24690;24700;;;;
4/14/23;24515;24600;;;;
4/13/23;23670;23710;;;;
4/12/23;23615;23680;;;;
4/11/23;23465;23615;;;;
4/6/23;23000;23080;;;;
4/5/23;22505;22620;;;;
4/4/23;23050;23140;;;;
4/3/23;22965;23085;;;;
3/31/23;23635;23770;;;;
3/30/23;23005;23090;;;;
3/29/23;23745;23785;;;;
3/28/23;23980;24125;;;;
3/27/23;23665;23900;;;;
3/24/23;23475;23680;;;;
3/23/23;22415;22545;;;;
3/22/23;22655;22830;;;;
3/21/23;22480;22500;;;;
3/20/23;22650;22805;;;;
3/17/23;23450;23580;;;;
3/16/23;23420;23515;;;;
3/15/23;22940;22980;;;;
3/14/23;22980;23085;;;;
3/13/23;23000;23200;;;;
3/10/23;22630;22680;;;;
3/9/23;23200;23280;;;;
3/8/23;23840;23925;;;;
3/7/23;24130;24215;;;;
3/6/23;24445;24575;;;;
3/3/23;24465;24800;;;;
3/2/23;24160;24295;;;;
3/1/23;25000;25125;;;;
2/28/23;24880;24945;;;;
2/27/23;25325;25400;;;;
2/24/23;24330;24465;;;;
2/23/23;25275;25375;;;;
2/22/23;26460;26635;;;;
2/21/23;26740;26940;;;;
2/20/23;27040;27100;;;;
2/17/23;25630;25680;;;;
2/16/23;26620;26700;;;;
2/15/23;25990;26180;;;;
2/14/23;26450;26555;;;;
2/13/23;26405;26515;;;;
2/10/23;27450;27750;;;;
2/9/23;29005;29135;;;;
2/8/23;27395;27415;;;;
2/7/23;27400;27545;;;;
2/6/23;26960;27270;;;;
2/3/23;28495;28600;;;;
2/2/23;29815;30000;;;;
2/1/23;29000;29100;;;;
1/31/23;30065;30350;;;;
1/30/23;29650;29810;;;;
1/27/23;28900;29015;;;;
1/26/23;29375;29490;;;;
1/25/23;29110;29270;;;;
1/24/23;28760;28905;;;;
1/23/23;28220;28500;;;;
1/20/23;28500;28780;;;;
1/19/23;29155;29300;;;;
1/18/23;28065;28165;;;;
1/17/23;26500;26600;;;;
1/16/23;27355;27400;;;;
1/13/23;26900;27100;;;;
1/12/23;27410;27845;;;;
1/11/23;25925;25950;;;;
1/10/23;27270;27380;;;;
1/9/23;27320;27435;;;;
1/6/23;28800;28850;;;;
1/5/23;27690;27950;;;;
1/4/23;29190;29250;;;;
1/3/23;31105;31390;;;;
12/30/22;29910;30160;;;;
12/29/22;30000;30250;;;;
12/28/22;30180;30390;;;;
12/23/22;29405;29900;;;;
12/22/22;29165;29330;;;;
12/21/22;29390;29820;;;;
12/20/22;27855;28130;;;;
12/19/22;27175;27215;;;;
12/16/22;28265;28705;;;;
12/15/22;28250;28395;;;;
12/14/22;28380;28820;;;;
12/13/22;28250;28350;;;;
12/12/22;29175;29450;;;;
12/9/22;28775;28995;;;;
12/8/22;29355;29695;;;;
12/7/22;30650;31005;;;;
12/6/22;28920;29090;;;;
12/5/22;28340;28590;;;;
12/2/22;28150;28600;;;;
12/1/22;27310;27830;;;;
11/30/22;26840;27000;;;;
11/29/22;26765;26940;;;;
11/28/22;25495;25730;;;;
11/25/22;25485;25690;;;;
11/24/22;26100;26290;;;;
11/23/22;26010;26305;;;;
11/22/22;26020;26420;;;;
11/21/22;24950;25350;;;;
11/18/22;25385;25825;;;;
11/17/22;25300;25550;;;;
11/16/22;26700;26850;;;;
11/15/22;29500;30000;;;;
11/14/22;28965;29140;;;;
11/11/22;27350;27500;;;;
11/10/22;26130;26160;;;;
11/9/22;24700;24795;;;;
11/8/22;23830;24000;;;;
11/7/22;23310;23415;;;;
11/4/22;23750;23800;;;;
11/3/22;22710;22810;;;;
11/2/22;23940;24050;;;;
11/1/22;23425;23450;;;;
10/31/22;21900;21995;;;;
10/28/22;22055;22170;;;;
10/27/22;22260;22350;;;;
10/26/22;22610;22740;;;;
10/25/22;22415;22525;;;;
10/24/22;22100;22350;;;;
10/21/22;22145;22200;;;;
10/20/22;22080;22300;;;;
10/19/22;21945;22145;;;;
10/18/22;21810;22100;;;;
10/17/22;21565;21575;;;;
10/14/22;21800;21825;;;;
10/13/22;22325;22400;;;;
10/12/22;22450;22780;;;;
10/11/22;22035;22045;;;;
10/10/22;22380;22495;;;;
10/7/22;22380;22485;;;;
10/6/22;22580;22750;;;;
10/5/22;22605;22650;;;;
10/4/22;21930;22020;;;;
10/3/22;21255;21350;;;;
9/30/22;21240;21400;;;;
9/29/22;22385;22750;;;;
9/28/22;22010;22135;;;;
9/27/22;21600;21750;;;;
9/26/22;22055;22240;;;;
9/23/22;23335;23390;;;;
9/22/22;24300;24495;;;;
9/21/22;24685;25000;;;;
9/20/22;24860;25085;;;;
9/19/22;24570;24695;;;;
9/16/22;24280;24490;;;;
9/15/22;23205;23390;;;;
9/14/22;24230;24415;;;;
9/13/22;24100;24165;;;;
9/12/22;24400;24500;;;;
9/9/22;22960;23075;;;;
9/8/22;21790;21900;;;;
9/7/22;21455;21700;;;;
9/6/22;21500;21695;;;;
9/5/22;21500;21600;;;;
9/2/22;20570;20715;;;;
9/1/22;20415;20505;;;;
8/31/22;21370;21490;;;;
8/30/22;21385;21520;;;;
8/26/22;21635;21720;;;;
8/25/22;21800;21950;;;;
8/24/22;21325;21480;;;;
8/23/22;21785;21860;;;;
8/22/22;22410;22415;;;;
8/19/22;22040;22200;;;;
8/18/22;21730;21850;;;;
8/17/22;21835;22100;;;;
8/16/22;22500;22600;;;;
8/15/22;21900;22135;;;;
8/12/22;23015;23350;;;;
8/11/22;23620;23780;;;;
8/10/22;22400;22500;;;;
8/9/22;21450;21590;;;;
8/8/22;21620;21685;;;;
8/5/22;22215;22595;;;;
8/4/22;22160;22450;;;;
8/3/22;22500;22590;;;;
8/2/22;22305;22400;;;;
8/1/22;24290;24360;;;;
7/29/22;23800;23900;;;;
7/28/22;21720;21850;;;;
7/27/22;21610;21820;;;;
7/26/22;21605;21720;;;;
7/25/22;22025;22155;;;;
7/22/22;22330;22390;;;;
7/21/22;21590;21600;;;;
7/20/22;21105;21200;;;;
7/19/22;20600;20765;;;;
7/18/22;20560;20600;;;;
7/15/22;19660;19880;;;;
7/14/22;19190;19250;;;;
7/13/22;21000;21125;;;;
7/12/22;21310;21405;;;;
7/11/22;21850;21905;;;;
7/8/22;21660;21800;;;;
7/7/22;21360;21645;;;;
7/6/22;21605;21800;;;;
7/5/22;22650;22800;;;;
7/4/22;22400;22850;;;;
7/1/22;21830;21870;;;;
6/30/22;22700;22765;;;;
6/29/22;23700;23945;;;;
6/28/22;23150;23305;;;;
6/27/22;22885;23000;;;;
6/24/22;22100;22200;;;;
6/23/22;24000;24050;;;;
6/22/22;24430;24435;;;;
6/21/22;25870;26090;;;;
6/20/22;25890;25965;;;;
6/17/22;25530;25600;;;;
6/16/22;25280;25445;;;;
6/15/22;25800;25850;;;;
6/14/22;25160;25275;;;;
6/13/22;25805;25830;;;;
6/10/22;27250;27400;;;;
6/9/22;27930;28025;;;;
6/8/22;28610;28885;;;;
6/7/22;29480;29700;;;;
6/6/22;29500;29885;;;;
6/1/22;28110;28345;;;;
5/31/22;28295;28440;;;;
5/30/22;29125;29455;;;;
5/27/22;28395;28570;;;;
5/26/22;26605;27275;;;;
5/25/22;26770;26930;;;;
5/24/22;26480;26640;;;;
5/23/22;27580;27775;;;;
5/20/22;27675;27900;;;;
5/19/22;28440;28600;;;;
3/21/22;27600;31380;;;;
3/7/22;50055;50400;;;;
3/4/22;29140;29190;;;;
3/3/22;27110;27170;;;;
3/2/22;25955;26000;;;;
3/1/22;25320;25345;;;;
2/28/22;24225;24250;;;;
2/25/22;24215;24230;;;;
2/24/22;24270;24275;;;;
2/23/22;24455;24495;;;;
2/22/22;24500;24520;;;;
2/21/22;24420;24450;;;;
2/18/22;24265;24275;;;;
2/17/22;23920;23935;;;;
2/16/22;23450;23455;;;;
2/15/22;23340;23370;;;;
2/14/22;23185;23230;;;;
2/11/22;23235;23250;;;;
2/10/22;23395;23405;;;;
2/9/22;23280;23295;;;;
2/8/22;22715;22740;;;;
2/7/22;23400;23415;;;;
2/4/22;22920;22950;;;;
2/3/22;22800;22850;;;;
2/2/22;22805;22860;;;;
2/1/22;22735;22775;;;;
1/31/22;22215;22265;;;;
1/28/22;22150;22180;;;;
1/27/22;22440;22470;;;;
1/26/22;22745;22770;;;;
1/25/22;22360;22380;;;;
1/24/22;22535;22555;;;;
1/21/22;24140;24160;;;;
1/20/22;23800;23850;;;;
1/19/22;23170;23180;;;;
1/18/22;22060;22095;;;;
1/17/22;22135;22140;;;;
1/14/22;22195;22225;;;;
1/13/22;22170;22175;;;;
1/12/22;21975;21985;;;;
1/11/22;21790;21800;;;;
1/10/22;20780;20800;;;;
1/7/22;20750;20770;;;;
1/6/22;20380;20390;;;;
1/5/22;20675;20695;;;;
1/4/22;21040;21055;;;;
12/31/21;20710;20750;;;;
12/30/21;20495;20505;;;;
12/29/21;20445;20450;;;;
12/24/21;19975;20095;;;;
12/23/21;20055;20075;;;;
12/22/21;19935;19955;;;;
12/21/21;19570;19580;;;;
12/20/21;19305;19335;;;;
12/17/21;19620;19630;;;;
12/16/21;19635;19650;;;;
12/15/21;19085;19095;;;;
12/14/21;19540;19560;;;;
12/13/21;19750;19755;;;;
12/10/21;19835;19840;;;;
12/9/21;19895;19905;;;;
12/8/21;20200;20225;;;;
12/7/21;20155;20180;;;;
12/6/21;19835;19845;;;;
12/3/21;20035;20075;;;;
12/2/21;19910;19930;;;;
12/1/21;19905;19915;;;;
11/30/21;19925;19935;;;;
11/29/21;20190;20200;;;;
11/26/21;19960;19975;;;;
11/25/21;20720;20740;;;;
11/24/21;20900;20915;;;;
11/23/21;20395;20410;;;;
11/22/21;20275;20295;;;;
11/19/21;19980;20015;;;;
11/18/21;19630;19640;;;;
11/17/21;19330;19345;;;;
11/16/21;19405;19430;;;;
11/15/21;19610;19615;;;;
11/12/21;19935;19945;;;;
11/11/21;19740;19765;;;;
11/10/21;19565;19580;;;;
11/9/21;19425;19440;;;;
11/8/21;19595;19620;;;;
11/5/21;19400;19435;;;;
11/4/21;19160;19185;;;;
11/3/21;19160;19175;;;;
11/2/21;19555;19570;;;;
11/1/21;19670;19700;;;;
10/29/21;19595;19640;;;;
10/28/21;19555;19580;;;;
10/27/21;19560;19620;;;;
10/26/21;20165;20170;;;;
10/25/21;20315;20335;;;;
10/22/21;19775;19800;;;;
10/21/21;19905;19935;;;;
10/20/21;21110;21130;;;;
10/19/21;20035;20065;;;;
10/18/21;19960;19980;;;;
10/15/21;19900;19925;;;;
10/14/21;19355;19380;;;;
10/13/21;18930;18990;;;;
10/12/21;18940;18975;;;;
10/11/21;19150;19185;;;;
10/8/21;19160;19190;;;;
10/7/21;18370;18385;;;;
10/6/21;18095;18115;;;;
