Date;Close Price;;;;;
12/18/24;10,97;;;;;
12/17/24;10,87;;;;;
12/16/24;10,87;;;;;
12/13/24;10,98;;;;;
12/12/24;10,84;;;;;
12/11/24;10,88;;;;;
12/10/24;10,88;;;;;
12/9/24;10,81;;;;;
12/6/24;10,79;;;;;
12/5/24;10,84;;;;;
12/4/24;10,78;;;;;
12/3/24;10,78;;;;;
12/2/24;10,98;;;;;
11/29/24;11,27;;;;;
11/28/24;11,27;;;;;
11/27/24;11,29;;;;;
11/26/24;11,32;;;;;
11/25/24;11,29;;;;;
11/22/24;11,37;;;;;
11/21/24;11,31;;;;;
11/20/24;11,42;;;;;
11/19/24;11,28;;;;;
11/18/24;11,2;;;;;
11/15/24;11,43;;;;;
11/14/24;11,6;;;;;
11/13/24;11,14;;;;;
11/12/24;11,23;;;;;
11/11/24;11,14;;;;;
11/8/24;11,2;;;;;
11/7/24;11,32;;;;;
11/6/24;11,44;;;;;
11/5/24;11,44;;;;;
11/4/24;11,28;;;;;
11/1/24;11,54;;;;;
10/31/24;11,71;;;;;
10/30/24;11,71;;;;;
10/29/24;11,7;;;;;
10/28/24;11,7;;;;;
10/25/24;11,64;;;;;
10/24/24;11,64;;;;;
10/23/24;11,56;;;;;
10/22/24;11,67;;;;;
10/21/24;11,71;;;;;
10/18/24;11,68;;;;;
10/17/24;11,76;;;;;
10/16/24;11,84;;;;;
10/15/24;11,83;;;;;
10/14/24;11,8;;;;;
10/11/24;11,91;;;;;
10/10/24;12,03;;;;;
10/9/24;12,27;;;;;
10/8/24;12,35;;;;;
10/7/24;12,29;;;;;
10/4/24;12,31;;;;;
10/3/24;12,34;;;;;
10/2/24;12,34;;;;;
10/1/24;12,23;;;;;
9/30/24;12,32;;;;;
9/27/24;12,25;;;;;
9/26/24;12,21;;;;;
9/25/24;12,14;;;;;
9/24/24;12,1;;;;;
9/23/24;12,06;;;;;
9/20/24;12,02;;;;;
9/19/24;12,03;;;;;
9/18/24;12,04;;;;;
9/17/24;12,06;;;;;
9/16/24;12,15;;;;;
9/13/24;12,32;;;;;
9/12/24;12,34;;;;;
9/11/24;12;;;;;
9/10/24;11,39;;;;;
9/9/24;11,44;;;;;
9/6/24;11,8;;;;;
9/5/24;12,04;;;;;
9/4/24;12,21;;;;;
9/3/24;12,56;;;;;
9/2/24;12,56;;;;;
8/30/24;12,28;;;;;
8/29/24;12,28;;;;;
8/28/24;12,24;;;;;
8/27/24;12,38;;;;;
8/26/24;12,35;;;;;
8/23/24;12,18;;;;;
8/22/24;12,22;;;;;
8/21/24;12,29;;;;;
8/20/24;12,26;;;;;
8/19/24;12,07;;;;;
8/16/24;12,22;;;;;
8/15/24;12,35;;;;;
8/14/24;12,7;;;;;
8/13/24;12,7;;;;;
8/12/24;12,81;;;;;
8/9/24;12,84;;;;;
8/8/24;13,07;;;;;
8/7/24;13,05;;;;;
8/6/24;13,05;;;;;
8/5/24;13,14;;;;;
8/2/24;13,05;;;;;
8/1/24;13,43;;;;;
7/31/24;13,62;;;;;
7/30/24;13,86;;;;;
7/29/24;13,94;;;;;
7/26/24;13,73;;;;;
7/25/24;13,71;;;;;
7/24/24;13,71;;;;;
7/23/24;13,71;;;;;
7/22/24;13,68;;;;;
7/19/24;13,68;;;;;
7/18/24;13,75;;;;;
7/17/24;13,79;;;;;
7/16/24;13,98;;;;;
7/15/24;14,34;;;;;
7/12/24;14,13;;;;;
7/11/24;14,02;;;;;
7/10/24;14,29;;;;;
7/9/24;13,96;;;;;
7/8/24;14,3;;;;;
7/5/24;14,26;;;;;
7/4/24;14,26;;;;;
7/3/24;14,26;;;;;
7/2/24;14,3;;;;;
7/1/24;14,3;;;;;
6/28/24;14,3;;;;;
6/27/24;14,35;;;;;
6/26/24;14,52;;;;;
6/25/24;14,64;;;;;
6/24/24;14,69;;;;;
6/21/24;15,13;;;;;
6/20/24;15,2;;;;;
6/19/24;15,2;;;;;
6/18/24;15,15;;;;;
6/17/24;15,36;;;;;
6/14/24;15,36;;;;;
6/13/24;15,36;;;;;
6/12/24;15,45;;;;;
6/11/24;15,41;;;;;
6/10/24;15,58;;;;;
6/7/24;15,56;;;;;
6/6/24;15,56;;;;;
6/5/24;15,94;;;;;
6/4/24;16,14;;;;;
6/3/24;16,29;;;;;
5/31/24;16,37;;;;;
5/30/24;16,39;;;;;
5/29/24;16,43;;;;;
5/28/24;16,5;;;;;
5/27/24;16,5;;;;;
5/24/24;16,46;;;;;
5/23/24;16,5;;;;;
5/22/24;16,56;;;;;
5/21/24;16,57;;;;;
5/20/24;16,57;;;;;
5/17/24;16,54;;;;;
5/16/24;16,65;;;;;
5/15/24;16,69;;;;;
5/14/24;16,76;;;;;
5/13/24;17,03;;;;;
5/10/24;17,1;;;;;
5/9/24;17,1;;;;;
5/8/24;17,16;;;;;
5/7/24;17,25;;;;;
5/6/24;17,25;;;;;
5/3/24;17,25;;;;;
5/2/24;17,22;;;;;
5/1/24;17,45;;;;;
4/30/24;17,73;;;;;
4/29/24;17,44;;;;;
4/26/24;18,21;;;;;
4/25/24;18,21;;;;;
4/24/24;18,28;;;;;
4/23/24;18,35;;;;;
4/22/24;18,35;;;;;
4/19/24;18,35;;;;;
4/18/24;18,35;;;;;
4/17/24;18,43;;;;;
4/16/24;18,46;;;;;
4/15/24;18,35;;;;;
4/12/24;18,35;;;;;
4/11/24;18,16;;;;;
4/10/24;18,09;;;;;
4/9/24;18,16;;;;;
4/8/24;18,16;;;;;
4/5/24;18,16;;;;;
4/4/24;18,16;;;;;
4/3/24;18,16;;;;;
4/2/24;18,15;;;;;
4/1/24;18,74;;;;;
3/28/24;18,74;;;;;
3/27/24;18,76;;;;;
3/26/24;18,7;;;;;
3/25/24;19,33;;;;;
3/22/24;19,59;;;;;
3/21/24;19,44;;;;;
3/20/24;19,21;;;;;
3/19/24;19,44;;;;;
3/18/24;19,29;;;;;
3/15/24;19,39;;;;;
3/14/24;19,94;;;;;
3/13/24;19,71;;;;;
3/12/24;19,71;;;;;
3/11/24;19,6;;;;;
3/8/24;19,51;;;;;
3/7/24;19,51;;;;;
3/6/24;19,6;;;;;
3/5/24;19,94;;;;;
3/4/24;19,91;;;;;
3/1/24;19,83;;;;;
2/29/24;19,08;;;;;
2/28/24;18,57;;;;;
2/27/24;17,94;;;;;
2/26/24;17,94;;;;;
2/23/24;17,91;;;;;
2/22/24;17,94;;;;;
2/21/24;18,5;;;;;
2/20/24;18,71;;;;;
2/19/24;18,77;;;;;
2/16/24;18,77;;;;;
2/15/24;18,55;;;;;
2/14/24;18,55;;;;;
2/13/24;18,71;;;;;
2/12/24;18,83;;;;;
2/9/24;18,83;;;;;
2/8/24;18,83;;;;;
2/7/24;19,07;;;;;
2/6/24;19;;;;;
2/5/24;18,76;;;;;
2/2/24;19,19;;;;;
2/1/24;19,51;;;;;
1/31/24;19,51;;;;;
1/30/24;19,41;;;;;
1/29/24;19,96;;;;;
1/26/24;19,96;;;;;
1/25/24;20,39;;;;;
1/24/24;20,31;;;;;
1/23/24;21;;;;;
1/22/24;21,08;;;;;
1/19/24;21,08;;;;;
1/18/24;21,45;;;;;
1/17/24;21,49;;;;;
1/16/24;21,49;;;;;
1/15/24;21,49;;;;;
1/12/24;21,84;;;;;
1/11/24;21,81;;;;;
1/10/24;21,99;;;;;
1/9/24;22,25;;;;;
1/8/24;22,63;;;;;
1/5/24;22,74;;;;;
1/4/24;22,96;;;;;
1/3/24;23,19;;;;;
1/2/24;23,25;;;;;
12/29/23;23,44;;;;;
12/28/23;23,36;;;;;
12/27/23;23,36;;;;;
12/26/23;23,36;;;;;
12/22/23;23,36;;;;;
12/21/23;23,36;;;;;
12/20/23;23,36;;;;;
12/19/23;22,69;;;;;
12/18/23;22,54;;;;;
12/15/23;22,54;;;;;
12/14/23;22,48;;;;;
12/13/23;23,71;;;;;
12/12/23;23,9;;;;;
12/11/23;23,9;;;;;
12/8/23;23,3;;;;;
12/7/23;22,59;;;;;
12/6/23;22,7;;;;;
12/5/23;23,75;;;;;
12/4/23;23,66;;;;;
12/1/23;25,81;;;;;
11/30/23;24;;;;;
11/29/23;24,43;;;;;
11/28/23;24,8;;;;;
11/27/23;25,03;;;;;
11/24/23;25,37;;;;;
11/23/23;25,34;;;;;
11/22/23;26,25;;;;;
11/21/23;25,83;;;;;
11/20/23;26,02;;;;;
11/17/23;25,55;;;;;
11/16/23;25,62;;;;;
11/15/23;26,5;;;;;
11/14/23;25,47;;;;;
11/13/23;25,47;;;;;
11/10/23;25,32;;;;;
11/9/23;25,25;;;;;
11/8/23;25,44;;;;;
11/7/23;25,51;;;;;
11/6/23;25,51;;;;;
11/3/23;26,1;;;;;
11/2/23;26,24;;;;;
11/1/23;26,37;;;;;
10/31/23;26,6;;;;;
10/30/23;26,62;;;;;
10/27/23;26,62;;;;;
10/26/23;27,63;;;;;
10/25/23;27,63;;;;;
10/24/23;27,74;;;;;
10/23/23;29,16;;;;;
10/20/23;29,16;;;;;
10/19/23;30,04;;;;;
10/18/23;31,61;;;;;
10/17/23;31,55;;;;;
10/16/23;32,9;;;;;
10/13/23;32,24;;;;;
10/12/23;31,56;;;;;
10/11/23;31,56;;;;;
10/10/23;31,34;;;;;
10/9/23;31,34;;;;;
10/6/23;31,49;;;;;
10/5/23;31,38;;;;;
10/4/23;31,04;;;;;
10/3/23;31,04;;;;;
10/2/23;31,08;;;;;
9/29/23;31,85;;;;;
9/28/23;31,85;;;;;
9/27/23;32,28;;;;;
9/26/23;32,88;;;;;
9/25/23;33,63;;;;;
9/22/23;36,18;;;;;
9/21/23;36,18;;;;;
9/20/23;38,63;;;;;
9/19/23;39,12;;;;;
9/18/23;39;;;;;
9/15/23;38,88;;;;;
9/14/23;39,89;;;;;
9/13/23;39,89;;;;;
9/12/23;41,76;;;;;
9/11/23;42,57;;;;;
9/8/23;43,51;;;;;
9/7/23;44,36;;;;;
9/6/23;44,36;;;;;
9/5/23;43,5;;;;;
9/4/23;43,5;;;;;
9/1/23;44,35;;;;;
8/31/23;44,6;;;;;
8/30/23;44,6;;;;;
8/29/23;44,85;;;;;
8/28/23;44,85;;;;;
8/25/23;44,37;;;;;
8/24/23;44,37;;;;;
8/23/23;44;;;;;
8/22/23;45,12;;;;;
8/21/23;43,81;;;;;
8/18/23;45,13;;;;;
8/17/23;45,13;;;;;
8/16/23;46,74;;;;;
8/15/23;48,97;;;;;
8/14/23;49,72;;;;;
8/11/23;51,04;;;;;
8/10/23;51,13;;;;;
8/9/23;51,31;;;;;
8/8/23;51,13;;;;;
8/7/23;51,5;;;;;
8/4/23;52,63;;;;;
8/3/23;52,63;;;;;
8/2/23;53;;;;;
8/1/23;51,19;;;;;
7/31/23;48,66;;;;;
7/28/23;46,5;;;;;
7/27/23;45,25;;;;;
7/26/23;45,44;;;;;
7/25/23;46,75;;;;;
7/24/23;50,63;;;;;
7/21/23;53,81;;;;;
7/20/23;56,66;;;;;
7/19/23;53,1;;;;;
7/18/23;54,91;;;;;
7/17/23;58,25;;;;;
7/14/23;58,44;;;;;
7/13/23;58,44;;;;;
7/12/23;58;;;;;
7/11/23;58,25;;;;;
7/10/23;58,25;;;;;
7/7/23;58,25;;;;;
7/6/23;58,25;;;;;
7/5/23;57,25;;;;;
7/4/23;57,5;;;;;
7/3/23;57,25;;;;;
6/30/23;57;;;;;
6/29/23;51,38;;;;;
6/28/23;51,38;;;;;
6/27/23;51,38;;;;;
6/26/23;51,38;;;;;
6/23/23;51,38;;;;;
6/22/23;51,38;;;;;
6/21/23;51,63;;;;;
6/20/23;51,63;;;;;
6/19/23;51,63;;;;;
6/16/23;51,87;;;;;
6/15/23;51,87;;;;;
6/14/23;47,94;;;;;
6/13/23;48,81;;;;;
6/12/23;48,81;;;;;
6/9/23;48,81;;;;;
6/8/23;48,81;;;;;
6/7/23;49;;;;;
6/6/23;49;;;;;
6/5/23;49,5;;;;;
6/2/23;48,13;;;;;
6/1/23;49,25;;;;;
5/31/23;48,75;;;;;
5/30/23;48,75;;;;;
5/29/23;50,94;;;;;
5/26/23;47,25;;;;;
5/25/23;49,5;;;;;
5/24/23;49,5;;;;;
5/23/23;50;;;;;
5/22/23;50;;;;;
5/19/23;60;;;;;
5/18/23;48,5;;;;;
5/17/23;48,5;;;;;
5/16/23;48,37;;;;;
5/15/23;48,37;;;;;
5/12/23;48,37;;;;;
5/11/23;47,44;;;;;
5/10/23;47,44;;;;;
5/9/23;47,44;;;;;
5/8/23;47,44;;;;;
5/5/23;47,44;;;;;
5/4/23;47,44;;;;;
5/3/23;47,39;;;;;
5/2/23;47,75;;;;;
