Date;PX_ASK;PX_BID
10.07.2024;26725;26225
09.07.2024;26730;26230
08.07.2024;26735;26235
05.07.2024;26755;26255
04.07.2024;26750;26250
03.07.2024;26750;26250
02.07.2024;26755;26255
01.07.2024;26760;26260
28.06.2024;26780;26280
27.06.2024;26775;26275
26.06.2024;26780;26280
25.06.2024;26780;26280
24.06.2024;26785;26285
21.06.2024;26805;26305
20.06.2024;26805;26305
19.06.2024;26805;26305
18.06.2024;26805;26305
17.06.2024;26810;26310
14.06.2024;26830;26330
13.06.2024;26830;26330
12.06.2024;26840;26340
11.06.2024;26845;26345
10.06.2024;26850;26350
07.06.2024;26870;26370
06.06.2024;26870;26370
05.06.2024;26875;26375
04.06.2024;26880;26380
03.06.2024;26885;26385
31.05.2024;26910;26410
