Exchange Date;Close;Net;%Chg;Open;Low;High;Volume;Bid;Ask
04-May-2023;67 140;+30;+0%;66 860;66 820;67 390;25 079;66 990;67 050
28-Apr-2023;67 110;+210;+0%;66 650;66 320;67 660;28 244;67 420;67 550
27-Apr-2023;66 900;-380;-1%;67 290;66 420;67 420;47 287;66 720;66 760
26-Apr-2023;67 280;-1 010;-1%;67 300;66 880;67 650;77 052;67 580;67 590
25-Apr-2023;68 290;-210;-0%;68 330;68 120;68 750;59 344;68 200;68 210
24-Apr-2023;68 500;-410;-1%;68 720;68 350;68 860;75 558;68 370;68 380
21-Apr-2023;68 910;-570;-1%;69 210;68 640;69 350;87 135;68 670;68 690
20-Apr-2023;69 480;-120;-0%;69 290;69 270;69 670;59 872;69 340;69 350
19-Apr-2023;69 600;-40;-0%;69 670;69 350;69 940;57 686;69 460;69 470
18-Apr-2023;69 640;-320;-0%;69 850;69 420;69 940;71 199;69 740;69 780
17-Apr-2023;69 960;-240;-0%;70 420;69 760;70 700;3 050;69 960;70 130
14-Apr-2023;70 200;+920;+1%;69 900;69 890;70 380;10 585;70 080;70 150
13-Apr-2023;69 280;+220;+0%;69 000;68 930;69 500;11 200;69 230;69 300
12-Apr-2023;69 060;+410;+1%;68 970;68 850;69 380;16 150;68 920;68 960
11-Apr-2023;68 650;-180;-0%;68 540;68 360;69 130;20 410;68 970;69 000
10-Apr-2023;68 830;+40;+0%;69 170;68 750;69 170;16 140;68 800;68 840
07-Apr-2023;68 790;+60;+0%;68 520;68 280;69 180;16 905;69 110;69 190
06-Apr-2023;68 730;-450;-1%;68 670;68 560;68 840;22 030;68 630;68 660
04-Apr-2023;69 180;-290;-0%;69 590;69 010;69 690;21 595;69 150;69 180
03-Apr-2023;69 470;-50;-0%;69 190;69 190;69 850;16 766;69 270;69 300
31-Mar-2023;69 520;-190;-0%;69 820;69 260;69 860;22 801;69 300;69 310
30-Mar-2023;69 710;+220;+0%;69 830;69 500;70 020;17 715;69 720;69 770
29-Mar-2023;69 490;-80;-0%;69 320;69 250;69 750;17 557;69 360;69 390
28-Mar-2023;69 570;+260;+0%;69 310;69 140;69 800;25 100;69 410;69 420
27-Mar-2023;69 310;+90;+0%;69 000;68 970;69 470;35 787;69 340;69 350
24-Mar-2023;69 220;+630;+1%;68 470;68 430;69 910;45 268;69 860;69 870
23-Mar-2023;68 590;+440;+1%;68 560;68 330;68 820;39 577;68 460;68 480
22-Mar-2023;68 150;+600;+1%;68 400;67 870;68 470;46 625;68 130;68 150
21-Mar-2023;67 550;+330;+0%;67 650;67 350;67 820;49 103;67 600;67 610
20-Mar-2023;67 220;+330;+0%;67 220;66 750;67 750;76 156;66 840;66 850
17-Mar-2023;66 890;-200;-0%;66 620;66 160;67 440;103 162;67 190;67 220
16-Mar-2023;67 090;-1 710;-2%;67 130;66 360;67 650;166 168;66 420;66 460
15-Mar-2023;68 800;+360;+1%;68 580;68 580;69 050;4 325;68 650;68 780
14-Mar-2023;68 440;-560;-1%;68 710;67 600;68 970;7 330;68 530;68 580
13-Mar-2023;69 000;+30;+0%;68 850;68 640;69 450;13 980;69 280;69 300
10-Mar-2023;68 970;-240;-0%;69 310;68 820;69 600;18 130;68 830;68 900
09-Mar-2023;69 210;+360;+1%;69 000;68 860;69 590;15 495;69 210;69 230
08-Mar-2023;68 850;-690;-1%;69 150;68 620;69 240;26 885;68 750;68 850
07-Mar-2023;69 540;+220;+0%;69 060;69 060;69 680;16 385;69 480;69 590
06-Mar-2023;69 320;-60;-0%;69 720;69 220;69 800;19 105;69 230;69 250
03-Mar-2023;69 380;-470;-1%;69 070;68 930;69 800;17 860;69 700;69 770
02-Mar-2023;69 850;+170;+0%;70 020;69 630;70 100;14 930;69 630;69 770
01-Mar-2023;69 680;+1 040;+2%;69 110;69 000;70 050;17 855;69 880;69 960
28-Feb-2023;68 640;+40;+0%;68 520;68 400;68 950;24 511;68 870;68 950
27-Feb-2023;68 600;-840;-1%;69 090;68 210;69 240;55 898;68 210;68 220
24-Feb-2023;69 440;-640;-1%;69 950;69 000;70 140;37 032;69 470;69 510
23-Feb-2023;70 080;-270;-0%;70 290;69 810;70 340;34 957;69 870;69 890
22-Feb-2023;70 350;+520;+1%;70 150;70 050;70 670;59 483;70 090;70 110
21-Feb-2023;69 830;+790;+1%;69 770;69 640;70 130;56 137;70 100;70 130
20-Feb-2023;69 040;+60;+0%;68 800;68 580;69 400;56 876;69 380;69 410
17-Feb-2023;68 980;+720;+1%;68 810;68 560;69 380;65 567;68 870;68 890
16-Feb-2023;68 260;-540;-1%;68 290;67 820;68 660;73 566;68 500;68 530
15-Feb-2023;68 800;+360;+1%;68 600;68 300;69 040;4 740;68 300;69 300
14-Feb-2023;68 440;+430;+1%;68 250;68 020;68 630;8 335;68 510;68 700
13-Feb-2023;68 010;-250;-0%;68 300;67 710;68 320;12 345;68 040;68 100
10-Feb-2023;68 260;-60;-0%;68 410;68 050;68 750;14 900;68 210;68 290
09-Feb-2023;68 320;+80;+0%;68 710;67 900;68 750;14 145;68 470;68 520
08-Feb-2023;68 240;+310;+0%;67 830;67 590;68 600;16 515;68 470;68 490
07-Feb-2023;67 930;-320;-0%;68 180;67 480;68 210;21 195;68 050;68 140
06-Feb-2023;68 250;-370;-1%;68 800;68 060;68 850;19 600;68 240;68 270
03-Feb-2023;68 620;-470;-1%;68 850;68 280;69 290;19 815;68 750;68 850
02-Feb-2023;69 090;-430;-1%;69 350;68 700;69 360;16 755;68 950;69 040
01-Feb-2023;69 520;+150;+0%;68 990;68 860;69 810;13 316;69 540;69 640
31-Jan-2023;69 370;-280;-0%;69 390;69 100;69 670;21 335;69 150;69 220
30-Jan-2023;69 650;-430;-1%;70 060;69 140;70 170;23 362;69 250;69 300
20-Jan-2023;70 080;-20;-0%;69 500;69 350;70 520;10 481;70 300;70 350
19-Jan-2023;70 100;+420;+1%;70 760;69 210;71 380;23 034;69 610;69 630
18-Jan-2023;69 680;+1 230;+2%;68 670;68 670;70 300;29 249;70 150;70 200
17-Jan-2023;68 450;+70;+0%;68 610;68 230;68 730;23 068;68 260;68 300
16-Jan-2023;68 380;-210;-0%;68 600;67 640;68 700;1 755;67 100;68 700
13-Jan-2023;68 590;+80;+0%;68 530;68 200;69 000;5 510;68 310;68 450
12-Jan-2023;68 510;+1 060;+2%;68 000;67 870;68 820;9 125;68 380;68 500
11-Jan-2023;67 450;+970;+1%;66 690;66 680;67 900;12 805;67 860;67 960
10-Jan-2023;66 480;+460;+1%;66 300;66 300;66 800;10 990;66 510;66 600
09-Jan-2023;66 020;+850;+1%;64 970;64 790;66 280;14 330;66 110;66 200
06-Jan-2023;65 170;+990;+2%;65 010;65 000;65 370;13 840;65 210;65 290
05-Jan-2023;64 180;-840;-1%;64 160;63 910;64 460;17 740;64 300;64 390
04-Jan-2023;65 020;-660;-1%;65 660;64 620;65 780;24 445;64 610;64 730
03-Jan-2023;65 680;-500;-1%;66 340;65 430;66 340;18 361;65 830;65 900
30-Dec-2022;66 180;-150;-0%;66 270;66 010;66 360;18 074;66 350;66 370
29-Dec-2022;66 330;-140;-0%;66 580;66 210;66 580;23 687;66 420;66 430
28-Dec-2022;66 470;+140;+0%;66 780;66 200;66 840;28 439;66 410;66 420
27-Dec-2022;66 330;+500;+1%;66 240;65 970;66 570;31 142;66 350;66 400
26-Dec-2022;65 830;+330;+1%;65 450;65 330;66 120;48 638;66 030;66 060
23-Dec-2022;65 500;-490;-1%;65 710;65 330;65 790;45 082;65 460;65 490
22-Dec-2022;65 990;+350;+1%;65 760;65 640;66 300;48 898;65 820;65 840
21-Dec-2022;65 640;+480;+1%;65 160;65 140;65 920;65 815;65 760;65 800
20-Dec-2022;65 160;-150;-0%;65 410;64 600;65 650;71 870;65 050;65 070
19-Dec-2022;65 310;-150;-0%;65 050;64 910;65 950;76 102;65 110;65 120
16-Dec-2022;65 460;-800;-1%;66 040;65 060;66 060;88 099;65 240;65 260
15-Dec-2022;66 260;-320;-0%;66 980;66 050;66 980;4 610;65 410;66 400
14-Dec-2022;66 580;+480;+1%;66 400;66 350;67 100;8 740;66 610;66 720
13-Dec-2022;66 100;-150;-0%;66 100;65 800;66 300;13 160;66 190;66 260
12-Dec-2022;66 250;-700;-1%;66 680;66 050;66 820;18 195;66 140;66 190
09-Dec-2022;66 950;+700;+1%;66 640;66 570;67 220;14 625;67 150;67 300
08-Dec-2022;66 250;+310;+0%;65 790;65 750;66 620;16 250;66 440;66 450
07-Dec-2022;65 940;-110;-0%;66 020;65 520;66 710;19 490;65 630;65 680
06-Dec-2022;66 050;-550;-1%;66 480;65 800;66 490;17 045;65 940;65 960
05-Dec-2022;66 600;+560;+1%;66 300;65 810;67 000;16 170;66 460;66 500
02-Dec-2022;66 040;+110;+0%;65 750;65 750;66 470;13 390;66 420;66 500
01-Dec-2022;65 930;+960;+1%;65 680;65 350;66 160;19 200;66 050;66 100
30-Nov-2022;64 970;-120;-0%;65 220;64 800;65 400;23 726;64 880;64 900
29-Nov-2022;65 090;+390;+1%;64 790;64 630;65 510;31 769;65 280;65 310
28-Nov-2022;64 700;-440;-1%;65 660;64 260;65 740;54 926;64 380;64 390
25-Nov-2022;65 140;+150;+0%;64 990;64 890;65 360;41 983;65 300;65 310
24-Nov-2022;64 990;+40;+0%;64 670;64 650;65 260;64 339;65 100;65 110
23-Nov-2022;64 950;+330;+1%;65 020;64 590;65 350;73 475;64 880;64 890
22-Nov-2022;64 620;-490;-1%;64 640;64 260;64 820;81 536;64 390;64 410
21-Nov-2022;65 110;-750;-1%;65 510;64 730;65 580;97 528;65 000;65 030
18-Nov-2022;65 860;-460;-1%;66 210;65 650;66 290;92 310;65 740;65 750
17-Nov-2022;66 320;-370;-1%;66 710;66 000;66 750;90 982;66 510;66 520
16-Nov-2022;66 690;-560;-1%;66 870;66 340;67 120;104 038;66 700;66 720
15-Nov-2022;67 250;-480;-1%;67 380;66 900;67 900;4 170;67 050;67 480
14-Nov-2022;67 730;-760;-1%;68 130;67 030;68 620;13 570;67 350;67 460
11-Nov-2022;68 490;+1 020;+2%;67 390;67 350;69 150;22 015;68 080;68 220
10-Nov-2022;67 470;+530;+1%;67 040;66 950;67 930;19 170;67 550;67 650
09-Nov-2022;66 940;+590;+1%;66 780;66 670;67 480;20 125;67 300;67 640
08-Nov-2022;66 350;-220;-0%;66 710;66 030;66 760;24 745;66 740;66 790
07-Nov-2022;66 570;+1 920;+3%;66 960;65 990;67 280;24 695;66 820;66 870
04-Nov-2022;64 650;+140;+0%;64 100;63 920;65 500;24 130;65 320;65 350
03-Nov-2022;64 510;-270;-0%;64 660;64 300;64 700;19 080;64 480;64 500
02-Nov-2022;64 780;+740;+1%;64 860;64 280;65 080;20 620;64 750;64 850
01-Nov-2022;64 040;+510;+1%;63 200;63 010;64 650;24 426;64 570;64 580
31-Oct-2022;63 530;-750;-1%;63 680;63 220;63 960;46 596;63 350;63 500
28-Oct-2022;64 280;-70;-0%;64 500;63 780;64 990;48 570;63 770;63 780
27-Oct-2022;64 350;+650;+1%;64 220;64 000;64 530;45 660;64 340;64 350
26-Oct-2022;63 700;-160;-0%;63 540;63 500;63 920;54 659;63 700;63 720
25-Oct-2022;63 860;+250;+0%;63 620;63 510;64 070;67 532;63 990;64 000
24-Oct-2022;63 610;+540;+1%;62 820;62 680;64 210;105 306;63 790;63 810
21-Oct-2022;63 070;+900;+1%;62 750;62 590;63 400;96 569;62 800;62 820
20-Oct-2022;62 170;-40;-0%;62 230;61 980;62 490;82 732;62 250;62 270
19-Oct-2022;62 210;-620;-1%;62 460;61 950;62 540;93 539;62 120;62 130
18-Oct-2022;62 830;-1 610;-2%;63 340;62 600;63 450;96 499;62 640;62 650
17-Oct-2022;64 440;-450;-1%;65 640;63 720;65 640;8 980;63 730;64 190
14-Oct-2022;64 890;+830;+1%;63 700;63 530;65 680;12 440;65 560;65 690
13-Oct-2022;64 060;+30;+0%;64 130;63 840;64 180;14 890;63 860;63 880
12-Oct-2022;64 030;+120;+0%;64 160;63 700;64 310;22 625;64 120;64 190
11-Oct-2022;63 910;+1 380;+2%;63 410;63 160;64 160;25 360;64 080;64 100
10-Oct-2022;62 530;+480;+1%;62 230;62 090;62 880;25 125;62 770;62 800
30-Sep-2022;62 050;+400;+1%;62 100;61 550;62 460;32 034;62 350;62 460
29-Sep-2022;61 650;+670;+1%;61 350;61 140;61 980;39 944;61 720;61 780
28-Sep-2022;60 980;-180;-0%;61 480;60 730;61 710;54 848;60 830;60 840
27-Sep-2022;61 160;+80;+0%;61 100;60 750;61 610;80 128;61 270;61 280
26-Sep-2022;61 080;-1 450;-2%;61 180;60 620;61 510;141 617;60 680;60 690
23-Sep-2022;62 530;+140;+0%;62 990;62 090;63 000;78 763;62 180;62 190
22-Sep-2022;62 390;-160;-0%;62 290;61 890;62 850;118 153;62 420;62 430
21-Sep-2022;62 550;+70;+0%;62 400;62 260;62 970;77 123;62 750;62 780
20-Sep-2022;62 480;-90;-0%;62 020;61 960;62 930;89 148;62 580;62 600
19-Sep-2022;62 570;+560;+1%;62 110;62 050;63 200;112 402;62 270;62 280
16-Sep-2022;62 010;-1 310;-2%;62 010;61 810;62 320;105 047;61 950;61 960
15-Sep-2022;63 320;+250;+0%;62 910;62 630;63 790;4 175;63 000;66 000
14-Sep-2022;63 070;-600;-1%;63 820;62 860;63 820;16 280;62 880;62 920
13-Sep-2022;63 670;+500;+1%;63 870;63 500;64 140;16 020;63 820;63 830
09-Sep-2022;63 170;+1 680;+3%;61 820;61 790;63 780;18 090;63 600;63 800
08-Sep-2022;61 490;+190;+0%;61 110;60 770;61 770;19 030;61 630;61 700
07-Sep-2022;61 300;-90;-0%;61 760;60 850;61 850;22 105;60 870;60 960
06-Sep-2022;61 390;+870;+1%;61 010;60 800;62 010;20 625;62 020;62 400
05-Sep-2022;60 520;+320;+1%;60 210;59 960;61 070;22 850;60 950;61 030
02-Sep-2022;60 200;-1 150;-2%;60 930;59 820;60 930;33 360;59 880;60 120
01-Sep-2022;61 350;-1 120;-2%;61 540;60 880;61 900;34 492;61 150;61 220
31-Aug-2022;62 470;-340;-1%;62 390;62 120;62 780;34 829;62 510;62 650
30-Aug-2022;62 810;-840;-1%;63 050;62 530;63 350;38 289;62 680;62 700
29-Aug-2022;63 650;-80;-0%;64 510;62 820;65 000;61 433;63 040;63 050
26-Aug-2022;63 730;+760;+1%;63 350;63 280;64 130;54 913;64 100;64 110
25-Aug-2022;62 970;-350;-1%;62 850;62 800;63 280;76 156;63 100;63 140
24-Aug-2022;63 320;+500;+1%;63 400;63 040;63 720;77 856;63 410;63 420
23-Aug-2022;62 820;-60;-0%;62 560;62 340;63 270;81 774;63 040;63 050
22-Aug-2022;62 880;+630;+1%;62 500;62 350;63 400;109 392;62 780;62 790
19-Aug-2022;62 250;+710;+1%;62 100;61 890;62 610;110 989;61 980;61 990
18-Aug-2022;61 540;-540;-1%;61 770;61 150;61 900;116 574;61 170;61 190
17-Aug-2022;62 080;+320;+1%;62 110;61 770;62 410;100 558;61 960;61 980
16-Aug-2022;61 760;-560;-1%;61 040;60 830;62 460;126 975;62 030;62 040
15-Aug-2022;62 320;-770;-1%;62 850;61 180;62 850;5 100;61 180;61 190
12-Aug-2022;63 090;+530;+1%;63 170;62 850;63 370;11 360;63 300;63 840
11-Aug-2022;62 560;+890;+1%;62 500;62 010;63 190;15 470;63 070;63 140
10-Aug-2022;61 670;+160;+0%;61 740;61 280;62 200;20 145;61 430;61 520
09-Aug-2022;61 510;+450;+1%;61 130;61 020;62 000;19 780;61 600;61 720
08-Aug-2022;61 060;+800;+1%;60 500;60 130;61 520;17 355;61 300;61 310
05-Aug-2022;60 260;+580;+1%;59 270;58 960;60 900;18 955;60 700;60 760
04-Aug-2022;59 680;-580;-1%;60 400;59 120;60 430;24 090;59 110;59 200
03-Aug-2022;60 260;+100;+0%;60 600;59 900;60 960;21 475;60 080;60 160
02-Aug-2022;60 160;-990;-2%;61 510;59 570;61 510;26 225;60 560;60 610
01-Aug-2022;61 150;+1 150;+2%;60 450;60 350;61 550;28 094;61 200;61 220
29-Jul-2022;60 000;+440;+1%;60 010;59 550;60 560;35 132;60 450;60 560
28-Jul-2022;59 560;+1 060;+2%;58 430;58 270;60 350;46 618;60 200;60 280
27-Jul-2022;58 500;+220;+0%;59 000;58 080;59 050;54 784;58 690;58 700
26-Jul-2022;58 280;+990;+2%;57 500;57 460;59 250;81 045;59 130;59 170
25-Jul-2022;57 290;+840;+1%;56 880;56 810;57 990;127 044;57 180;57 250
22-Jul-2022;56 450;-40;-0%;56 180;55 740;57 080;118 965;56 900;56 930
21-Jul-2022;56 490;+130;+0%;56 850;55 940;57 300;117 577;56 180;56 190
20-Jul-2022;56 360;-130;-0%;56 100;55 360;57 340;134 354;56 840;56 850
19-Jul-2022;56 490;+1 180;+2%;56 430;55 710;57 430;135 345;56 030;56 040
18-Jul-2022;55 310;+750;+1%;54 200;54 020;56 460;227 369;56 370;56 390
15-Jul-2022;54 560;-1 280;-2%;55 450;53 090;58 760;2 075;50 760;55 100
14-Jul-2022;55 840;-310;-1%;55 750;54 860;56 390;4 725;55 110;55 780
13-Jul-2022;56 150;-1 890;-3%;57 320;55 410;57 320;10 785;55 900;56 100
12-Jul-2022;58 040;-330;-1%;58 300;57 320;58 610;14 080;57 320;57 380
11-Jul-2022;58 370;-1 170;-2%;59 250;57 920;59 780;16 040;58 250;58 600
08-Jul-2022;59 540;+1 110;+2%;59 740;58 820;60 500;15 545;58 890;59 100
07-Jul-2022;58 430;+660;+1%;58 050;57 200;59 500;19 685;58 660;58 900
06-Jul-2022;57 770;-3 230;-5%;59 500;55 500;59 500;26 105;57 210;57 800
05-Jul-2022;61 000;-350;-1%;60 970;60 200;61 530;18 735;60 200;60 480
04-Jul-2022;61 350;-1 290;-2%;61 450;60 780;61 930;22 290;60 770;60 800
01-Jul-2022;62 640;-1 630;-3%;63 450;61 650;63 490;26 588;61 710;61 820
30-Jun-2022;64 270;+220;+0%;64 370;63 870;64 840;22 835;64 020;64 320
29-Jun-2022;64 050;-140;-0%;64 970;63 200;65 000;39 300;63 700;63 740
28-Jun-2022;64 190;+510;+1%;63 990;63 650;65 010;34 956;64 980;64 990
27-Jun-2022;63 680;-940;-1%;63 330;61 840;64 790;79 327;63 880;63 900
24-Jun-2022;64 620;-1 790;-3%;65 600;63 550;65 820;103 350;63 650;63 670
23-Jun-2022;66 410;-1 590;-2%;66 780;65 590;67 300;109 163;66 370;66 380
22-Jun-2022;68 000;-180;-0%;68 400;67 030;68 980;85 059;67 040;67 060
21-Jun-2022;68 180;-490;-1%;67 990;67 680;68 700;84 035;68 030;68 050
20-Jun-2022;68 670;-940;-1%;69 450;68 000;69 450;116 285;68 010;68 030
17-Jun-2022;69 610;-1 170;-2%;69 820;69 150;69 940;105 680;69 740;69 770
16-Jun-2022;70 780;-330;-0%;70 870;70 530;71 180;74 004;70 530;70 540
15-Jun-2022;71 110;-570;-1%;71 770;70 880;71 770;3 415;70 090;71 080
14-Jun-2022;71 680;-440;-1%;71 600;71 480;71 830;8 990;71 750;71 810
13-Jun-2022;72 120;-500;-1%;72 520;71 930;72 560;16 500;71 960;71 970
10-Jun-2022;72 620;-270;-0%;72 670;72 520;72 990;16 680;72 750;72 790
09-Jun-2022;72 890;+30;+0%;72 900;72 800;73 050;15 350;72 890;72 900
08-Jun-2022;72 860;+50;+0%;72 600;72 510;73 010;18 965;72 860;72 900
07-Jun-2022;72 810;-130;-0%;72 980;72 560;73 050;13 760;72 600;72 620
06-Jun-2022;72 940;+650;+1%;73 180;72 810;73 250;17 825;72 800;72 950
02-Jun-2022;72 290;+360;+1%;72 130;72 080;72 420;14 710;72 370;72 380
01-Jun-2022;71 930;-450;-1%;72 290;71 760;72 300;22 061;71 870;71 900
31-May-2022;72 380;+120;+0%;72 300;72 200;72 560;20 820;72 450;72 520
30-May-2022;72 260;+150;+0%;72 050;72 050;72 400;33 008;72 260;72 270
27-May-2022;72 110;+610;+1%;71 640;71 640;72 370;41 768;72 150;72 200
26-May-2022;71 500;-230;-0%;71 500;71 300;71 690;47 805;71 430;71 480
25-May-2022;71 730;-310;-0%;71 580;71 550;71 950;51 765;71 800;71 810
24-May-2022;72 040;+20;+0%;72 260;71 670;72 260;52 383;71 760;71 780
23-May-2022;72 020;+250;+0%;71 960;71 670;72 260;55 949;72 020;72 040
20-May-2022;71 770;+430;+1%;71 540;71 540;72 020;65 352;71 880;71 900
19-May-2022;71 340;-390;-1%;71 400;71 000;71 620;70 782;71 530;71 550
18-May-2022;71 730;+90;+0%;72 060;71 310;72 120;56 167;71 310;71 340
17-May-2022;71 640;+340;+0%;71 750;71 320;71 880;63 091;71 770;71 790
16-May-2022;71 300;+250;+0%;71 200;70 580;71 760;2 745;70 360;77 360
13-May-2022;71 050;-700;-1%;70 800;70 580;71 400;7 610;71 150;71 200
12-May-2022;71 750;-180;-0%;71 800;71 120;72 260;12 840;71 060;71 330
11-May-2022;71 930;-30;-0%;72 050;71 300;72 180;19 995;71 900;71 980
10-May-2022;71 960;-270;-0%;71 730;71 500;72 320;24 260;72 050;72 110
09-May-2022;72 230;-430;-1%;72 500;72 000;72 500;25 885;72 010;72 040
06-May-2022;72 660;-780;-1%;72 890;72 330;73 020;32 280;72 520;72 570
05-May-2022;73 440;-190;-0%;73 210;73 200;74 150;25 621;73 250;73 260
29-Apr-2022;73 630;+110;+0%;73 500;73 300;74 310;23 020;73 920;73 930
28-Apr-2022;73 520;+40;+0%;73 360;73 180;73 770;29 814;73 590;73 600
27-Apr-2022;73 480;+70;+0%;73 150;73 150;73 770;37 274;73 540;73 620
26-Apr-2022;73 410;-830;-1%;73 500;72 850;73 960;63 046;73 530;73 590
25-Apr-2022;74 240;-680;-1%;74 900;73 660;75 190;107 455;73 650;73 660
22-Apr-2022;74 920;+450;+1%;74 800;74 690;75 200;58 874;75 000;75 020
21-Apr-2022;74 470;-40;-0%;74 140;74 140;74 750;48 008;74 460;74 480
20-Apr-2022;74 510;-650;-1%;74 760;74 320;74 770;60 056;74 480;74 500
19-Apr-2022;75 160;+230;+0%;74 910;74 800;75 500;63 367;75 030;75 040
18-Apr-2022;74 930;-160;-0%;74 890;74 650;75 320;52 462;74 750;74 780
15-Apr-2022;75 090;+810;+1%;74 500;74 270;75 700;3 010;74 600;75 700
14-Apr-2022;74 280;-70;-0%;74 210;73 940;74 530;5 955;74 480;74 690
13-Apr-2022;74 350;+740;+1%;73 680;73 680;74 740;13 770;74 300;74 420
12-Apr-2022;73 610;0;0%;73 500;73 400;73 780;18 955;73 670;73 780
11-Apr-2022;73 610;-70;-0%;73 850;73 480;73 850;20 815;73 580;73 600
08-Apr-2022;73 680;+100;+0%;73 330;73 300;74 000;16 615;73 860;73 890
07-Apr-2022;73 580;-230;-0%;73 930;73 480;74 000;15 450;73 540;73 560
06-Apr-2022;73 810;+410;+1%;73 790;73 620;73 990;10 445;73 800;73 860
01-Apr-2022;73 400;-180;-0%;73 450;73 150;73 750;16 340;73 220;73 230
31-Mar-2022;73 580;-200;-0%;73 980;73 400;73 990;19 253;73 410;73 470
30-Mar-2022;73 780;+130;+0%;73 640;73 240;74 350;20 887;74 230;74 260
29-Mar-2022;73 650;+530;+1%;73 210;73 210;73 880;22 297;73 660;73 690
28-Mar-2022;73 120;-490;-1%;73 400;72 830;73 440;37 227;73 070;73 080
25-Mar-2022;73 610;-90;-0%;73 880;73 370;73 990;31 259;73 630;73 650
24-Mar-2022;73 700;+520;+1%;73 510;73 410;73 940;32 440;73 640;73 670
23-Mar-2022;73 180;-20;-0%;73 670;72 900;73 710;29 077;73 260;73 270
22-Mar-2022;73 200;+40;+0%;73 090;72 950;73 360;32 554;73 160;73 180
21-Mar-2022;73 160;+270;+0%;72 800;72 610;73 800;54 058;72 950;72 970
18-Mar-2022;72 890;+620;+1%;72 560;72 450;73 310;55 561;72 830;72 840
17-Mar-2022;72 270;+610;+1%;72 120;72 000;72 570;52 124;72 250;72 280
16-Mar-2022;71 660;+20;+0%;71 200;71 150;72 260;69 098;72 080;72 090
15-Mar-2022;71 640;-360;-1%;71 900;71 480;72 110;2 720;71 300;71 900
14-Mar-2022;72 000;-50;-0%;72 300;71 850;72 390;7 855;71 900;71 930
11-Mar-2022;72 050;+160;+0%;71 910;71 880;72 440;9 895;72 100;72 240
10-Mar-2022;71 890;-950;-1%;72 000;71 530;72 420;17 575;71 860;71 930
09-Mar-2022;72 840;-460;-1%;72 130;72 000;73 270;17 120;72 650;72 810
08-Mar-2022;73 300;-1 300;-2%;74 700;70 770;77 120;25 690;73 760;74 210
07-Mar-2022;74 600;+1 870;+3%;72 790;72 770;75 490;18 965;74 820;74 890
04-Mar-2022;72 730;+140;+0%;72 940;72 210;73 130;20 535;72 800;72 900
03-Mar-2022;72 590;+1 150;+2%;72 760;71 780;72 990;23 465;72 830;72 950
02-Mar-2022;71 440;+560;+1%;71 190;71 120;71 690;17 955;71 430;71 500
01-Mar-2022;70 880;+60;+0%;70 920;70 650;71 090;13 968;70 960;71 060
28-Feb-2022;70 820;-140;-0%;70 700;70 550;71 050;27 937;70 930;70 990
25-Feb-2022;70 960;+110;+0%;71 370;70 560;71 580;44 122;70 650;70 680
24-Feb-2022;70 850;-410;-1%;71 360;70 550;71 370;60 505;70 930;70 960
23-Feb-2022;71 260;+150;+0%;71 440;71 060;71 500;45 322;71 290;71 310
22-Feb-2022;71 110;-380;-1%;71 150;70 960;71 320;65 454;71 030;71 050
21-Feb-2022;71 490;-20;-0%;71 510;71 230;71 980;72 498;71 460;71 480
18-Feb-2022;71 510;+150;+0%;71 250;71 110;72 070;62 479;71 880;71 890
17-Feb-2022;71 360;0;0%;71 550;71 030;71 660;52 066;71 160;71 170
16-Feb-2022;71 360;+640;+1%;71 410;70 970;71 630;60 175;71 510;71 520
15-Feb-2022;70 720;-490;-1%;71 230;70 400;71 230;3 525;66 000;70 960
14-Feb-2022;71 210;-1 110;-2%;71 500;70 600;71 700;6 640;71 240;71 280
11-Feb-2022;72 320;+300;+0%;73 300;71 110;73 450;14 055;71 180;71 630
10-Feb-2022;72 020;+1 690;+2%;70 750;70 740;72 950;27 290;72 850;74 640
09-Feb-2022;70 330;-280;-0%;70 320;69 800;70 560;16 140;70 390;70 450
08-Feb-2022;70 610;-180;-0%;70 520;70 300;70 770;12 865;70 500;70 600
07-Feb-2022;70 790;+340;+0%;71 010;70 320;71 080;8 513;70 320;70 450
28-Jan-2022;70 450;+40;+0%;70 540;70 090;70 910;12 395;70 180;70 220
27-Jan-2022;70 410;+220;+0%;70 940;69 810;71 210;16 053;69 830;69 840
26-Jan-2022;70 190;+340;+0%;69 600;69 470;70 770;21 093;70 700;70 720
25-Jan-2022;69 850;-1 060;-1%;69 980;69 600;70 120;39 153;69 600;69 610
24-Jan-2022;70 910;-240;-0%;71 140;70 360;71 880;40 977;70 430;70 460
21-Jan-2022;71 150;+400;+1%;71 300;70 700;71 760;41 221;71 200;71 220
20-Jan-2022;70 750;+790;+1%;70 360;70 320;71 240;50 764;71 060;71 080
19-Jan-2022;69 960;-10;-0%;69 750;69 640;70 160;45 806;69 990;70 000
18-Jan-2022;69 970;-610;-1%;69 810;69 660;70 200;47 252;70 050;70 060
17-Jan-2022;70 580;-1 090;-2%;71 200;70 200;71 200;3 105;70 270;70 530
14-Jan-2022;71 670;-230;-0%;72 120;71 500;72 370;8 900;71 900;72 100
13-Jan-2022;71 900;+1 270;+2%;72 200;71 560;72 480;12 850;71 590;71 700
12-Jan-2022;70 630;+1 030;+1%;69 960;69 650;71 310;17 715;71 150;71 200
11-Jan-2022;69 600;-140;-0%;69 640;69 110;69 900;16 895;69 680;69 800
