Exchange Date;Close;Net;%Chg;Open;Low;High;Volume;Bid;Ask
10-Jan-2022;69 740;+320;+0%;69 510;69 450;69 850;13 000;69 730;69 800
07-Jan-2022;69 420;-270;-0%;69 400;69 000;69 780;18 320;69 460;69 700
06-Jan-2022;69 690;-440;-1%;70 250;69 440;70 320;16 805;69 460;69 500
05-Jan-2022;70 130;+410;+1%;69 750;69 690;70 630;18 100;70 060;70 100
04-Jan-2022;69 720;-220;-0%;70 440;69 570;70 440;18 475;69 680;69 700
31-Dec-2021;69 940;+20;+0%;70 060;69 760;70 450;17 184;70 110;70 450
30-Dec-2021;69 920;-130;-0%;69 780;69 750;70 120;22 489;69 910;69 930
29-Dec-2021;70 050;-170;-0%;70 620;69 680;70 620;27 318;70 080;70 100
28-Dec-2021;70 220;+590;+1%;69 820;69 610;70 680;32 609;70 280;70 300
27-Dec-2021;69 630;-60;-0%;69 410;69 400;69 820;32 793;69 440;69 470
24-Dec-2021;69 690;-130;-0%;69 610;69 380;70 080;40 718;69 600;69 610
23-Dec-2021;69 820;+380;+1%;69 950;69 660;70 040;43 676;70 020;70 030
22-Dec-2021;69 440;+400;+1%;69 370;69 170;69 650;43 254;69 610;69 630
21-Dec-2021;69 040;+30;+0%;68 820;68 690;69 280;55 570;69 220;69 230
20-Dec-2021;69 010;-270;-0%;69 210;68 500;69 460;63 223;68 620;68 630
17-Dec-2021;69 280;+1 340;+2%;69 160;69 010;69 560;92 896;69 350;69 370
16-Dec-2021;67 940;-870;-1%;67 860;67 040;68 760;132 546;68 570;68 590
15-Dec-2021;68 810;-270;-0%;69 190;68 330;69 190;1 965;64 060;68 300
14-Dec-2021;69 080;-530;-1%;69 500;68 790;69 500;9 855;69 190;69 220
13-Dec-2021;69 610;-70;-0%;69 730;69 510;69 780;17 045;69 720;69 750
10-Dec-2021;69 680;-270;-0%;69 600;69 510;69 930;17 315;69 730;69 780
09-Dec-2021;69 950;+100;+0%;69 770;69 600;70 280;19 450;69 900;69 910
08-Dec-2021;69 850;+70;+0%;70 400;69 710;70 420;16 175;69 830;69 880
07-Dec-2021;69 780;+170;+0%;69 800;69 620;69 980;18 200;69 710;69 800
06-Dec-2021;69 610;0;0%;69 700;69 300;70 000;15 805;69 410;69 500
03-Dec-2021;69 610;+190;+0%;69 210;69 060;70 090;22 810;69 800;69 810
02-Dec-2021;69 420;-460;-1%;69 950;69 060;69 950;25 065;69 080;69 100
01-Dec-2021;69 880;-310;-0%;69 970;69 450;70 200;18 030;70 010;70 120
30-Nov-2021;70 190;-110;-0%;70 720;69 620;70 830;34 475;69 800;69 900
29-Nov-2021;70 300;-980;-1%;70 300;69 750;70 700;55 934;70 550;70 580
26-Nov-2021;71 280;-820;-1%;72 210;70 720;72 270;50 960;70 880;70 900
25-Nov-2021;72 100;+680;+1%;71 940;71 830;72 470;49 202;72 110;72 150
24-Nov-2021;71 420;-20;-0%;71 350;71 150;71 870;46 959;71 520;71 540
23-Nov-2021;71 440;+590;+1%;70 850;70 610;72 000;68 856;71 100;71 150
22-Nov-2021;70 850;+910;+1%;70 340;70 340;71 320;83 275;70 630;70 650
19-Nov-2021;69 940;+690;+1%;69 210;68 670;71 020;130 497;70 940;70 950
18-Nov-2021;69 250;-930;-1%;69 720;68 800;70 060;145 132;68 900;68 910
17-Nov-2021;70 180;-640;-1%;70 640;69 800;70 700;115 483;70 140;70 150
16-Nov-2021;70 820;-640;-1%;71 030;70 210;71 220;108 271;70 330;70 350
15-Nov-2021;71 460;+320;+0%;71 100;71 010;71 950;3 600;71 130;71 700
12-Nov-2021;71 140;+440;+1%;70 970;70 860;71 460;11 360;71 000;71 080
11-Nov-2021;70 700;+130;+0%;70 630;70 350;71 100;14 190;70 810;70 900
10-Nov-2021;70 570;-370;-1%;71 060;70 350;71 090;18 675;70 720;70 750
09-Nov-2021;70 940;+140;+0%;70 810;70 600;71 300;18 465;70 830;70 930
08-Nov-2021;70 800;+610;+1%;70 150;70 110;71 210;20 405;70 570;70 600
05-Nov-2021;70 190;-630;-1%;70 820;69 660;71 150;30 140;70 250;70 380
04-Nov-2021;70 820;+70;+0%;71 350;70 150;71 400;21 270;70 670;70 830
03-Nov-2021;70 750;+330;+0%;70 650;70 180;71 790;21 345;71 700;71 720
02-Nov-2021;70 420;-230;-0%;70 380;69 830;71 280;32 525;70 100;70 250
01-Nov-2021;70 650;-450;-1%;70 640;70 060;71 000;24 469;70 410;70 500
29-Oct-2021;71 100;+500;+1%;71 140;70 460;71 570;34 037;70 550;71 000
28-Oct-2021;70 600;-1 000;-1%;70 640;70 020;71 750;57 412;71 390;71 440
27-Oct-2021;71 600;-570;-1%;72 130;70 870;72 450;66 791;70 870;70 900
26-Oct-2021;72 170;+220;+0%;72 030;71 730;72 620;59 828;72 150;72 220
25-Oct-2021;71 950;-390;-1%;71 990;71 000;72 600;99 589;72 230;72 240
22-Oct-2021;72 340;-1 820;-2%;72 870;71 600;73 060;152 114;72 490;72 500
21-Oct-2021;74 160;+520;+1%;73 410;72 510;74 960;151 149;72 880;72 900
20-Oct-2021;73 640;-1 650;-2%;75 490;72 480;75 490;197 841;73 350;73 380
19-Oct-2021;75 290;-340;-0%;75 510;74 510;76 170;147 924;75 800;75 810
18-Oct-2021;75 630;+1 740;+2%;75 010;74 480;76 700;221 067;76 280;76 290
15-Oct-2021;73 890;+1 550;+2%;73 480;73 480;74 950;1 995;73 650;74 200
14-Oct-2021;72 340;+2 030;+3%;71 180;70 900;73 890;13 595;72 770;73 000
13-Oct-2021;70 310;0;0%;70 490;69 860;70 960;20 775;70 350;70 380
12-Oct-2021;70 310;+510;+1%;70 660;69 780;71 330;27 145;69 850;69 940
11-Oct-2021;69 800;+290;+0%;69 160;69 160;70 520;31 145;70 420;70 500
08-Oct-2021;69 510;+1 060;+2%;69 290;69 160;69 920;24 080;69 150;69 190
30-Sep-2021;68 450;-390;-1%;68 640;68 210;68 920;32 020;68 350;68 480
29-Sep-2021;68 840;-500;-1%;69 200;68 580;69 350;57 309;68 600;68 610
28-Sep-2021;69 340;-130;-0%;69 300;69 160;69 670;52 245;69 330;69 370
27-Sep-2021;69 470;+460;+1%;69 050;68 900;69 900;96 298;69 340;69 380
24-Sep-2021;69 010;+190;+0%;68 780;68 540;69 500;109 561;69 200;69 210
23-Sep-2021;68 820;+190;+0%;69 160;68 510;69 300;93 358;68 660;68 720
22-Sep-2021;68 630;-770;-1%;67 650;67 550;69 110;99 418;68 770;68 780
17-Sep-2021;69 400;-810;-1%;69 450;69 080;69 730;123 464;69 270;69 290
16-Sep-2021;70 210;+450;+1%;69 970;69 530;70 860;119 956;69 610;69 650
15-Sep-2021;69 760;-720;-1%;70 300;69 500;70 300;1 520;68 080;69 960
14-Sep-2021;70 480;-1 050;-1%;71 670;69 960;71 670;8 795;69 960;70 100
13-Sep-2021;71 530;+1 570;+2%;70 570;70 570;71 990;16 075;71 620;71 720
10-Sep-2021;69 960;+1 030;+1%;69 440;69 370;70 360;22 215;70 260;70 300
09-Sep-2021;68 930;-210;-0%;68 860;68 480;69 770;24 490;69 430;69 480
08-Sep-2021;69 140;-320;-0%;69 240;68 880;69 350;20 235;68 880;69 020
07-Sep-2021;69 460;-90;-0%;69 600;69 050;69 820;21 925;69 200;69 250
06-Sep-2021;69 550;+180;+0%;69 480;69 260;69 860;19 360;69 510;69 650
03-Sep-2021;69 370;+210;+0%;68 930;68 930;69 700;22 210;69 220;69 260
02-Sep-2021;69 160;-460;-1%;69 050;68 730;69 420;20 775;69 220;69 250
01-Sep-2021;69 620;-260;-0%;70 200;69 070;70 420;22 991;69 060;69 150
31-Aug-2021;69 880;-20;-0%;65 550;65 550;70 670;28 552;70 200;70 250
30-Aug-2021;69 900;+910;+1%;69 380;69 350;70 320;37 592;70 090;70 250
27-Aug-2021;68 990;-190;-0%;69 060;68 780;69 290;31 740;69 200;69 240
26-Aug-2021;69 180;-200;-0%;69 570;68 730;69 700;39 412;68 750;68 770
25-Aug-2021;69 380;+690;+1%;69 250;69 050;69 690;54 899;69 170;69 230
24-Aug-2021;68 690;+920;+1%;68 640;68 350;68 920;61 997;68 690;68 740
23-Aug-2021;67 770;+1 010;+2%;67 160;66 990;68 270;78 736;67 820;67 850
20-Aug-2021;66 760;-770;-1%;66 030;66 000;67 620;128 192;67 200;67 210
19-Aug-2021;67 530;-1 380;-2%;68 320;66 710;68 500;157 665;66 790;66 800
18-Aug-2021;68 910;-880;-1%;68 910;68 550;69 270;121 695;68 700;68 720
17-Aug-2021;69 790;-590;-1%;69 820;69 500;70 050;79 978;69 700;69 710
16-Aug-2021;70 380;+340;+0%;70 240;69 600;71 240;2 100;69 510;70 210
13-Aug-2021;70 040;-210;-0%;70 200;69 700;70 230;8 345;70 100;70 160
12-Aug-2021;70 250;+400;+1%;69 800;69 800;70 630;11 240;70 400;70 470
11-Aug-2021;69 850;+420;+1%;69 480;69 330;70 350;13 050;69 760;69 800
10-Aug-2021;69 430;-90;-0%;68 850;68 560;69 730;17 290;69 500;69 600
09-Aug-2021;69 520;-270;-0%;70 030;69 280;70 450;19 710;69 420;69 460
06-Aug-2021;69 790;+250;+0%;69 230;69 230;70 400;16 650;70 240;70 350
05-Aug-2021;69 540;-520;-1%;69 560;69 230;69 810;22 025;69 270;69 300
04-Aug-2021;70 060;-680;-1%;69 830;69 610;70 300;18 760;70 070;70 120
03-Aug-2021;70 740;-710;-1%;71 430;70 410;71 490;22 535;70 410;70 420
02-Aug-2021;71 450;-100;-0%;71 750;70 800;72 300;21 980;71 400;71 440
30-Jul-2021;71 550;+90;+0%;71 610;71 250;72 030;27 010;71 500;71 800
29-Jul-2021;71 460;-580;-1%;71 490;71 080;71 830;38 688;71 530;71 580
28-Jul-2021;72 040;+100;+0%;71 990;71 640;72 310;40 675;71 750;71 770
27-Jul-2021;71 940;+1 550;+2%;70 870;70 860;72 580;66 780;71 700;71 760
26-Jul-2021;70 390;+850;+1%;70 000;69 570;71 030;74 546;70 650;70 660
23-Jul-2021;69 540;+920;+1%;69 130;68 930;70 000;84 264;69 670;69 690
22-Jul-2021;68 620;+430;+1%;68 300;68 210;69 050;74 370;68 950;68 980
21-Jul-2021;68 190;+280;+0%;67 880;67 810;68 690;80 128;68 010;68 040
20-Jul-2021;67 910;-1 040;-2%;67 450;67 400;68 370;111 283;68 120;68 140
19-Jul-2021;68 950;-260;-0%;69 300;68 620;69 480;90 167;68 730;68 740
16-Jul-2021;69 210;+760;+1%;68 780;68 670;69 550;97 287;69 320;69 340
15-Jul-2021;68 450;-140;-0%;68 600;68 010;69 630;2 825;68 510;69 310
14-Jul-2021;68 590;-500;-1%;68 690;68 300;68 870;8 145;68 750;68 800
13-Jul-2021;69 090;-30;-0%;68 820;68 630;69 290;14 685;69 080;69 150
12-Jul-2021;69 120;+540;+1%;69 390;68 740;69 750;19 105;68 750;68 830
09-Jul-2021;68 580;-160;-0%;68 170;68 080;69 070;19 410;68 680;68 800
08-Jul-2021;68 740;+240;+0%;69 180;68 480;69 350;20 440;68 580;68 760
07-Jul-2021;68 500;-1 080;-2%;69 670;67 800;69 670;21 505;68 910;69 060
06-Jul-2021;69 580;+860;+1%;69 220;69 060;70 000;18 050;69 900;69 940
05-Jul-2021;68 720;+700;+1%;68 310;68 050;69 560;20 110;69 250;69 400
02-Jul-2021;68 020;-460;-1%;68 540;67 700;68 740;19 085;68 090;68 120
01-Jul-2021;68 480;+320;+0%;68 420;68 010;69 120;18 700;68 100;68 200
30-Jun-2021;68 160;+80;+0%;67 790;67 690;68 420;24 948;68 180;68 300
29-Jun-2021;68 080;-260;-0%;68 500;67 620;68 670;33 563;67 940;68 000
28-Jun-2021;68 340;-460;-1%;68 650;68 030;68 790;44 891;68 480;68 490
25-Jun-2021;68 800;-80;-0%;68 640;68 460;69 180;56 113;68 560;68 580
24-Jun-2021;68 880;+750;+1%;68 790;68 200;69 510;83 387;68 310;68 350
23-Jun-2021;68 130;+1 010;+2%;67 350;67 270;68 510;85 778;68 470;68 480
22-Jun-2021;67 120;+340;+1%;66 420;66 390;67 620;110 174;67 340;67 360
21-Jun-2021;66 780;-1 050;-2%;67 150;66 350;67 370;131 010;66 350;66 390
18-Jun-2021;67 830;-1 250;-2%;68 620;66 960;68 960;159 616;67 270;67 280
17-Jun-2021;69 080;+60;+0%;68 950;68 450;69 830;133 905;68 800;68 810
16-Jun-2021;69 020;-970;-1%;69 110;68 380;69 490;151 836;68 450;68 490
15-Jun-2021;69 990;-840;-1%;71 100;68 550;71 100;3 935;69 700;72 060
11-Jun-2021;70 830;-300;-0%;70 900;70 400;71 500;13 730;71 390;71 500
10-Jun-2021;71 130;-360;-1%;71 160;70 790;71 600;19 050;70 980;71 010
09-Jun-2021;71 490;+300;+0%;70 850;70 700;72 140;23 205;71 200;71 250
08-Jun-2021;71 190;-220;-0%;71 080;70 950;71 590;18 475;71 050;71 200
07-Jun-2021;71 410;+420;+1%;71 720;71 020;71 930;19 320;71 100;71 200
04-Jun-2021;70 990;-1 780;-2%;71 570;70 350;71 570;33 665;70 700;70 800
03-Jun-2021;72 770;-810;-1%;73 090;72 380;73 240;24 010;72 760;72 800
02-Jun-2021;73 580;-190;-0%;73 500;73 310;74 440;18 920;73 360;73 470
01-Jun-2021;73 770;+270;+0%;73 740;73 360;74 040;20 948;73 830;73 900
31-May-2021;73 500;+260;+0%;72 870;72 480;74 270;34 742;73 660;73 700
28-May-2021;73 240;+1 670;+2%;71 880;71 800;74 200;45 344;73 120;73 150
27-May-2021;71 570;-120;-0%;71 680;71 130;72 120;39 223;71 760;71 790
26-May-2021;71 690;-510;-1%;71 680;71 350;72 020;46 432;71 610;71 620
25-May-2021;72 200;+660;+1%;71 600;71 560;72 750;59 082;72 050;72 080
24-May-2021;71 540;-920;-1%;72 590;70 870;72 800;101 170;71 430;71 440
21-May-2021;72 460;-420;-1%;73 440;71 640;73 530;121 840;71 980;71 990
20-May-2021;72 880;-2 130;-3%;73 420;72 150;73 860;199 583;73 450;73 460
19-May-2021;75 010;-600;-1%;75 740;74 070;75 900;131 138;74 080;74 090
18-May-2021;75 610;+1 210;+2%;74 680;74 560;76 210;137 132;76 090;76 100
17-May-2021;74 400;-80;-0%;74 500;73 810;74 900;2 435;74 250;74 710
14-May-2021;74 480;-1 220;-2%;75 130;73 210;78 990;8 980;73 390;74 200
13-May-2021;75 700;-540;-1%;75 800;75 120;76 400;14 945;75 550;75 770
12-May-2021;76 240;+610;+1%;75 730;75 400;76 840;22 795;76 610;76 900
11-May-2021;75 630;-1 210;-2%;77 210;74 610;77 210;30 765;75 660;75 700
10-May-2021;76 840;+2 670;+4%;75 050;74 840;77 970;29 710;77 480;77 740
07-May-2021;74 170;+1 330;+2%;73 180;73 180;74 720;26 310;74 700;74 710
06-May-2021;72 840;+1 080;+2%;72 290;72 260;73 110;19 425;73 020;73 040
30-Apr-2021;71 760;-530;-1%;72 590;71 120;72 910;26 594;71 760;71 990
29-Apr-2021;72 290;+980;+1%;71 740;71 350;72 770;32 511;72 210;72 250
28-Apr-2021;71 310;-600;-1%;72 160;70 930;72 180;49 800;71 150;71 250
27-Apr-2021;71 910;+1 660;+2%;70 920;70 860;72 610;45 964;72 220;72 270
26-Apr-2021;70 250;+1 040;+2%;69 600;69 390;70 940;62 768;70 780;70 800
23-Apr-2021;69 210;+210;+0%;69 100;68 720;69 560;45 975;69 240;69 280
22-Apr-2021;69 000;+270;+0%;68 800;68 590;69 520;46 899;68 930;68 980
21-Apr-2021;68 730;-460;-1%;69 120;68 310;69 420;54 382;68 560;68 570
20-Apr-2021;69 190;+680;+1%;69 480;68 830;69 570;59 377;69 230;69 260
19-Apr-2021;68 510;-170;-0%;68 820;67 700;69 650;78 247;69 490;69 500
16-Apr-2021;68 680;+1 650;+2%;67 990;67 910;69 320;100 551;68 380;68 400
15-Apr-2021;67 030;+1 010;+2%;66 450;66 450;67 950;2 820;67 130;67 930
14-Apr-2021;66 020;+330;+1%;66 140;65 690;66 200;8 285;66 000;66 050
13-Apr-2021;65 690;-60;-0%;65 810;65 510;65 940;17 065;65 700;65 750
12-Apr-2021;65 750;-930;-1%;66 750;65 550;66 750;27 665;65 550;65 610
09-Apr-2021;66 680;+150;+0%;66 760;66 430;67 090;20 495;66 450;66 560
08-Apr-2021;66 530;-350;-1%;66 460;66 200;67 030;21 030;66 700;66 750
07-Apr-2021;66 880;-210;-0%;66 850;66 650;67 250;20 715;66 720;66 750
06-Apr-2021;67 090;+1 000;+2%;67 000;66 750;67 500;21 610;66 780;66 900
02-Apr-2021;66 090;+690;+1%;65 310;65 260;67 080;26 915;66 650;67 020
01-Apr-2021;65 400;-30;-0%;65 640;64 920;65 750;29 582;64 920;65 050
31-Mar-2021;65 430;-810;-1%;65 720;65 100;65 800;33 004;65 510;65 630
30-Mar-2021;66 240;-30;-0%;66 330;65 740;66 450;30 666;65 750;65 800
29-Mar-2021;66 270;+560;+1%;66 170;65 960;66 770;33 831;66 180;66 270
26-Mar-2021;65 710;-230;-0%;65 040;64 860;66 260;42 480;66 060;66 110
25-Mar-2021;65 940;-350;-1%;66 600;65 410;66 870;57 447;65 470;65 480
24-Mar-2021;66 290;-650;-1%;66 690;66 000;66 780;48 892;66 410;66 440
23-Mar-2021;66 940;+170;+0%;66 920;66 280;67 570;48 561;66 890;66 920
22-Mar-2021;66 770;+290;+0%;66 380;66 140;67 300;51 326;66 690;66 730
19-Mar-2021;66 480;-540;-1%;66 920;65 520;67 270;64 027;65 920;65 950
18-Mar-2021;67 020;+590;+1%;66 790;66 550;67 510;44 906;66 800;66 820
17-Mar-2021;66 430;-840;-1%;66 400;66 080;66 980;50 266;66 830;66 860
16-Mar-2021;67 270;-130;-0%;67 550;66 570;67 600;50 754;66 600;66 630
15-Mar-2021;67 400;+780;+1%;69 790;66 640;69 790;2 255;66 560;67 550
12-Mar-2021;66 620;+650;+1%;66 980;66 300;67 120;8 585;66 490;66 810
11-Mar-2021;65 970;+470;+1%;65 590;65 180;67 360;16 365;66 950;67 150
10-Mar-2021;65 500;-1 070;-2%;66 000;64 850;66 040;23 430;65 130;65 200
09-Mar-2021;66 570;+330;+0%;66 160;65 630;67 170;19 820;65 930;66 170
08-Mar-2021;66 240;+1 120;+2%;66 260;65 550;67 160;21 065;65 630;65 730
05-Mar-2021;65 120;-1 830;-3%;65 000;64 170;66 270;24 895;65 800;65 810
04-Mar-2021;66 950;-780;-1%;67 410;66 380;67 410;18 215;66 380;66 420
03-Mar-2021;67 730;+1 420;+2%;67 500;67 210;68 260;17 550;67 610;67 700
02-Mar-2021;66 310;-1 130;-2%;67 430;65 670;67 430;22 260;66 630;66 670
01-Mar-2021;67 440;-1 330;-2%;67 300;66 800;68 050;26 495;67 350;67 380
26-Feb-2021;68 770;-870;-1%;69 840;67 800;70 340;42 184;67 800;68 070
25-Feb-2021;69 640;+1 990;+3%;68 010;67 760;70 570;41 280;69 980;69 990
24-Feb-2021;67 650;+240;+0%;67 310;66 440;68 680;51 572;67 710;67 800
23-Feb-2021;67 410;+1 560;+2%;67 000;66 280;68 620;78 069;67 800;67 830
22-Feb-2021;65 850;+2 460;+4%;64 210;64 210;67 190;73 778;67 190;
19-Feb-2021;63 390;+790;+1%;63 440;62 890;64 330;106 671;64 170;64 190
18-Feb-2021;62 600;+2 550;+4%;61 820;61 600;63 290;80 289;63 200;63 230
10-Feb-2021;60 050;+770;+1%;59 610;59 420;60 830;117 134;60 770;60 800
09-Feb-2021;59 280;+690;+1%;58 790;58 780;59 720;91 536;59 560;59 570
08-Feb-2021;58 590;+800;+1%;58 430;58 120;59 030;102 902;58 780;58 800
05-Feb-2021;57 790;+160;+0%;57 700;56 730;58 160;2 030;57 700;58 710
04-Feb-2021;57 630;+590;+1%;57 180;57 170;57 810;6 145;57 460;57 750
03-Feb-2021;57 040;-520;-1%;57 250;56 860;57 410;9 570;56 890;56 900
02-Feb-2021;57 560;-270;-0%;57 720;57 250;57 860;13 305;57 220;57 340
01-Feb-2021;57 830;-60;-0%;57 710;57 300;58 280;16 378;57 890;57 950
29-Jan-2021;57 890;-50;-0%;57 640;57 400;58 420;21 385;57 430;57 650
28-Jan-2021;57 940;-780;-1%;58 340;57 630;58 520;45 887;57 720;57 790
27-Jan-2021;58 720;0;0%;58 560;58 510;59 050;20 908;58 640;58 680
26-Jan-2021;58 720;-90;-0%;58 870;58 360;59 000;32 251;58 420;58 430
25-Jan-2021;58 810;-50;-0%;58 360;58 130;59 100;43 161;58 970;59 020
22-Jan-2021;58 860;-280;-0%;59 160;58 580;59 500;45 592;58 700;58 720
21-Jan-2021;59 140;+180;+0%;58 850;58 630;59 360;40 234;59 200;59 230
20-Jan-2021;58 960;+160;+0%;58 890;58 630;59 370;38 917;59 000;59 020
19-Jan-2021;58 800;+160;+0%;59 060;58 580;59 060;42 446;58 770;58 780
18-Jan-2021;58 640;-730;-1%;58 680;58 240;59 310;67 880;59 130;59 160
15-Jan-2021;59 370;+770;+1%;58 710;58 710;59 690;2 885;57 700;59 000
14-Jan-2021;58 600;-110;-0%;58 560;58 350;58 800;7 710;58 620;58 690
13-Jan-2021;58 710;+450;+1%;58 870;58 500;58 900;12 460;58 640;58 680
12-Jan-2021;58 260;-880;-1%;58 510;57 900;58 700;20 025;58 550;58 560
11-Jan-2021;59 140;-1 010;-2%;59 980;58 490;60 140;22 965;58 500;58 520
08-Jan-2021;60 150;+980;+2%;59 220;58 950;60 540;21 145;60 190;60 240
07-Jan-2021;59 170;+290;+0%;59 340;58 670;59 450;19 990;59 210;59 340
06-Jan-2021;58 880;+870;+1%;58 150;58 050;59 180;17 650;58 940;58 960
05-Jan-2021;58 010;0;0%;58 190;57 710;58 440;21 300;58 030;58 060
04-Jan-2021;58 010;+120;+0%;57 700;57 700;58 230;23 395;58 060;58 150
31-Dec-2020;57 890;-380;-1%;58 110;57 630;58 280;24 192;57 700;57 890
30-Dec-2020;58 270;-230;-0%;58 220;58 030;58 600;22 561;58 420;58 450
29-Dec-2020;58 500;-200;-0%;58 720;58 000;58 900;27 344;58 080;58 180
28-Dec-2020;58 700;+460;+1%;58 490;58 240;59 090;30 415;58 670;58 700
25-Dec-2020;58 240;+150;+0%;57 980;57 700;58 560;26 947;58 480;58 520
24-Dec-2020;58 090;+460;+1%;57 820;57 820;58 390;39 988;58 020;58 050
23-Dec-2020;57 630;-810;-1%;57 810;57 150;58 010;70 846;57 760;57 790
22-Dec-2020;58 440;-680;-1%;58 780;57 840;58 860;89 925;57 860;57 870
21-Dec-2020;59 120;+100;+0%;59 250;58 730;59 480;87 499;59 130;59 180
18-Dec-2020;59 020;+780;+1%;58 630;58 530;59 500;117 085;59 260;59 300
17-Dec-2020;58 240;+390;+1%;58 020;57 860;58 680;96 247;58 600;58 620
16-Dec-2020;57 850;+390;+1%;57 730;57 510;58 190;109 766;57 850;57 860
15-Dec-2020;57 460;-340;-1%;57 600;57 280;57 750;1 625;57 550;57 700
14-Dec-2020;57 800;-260;-0%;57 650;57 250;57 970;6 315;57 660;57 900
11-Dec-2020;58 060;+1 010;+2%;57 360;57 310;60 390;15 325;57 710;57 840
10-Dec-2020;57 050;-130;-0%;57 160;56 810;57 410;17 915;57 370;57 500
09-Dec-2020;57 180;+220;+0%;56 800;56 700;57 420;16 975;57 160;57 390
08-Dec-2020;56 960;-310;-1%;56 990;56 800;57 250;15 645;56 900;56 920
07-Dec-2020;57 270;+50;+0%;57 210;56 960;57 770;20 755;56 970;57 030
04-Dec-2020;57 220;+190;+0%;57 150;56 720;57 580;19 380;57 350;57 480
03-Dec-2020;57 030;-150;-0%;56 950;56 520;57 290;23 935;56 790;56 900
02-Dec-2020;57 180;-40;-0%;57 200;56 860;57 710;21 245;57 070;57 220
01-Dec-2020;57 220;+240;+0%;57 720;56 650;57 900;30 858;56 960;57 000
30-Nov-2020;56 980;+1 400;+3%;55 960;55 960;57 800;52 478;57 470;57 790
27-Nov-2020;55 580;+630;+1%;55 140;55 020;56 090;41 385;56 050;56 070
26-Nov-2020;54 950;+320;+1%;54 350;54 310;55 310;38 332;55 210;55 230
25-Nov-2020;54 630;+550;+1%;54 750;54 330;54 970;55 940;54 440;54 460
24-Nov-2020;54 080;+130;+0%;53 710;53 560;54 750;69 109;54 640;54 700
23-Nov-2020;53 950;+980;+2%;53 850;53 590;54 390;88 375;53 860;53 880
20-Nov-2020;52 970;+260;+0%;52 650;52 440;53 430;69 062;53 400;53 410
19-Nov-2020;52 710;+140;+0%;52 850;52 500;53 060;68 506;52 650;52 660
18-Nov-2020;52 570;-530;-1%;52 720;52 240;52 990;103 527;52 920;52 950
17-Nov-2020;53 100;-30;-0%;53 520;52 670;53 580;130 810;52 840;52 850
16-Nov-2020;53 130;+1 230;+2%;52 350;52 320;53 720;3 920;53 550;53 670
13-Nov-2020;51 900;+160;+0%;51 850;51 790;52 150;9 385;52 120;52 200
12-Nov-2020;51 740;-60;-0%;51 800;51 550;51 860;12 265;51 780;51 820
11-Nov-2020;51 800;-150;-0%;51 560;51 410;51 980;16 030;51 890;51 920
10-Nov-2020;51 950;-90;-0%;52 300;51 550;52 540;18 055;51 550;51 610
09-Nov-2020;52 040;+570;+1%;51 750;51 750;52 180;21 180;51 750;51 880
06-Nov-2020;51 470;-40;-0%;51 430;51 370;51 620;19 745;51 420;51 510
05-Nov-2020;51 510;-100;-0%;51 520;51 310;51 690;17 290;51 400;51 520
04-Nov-2020;51 610;+30;+0%;51 690;51 420;51 910;19 190;51 530;51 610
03-Nov-2020;51 580;+610;+1%;51 150;51 150;51 750;18 745;51 730;51 750
02-Nov-2020;50 970;-250;-0%;51 130;50 770;51 270;24 435;51 040;51 110
30-Oct-2020;51 220;-150;-0%;51 140;50 860;51 470;33 098;50 950;50 960
29-Oct-2020;51 370;-280;-1%;51 410;51 150;51 570;41 813;51 450;51 470
28-Oct-2020;51 650;+150;+0%;51 650;51 480;51 840;34 714;51 790;51 800
27-Oct-2020;51 500;-370;-1%;51 500;51 390;51 670;55 774;51 610;51 630
26-Oct-2020;51 870;-180;-0%;52 010;51 740;52 090;54 103;51 750;51 790
23-Oct-2020;52 050;-310;-1%;51 970;51 800;52 300;78 476;51 910;51 920
22-Oct-2020;52 360;+310;+1%;52 360;52 150;52 780;106 873;52 270;52 280
21-Oct-2020;52 050;+660;+1%;51 800;51 700;52 500;144 748;52 150;52 180
20-Oct-2020;51 390;+100;+0%;51 600;51 220;51 600;83 251;51 370;51 380
19-Oct-2020;51 290;-190;-0%;51 390;51 140;51 580;113 757;51 170;51 200
16-Oct-2020;51 480;+320;+1%;51 140;51 010;51 800;123 975;51 460;51 470
15-Oct-2020;51 160;-120;-0%;51 500;51 040;51 500;5 225;51 000;51 280
14-Oct-2020;51 280;-90;-0%;51 300;51 130;51 500;10 555;51 460;51 500
13-Oct-2020;51 370;-30;-0%;51 660;51 320;51 890;15 275;51 330;51 340
12-Oct-2020;51 400;+10;+0%;51 530;50 860;51 550;23 575;51 460;51 530
09-Oct-2020;51 390;+380;+1%;51 200;51 200;51 590;19 487;51 360;51 450
30-Sep-2020;51 010;-10;-0%;50 710;50 580;51 250;23 452;50 820;51 000
29-Sep-2020;51 020;+120;+0%;51 150;50 860;51 400;30 552;50 930;50 970
28-Sep-2020;50 900;+280;+1%;50 710;50 480;51 300;46 007;51 190;51 250
25-Sep-2020;50 620;-200;-0%;50 490;50 020;51 140;73 180;51 010;51 020
24-Sep-2020;50 820;-730;-1%;51 210;50 470;51 370;109 778;50 650;50 670
23-Sep-2020;51 550;-180;-0%;52 150;50 980;52 210;109 967;51 430;51 450
22-Sep-2020;51 730;-530;-1%;52 210;51 100;52 230;145 162;51 770;51 780
21-Sep-2020;52 260;+270;+1%;52 010;51 870;52 780;100 777;52 160;52 170
