Date,Price,Net,%Chg,Open,Low,High,Volume,Bid,Ask
2022-03-16,71660.0,+20,+0%,71 200,71 150,72 260,69 098,72 080,72 090
2022-03-17,72270.0,+610,+1%,72 120,72 000,72 570,52 124,72 250,72 280
2022-03-18,72890.0,+620,+1%,72 560,72 450,73 310,55 561,72 830,72 840
2022-03-21,73160.0,+270,+0%,72 800,72 610,73 800,54 058,72 950,72 970
2022-03-22,73200.0,+40,+0%,73 090,72 950,73 360,32 554,73 160,73 180
2022-03-23,73180.0,-20,-0%,73 670,72 900,73 710,29 077,73 260,73 270
2022-03-24,73700.0,+520,+1%,73 510,73 410,73 940,32 440,73 640,73 670
2022-03-25,73610.0,-90,-0%,73 880,73 370,73 990,31 259,73 630,73 650
2022-03-28,73120.0,-490,-1%,73 400,72 830,73 440,37 227,73 070,73 080
2022-03-29,73650.0,+530,+1%,73 210,73 210,73 880,22 297,73 660,73 690
2022-03-30,73780.0,+130,+0%,73 640,73 240,74 350,20 887,74 230,74 260
2022-03-31,73580.0,-200,-0%,73 980,73 400,73 990,19 253,73 410,73 470
2022-04-01,73400.0,-180,-0%,73 450,73 150,73 750,16 340,73 220,73 230
2022-04-06,73810.0,+410,+1%,73 790,73 620,73 990,10 445,73 800,73 860
2022-04-07,73580.0,-230,-0%,73 930,73 480,74 000,15 450,73 540,73 560
2022-04-08,73680.0,+100,+0%,73 330,73 300,74 000,16 615,73 860,73 890
2022-04-11,73610.0,-70,-0%,73 850,73 480,73 850,20 815,73 580,73 600
2022-04-12,73610.0,0,0%,73 500,73 400,73 780,18 955,73 670,73 780
2022-04-13,74350.0,+740,+1%,73 680,73 680,74 740,13 770,74 300,74 420
2022-04-14,74280.0,-70,-0%,74 210,73 940,74 530,5 955,74 480,74 690
2022-04-15,75090.0,+810,+1%,74 500,74 270,75 700,3 010,74 600,75 700
2022-04-18,74930.0,-160,-0%,74 890,74 650,75 320,52 462,74 750,74 780
2022-04-19,75160.0,+230,+0%,74 910,74 800,75 500,63 367,75 030,75 040
2022-04-20,74510.0,-650,-1%,74 760,74 320,74 770,60 056,74 480,74 500
2022-04-21,74470.0,-40,-0%,74 140,74 140,74 750,48 008,74 460,74 480
2022-04-22,74920.0,+450,+1%,74 800,74 690,75 200,58 874,75 000,75 020
2022-04-25,74240.0,-680,-1%,74 900,73 660,75 190,107 455,73 650,73 660
2022-04-26,73410.0,-830,-1%,73 500,72 850,73 960,63 046,73 530,73 590
2022-04-27,73480.0,+70,+0%,73 150,73 150,73 770,37 274,73 540,73 620
2022-04-28,73520.0,+40,+0%,73 360,73 180,73 770,29 814,73 590,73 600
2022-04-29,73630.0,+110,+0%,73 500,73 300,74 310,23 020,73 920,73 930
2022-05-05,73440.0,-190,-0%,73 210,73 200,74 150,25 621,73 250,73 260
2022-05-06,72660.0,-780,-1%,72 890,72 330,73 020,32 280,72 520,72 570
2022-05-09,72230.0,-430,-1%,72 500,72 000,72 500,25 885,72 010,72 040
2022-05-10,71960.0,-270,-0%,71 730,71 500,72 320,24 260,72 050,72 110
2022-05-11,71930.0,-30,-0%,72 050,71 300,72 180,19 995,71 900,71 980
2022-05-12,71750.0,-180,-0%,71 800,71 120,72 260,12 840,71 060,71 330
2022-05-13,71050.0,-700,-1%,70 800,70 580,71 400,7 610,71 150,71 200
2022-05-16,71300.0,+250,+0%,71 200,70 580,71 760,2 745,70 360,77 360
2022-05-17,71640.0,+340,+0%,71 750,71 320,71 880,63 091,71 770,71 790
2022-05-18,71730.0,+90,+0%,72 060,71 310,72 120,56 167,71 310,71 340
2022-05-19,71340.0,-390,-1%,71 400,71 000,71 620,70 782,71 530,71 550
2022-05-20,71770.0,+430,+1%,71 540,71 540,72 020,65 352,71 880,71 900
2022-05-23,72020.0,+250,+0%,71 960,71 670,72 260,55 949,72 020,72 040
2022-05-24,72040.0,+20,+0%,72 260,71 670,72 260,52 383,71 760,71 780
2022-05-25,71730.0,-310,-0%,71 580,71 550,71 950,51 765,71 800,71 810
2022-05-26,71500.0,-230,-0%,71 500,71 300,71 690,47 805,71 430,71 480
2022-05-27,72110.0,+610,+1%,71 640,71 640,72 370,41 768,72 150,72 200
2022-05-30,72260.0,+150,+0%,72 050,72 050,72 400,33 008,72 260,72 270
2022-05-31,72380.0,+120,+0%,72 300,72 200,72 560,20 820,72 450,72 520
2022-06-01,71930.0,-450,-1%,72 290,71 760,72 300,22 061,71 870,71 900
2022-06-02,72290.0,+360,+1%,72 130,72 080,72 420,14 710,72 370,72 380
2022-06-06,72940.0,+650,+1%,73 180,72 810,73 250,17 825,72 800,72 950
2022-06-07,72810.0,-130,-0%,72 980,72 560,73 050,13 760,72 600,72 620
2022-06-08,72860.0,+50,+0%,72 600,72 510,73 010,18 965,72 860,72 900
2022-06-09,72890.0,+30,+0%,72 900,72 800,73 050,15 350,72 890,72 900
2022-06-10,72620.0,-270,-0%,72 670,72 520,72 990,16 680,72 750,72 790
2022-06-13,72120.0,-500,-1%,72 520,71 930,72 560,16 500,71 960,71 970
2022-06-14,71680.0,-440,-1%,71 600,71 480,71 830,8 990,71 750,71 810
2022-06-15,71110.0,-570,-1%,71 770,70 880,71 770,3 415,70 090,71 080
2022-06-16,70780.0,-330,-0%,70 870,70 530,71 180,74 004,70 530,70 540
2022-06-17,69610.0,-1 170,-2%,69 820,69 150,69 940,105 680,69 740,69 770
2022-06-20,68670.0,-940,-1%,69 450,68 000,69 450,116 285,68 010,68 030
2022-06-21,68180.0,-490,-1%,67 990,67 680,68 700,84 035,68 030,68 050
2022-06-22,68000.0,-180,-0%,68 400,67 030,68 980,85 059,67 040,67 060
2022-06-23,66410.0,-1 590,-2%,66 780,65 590,67 300,109 163,66 370,66 380
2022-06-24,64620.0,-1 790,-3%,65 600,63 550,65 820,103 350,63 650,63 670
2022-06-27,63680.0,-940,-1%,63 330,61 840,64 790,79 327,63 880,63 900
2022-06-28,64190.0,+510,+1%,63 990,63 650,65 010,34 956,64 980,64 990
2022-06-29,64050.0,-140,-0%,64 970,63 200,65 000,39 300,63 700,63 740
2022-06-30,64270.0,+220,+0%,64 370,63 870,64 840,22 835,64 020,64 320
2022-07-01,62640.0,-1 630,-3%,63 450,61 650,63 490,26 588,61 710,61 820
2022-07-04,61350.0,-1 290,-2%,61 450,60 780,61 930,22 290,60 770,60 800
2022-07-05,61000.0,-350,-1%,60 970,60 200,61 530,18 735,60 200,60 480
2022-07-06,57770.0,-3 230,-5%,59 500,55 500,59 500,26 105,57 210,57 800
2022-07-07,58430.0,+660,+1%,58 050,57 200,59 500,19 685,58 660,58 900
2022-07-08,59540.0,+1 110,+2%,59 740,58 820,60 500,15 545,58 890,59 100
2022-07-11,58370.0,-1 170,-2%,59 250,57 920,59 780,16 040,58 250,58 600
2022-07-12,58040.0,-330,-1%,58 300,57 320,58 610,14 080,57 320,57 380
2022-07-13,56150.0,-1 890,-3%,57 320,55 410,57 320,10 785,55 900,56 100
2022-07-14,55840.0,-310,-1%,55 750,54 860,56 390,4 725,55 110,55 780
2022-07-15,54560.0,-1 280,-2%,55 450,53 090,58 760,2 075,50 760,55 100
2022-07-18,55310.0,+750,+1%,54 200,54 020,56 460,227 369,56 370,56 390
2022-07-19,56490.0,+1 180,+2%,56 430,55 710,57 430,135 345,56 030,56 040
2022-07-20,56360.0,-130,-0%,56 100,55 360,57 340,134 354,56 840,56 850
2022-07-21,56490.0,+130,+0%,56 850,55 940,57 300,117 577,56 180,56 190
2022-07-22,56450.0,-40,-0%,56 180,55 740,57 080,118 965,56 900,56 930
2022-07-25,57290.0,+840,+1%,56 880,56 810,57 990,127 044,57 180,57 250
2022-07-26,58280.0,+990,+2%,57 500,57 460,59 250,81 045,59 130,59 170
2022-07-27,58500.0,+220,+0%,59 000,58 080,59 050,54 784,58 690,58 700
2022-07-28,59560.0,+1 060,+2%,58 430,58 270,60 350,46 618,60 200,60 280
2022-07-29,60000.0,+440,+1%,60 010,59 550,60 560,35 132,60 450,60 560
2022-08-01,61150.0,+1 150,+2%,60 450,60 350,61 550,28 094,61 200,61 220
2022-08-02,60160.0,-990,-2%,61 510,59 570,61 510,26 225,60 560,60 610
2022-08-03,60260.0,+100,+0%,60 600,59 900,60 960,21 475,60 080,60 160
2022-08-04,59680.0,-580,-1%,60 400,59 120,60 430,24 090,59 110,59 200
2022-08-05,60260.0,+580,+1%,59 270,58 960,60 900,18 955,60 700,60 760
2022-08-08,61060.0,+800,+1%,60 500,60 130,61 520,17 355,61 300,61 310
2022-08-09,61510.0,+450,+1%,61 130,61 020,62 000,19 780,61 600,61 720
2022-08-10,61670.0,+160,+0%,61 740,61 280,62 200,20 145,61 430,61 520
2022-08-11,62560.0,+890,+1%,62 500,62 010,63 190,15 470,63 070,63 140
2022-08-12,63090.0,+530,+1%,63 170,62 850,63 370,11 360,63 300,63 840
2022-08-15,62320.0,-770,-1%,62 850,61 180,62 850,5 100,61 180,61 190
2022-08-16,61760.0,-560,-1%,61 040,60 830,62 460,126 975,62 030,62 040
2022-08-17,62080.0,+320,+1%,62 110,61 770,62 410,100 558,61 960,61 980
2022-08-18,61540.0,-540,-1%,61 770,61 150,61 900,116 574,61 170,61 190
2022-08-19,62250.0,+710,+1%,62 100,61 890,62 610,110 989,61 980,61 990
2022-08-22,62880.0,+630,+1%,62 500,62 350,63 400,109 392,62 780,62 790
2022-08-23,62820.0,-60,-0%,62 560,62 340,63 270,81 774,63 040,63 050
2022-08-24,63320.0,+500,+1%,63 400,63 040,63 720,77 856,63 410,63 420
2022-08-25,62970.0,-350,-1%,62 850,62 800,63 280,76 156,63 100,63 140
2022-08-26,63730.0,+760,+1%,63 350,63 280,64 130,54 913,64 100,64 110
2022-08-29,63650.0,-80,-0%,64 510,62 820,65 000,61 433,63 040,63 050
2022-08-30,62810.0,-840,-1%,63 050,62 530,63 350,38 289,62 680,62 700
2022-08-31,62470.0,-340,-1%,62 390,62 120,62 780,34 829,62 510,62 650
2022-09-01,61350.0,-1 120,-2%,61 540,60 880,61 900,34 492,61 150,61 220
2022-09-02,60200.0,-1 150,-2%,60 930,59 820,60 930,33 360,59 880,60 120
2022-09-05,60520.0,+320,+1%,60 210,59 960,61 070,22 850,60 950,61 030
2022-09-06,61390.0,+870,+1%,61 010,60 800,62 010,20 625,62 020,62 400
2022-09-07,61300.0,-90,-0%,61 760,60 850,61 850,22 105,60 870,60 960
2022-09-08,61490.0,+190,+0%,61 110,60 770,61 770,19 030,61 630,61 700
2022-09-09,63170.0,+1 680,+3%,61 820,61 790,63 780,18 090,63 600,63 800
2022-09-13,63670.0,+500,+1%,63 870,63 500,64 140,16 020,63 820,63 830
2022-09-14,63070.0,-600,-1%,63 820,62 860,63 820,16 280,62 880,62 920
2022-09-15,63320.0,+250,+0%,62 910,62 630,63 790,4 175,63 000,66 000
2022-09-16,62010.0,-1 310,-2%,62 010,61 810,62 320,105 047,61 950,61 960
2022-09-19,62570.0,+560,+1%,62 110,62 050,63 200,112 402,62 270,62 280
2022-09-20,62480.0,-90,-0%,62 020,61 960,62 930,89 148,62 580,62 600
2022-09-21,62550.0,+70,+0%,62 400,62 260,62 970,77 123,62 750,62 780
2022-09-22,62390.0,-160,-0%,62 290,61 890,62 850,118 153,62 420,62 430
2022-09-23,62530.0,+140,+0%,62 990,62 090,63 000,78 763,62 180,62 190
2022-09-26,61080.0,-1 450,-2%,61 180,60 620,61 510,141 617,60 680,60 690
2022-09-27,61160.0,+80,+0%,61 100,60 750,61 610,80 128,61 270,61 280
2022-09-28,60980.0,-180,-0%,61 480,60 730,61 710,54 848,60 830,60 840
2022-09-29,61650.0,+670,+1%,61 350,61 140,61 980,39 944,61 720,61 780
2022-09-30,62050.0,+400,+1%,62 100,61 550,62 460,32 034,62 350,62 460
2022-10-10,62530.0,+480,+1%,62 230,62 090,62 880,25 125,62 770,62 800
2022-10-11,63910.0,+1 380,+2%,63 410,63 160,64 160,25 360,64 080,64 100
2022-10-12,64030.0,+120,+0%,64 160,63 700,64 310,22 625,64 120,64 190
2022-10-13,64060.0,+30,+0%,64 130,63 840,64 180,14 890,63 860,63 880
2022-10-14,64890.0,+830,+1%,63 700,63 530,65 680,12 440,65 560,65 690
2022-10-17,64440.0,-450,-1%,65 640,63 720,65 640,8 980,63 730,64 190
2022-10-18,62830.0,-1 610,-2%,63 340,62 600,63 450,96 499,62 640,62 650
2022-10-19,62210.0,-620,-1%,62 460,61 950,62 540,93 539,62 120,62 130
2022-10-20,62170.0,-40,-0%,62 230,61 980,62 490,82 732,62 250,62 270
2022-10-21,63070.0,+900,+1%,62 750,62 590,63 400,96 569,62 800,62 820
2022-10-24,63610.0,+540,+1%,62 820,62 680,64 210,105 306,63 790,63 810
2022-10-25,63860.0,+250,+0%,63 620,63 510,64 070,67 532,63 990,64 000
2022-10-26,63700.0,-160,-0%,63 540,63 500,63 920,54 659,63 700,63 720
2022-10-27,64350.0,+650,+1%,64 220,64 000,64 530,45 660,64 340,64 350
2022-10-28,64280.0,-70,-0%,64 500,63 780,64 990,48 570,63 770,63 780
2022-10-31,63530.0,-750,-1%,63 680,63 220,63 960,46 596,63 350,63 500
2022-11-01,64040.0,+510,+1%,63 200,63 010,64 650,24 426,64 570,64 580
2022-11-02,64780.0,+740,+1%,64 860,64 280,65 080,20 620,64 750,64 850
2022-11-03,64510.0,-270,-0%,64 660,64 300,64 700,19 080,64 480,64 500
2022-11-04,64650.0,+140,+0%,64 100,63 920,65 500,24 130,65 320,65 350
2022-11-07,66570.0,+1 920,+3%,66 960,65 990,67 280,24 695,66 820,66 870
2022-11-08,66350.0,-220,-0%,66 710,66 030,66 760,24 745,66 740,66 790
2022-11-09,66940.0,+590,+1%,66 780,66 670,67 480,20 125,67 300,67 640
2022-11-10,67470.0,+530,+1%,67 040,66 950,67 930,19 170,67 550,67 650
2022-11-11,68490.0,+1 020,+2%,67 390,67 350,69 150,22 015,68 080,68 220
2022-11-14,67730.0,-760,-1%,68 130,67 030,68 620,13 570,67 350,67 460
2022-11-15,67250.0,-480,-1%,67 380,66 900,67 900,4 170,67 050,67 480
2022-11-16,66690.0,-560,-1%,66 870,66 340,67 120,104 038,66 700,66 720
2022-11-17,66320.0,-370,-1%,66 710,66 000,66 750,90 982,66 510,66 520
2022-11-18,65860.0,-460,-1%,66 210,65 650,66 290,92 310,65 740,65 750
2022-11-21,65110.0,-750,-1%,65 510,64 730,65 580,97 528,65 000,65 030
2022-11-22,64620.0,-490,-1%,64 640,64 260,64 820,81 536,64 390,64 410
2022-11-23,64950.0,+330,+1%,65 020,64 590,65 350,73 475,64 880,64 890
2022-11-24,64990.0,+40,+0%,64 670,64 650,65 260,64 339,65 100,65 110
2022-11-25,65140.0,+150,+0%,64 990,64 890,65 360,41 983,65 300,65 310
2022-11-28,64700.0,-440,-1%,65 660,64 260,65 740,54 926,64 380,64 390
2022-11-29,65090.0,+390,+1%,64 790,64 630,65 510,31 769,65 280,65 310
2022-11-30,64970.0,-120,-0%,65 220,64 800,65 400,23 726,64 880,64 900
2022-12-01,65930.0,+960,+1%,65 680,65 350,66 160,19 200,66 050,66 100
2022-12-02,66040.0,+110,+0%,65 750,65 750,66 470,13 390,66 420,66 500
2022-12-05,66600.0,+560,+1%,66 300,65 810,67 000,16 170,66 460,66 500
2022-12-06,66050.0,-550,-1%,66 480,65 800,66 490,17 045,65 940,65 960
2022-12-07,65940.0,-110,-0%,66 020,65 520,66 710,19 490,65 630,65 680
2022-12-08,66250.0,+310,+0%,65 790,65 750,66 620,16 250,66 440,66 450
2022-12-09,66950.0,+700,+1%,66 640,66 570,67 220,14 625,67 150,67 300
2022-12-12,66250.0,-700,-1%,66 680,66 050,66 820,18 195,66 140,66 190
2022-12-13,66100.0,-150,-0%,66 100,65 800,66 300,13 160,66 190,66 260
2022-12-14,66580.0,+480,+1%,66 400,66 350,67 100,8 740,66 610,66 720
2022-12-15,66260.0,-320,-0%,66 980,66 050,66 980,4 610,65 410,66 400
2022-12-16,65460.0,-800,-1%,66 040,65 060,66 060,88 099,65 240,65 260
2022-12-19,65310.0,-150,-0%,65 050,64 910,65 950,76 102,65 110,65 120
2022-12-20,65160.0,-150,-0%,65 410,64 600,65 650,71 870,65 050,65 070
2022-12-21,65640.0,+480,+1%,65 160,65 140,65 920,65 815,65 760,65 800
2022-12-22,65990.0,+350,+1%,65 760,65 640,66 300,48 898,65 820,65 840
2022-12-23,65500.0,-490,-1%,65 710,65 330,65 790,45 082,65 460,65 490
2022-12-26,65830.0,+330,+1%,65 450,65 330,66 120,48 638,66 030,66 060
2022-12-27,66330.0,+500,+1%,66 240,65 970,66 570,31 142,66 350,66 400
2022-12-28,66470.0,+140,+0%,66 780,66 200,66 840,28 439,66 410,66 420
2022-12-29,66330.0,-140,-0%,66 580,66 210,66 580,23 687,66 420,66 430
2022-12-30,66180.0,-150,-0%,66 270,66 010,66 360,18 074,66 350,66 370
2023-01-03,65680.0,-500,-1%,66 340,65 430,66 340,18 361,65 830,65 900
2023-01-04,65020.0,-660,-1%,65 660,64 620,65 780,24 445,64 610,64 730
2023-01-05,64180.0,-840,-1%,64 160,63 910,64 460,17 740,64 300,64 390
2023-01-06,65170.0,+990,+2%,65 010,65 000,65 370,13 840,65 210,65 290
2023-01-09,66020.0,+850,+1%,64 970,64 790,66 280,14 330,66 110,66 200
2023-01-10,66480.0,+460,+1%,66 300,66 300,66 800,10 990,66 510,66 600
2023-01-11,67450.0,+970,+1%,66 690,66 680,67 900,12 805,67 860,67 960
2023-01-12,68510.0,+1 060,+2%,68 000,67 870,68 820,9 125,68 380,68 500
2023-01-13,68590.0,+80,+0%,68 530,68 200,69 000,5 510,68 310,68 450
2023-01-16,68380.0,-210,-0%,68 600,67 640,68 700,1 755,67 100,68 700
2023-01-17,68450.0,+70,+0%,68 610,68 230,68 730,23 068,68 260,68 300
2023-01-18,69680.0,+1 230,+2%,68 670,68 670,70 300,29 249,70 150,70 200
2023-01-19,70100.0,+420,+1%,70 760,69 210,71 380,23 034,69 610,69 630
2023-01-20,70080.0,-20,-0%,69 500,69 350,70 520,10 481,70 300,70 350
2023-01-30,69650.0,-430,-1%,70 060,69 140,70 170,23 362,69 250,69 300
2023-01-31,69370.0,-280,-0%,69 390,69 100,69 670,21 335,69 150,69 220
2023-02-01,69520.0,+150,+0%,68 990,68 860,69 810,13 316,69 540,69 640
2023-02-02,69090.0,-430,-1%,69 350,68 700,69 360,16 755,68 950,69 040
2023-02-03,68620.0,-470,-1%,68 850,68 280,69 290,19 815,68 750,68 850
2023-02-06,68250.0,-370,-1%,68 800,68 060,68 850,19 600,68 240,68 270
2023-02-07,67930.0,-320,-0%,68 180,67 480,68 210,21 195,68 050,68 140
2023-02-08,68240.0,+310,+0%,67 830,67 590,68 600,16 515,68 470,68 490
2023-02-09,68320.0,+80,+0%,68 710,67 900,68 750,14 145,68 470,68 520
2023-02-10,68260.0,-60,-0%,68 410,68 050,68 750,14 900,68 210,68 290
2023-02-13,68010.0,-250,-0%,68 300,67 710,68 320,12 345,68 040,68 100
2023-02-14,68440.0,+430,+1%,68 250,68 020,68 630,8 335,68 510,68 700
2023-02-15,68800.0,+360,+1%,68 600,68 300,69 040,4 740,68 300,69 300
2023-02-16,68260.0,-540,-1%,68 290,67 820,68 660,73 566,68 500,68 530
2023-02-17,68980.0,+720,+1%,68 810,68 560,69 380,65 567,68 870,68 890
2023-02-20,69040.0,+60,+0%,68 800,68 580,69 400,56 876,69 380,69 410
2023-02-21,69830.0,+790,+1%,69 770,69 640,70 130,56 137,70 100,70 130
2023-02-22,70350.0,+520,+1%,70 150,70 050,70 670,59 483,70 090,70 110
2023-02-23,70080.0,-270,-0%,70 290,69 810,70 340,34 957,69 870,69 890
2023-02-24,69440.0,-640,-1%,69 950,69 000,70 140,37 032,69 470,69 510
2023-02-27,68600.0,-840,-1%,69 090,68 210,69 240,55 898,68 210,68 220
2023-02-28,68640.0,+40,+0%,68 520,68 400,68 950,24 511,68 870,68 950
2023-03-01,69680.0,+1 040,+2%,69 110,69 000,70 050,17 855,69 880,69 960
2023-03-02,69850.0,+170,+0%,70 020,69 630,70 100,14 930,69 630,69 770
2023-03-03,69380.0,-470,-1%,69 070,68 930,69 800,17 860,69 700,69 770
2023-03-06,69320.0,-60,-0%,69 720,69 220,69 800,19 105,69 230,69 250
2023-03-07,69540.0,+220,+0%,69 060,69 060,69 680,16 385,69 480,69 590
2023-03-08,68850.0,-690,-1%,69 150,68 620,69 240,26 885,68 750,68 850
2023-03-09,69210.0,+360,+1%,69 000,68 860,69 590,15 495,69 210,69 230
2023-03-10,68970.0,-240,-0%,69 310,68 820,69 600,18 130,68 830,68 900
2023-03-13,69000.0,+30,+0%,68 850,68 640,69 450,13 980,69 280,69 300
2023-03-14,68440.0,-560,-1%,68 710,67 600,68 970,7 330,68 530,68 580
2023-03-15,68800.0,+360,+1%,68 580,68 580,69 050,4 325,68 650,68 780
2023-03-16,67090.0,-1 710,-2%,67 130,66 360,67 650,166 168,66 420,66 460
2023-03-17,66890.0,-200,-0%,66 620,66 160,67 440,103 162,67 190,67 220
2023-03-20,67220.0,+330,+0%,67 220,66 750,67 750,76 156,66 840,66 850
2023-03-21,67550.0,+330,+0%,67 650,67 350,67 820,49 103,67 600,67 610
2023-03-22,68150.0,+600,+1%,68 400,67 870,68 470,46 625,68 130,68 150
2023-03-23,68590.0,+440,+1%,68 560,68 330,68 820,39 577,68 460,68 480
2023-03-24,69220.0,+630,+1%,68 470,68 430,69 910,45 268,69 860,69 870
2023-03-27,69310.0,+90,+0%,69 000,68 970,69 470,35 787,69 340,69 350
2023-03-28,69570.0,+260,+0%,69 310,69 140,69 800,25 100,69 410,69 420
2023-03-29,69490.0,-80,-0%,69 320,69 250,69 750,17 557,69 360,69 390
2023-03-30,69710.0,+220,+0%,69 830,69 500,70 020,17 715,69 720,69 770
2023-03-31,69520.0,-190,-0%,69 820,69 260,69 860,22 801,69 300,69 310
2023-04-03,69470.0,-50,-0%,69 190,69 190,69 850,16 766,69 270,69 300
2023-04-04,69180.0,-290,-0%,69 590,69 010,69 690,21 595,69 150,69 180
2023-04-06,68730.0,-450,-1%,68 670,68 560,68 840,22 030,68 630,68 660
2023-04-07,68790.0,+60,+0%,68 520,68 280,69 180,16 905,69 110,69 190
2023-04-10,68830.0,+40,+0%,69 170,68 750,69 170,16 140,68 800,68 840
2023-04-11,68650.0,-180,-0%,68 540,68 360,69 130,20 410,68 970,69 000
2023-04-12,69060.0,+410,+1%,68 970,68 850,69 380,16 150,68 920,68 960
2023-04-13,69280.0,+220,+0%,69 000,68 930,69 500,11 200,69 230,69 300
2023-04-14,70200.0,+920,+1%,69 900,69 890,70 380,10 585,70 080,70 150
2023-04-17,69960.0,-240,-0%,70 420,69 760,70 700,3 050,69 960,70 130
2023-04-18,69640.0,-320,-0%,69 850,69 420,69 940,71 199,69 740,69 780
2023-04-19,69600.0,-40,-0%,69 670,69 350,69 940,57 686,69 460,69 470
2023-04-20,69480.0,-120,-0%,69 290,69 270,69 670,59 872,69 340,69 350
2023-04-21,68910.0,-570,-1%,69 210,68 640,69 350,87 135,68 670,68 690
2023-04-24,68500.0,-410,-1%,68 720,68 350,68 860,75 558,68 370,68 380
2023-04-25,68290.0,-210,-0%,68 330,68 120,68 750,59 344,68 200,68 210
2023-04-26,67280.0,-1 010,-1%,67 300,66 880,67 650,77 052,67 580,67 590
2023-04-27,66900.0,-380,-1%,67 290,66 420,67 420,47 287,66 720,66 760
2023-04-28,67110.0,+210,+0%,66 650,66 320,67 660,28 244,67 420,67 550
2023-05-04,67140.0,+30,+0%,66 860,66 820,67 390,25 079,66 990,67 050
2023-05-05,66710.0,-430,-1%,66 890,66 370,67 180,25 055,66 920,67 100
2023-05-08,67180.0,+470,+1%,66 660,66 590,67 550,21 485,67 550,67 580
2023-05-09,67420.0,+240,+0%,67 670,67 120,67 810,19 620,67 150,67 190
2023-05-10,67330.0,-90,-0%,67 190,67 150,67 570,19 730,67 270,67 300
2023-05-11,66550.0,-780,-1%,67 230,65 370,67 230,20 810,65 420,65 590
2023-05-12,64570.0,-1 980,-3%,65 160,64 200,65 160,11 170,64 650,64 800
2023-05-15,64810.0,+240,+0%,64 760,64 550,65 300,3 380,64 180,65 470
2023-05-16,64800.0,-10,-0%,65 280,64 210,65 360,110 036,64 360,64 370
2023-05-17,64340.0,-460,-1%,63 990,63 990,64 660,107 444,64 550,64 560
2023-05-18,65600.0,+1 260,+2%,65 020,65 020,65 970,115 845,65 770,65 780
2023-05-19,65360.0,-240,-0%,65 360,65 030,65 720,89 451,65 680,65 700
2023-05-22,65310.0,-50,-0%,66 040,64 780,66 180,75 484,65 060,65 090
2023-05-23,64890.0,-420,-1%,64 910,64 420,65 360,59 156,64 460,64 480
2023-05-24,64160.0,-730,-1%,64 400,63 870,64 700,64 668,64 080,64 120
2023-05-25,63540.0,-620,-1%,63 900,63 010,64 080,76 587,63 740,63 750
2023-05-26,64120.0,+580,+1%,64 010,63 650,64 820,44 790,64 810,64 820
2023-05-29,65170.0,+1 050,+2%,64 920,64 740,65 520,32 396,65 380,65 420
2023-05-30,65160.0,-10,-0%,65 480,64 700,65 560,31 129,65 010,65 020
2023-05-31,65000.0,-160,-0%,65 220,64 790,65 300,24 411,65 070,65 100
2023-06-01,65570.0,+570,+1%,64 900,64 780,65 970,23 537,65 900,65 940
2023-06-02,66100.0,+530,+1%,65 870,65 670,66 540,20 530,66 340,66 480
2023-06-05,66050.0,-50,-0%,66 720,65 820,66 790,15 945,65 970,66 000
2023-06-06,66740.0,+690,+1%,66 260,66 260,67 000,20 620,66 630,66 740
2023-06-07,66920.0,+180,+0%,66 740,66 650,67 150,16 650,66 710,66 800
2023-06-08,66860.0,-60,-0%,66 950,66 620,67 330,18 370,66 800,66 850
2023-06-09,67060.0,+200,+0%,66 850,66 840,67 290,17 675,67 260,67 290
2023-06-12,67110.0,+50,+0%,67 480,66 950,67 750,17 940,67 020,67 030
2023-06-13,67280.0,+170,+0%,67 020,66 850,67 650,13 795,67 540,67 600
2023-06-14,68110.0,+830,+1%,68 080,67 910,68 250,10 845,67 930,68 050
2023-06-15,68130.0,+20,+0%,68 230,68 000,68 370,4 655,67 800,68 110
2023-06-16,68420.0,+290,+0%,68 250,68 140,68 740,82 419,68 600,68 630
2023-06-19,68500.0,+80,+0%,68 630,68 270,68 800,75 705,68 450,68 460
2023-06-20,68540.0,+40,+0%,68 660,68 350,68 780,57 764,68 560,68 570
2023-06-21,69010.0,+470,+1%,68 880,68 680,69 370,86 581,68 930,68 940
2023-06-26,68500.0,-510,-1%,68 430,68 230,68 770,75 110,68 490,68 500
2023-06-27,68420.0,-80,-0%,68 480,68 080,68 670,61 271,68 450,68 470
2023-06-28,68080.0,-340,-0%,68 100,67 950,68 260,50 230,68 040,68 050
2023-06-29,67670.0,-410,-1%,67 750,67 520,67 800,48 163,67 600,67 620
2023-06-30,67530.0,-140,-0%,67 200,67 080,67 940,40 893,67 750,67 890
2023-07-03,68610.0,+1 080,+2%,67 940,67 940,68 850,25 251,68 660,68 680
2023-07-04,68560.0,-50,-0%,68 740,68 360,68 810,17 435,68 450,68 470
2023-07-05,68270.0,-290,-0%,68 330,68 140,68 430,16 790,68 110,68 140
2023-07-06,68210.0,-60,-0%,68 050,68 010,68 510,20 855,68 150,68 200
2023-07-07,68110.0,-100,-0%,68 180,67 940,68 350,25 045,68 000,68 190
2023-07-10,68220.0,+110,+0%,68 180,68 010,68 510,26 625,68 070,68 090
2023-07-11,68350.0,+130,+0%,68 040,68 010,68 550,22 890,68 370,68 380
2023-07-12,68050.0,-300,-0%,68 120,67 880,68 150,21 820,68 020,68 130
2023-07-13,68760.0,+710,+1%,68 440,68 400,69 000,14 945,68 880,68 900
