Date;NIDALY;NILMEX;NISHFE;NIWUXI;CUDALY;CUCOMX;CULMEX;CUSHFE;LIDALY;LICOMX;LILMEX;LIANTH;CODALY;COLMEX;COWUXI;COCOMX;NIDALY_BD;NILMEX_BD;NISHFE_BD;NIWUXI_BD;CUDALY_BD;CUCOMX_BD;CULMEX_BD;CUSHFE_BD;LIDALY_BD;LICOMX_BD;LILMEX_BD;LIANTH_BD;CODALY_BD;COLMEX_BD;COWUXI_BD;COCOMX_BD
2021-07-19;8,5575;18462,000;142,570;142,000;4,2023;4,210;9222,000;68950,000;13,6910;15,000;15450,000;98000,000;24,1950;52477,500;362,000;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-07-20;8,4232;18684,000;138,820;140,000;4,1780;4,270;9336,000;67910,000;13,6910;15,000;15450,000;98000,000;24,1950;52473,000;366,000;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-07-21;8,3379;18580,000;138,140;137,700;4,2055;4,280;9347,000;68190,000;13,6910;15,000;15450,000;98146,379;24,1950;52468,000;366,500;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-07-22;8,5593;18922,000;138,320;137,600;4,2558;4,350;9441,500;68620,000;13,6910;15,000;15450,000;98434,082;24,1950;52463,000;367,000;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-07-23;8,7394;19372,000;141,500;141,100;4,2790;4,410;9516,000;69540,000;13,6910;15,000;15450,000;98813,202;24,1950;52463,000;369,000;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-07-26;8,8369;19717,000;145,040;147,200;4,3454;4,590;9809,500;70390,000;13,6910;15,000;15450,000;100000,000;24,1950;52441,000;370,000;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-07-27;8,7852;19357,000;146,700;144,200;4,4039;4,550;9758,500;71940,000;13,6910;15,000;15450,000;100000,000;24,1950;52436,000;365,500;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-07-28;8,8827;19543,000;145,720;145,700;4,3985;4,480;9686,000;72040,000;13,6910;15,000;15450,000;100000,000;24,1950;52431,000;366,000;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-07-29;8,9671;19835,000;146,550;147,800;4,4366;4,520;9823,500;71460,000;13,7790;16,000;15450,000;103000,000;24,1950;52426,000;364,500;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-07-30;9,0229;19552,000;147,260;145,100;4,4214;4,480;9728,000;71550,000;13,7730;16,000;15500,000;103000,000;24,1950;52426,000;354,000;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-02;8,9471;19516,000;146,210;144,700;4,4166;4,430;9700,500;71450,000;13,7730;16,000;15625,000;108000,000;24,5000;52404,000;348,500;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-03;8,7652;19388,000;144,260;143,500;4,3470;4,380;9541,500;70740,000;13,7670;16,000;15625,000;108000,000;24,5000;52399,000;347,000;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-04;8,8215;19243,000;143,620;142,550;4,3105;4,330;9466,000;70060,000;14,3190;16,000;15625,000;108000,000;24,3600;52394,000;350,000;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-05;8,7448;19472,000;143,350;144,600;4,2769;4,350;9491,500;69540,000;14,3180;16,000;15625,000;108000,000;24,3600;52389,000;349,500;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-06;8,8600;19214,000;145,010;143,250;4,3225;4,350;9468,000;69790,000;14,3000;16,000;15750,000;108000,000;24,3600;52389,000;349,500;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-09;8,5039;18620,000;141,800;138,950;4,2236;4,290;9369,500;69520,000;14,2790;16,000;15750,000;113000,000;24,3600;52367,000;343,000;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-10;8,4903;18952,000;139,840;141,450;4,2681;4,350;9520,500;69430,000;14,2710;16,000;15750,000;113000,000;24,2900;52361,500;344,000;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-11;8,5661;19368,000;141,120;144,050;4,2733;4,360;9512,000;69850,000;14,2650;16,000;15750,000;113000,000;24,2900;52350,500;343,000;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-12;8,8632;19678,000;147,600;146,200;4,3130;4,360;9467,500;70250,000;14,2810;16,000;15750,000;113000,000;23,8140;52350,500;341,000;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-13;8,9131;19656,000;148,390;147,250;4,2771;4,390;9570,000;70040,000;14,2750;16,000;15750,000;113000,000;24,2900;52350,500;343,500;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-16;8,8473;19510,000;147,980;147,100;4,2533;4,320;9442,000;70380,000;14,2820;16,000;15750,000;113000,000;24,1400;52328,500;343,000;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-17;8,8314;19193,000;146,380;144,550;4,2395;4,200;9247,500;69790,000;14,2740;16,000;15750,000;113000,000;24,1400;52000,000;344,000;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-18;8,6269;18887,000;144,230;142,400;4,1497;4,120;9042,500;68910,000;14,2730;16,000;15750,000;113000,000;24,0500;51197,000;345,000;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-19;8,3806;18385,000;141,410;140,950;3,9805;4,040;8894,000;67530,000;14,2320;16,000;15750,000;113000,000;24,0500;51198,000;347,000;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-20;8,4228;18463,000;139,800;141,400;4,0470;4,130;9037,000;66760,000;14,2320;16,000;16000,000;113000,000;24,0500;51200,000;345,500;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-23;8,5706;18893,000;140,570;143,500;4,1898;4,230;9273,500;67770,000;14,2320;16,000;16000,000;121000,000;24,0400;51181,000;347,000;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-24;8,6477;19074,000;142,240;143,500;4,2259;4,260;9376,000;68690,000;14,2320;16,000;16000,000;121000,000;24,0100;51178,000;353,000;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-25;8,7203;19170,000;143,640;143,900;4,2540;4,270;9356,000;69380,000;14,2780;16,000;16000,000;121000,000;24,0100;50100,000;353,500;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-26;8,5584;18772,000;144,230;141,000;4,2288;4,250;9299,500;69180,000;14,2680;16,000;16000,000;125000,000;24,0000;50109,000;353,000;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-27;8,5792;19011,000;142,040;142,950;4,2420;4,320;9410,000;68990,000;14,2780;16,000;16062,500;125000,000;24,0500;50111,500;354,000;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-30;8,6362;19668,891;145,510;148,000;4,3645;4,360;9642,034;69900,000;14,2970;16,000;15880,946;131500,000;22,8750;49840,779;354,000;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-08-31;8,8509;19547,000;149,730;148,600;4,2921;4,360;9520,000;69880,000;14,3160;16,000;16070,000;131500,000;23,9700;50092,500;354,500;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-01;8,8636;19332,000;149,940;146,700;4,2239;4,260;9335,500;69620,000;14,3050;16,000;16375,000;131500,000;23,4000;50500,000;357,000;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-02;8,8370;19464,000;148,580;147,400;4,2890;4,290;9376,500;69160,000;14,3230;17,000;16375,000;131500,000;23,2240;50504,000;363,500;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-03;8,8423;19789,000;147,390;148,500;4,2461;4,330;9431,000;69370,000;14,3420;17,000;17125,000;131500,000;23,4900;50499,000;365,000;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-06;8,9040;19654,000;147,790;147,350;4,2642;4,326;9450,500;69550,000;14,3240;17,712;17750,000;131500,000;23,4900;50485,000;364,500;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-07;8,8677;19506,000;146,730;145,800;4,2293;4,280;9350,500;69460,000;14,3060;18,000;17750,000;131500,000;23,6100;50482,000;364,000;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-08;8,9461;19713,000;147,720;147,900;4,2280;4,230;9249,000;69140,000;14,3240;18,000;17750,000;131500,000;23,0610;50479,000;365,000;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-09;9,1662;20190,000;149,530;151,950;4,2860;4,280;9387,500;68930,000;14,3300;18,000;17750,000;133500,000;23,3600;51140,000;364,500;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-10;9,2653;20392,000;153,870;153,600;4,4205;4,450;9694,500;69960,000;14,3700;19,000;18500,000;133500,000;23,3600;51137,000;371,000;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-13;8,9634;19726,000;152,920;147,700;4,3545;4,360;9562,500;71530,000;14,3260;19,000;18950,000;140500,000;23,3600;51123,000;364,500;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-14;8,9079;19623,000;147,990;146,450;4,3105;4,320;9442,000;70480,000;14,3470;19,000;18950,000;140500,000;23,3600;51120,000;365,000;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-15;9,0864;20016,000;147,960;147,950;4,3990;4,400;9627,000;69760,000;14,3780;19,000;18950,000;140500,000;23,3600;51117,000;355,500;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-16;8,8069;19401,000;147,270;145,500;4,2615;4,280;9366,500;70210,000;14,3420;19,000;18950,000;151000,000;23,3600;51120,000;354,500;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-17;8,7947;19358,000;144,690;144,500;4,2355;4,250;9312,000;69400,000;23,6620;20,000;19700,000;151000,000;24,2130;53000,000;357,500;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-20;8,6523;19056,000;142,752;143,500;4,1225;4,120;9033,000;68242,259;29,2830;20,000;19700,000;146503,366;24,2130;52990,000;360,000;24,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-21;8,5448;18830,000;143,454;142,600;4,1105;4,130;8975,500;68406,026;26,0610;20,000;19700,000;146031,667;24,2130;52988,000;365,000;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-22;8,7248;19221,000;144,150;145,000;4,2380;4,250;9286,000;68630,000;23,6580;20,000;19700,000;151000,000;24,2130;52987,000;365,500;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-23;8,7877;19351,000;144,640;145,600;4,2325;4,230;9273,500;68820,000;23,6920;20,000;19700,000;160000,000;24,2130;52991,000;368,000;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-24;8,8023;19387,000;145,450;145,200;4,2835;4,290;9332,500;69010,000;25,5080;20,000;20100,000;160000,000;24,2130;52990,000;366,500;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-27;8,5999;18946,000;145,530;143,150;4,2870;4,290;9362,000;69470,000;25,5270;20,000;20100,000;165000,000;24,2130;52972,000;370,000;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-28;8,4253;18564,000;142,210;141,400;4,2460;4,250;9269,000;69340,000;25,5430;20,000;20100,000;165000,000;24,2130;52974,000;369,000;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-29;8,3268;18342,000;141,620;138,800;4,1880;4,200;9155,000;68840,000;25,5250;20,000;20100,000;165000,000;24,2130;52976,000;371,000;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-09-30;8,1404;17936,000;140,400;135,950;4,0975;4,090;8936,500;68450,000;25,5260;20,000;20100,000;165542,775;24,2130;52980,000;370,000;25,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-10-01;8,1511;17971,000;139,295;136,300;4,1935;4,190;9128,000;68293,529;25,6030;21,000;21500,000;166236,776;24,2130;52978,000;370,000;26,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-10-04;8,1304;17924,000;139,098;136,100;4,2500;4,250;9250,500;68741,553;25,6030;21,000;21500,000;168930,942;24,2130;52963,000;368,500;26,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-10-05;8,2248;18121,000;139,802;137,300;4,2000;4,200;9174,000;69020,849;25,6030;21,000;21500,000;169934,655;24,2130;52961,000;367,500;26,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-10-06;8,1955;18072,000;140,754;137,900;4,1655;4,160;9045,500;69277,194;25,6030;21,000;21500,000;170941,999;24,2130;52960,000;370,500;26,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-10-07;8,2842;18264,000;141,874;139,450;4,2615;4,250;9280,000;69457,830;25,6030;22,000;21500,000;171923,453;24,2130;52966,000;371,500;26,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-10-08;8,7208;19221,000;143,080;145,350;4,2840;4,280;9361,000;69510,000;25,5910;22,000;21500,000;172849,499;24,2130;52966,000;374,000;26,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-10-11;8,6814;19119,000;145,730;146,850;4,3705;4,370;9543,000;69800,000;25,5850;22,000;21500,000;175000,000;24,2130;52950,000;385,500;26,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-10-12;8,6155;18978,000;145,620;145,100;4,3360;4,330;9465,000;70310,000;25,5800;22,000;21500,000;175000,000;24,2130;52948,000;385,500;26,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-10-13;8,5890;18918,000;145,050;142,900;4,5080;4,520;9651,000;70310,000;25,6140;22,000;21500,000;175000,000;24,2130;52946,000;387,000;26,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-10-14;8,7634;19294,000;144,850;145,350;4,6245;4,630;9984,000;72340,000;25,6140;22,000;21500,000;180000,000;25,5370;55869,000;390,000;27,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-10-15;9,1018;20020,000;146,690;148,500;4,7210;4,730;10281,000;73890,000;28,0980;22,000;22438,000;180000,000;25,6280;56071,000;391,500;27,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-10-18;9,0900;19997,000;149,640;151,700;4,7185;4,730;10196,000;75630,000;28,1480;22,000;23375,000;180000,000;25,6480;56100,000;392,000;27,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-10-19;9,1310;20050,000;150,320;149,500;4,7080;4,710;10149,500;75290,000;28,3360;22,000;23375,000;180000,000;25,6480;56100,000;391,500;27,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-10-20;9,5463;20963,000;149,650;153,200;4,7555;4,760;10185,500;73640,000;28,3190;21,000;23375,000;180000,000;25,6480;56100,000;393,000;27,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-10-21;9,0818;19930,000;156,700;156,450;4,5735;4,590;9831,500;74160,000;28,2870;21,000;23375,000;182500,000;25,6480;56111,000;390,500;27,000;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2021-10-22;9,0070;19739,000;151,410;148,600;4,5260;4,530;9704,000;72340,000;28,5570;21,000;24375,000;182500,000;25,6480;56218,000;390,000;27,000;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2021-10-25;9,0070;20306,000;149,430;150,000;4,5395;4,550;9867,500;71950,000;28,5590;22,000;24375,000;182500,000;25,6480;56201,000;384,000;27,000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2021-10-26;9,1698;20091,000;152,350;149,350;4,4850;4,490;9788,500;72170,000;29,0680;22,000;24375,000;182500,000;25,6480;56201,000;388,000;27,000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2021-10-27;8,8582;19412,000;150,840;144,150;4,3835;4,390;9548,000;71600,000;29,8050;22,000;24375,000;182500,000;25,6480;56243,000;392,000;27,000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2021-10-28;8,9265;19574,000;145,240;145,900;4,4360;4,440;9666,500;70600,000;29,7770;25,000;24375,000;191500,000;25,6480;56254,000;392,000;27,000;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
2021-10-29;8,8705;19448,000;145,400;145,350;4,3755;4,380;9496,000;71100,000;29,9390;22,000;24630,000;191500,000;25,6480;56259,000;396,500;27,000;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
2021-11-01;8,9920;19702,000;145,210;144,800;4,3930;4,400;9555,000;70650,000;30,0860;23,000;26500,000;187034,572;25,6480;56243,000;403,500;28,000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2021-11-02;8,9408;19601,000;143,960;144,850;4,3790;4,370;9495,500;70420,000;30,0830;25,000;26500,000;186840,403;25,6480;56242,000;408,500;28,000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2021-11-03;8,7375;19162,000;144,790;142,650;4,2955;4,330;9458,500;70750,000;30,3940;25,000;26500,000;187038,529;26,4440;58000,000;408,000;28,000;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2021-11-04;8,7199;19141,000;142,670;140,400;4,3155;4,330;9439,000;70820,000;30,4170;26,000;26500,000;187476,033;26,5350;58210,000;404,500;28,000;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2021-11-05;8,8473;19434,000;141,840;143,800;4,3490;4,350;9518,000;70190,000;30,3820;26,000;28000,000;188000,000;26,9890;59215,000;412,000;28,000;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2021-11-08;8,9417;19640,000;143,100;144,600;4,4150;4,410;9637,500;70800,000;30,4200;24,000;29000,000;189000,000;26,9890;59199,000;412,000;29,000;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1
2021-11-09;8,8460;19401,000;144,680;143,050;4,3725;4,380;9553,000;70940,000;30,4330;24,000;29000,000;189000,000;26,9890;59204,000;418,500;29,000;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1
2021-11-10;9,0174;19754,000;143,080;145,100;4,3290;4,330;9533,000;70570,000;30,4340;24,000;29000,000;189000,000;26,9890;59199,000;418,500;29,000;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1
2021-11-11;9,0188;19759,000;145,580;145,500;4,4045;4,400;9633,500;70700,000;30,4180;24,000;29000,000;189000,000;26,9890;59211,000;419,500;29,000;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2021-11-12;9,1326;19979,000;146,600;147,400;4,4555;4,460;9711,000;71140,000;30,6390;24,000;29000,000;189000,000;26,9890;59216,000;420,500;29,000;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2021-11-15;8,9684;19594,000;146,270;145,700;4,4090;4,410;9673,000;71460,000;30,6330;24,000;29000,000;189000,000;26,9890;59200,000;418,500;29,000;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2021-11-16;8,8387;19394,000;144,340;142,950;4,3440;4,360;9561,000;70820,000;30,6000;24,000;29000,000;189000,000;27,8960;61199,000;415,000;29,000;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2021-11-17;8,8174;19355,000;142,810;142,050;4,2595;4,270;9406,500;70180,000;30,9650;24,000;29000,000;189000,000;27,9190;61250,000;410,500;29,000;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
2021-11-18;8,9589;19639,000;141,900;142,000;4,3205;4,310;9441,500;69250,000;30,9270;24,000;29000,000;189000,000;27,9190;61255,000;415,000;29,000;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
2021-11-19;9,1494;20044,000;144,700;147,000;4,3900;4,410;9646,500;69940,000;30,9090;24,000;29000,000;189000,000;27,9190;61258,000;412,500;29,000;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
2021-11-22;9,2959;20336,000;147,980;147,000;4,3915;4,400;9726,500;70850,000;30,9470;24,000;29000,000;191500,000;27,9190;61240,000;419,500;29,000;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
2021-11-23;9,2918;20349,000;151,280;149,500;4,4280;4,420;9710,500;71440,000;30,9060;24,000;29000,000;191500,000;28,6470;62850,000;423,000;29,000;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
2021-11-24;9,5418;20846,000;152,370;157,150;4,4660;4,460;9835,000;71420,000;30,9100;29,000;29000,000;191500,000;28,6470;62844,000;425,500;29,000;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2021-11-25;9,4597;20667,000;154,780;154,500;4,4350;4,382;9801,500;72100,000;30,9250;29,485;29000,000;191500,000;28,6470;62848,000;439,000;28,953;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2021-11-26;9,1036;19897,000;152,100;147,200;4,2810;4,280;9460,000;71280,000;30,9060;27,000;29375,000;191500,000;28,6470;62852,000;446,000;29,000;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2021-11-29;9,2170;20141,000;149,070;147,950;4,3350;4,340;9577,500;70300,000;31,0860;27,000;29375,000;191500,000;28,6470;62840,000;445,500;29,000;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2021-11-30;9,0741;19897,000;148,940;148,850;4,3575;4,280;9442,500;70190,000;31,1560;27,000;29380,000;191500,000;29,8460;65500,000;447,000;29,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
2021-12-01;9,0952;19946,000;149,270;147,550;4,2970;4,250;9444,000;69880,000;31,1640;27,000;29750,000;191500,000;30,0050;65850,000;449,500;32,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
2021-12-02;9,1022;19953,000;148,320;147,550;4,2685;4,300;9496,000;69420,000;31,4480;28,000;29750,000;191500,000;30,4130;66750,000;450,500;32,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
2021-12-03;9,1494;20030,000;149,240;148,500;4,2665;4,270;9418,000;69610,000;31,7870;28,000;31000,000;191500,000;30,4130;66746,000;454,000;32,000;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1
2021-12-06;9,0544;19820,000;147,570;146,500;4,3430;4,340;9505,000;69610,000;32,0650;28,000;31000,000;193000,000;31,4430;69000,000;460,000;32,000;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1
2021-12-07;9,2260;20189,000;146,740;148,300;4,3365;4,340;9595,000;69780,000;32,1160;32,000;31000,000;193000,000;31,6680;69500,000;464,000;32,000;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1
2021-12-08;9,2463;20230,000;148,590;147,800;4,3790;4,390;9652,500;69850,000;32,2150;32,000;31000,000;193000,000;31,6680;69525,000;477,000;32,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
2021-12-09;9,0610;19875,000;147,150;145,900;4,3255;4,330;9534,500;69950,000;33,0180;32,000;31000,000;194000,000;31,6680;69528,000;476,000;33,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
2021-12-10;9,0093;19746,000;145,820;145,400;4,2830;4,280;9506,500;69680,000;33,9850;32,000;31750,000;194000,000;31,6680;69527,000;481,000;33,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
2021-12-13;8,9829;19711,000;145,760;144,000;4,2840;4,280;9447,500;69610,000;34,9570;32,000;31750,000;194000,000;31,6680;69516,000;486,000;33,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
2021-12-14;8,8691;19485,000;143,840;142,550;4,2550;4,250;9412,000;69080,000;35,7460;32,000;31750,000;194000,000;31,6680;69519,000;486,500;33,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
2021-12-15;8,6922;19116,000;143,020;140,450;4,1800;4,180;9199,500;68810,000;35,7390;32,000;31750,000;194000,000;31,6680;69519,000;475,000;33,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
2021-12-16;8,9538;19624,000;142,030;144,400;4,2945;4,300;9507,500;67940,000;35,7280;32,000;31750,000;200000,000;31,6680;69525,000;476,000;33,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
2021-12-17;8,9594;19648,000;144,890;146,000;4,2910;4,290;9437,500;69280,000;36,1540;32,000;31250,000;200000,000;31,9780;70209,000;482,000;33,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
2021-12-20;8,8097;19340,000;145,220;141,250;4,2905;4,290;9446,500;69010,000;36,9320;32,000;31250,000;207500,000;31,9780;70195,000;481,000;33,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
2021-12-21;8,9412;19615,000;143,860;143,550;4,3485;4,340;9534,000;69040,000;38,0600;32,000;31250,000;207500,000;31,9780;70198,000;482,500;33,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
2021-12-22;9,0945;19951,000;145,900;147,500;4,3910;4,390;9607,000;69440,000;38,8490;32,000;31250,000;207500,000;31,9780;70197,000;481,500;33,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
2021-12-23;9,1186;20021,000;148,130;146,600;4,3925;4,390;9612,000;69820,000;38,8470;32,000;31250,000;207500,000;31,9780;70207,000;480,500;33,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
2021-12-24;9,1344;20045,000;148,560;148,900;4,3770;4,411;9568,000;69690,000;38,8670;31,994;31500,000;207500,000;31,9780;70206,000;479,000;33,000;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
2021-12-27;9,1344;20137,012;148,430;149,000;4,3985;4,470;9611,974;69630,000;41,0660;32,000;31640,818;210000,000;31,9780;70185,721;476,500;33,000;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0
2021-12-28;9,1344;20228,026;148,800;148,550;4,4435;4,420;9653,155;70220,000;42,1630;32,000;31555,804;210000,000;31,9780;70183,595;479,500;33,000;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0
2021-12-29;9,2977;20383,000;148,470;148,800;4,4105;4,400;9680,500;70050,000;42,1540;32,000;31500,000;210000,000;31,9780;70187,000;481,000;33,000;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0
2021-12-30;9,3885;20587,000;150,910;150,550;4,3840;4,380;9691,500;69920,000;42,1260;32,000;31500,000;225000,000;31,9780;70194,000;486,500;33,000;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0
2021-12-31;9,4712;20757,000;152,060;151,550;4,4635;4,460;9720,500;69940,000;42,7540;31,000;31480,000;225000,000;31,9780;70193,000;495,000;33,000;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0
2022-01-03;9,4712;21333,848;150,656;154,604;4,4250;4,410;9776,416;69473,931;43,5380;36,000;31843,203;238555,670;31,9780;70181,930;499,854;34,000;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0
