Date;Close Price;;;;;
3/28/25;9,25;;;;;
3/27/25;9,25;;;;;
3/26/25;9,25;;;;;
3/25/25;9,22;;;;;
3/24/25;9,22;;;;;
3/21/25;9,22;;;;;
3/20/25;9,22;;;;;
3/19/25;9,19;;;;;
3/18/25;9,19;;;;;
3/17/25;9,19;;;;;
3/14/25;9,19;;;;;
3/13/25;9,19;;;;;
3/12/25;9,09;;;;;
3/11/25;9,09;;;;;
3/10/25;9,09;;;;;
3/7/25;9,09;;;;;
3/6/25;9,21;;;;;
3/5/25;9;;;;;
3/4/25;9;;;;;
3/3/25;9;;;;;
2/28/25;9,23;;;;;
2/27/25;9,23;;;;;
2/26/25;9,23;;;;;
2/25/25;9,23;;;;;
2/24/25;9,23;;;;;
2/21/25;9,23;;;;;
2/20/25;9,27;;;;;
2/19/25;9,27;;;;;
2/18/25;9,3;;;;;
2/14/25;9,31;;;;;
2/13/25;9,31;;;;;
2/12/25;9,31;;;;;
2/11/25;9,31;;;;;
2/10/25;9,4;;;;;
2/7/25;9,42;;;;;
2/6/25;9,42;;;;;
2/5/25;9,7;;;;;
2/4/25;9,5;;;;;
2/3/25;9,75;;;;;
1/31/25;9,47;;;;;
1/30/25;9,47;;;;;
1/29/25;9,47;;;;;
1/28/25;9,47;;;;;
1/27/25;9,47;;;;;
1/24/25;9,47;;;;;
1/23/25;9,47;;;;;
1/22/25;9,47;;;;;
1/21/25;9,43;;;;;
1/17/25;9,42;;;;;
1/16/25;9,42;;;;;
1/15/25;9,42;;;;;
1/14/25;9,42;;;;;
1/13/25;9,42;;;;;
1/10/25;9,42;;;;;
1/9/25;9,42;;;;;
1/8/25;9,5;;;;;
1/7/25;10,1;;;;;
1/6/25;10,15;;;;;
1/3/25;10,15;;;;;
1/2/25;9,5;;;;;
12/31/24;9,47;;;;;
12/30/24;9,47;;;;;
12/27/24;9,47;;;;;
12/26/24;9,47;;;;;
12/24/24;9,48;;;;;
12/23/24;9,45;;;;;
12/20/24;9,45;;;;;
12/19/24;9,45;;;;;
12/18/24;9,49;;;;;
12/17/24;9,53;;;;;
12/16/24;9,56;;;;;
12/13/24;9,56;;;;;
12/12/24;9,56;;;;;
12/11/24;9,4;;;;;
12/10/24;9,4;;;;;
12/9/24;9,4;;;;;
12/6/24;9,48;;;;;
12/5/24;9,48;;;;;
12/4/24;9,48;;;;;
12/3/24;9,55;;;;;
12/2/24;9,25;;;;;
11/29/24;8,91;;;;;
11/27/24;8,93;;;;;
11/26/24;8,93;;;;;
11/25/24;8,93;;;;;
11/22/24;8,93;;;;;
11/21/24;8,93;;;;;
11/20/24;8,73;;;;;
11/19/24;8,73;;;;;
11/18/24;8,73;;;;;
11/15/24;8,73;;;;;
11/14/24;8,59;;;;;
11/13/24;8,59;;;;;
11/12/24;9,34;;;;;
11/11/24;8,66;;;;;
