date,price,ticker,series_title
2022-09-26,74.25,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-09-27,73.5,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-09-28,73.5,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-09-29,73.5,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-09-30,75.0,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-10-03,79.5,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-10-04,79.5,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-10-05,80.0,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-10-06,79.5,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-10-07,79.5,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-10-10,79.5,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-10-11,75.0,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-10-12,75.0,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-10-13,75.0,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-10-14,75.0,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-10-17,75.0,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-10-18,75.0,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-10-19,75.0,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-10-20,74.84,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-10-21,75.4,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-10-24,75.38,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-10-25,75.38,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-10-26,75.38,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-10-27,75.38,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-10-28,75.38,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-10-31,80.76,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-11-01,76.0,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-11-02,76.5,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-11-03,76.5,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-11-04,76.5,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-11-07,81.0,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-11-08,81.0,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-11-09,81.0,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
2022-11-10,81.0,SLIHFc1,SGX-DT FM Lithium Hydroxide CIF CJK Full Session Commodity Future Continuation 1
