date,price,ticker,series_title
2019-01-01,10.75,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-01-04,10.75,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-01-07,10.75,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-01-08,10.75,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-01-09,10.75,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-01-10,10.75,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-01-11,10.75,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-01-14,10.75,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-01-15,10.75,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-01-16,10.75,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-01-17,10.75,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-01-18,10.75,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-01-21,10.75,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-01-22,10.75,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-01-23,10.75,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-01-24,10.75,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-01-25,10.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-01-28,10.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-01-29,10.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-01-30,10.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-01-31,10.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-02-01,10.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-02-11,10.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-02-12,10.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-02-13,10.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-02-14,10.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-02-15,10.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-02-18,10.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-02-19,10.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-02-20,10.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-02-21,10.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-02-22,10.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-02-25,10.05,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-02-26,10.05,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-02-27,10.05,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-02-28,10.05,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-03-01,10.05,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-03-04,10.05,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-03-05,10.05,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-03-06,10.05,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-03-07,10.05,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-03-08,10.05,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-03-11,10.05,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-03-12,10.05,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-03-13,10.05,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-03-14,10.05,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-03-15,9.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-03-18,9.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-03-19,9.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-03-20,9.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-03-21,9.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
2019-03-22,9.55,INOLIRLHYBGRCND,ICCSINO Li\u2082CO\u2083 and Raw Material Lithium Hydroxide Battery Grade
