date,ATKLICAR,ATKLIOH,INOLIRLCAIGRCND,INOLIRLHYBGRCND,SLICFc1,SLIHFc1,SMM-LIB-GRD,SMM-LICB-BG,TLCc1
2016-07-12,150000.0,162500.0,,,,,,,
2016-07-13,148000.0,162500.0,,,,,,,
2016-07-14,148000.0,162500.0,,,,,,,
2016-07-15,148000.0,162500.0,,,,,,,
2016-07-18,148000.0,162500.0,,,,,,,
2016-07-19,148000.0,162500.0,,,,,,,
2016-07-20,146000.0,162500.0,,,,,,,
2016-07-21,146000.0,165500.0,,,,,,,
2016-07-22,146000.0,165500.0,,,,,,,
2016-07-25,146000.0,165500.0,,,,,,,
2016-07-26,146000.0,165500.0,,,,,,,
2016-07-27,146000.0,165500.0,,,,,,,
2016-07-28,146000.0,,,,,,,,
2016-07-29,146000.0,165500.0,,,,,,,
2016-08-01,146000.0,163500.0,,,,,,,
2016-08-02,146000.0,163500.0,,,,,,,
2016-08-03,143000.0,163500.0,,,,,,,
2016-08-04,143000.0,163500.0,,,,,,,
2016-08-05,143000.0,163500.0,,,,,,,
2016-08-08,140000.0,163500.0,,,,,,,
