"";"Date";"CODALY";"CUDALY";"LIDALY";"NIDALY";"CODALY_BD";"CUDALY_BD";"LIDALY_BD";"NIDALY_BD"
"764";2020-12-11;15,5;3,5113;6,3069;7,7982;0;0;0;0
"765";2020-12-14;15,53;3,5212;6,3069;7,9805;0;0;0;0
"766";2020-12-15;15,53;3,5445;6,3069;7,9488;0;0;0;0
"767";2020-12-16;15,555;3,5485;6,3069;7,8721;0;0;0;0
"768";2020-12-17;15,486;3,5802;6,3069;7,9469;0;0;0;0
"769";2020-12-18;15,486;3,6124;6,3069;7,961;0;0;0;0
"770";2020-12-21;15,486;3,5555;7,076;7,8662;0;0;1;0
"771";2020-12-22;15,486;3,5167;7,076;7,6716;0;0;1;0
"772";2020-12-23;15,486;3,5219;7,076;7,5709;0;0;1;0
"773";2020-12-24;15,486;3,5348;7,076;7,6888;0;0;0;0
"774";2020-12-25;14,601;3,55;7,076;7,68;0;0;0;0
"775";2020-12-28;14,601;3,571;7,1529;7,68;0;0;0;0
"776";2020-12-29;14,601;3,5562;7,1529;7,7124;0;0;0;0
"777";2020-12-30;15,446;3,5396;7,1529;7,609;0;0;0;0
"778";2020-12-31;15,45;3,5115;7,1529;7,5024;0;0;0;0
"779";2021-01-04;15,35;3,5918;7,1529;7,8671;0;0;0;0
"780";2021-01-05;15,35;3,5897;7,1529;7,9456;0;0;0;0
"781";2021-01-06;15,95;3,6875;7,1529;8,0721;0;0;0;0
"782";2021-01-07;16,205;3,6453;7,1529;8,1325;0;0;0;0
"783";2021-01-08;16,525;3,695;7,1529;8,1148;0;0;0;0
"784";2021-01-11;16,675;3,6067;7,1529;7,7855;0;0;0;0
"785";2021-01-12;16,745;3,621;7,1529;8,0127;0;0;0;0
"786";2021-01-13;17,241;3,6108;7,1529;8,0172;0;0;0;0
"787";2021-01-14;17,098;3,6299;8,3066;8,1424;0;0;1;0
"788";2021-01-15;17,125;3,6194;8,3066;8,1511;0;0;1;0
"789";2021-01-18;17,2;3,6163;8,3066;8,1901;0;0;1;0
"790";2021-01-19;17,2;3,6226;8,3066;8,1987;0;0;1;0
"791";2021-01-20;17,019;3,6353;8,3066;8,1896;0;0;1;0
"792";2021-01-21;17,235;3,6519;8,7681;8,3325;0;0;1;0
"793";2021-01-22;17,28;3,5707;8,7681;8,122;0;0;1;0
"794";2021-01-25;17,305;3,6217;8,7681;8,2735;0;0;1;0
"795";2021-01-26;18,321;3,6092;8,7681;8,2291;0;0;1;0
"796";2021-01-27;17,37;3,5811;8,7681;8,0821;0;0;1;0
"797";2021-01-28;17,385;3,5283;9,6141;8,0113;0;0;1;0
"798";2021-01-29;17,31;3,5729;9,6141;8,0408;0;0;1;0
"799";2021-02-01;19,4;3,5503;9,6141;8,0771;0;0;1;0
"800";2021-02-02;19,97;3,5178;9,6141;8,054;0;0;1;0
"801";2021-02-03;20,42;3,5528;10,076;7,9937;0;0;1;0
"802";2021-02-04;20,514;3,5532;10,076;7,9537;0;0;1;0
"803";2021-02-05;21,445;3,5999;10,076;8,1438;1;0;1;0
"804";2021-02-08;21,445;3,6319;10,076;8,1951;1;0;1;0
"805";2021-02-09;20,729;3,6952;10,076;8,318;1;0;1;0
"806";2021-02-10;21,62;3,7555;10,076;8,3842;1;0;0;0
"807";2021-02-11;21,77;3,7612;10,383;8,4364;1;0;1;0
"808";2021-02-12;21,907;3,7514;10,383;8,3293;1;0;1;0
"809";2021-02-15;22,033;3,8177;10,383;8,4423;1;0;1;0
"810";2021-02-16;22,033;3,834;10,383;8,5149;1;0;1;0
"811";2021-02-17;22,093;3,8163;10,383;8,484;1;0;1;0
"812";2021-02-18;22,11;3,9236;10,383;8,6028;1;0;0;0
"813";2021-02-19;22,125;3,9946;10,383;8,8432;1;0;0;0
"814";2021-02-22;22,25;4,1129;10,383;8,9308;1;1;0;0
"815";2021-02-23;22,28;4,154;10,383;8,7208;1;1;0;0
"816";2021-02-24;23,496;4,2121;10,383;8,7779;1;1;0;0
"817";2021-02-25;22,365;4,3611;10,845;8,8759;1;1;1;0
"818";2021-02-26;22,38;4,1606;10,845;8,44;0;1;1;0
"819";2021-03-01;24,65;4,1721;10,845;8,4618;1;1;1;0
"820";2021-03-02;24,65;4,1792;10,845;8,4277;1;1;1;0
"821";2021-03-03;23,863;4,203;10,845;8,0749;1;0;1;0
"822";2021-03-04;24,741;3,9855;10,845;7,3228;1;0;0;0
"823";2021-03-05;24,948;4,0921;10,845;7,4158;1;0;0;0
"824";2021-03-08;25,143;4,0789;10,845;7,3096;1;0;0;0
"825";2021-03-09;25,18;4,0347;10,845;7,2153;1;0;0;0
"826";2021-03-10;25,18;4,0547;10,845;7,2756;1;0;0;0
"827";2021-03-11;24,724;4,1107;13,075;7,4543;0;0;1;0
"828";2021-03-12;24,724;4,1061;13,075;7,3291;0;0;1;0
"829";2021-03-15;24,809;4,1492;13,075;7,3332;0;0;1;0
"830";2021-03-16;24,809;4,0667;13,075;7,3169;0;0;1;0
"831";2021-03-17;23,863;4,0946;13,075;7,252;0;0;1;0
"832";2021-03-18;24,657;4,1232;13,075;7,257;0;0;0;0
"833";2021-03-19;24,657;4,0987;13,075;7,3124;0;0;0;0
"834";2021-03-22;24,517;4,1266;13,075;7,4503;0;0;0;0
"835";2021-03-23;24,365;4,0898;13,075;7,4961;0;0;0;0
"836";2021-03-24;24,3;4,0896;13,075;7,3178;0;0;0;0
"837";2021-03-25;24,3;3,983;13,075;7,2502;0;0;0;0
"838";2021-03-26;24,17;4,0501;13,075;7,3731;0;0;0;0
"839";2021-03-29;24,17;4,0562;13,075;7,375;0;0;0;0
"840";2021-03-30;24,17;3,9864;13,075;7,4058;0;0;0;0
"841";2021-03-31;24,17;4,0145;13,075;7,3019;0;0;0;0
"842";2021-04-01;22,5;3,9771;13,075;7,2579;0;0;0;0
"843";2021-04-02;22,68;3,999;13,075;7,3335;0;0;0;0
"844";2021-04-05;22,68;4,149;13,075;7,3335;0;0;0;0
"845";2021-04-06;22,5;4,0753;13,844;7,4933;0;0;1;0
"846";2021-04-07;22,5;4,0739;13,844;7,5664;0;0;1;0
"847";2021-04-08;22,307;4,083;13,844;7,6104;0;0;1;0
"848";2021-04-09;22,125;4,0792;13,844;7,5428;0;0;1;0
"849";2021-04-12;21,92;4,0374;13,844;7,3573;0;0;1;0
"850";2021-04-13;21,92;4,0388;13,844;7,3359;0;0;0;0
"851";2021-04-14;21,802;4,0873;13,844;7,3505;0;0;0;0
"852";2021-04-15;21,802;4,2305;13,844;7,4032;0;0;0;0
"853";2021-04-16;21,752;4,2347;13,844;7,4439;0;0;0;0
"854";2021-04-19;21,752;4,2706;13,844;7,2861;0;0;0;0
"855";2021-04-20;21,752;4,2622;13,844;7,3228;0;0;0;0
"856";2021-04-21;21,68;4,2558;13,844;7,296;0;0;0;0
"857";2021-04-22;21,68;4,298;13,844;7,2616;0;0;0;0
"858";2021-04-23;21,489;4,3298;13,844;7,3255;0;0;0;0
"859";2021-04-26;21,489;4,4262;13,844;7,4611;0;1;0;0
"860";2021-04-27;21,069;4,4899;13,844;7,6721;0;1;0;0
"861";2021-04-28;21,489;4,4599;13,844;7,8122;0;1;0;0
"862";2021-04-29;21,489;4,5314;13,844;7,9075;0;1;0;0
"863";2021-04-30;21,48;4,5128;13,844;7,9274;0;1;0;0
"864";2021-05-03;20,486;4,543;13,844;8,0073;0;1;0;0
"865";2021-05-04;20,4;4,5182;13,844;8,1016;0;1;0;0
"866";2021-05-05;20,4;4,5321;13,844;8,1579;0;1;0;0
"867";2021-05-06;20,4;4,5475;13,844;8,1388;0;1;0;0
"868";2021-05-07;20,08;4,6997;13,844;8,176;0;1;0;0
"869";2021-05-10;20,08;4,8646;13,844;8,1964;0;1;0;0
"870";2021-05-11;20,08;4,7754;13,691;8,1388;0;1;0;0
"871";2021-05-12;20,246;4,7795;13,691;8,1338;0;1;0;0
"872";2021-05-13;20,08;4,6509;13,691;7,7927;0;1;0;0
"873";2021-05-14;20,08;4,6321;13,691;7,8943;0;0;0;0
"874";2021-05-17;19,98;4,6525;13,691;8,039;0;0;0;0
"875";2021-05-18;19,98;4,7468;13,691;8,2291;0;0;0;0
"876";2021-05-19;19,98;4,5879;13,691;8,0195;0;0;0;0
"877";2021-05-20;19,98;4,5749;13,691;7,8589;0;0;0;0
"878";2021-05-21;19,98;4,5409;13,691;7,7324;0;0;0;0
"879";2021-05-24;20,03;4,476;13,691;7,6113;0;0;0;0
"880";2021-05-25;20,03;4,5101;13,691;7,7678;0;0;0;0
"881";2021-05-26;20,03;4,52;13,691;7,7873;0;0;0;0
"882";2021-05-27;20,03;4,5507;13,691;7,8762;0;0;0;0
"883";2021-05-28;20,03;4,6083;13,691;8,0789;0;0;0;0
"884";2021-05-31;19,799;4,676;13,691;8,2;0;1;0;0
"885";2021-06-01;20;4,6323;13,691;8,2313;0;1;0;0
"886";2021-06-02;19,905;4,5892;13,691;8,225;0;0;0;0
"887";2021-06-03;19,814;4,521;13,691;8,1397;0;0;0;0
"888";2021-06-04;19,814;4,4688;13,691;8,1293;0;0;0;0
"889";2021-06-07;19,814;4,467;13,691;7,9946;0;0;0;0
"890";2021-06-08;19,814;4,4808;13,691;8,0866;0;0;0;0
"891";2021-06-09;19,814;4,4801;13,691;8,2046;0;0;0;0
"892";2021-06-10;19,814;4,4491;13,691;8,0662;0;0;0;0
"893";2021-06-11;19,814;4,5491;13,691;8,3021;0;0;0;0
"894";2021-06-14;19,932;4,4906;13,691;8,2899;0;0;0;0
"895";2021-06-15;19,932;4,3329;13,691;8,1234;0;0;0;0
"896";2021-06-16;19,982;4,3128;13,691;7,9302;0;0;0;0
"897";2021-06-17;20,027;4,2762;13,691;7,8413;0;0;0;0
"898";2021-06-18;20,109;4,1758;13,691;7,8562;0;0;0;0
"899";2021-06-21;20,218;4,1016;13,691;7,8517;0;0;0;0
"900";2021-06-22;20,25;4,1687;13,691;8,029;0;0;0;0
"901";2021-06-23;20,305;4,2136;13,691;8,1043;0;0;0;0
"902";2021-06-24;20,35;4,2595;13,691;8,2518;0;0;0;0
"903";2021-06-25;20,423;4,2785;13,691;8,4418;0;0;0;0
"904";2021-06-28;20,459;4,2336;13,691;8,327;0;0;0;0
"905";2021-06-29;20,468;4,1846;13,691;8,2613;0;0;0;0
"906";2021-06-30;20,5;4,257;13,691;8,3688;0;0;0;0
"907";2021-07-01;22,9;4,2375;13,691;8,2019;0;0;0;0
"908";2021-07-02;23,282;4,2168;13,691;8,2286;0;0;0;0
"909";2021-07-05;23,555;4,2783;13,691;8,3325;0;0;0;0
"910";2021-07-06;23,684;4,3218;13,691;8,4101;0;0;0;0
"911";2021-07-07;23,766;4,2871;13,691;8,3048;0;0;0;0
"912";2021-07-08;23,882;4,2023;13,691;8,2463;0;0;0;0
"913";2021-07-09;24,027;4,2808;13,691;8,4699;0;0;0;0
"914";2021-07-12;24,027;4,2397;13,691;8,4214;0;0;0;0
"915";2021-07-13;24,027;4,2229;13,691;8,5207;0;0;0;0
"916";2021-07-14;24,145;4,2225;13,691;8,4772;0;0;0;0
"917";2021-07-15;24,145;4,2397;13,691;8,4799;0;0;0;0
"918";2021-07-16;24,195;4,2622;13,691;8,5706;0;0;0;0
"919";2021-07-19;24,195;4,2023;13,691;8,5575;0;0;0;0
"920";2021-07-20;24,195;4,178;13,691;8,4232;0;0;0;0
"921";2021-07-21;24,195;4,2055;13,691;8,3379;0;0;0;0
"922";2021-07-22;24,195;4,2558;13,691;8,5593;0;0;0;0
"923";2021-07-23;24,195;4,279;13,691;8,7394;0;0;0;0
"924";2021-07-26;24,195;4,3454;13,691;8,8369;0;0;0;0
"925";2021-07-27;24,195;4,4039;13,691;8,7852;0;0;0;0
"926";2021-07-28;24,195;4,3985;13,691;8,8827;0;0;0;0
"927";2021-07-29;24,195;4,4366;13,779;8,9671;0;0;0;0
"928";2021-07-30;24,195;4,4214;13,773;9,0229;0;0;0;0
"929";2021-08-02;24,5;4,4166;13,773;8,9471;0;0;0;0
"930";2021-08-03;24,5;4,347;13,767;8,7652;0;0;0;0
"931";2021-08-04;24,36;4,3105;14,319;8,8215;0;0;0;0
"932";2021-08-05;24,36;4,2769;14,318;8,7448;0;0;0;0
"933";2021-08-06;24,36;4,3225;14,3;8,86;0;0;0;0
"934";2021-08-09;24,36;4,2236;14,279;8,5039;0;0;0;0
"935";2021-08-10;24,29;4,2681;14,271;8,4903;0;0;0;0
"936";2021-08-11;24,29;4,2733;14,265;8,5661;0;0;0;0
"937";2021-08-12;23,814;4,313;14,281;8,8632;0;0;0;0
"938";2021-08-13;24,29;4,2771;14,275;8,9131;0;0;0;0
"939";2021-08-16;24,14;4,2533;14,282;8,8473;0;0;0;0
"940";2021-08-17;24,14;4,2395;14,274;8,8314;0;0;0;0
"941";2021-08-18;24,05;4,1497;14,273;8,6269;0;0;0;0
"942";2021-08-19;24,05;3,9805;14,232;8,3806;0;0;0;0
"943";2021-08-20;24,05;4,047;14,232;8,4228;0;0;0;0
"944";2021-08-23;24,04;4,1898;14,232;8,5706;0;0;0;0
"945";2021-08-24;24,01;4,2259;14,232;8,6477;0;0;0;0
"946";2021-08-25;24,01;4,254;14,278;8,7203;0;0;0;0
"947";2021-08-26;24;4,2288;14,268;8,5584;0;0;0;0
"948";2021-08-27;24,05;4,242;14,278;8,5792;0;0;0;0
"949";2021-08-30;22,875;4,3645;14,297;8,6362;0;0;0;0
"950";2021-08-31;23,97;4,2921;14,316;8,8509;0;0;0;0
"951";2021-09-01;23,4;4,2239;14,305;8,8636;0;0;0;0
"952";2021-09-02;23,224;4,289;14,323;8,837;0;0;0;0
"953";2021-09-03;23,49;4,2461;14,342;8,8423;0;0;0;0
"954";2021-09-06;23,49;4,2642;14,324;8,904;0;0;0;0
"955";2021-09-07;23,61;4,2293;14,306;8,8677;0;0;0;0
"956";2021-09-08;23,061;4,228;14,324;8,9461;0;0;0;0
"957";2021-09-09;23,36;4,286;14,33;9,1662;0;0;0;0
"958";2021-09-10;23,36;4,4205;14,37;9,2653;0;0;0;0
"959";2021-09-13;23,36;4,3545;14,326;8,9634;0;0;0;0
"960";2021-09-14;23,36;4,3105;14,347;8,9079;0;0;0;0
"961";2021-09-15;23,36;4,399;14,378;9,0864;0;0;0;0
"962";2021-09-16;23,36;4,2615;14,342;8,8069;0;0;0;0
"963";2021-09-17;24,213;4,2355;23,662;8,7947;0;0;1;0
"964";2021-09-20;24,213;4,1225;29,283;8,6523;0;0;1;0
"965";2021-09-21;24,213;4,1105;26,061;8,5448;0;0;1;0
"966";2021-09-22;24,213;4,238;23,658;8,7248;0;0;1;0
"967";2021-09-23;24,213;4,2325;23,692;8,7877;0;0;0;0
"968";2021-09-24;24,213;4,2835;25,508;8,8023;0;0;0;0
"969";2021-09-27;24,213;4,287;25,527;8,5999;0;0;0;0
"970";2021-09-28;24,213;4,246;25,543;8,4253;0;0;0;0
"971";2021-09-29;24,213;4,188;25,525;8,3268;0;0;0;0
"972";2021-09-30;24,213;4,0975;25,526;8,1404;0;0;0;0
"973";2021-10-01;24,213;4,1935;25,603;8,1511;0;0;0;0
"974";2021-10-04;24,213;4,25;25,603;8,1304;0;0;0;0
"975";2021-10-05;24,213;4,2;25,603;8,2248;0;0;0;0
"976";2021-10-06;24,213;4,1655;25,603;8,1955;0;0;0;0
"977";2021-10-07;24,213;4,2615;25,603;8,2842;0;0;0;0
"978";2021-10-08;24,213;4,284;25,591;8,7208;0;0;0;0
"979";2021-10-11;24,213;4,3705;25,585;8,6814;0;0;0;0
"980";2021-10-12;24,213;4,336;25,58;8,6155;0;0;0;0
"981";2021-10-13;24,213;4,508;25,614;8,589;0;0;0;0
"982";2021-10-14;25,537;4,6245;25,614;8,7634;0;0;0;0
"983";2021-10-15;25,628;4,721;28,098;9,1018;0;0;1;0
"984";2021-10-18;25,648;4,7185;28,148;9,09;0;0;1;0
"985";2021-10-19;25,648;4,708;28,336;9,131;0;0;1;0
"986";2021-10-20;25,648;4,7555;28,319;9,5463;0;0;1;0
"987";2021-10-21;25,648;4,5735;28,287;9,0818;0;0;1;0
"988";2021-10-22;25,648;4,526;28,557;9,007;0;0;1;0
"989";2021-10-25;25,648;4,5395;28,559;9,007;0;0;1;0
"990";2021-10-26;25,648;4,485;29,068;9,1698;0;0;1;0
"991";2021-10-27;25,648;4,3835;29,805;8,8582;0;0;1;0
"992";2021-10-28;25,648;4,436;29,777;8,9265;0;0;1;0
"993";2021-10-29;25,648;4,3755;29,939;8,8705;0;0;1;0
"994";2021-11-01;25,648;4,393;30,086;8,992;0;0;1;0
"995";2021-11-02;25,648;4,379;30,083;8,9408;0;0;1;0
"996";2021-11-03;26,444;4,2955;30,394;8,7375;0;0;1;0
"997";2021-11-04;26,535;4,3155;30,417;8,7199;0;0;1;0
"998";2021-11-05;26,989;4,349;30,382;8,8473;0;0;1;0
"999";2021-11-08;26,989;4,415;30,42;8,9417;0;0;1;0
"1000";2021-11-09;26,989;4,3725;30,433;8,846;0;0;1;0
"1001";2021-11-10;26,989;4,329;30,434;9,0174;0;0;1;0
"1002";2021-11-11;26,989;4,4045;30,418;9,0188;0;0;1;0
"1003";2021-11-12;26,989;4,4555;30,639;9,1326;0;0;1;0
"1004";2021-11-15;26,989;4,409;30,633;8,9684;0;0;1;0
"1005";2021-11-16;27,896;4,344;30,6;8,8387;0;0;1;0
"1006";2021-11-17;27,919;4,2595;30,965;8,8174;0;0;1;0
"1007";2021-11-18;27,919;4,3205;30,927;8,9589;0;0;1;0
"1008";2021-11-19;27,919;4,39;30,909;9,1494;0;0;1;0
"1009";2021-11-22;27,919;4,3915;30,947;9,2959;0;0;1;0
"1010";2021-11-23;28,647;4,428;30,906;9,2918;0;0;1;0
"1011";2021-11-24;28,647;4,466;30,91;9,5418;0;0;0;0
"1012";2021-11-25;28,647;4,435;30,925;9,4597;0;0;0;0
"1013";2021-11-26;28,647;4,281;30,906;9,1036;0;0;0;0
"1014";2021-11-29;28,647;4,335;31,086;9,217;0;0;1;0
"1015";2021-11-30;29,846;4,3575;31,156;9,0741;0;0;1;0
"1016";2021-12-01;30,005;4,297;31,164;9,0952;0;0;1;0
"1017";2021-12-02;30,413;4,2685;31,448;9,1022;1;0;1;0
"1018";2021-12-03;30,413;4,2665;31,787;9,1494;1;0;1;0
"1019";2021-12-06;31,443;4,343;32,065;9,0544;1;0;1;0
"1020";2021-12-07;31,668;4,3365;32,116;9,226;1;0;1;0
"1021";2021-12-08;31,668;4,379;32,215;9,2463;1;0;1;0
"1022";2021-12-09;31,668;4,3255;33,018;9,061;1;0;1;0
"1023";2021-12-10;31,668;4,283;33,985;9,0093;1;0;1;0
"1024";2021-12-13;31,668;4,284;34,957;8,9829;1;0;1;0
"1025";2021-12-14;31,668;4,255;35,746;8,8691;0;0;1;0
"1026";2021-12-15;31,668;4,18;35,739;8,6922;0;0;1;0
"1027";2021-12-16;31,668;4,2945;35,728;8,9538;0;0;1;0
"1028";2021-12-17;31,978;4,291;36,154;8,9594;1;0;1;0
"1029";2021-12-20;31,978;4,2905;36,932;8,8097;1;0;1;0
"1030";2021-12-21;31,978;4,3485;38,06;8,9412;1;0;1;0
"1031";2021-12-22;31,978;4,391;38,849;9,0945;1;0;1;0
"1032";2021-12-23;31,978;4,3925;38,847;9,1186;1;0;1;0
"1033";2021-12-24;31,978;4,377;38,867;9,1344;0;0;1;0
"1034";2021-12-27;31,978;4,3985;41,066;9,1344;0;0;1;0
"1035";2021-12-28;31,978;4,4435;42,163;9,1344;0;0;1;0
"1036";2021-12-29;31,978;4,4105;42,154;9,2977;0;0;1;0
"1037";2021-12-30;31,978;4,384;42,126;9,3885;0;0;1;0
"1038";2021-12-31;31,978;4,4635;42,754;9,4712;0;0;1;0
"1039";2022-01-03;31,978;4,425;43,538;9,4712;0;0;1;0
"1040";2022-01-04;31,978;4,47;43,515;9,6434;0;0;1;0
"1041";2022-01-05;31,978;4,4165;43,572;9,4148;0;0;1;0
"1042";2022-01-06;31,978;4,356;44,281;9,2981;0;0;1;0
"1043";2022-01-07;31,978;4,41;45,535;9,4615;0;0;1;0
"1044";2022-01-10;31,978;4,352;46,843;9,4932;0;0;1;0
"1045";2022-01-11;31,978;4,4265;48,086;9,9727;0;0;1;0
"1046";2022-01-12;31,978;4,5595;48,149;10,083;0;0;1;0
"1047";2022-01-13;31,978;4,5415;50,698;10,168;0;0;1;0
"1048";2022-01-14;31,978;4,4205;51,549;10,238;0;0;1;0
"1049";2022-01-17;31,978;4,436;51,583;10,232;0;0;1;0
"1050";2022-01-18;31,978;4,395;51,559;10,18;0;0;1;0
"1051";2022-01-19;31,978;4,464;52,389;10,652;0;0;1;0
"1052";2022-01-20;32,659;4,571;53,664;10,921;1;0;1;0
"1053";2022-01-21;32,659;4,524;54,969;11,031;1;0;1;0
"1054";2022-01-24;32,659;4,4285;56,662;10,286;1;0;1;0
"1055";2022-01-25;32,205;4,4765;56,637;10,286;1;0;1;0
"1056";2022-01-26;32,205;4,4985;56,702;10,454;0;0;1;0
"1057";2022-01-27;32,205;4,415;57,713;10,339;0;0;1;0
"1058";2022-01-28;32,205;4,31;57,764;10,326;0;0;1;0
"1059";2022-01-31;32,205;4,3275;57,771;10,539;0;0;1;0
"1060";2022-02-01;32,205;4,425;59,342;10,584;0;0;1;0
"1061";2022-02-02;32,205;4,488;59,343;10,578;0;0;1;0
"1062";2022-02-03;32,205;4,471;59,342;10,533;0;0;1;0
"1063";2022-02-04;32,205;4,4875;59,342;10,61;0;0;1;0
"1064";2022-02-07;32,205;4,479;59,36;10,802;0;0;1;0
"1065";2022-02-08;32,205;4,4685;59,292;10,443;0;0;0;0
"1066";2022-02-09;32,205;4,61;59,322;10,692;0;0;0;0
"1067";2022-02-10;32,205;4,6475;60,164;10,835;0;0;1;0
"1068";2022-02-11;32,205;4,506;60,171;10,602;0;0;1;0
"1069";2022-02-14;32,205;4,485;61,738;10,673;0;0;1;0
"1070";2022-02-15;32,205;4,5325;62,663;10,692;0;0;1;0
"1071";2022-02-16;32,205;4,536;63,472;10,759;0;0;1;0
"1072";2022-02-17;32,205;4,5155;63,507;11,001;0;0;1;0
"1073";2022-02-18;33,012;4,522;67,406;11,162;0;0;1;0
"1074";2022-02-21;33,012;4,4915;70,629;11,281;0;0;1;0
"1075";2022-02-22;33,244;4,4955;70,721;11,432;0;0;1;0
"1076";2022-02-23;33,244;4,47;70,831;11,289;0;0;1;0
"1077";2022-02-24;33,566;4,4745;74,946;11,445;0;0;1;0
"1078";2022-02-25;33,566;4,485;76,814;11,266;0;0;1;0
"1079";2022-02-28;33,566;4,469;75,896;11,186;0;0;1;0
"1080";2022-03-01;33,566;4,579;78,112;11,592;0;0;1;0
"1081";2022-03-02;33,566;4,6665;76,529;12,015;0;0;1;0
"1082";2022-03-03;34,382;4,757;78,112;12,511;1;0;1;0
"1083";2022-03-04;34,382;4,8975;78,112;13,43;1;0;1;1
"1084";2022-03-07;35,968;4,7425;78,112;20,51;1;0;1;1
"1085";2022-03-08;37,102;4,739;78,112;21,864;1;0;0;1
"1086";2022-03-09;37,195;4,557;78,112;21,868;1;0;1;1
"1087";2022-03-10;37,195;4,632;78,112;21,882;1;0;0;1
"1088";2022-03-11;37,195;4,616;78,112;21,875;1;0;0;1
"1089";2022-03-14;37,195;4,5075;78,112;21,868;1;0;0;1
"1090";2022-03-15;37,195;4,4805;78,112;21,503;1;0;0;0
"1091";2022-03-16;37,195;4,5875;78,745;20,679;0;0;1;0
"1092";2022-03-17;37,195;4,696;78,745;19,11;0;0;1;0
"1093";2022-03-18;37,195;4,709;78,745;16,835;0;0;1;0
"1094";2022-03-21;37,195;4,6925;78,745;14,324;0;0;1;0
"1095";2022-03-22;37,195;4,695;78,19;12,76;0;0;1;0
"1096";2022-03-23;37,195;4,764;78,099;14,629;0;0;0;0
"1097";2022-03-24;37,195;4,712;78,157;16,867;0;0;0;0
"1098";2022-03-25;37,195;4,686;78,189;16,088;0;0;0;0
"1099";2022-03-28;37,195;4,7205;78,094;14,84;0;0;0;0
"1100";2022-03-29;37,195;4,7165;78,156;15,035;0;0;0;0
"1101";2022-03-30;37,195;4,7305;78,33;14,938;0;0;1;0
"1102";2022-03-31;37,195;4,7345;78,435;14,557;0;0;1;0
"1103";2022-04-01;37,195;4,6825;78,044;15,067;0;0;0;0
"1104";2022-04-04;37,195;4,763;78,03;15,073;0;0;0;0
"1105";2022-04-05;37,195;4,778;78,03;15,107;0;0;0;0
"1106";2022-04-06;37,195;4,7105;78,033;15,181;0;0;0;0
"1107";2022-04-07;37,195;4,708;78,042;15,286;0;0;0;0
"1108";2022-04-08;37,195;4,72;78,021;15,362;0;0;0;0
"1109";2022-04-11;37,195;4,624;77,96;14,727;0;0;0;0
"1110";2022-04-12;37,195;4,6945;75,727;14,72;0;0;0;0
"1111";2022-04-13;37,195;4,703;75,77;14,944;0;0;0;0
"1112";2022-04-14;37,195;4,717;75,716;15,034;0;0;0;0
"1113";2022-04-15;37,195;4,759;75,513;15,034;0;0;0;0
"1114";2022-04-18;37,195;4,7945;75,802;15,034;0;0;0;0
"1115";2022-04-19;37,195;4,706;75,539;15,293;0;0;0;0
"1116";2022-04-20;37,195;4,658;75,241;15,179;0;0;0;0
"1117";2022-04-21;37,195;4,6925;74,492;15,365;0;0;0;0
"1118";2022-04-22;37,195;4,5825;73,902;15;0;0;0;0
"1119";2022-04-25;37,195;4,4455;73,209;14,79;0;0;0;0
"1120";2022-04-26;37,195;4,4255;72,524;14,993;0;0;0;0
"1121";2022-04-27;37,195;4,455;71,932;15,096;0;0;0;0
"1122";2022-04-28;37,195;4,411;70,655;14,938;0;0;0;0
"1123";2022-04-29;37,195;4,3705;70,2;14,389;0;0;0;0
"1124";2022-05-02;37,195;4,2575;69,986;14,389;0;0;0;0
"1125";2022-05-03;37,195;4,279;69,986;14,011;0;0;0;0
"1126";2022-05-04;37,195;4,28;69,986;13,845;0;0;0;0
"1127";2022-05-05;37,195;4,2795;69,846;13,614;0;0;0;0
"1128";2022-05-06;37,195;4,2615;69,329;13,595;0;0;0;0
"1129";2022-05-09;37,195;4,1885;68,829;12,735;0;0;0;0
"1130";2022-05-10;37,195;4,186;68,778;12,841;0;0;0;0
"1131";2022-05-11;37,195;4,1965;68,102;12,57;0;0;0;0
"1132";2022-05-12;37,195;4,09;67,319;12,576;0;0;0;0
"1133";2022-05-13;37,195;4,1695;67,391;12,325;0;0;0;0
"1134";2022-05-16;34,019;4,207;67,364;11,997;0;0;0;0
"1135";2022-05-17;34,019;4,236;68,033;11,942;0;0;0;0
"1136";2022-05-18;34,019;4,1585;67,825;11,842;0;0;0;0
"1137";2022-05-19;34,019;4,2895;67,766;12,793;0;0;1;0
"1138";2022-05-20;34,019;4,281;68,518;12,674;0;0;1;0
"1139";2022-05-23;34,019;4,3325;68,825;12,561;0;0;1;0
"1140";2022-05-24;34,019;4,315;68,646;12,022;0;0;1;0
"1141";2022-05-25;34,019;4,2725;68,341;12,125;0;0;1;0
"1142";2022-05-26;34,019;4,2505;67,957;12,317;0;0;1;0
"1143";2022-05-27;33,566;4,304;68,408;12,807;0;0;0;0
"1144";2022-05-30;33,566;4,3365;70,155;13,259;0;0;1;0
"1145";2022-05-31;33,566;4,289;70,3;12,856;0;0;1;0
"1146";2022-06-01;33,566;4,332;70,068;12,728;0;0;1;0
"1147";2022-06-02;33,566;4,5455;70,198;12,728;0;0;1;0
"1148";2022-06-03;33,566;4,4775;70,342;12,728;0;0;1;0
"1149";2022-06-06;33,518;4,442;70,555;13,439;0;0;1;0
"1150";2022-06-07;33,067;4,4345;70,828;13,336;0;0;1;0
"1151";2022-06-08;33,067;4,447;70,676;13,052;0;0;1;0
"1152";2022-06-09;33,067;4,385;71,095;12,676;0;0;1;0
