"";"Date";"CODALY";"CUDALY";"LIDALY";"NIDALY";"CODALY_BD";"CUDALY_BD";"LIDALY_BD";"NIDALY_BD"
"384";2019-06-03;14,515;2,6288;11,845;5,3773;0;0;0;0
"385";2019-06-04;14,515;2,6322;11,845;5,3501;0;0;0;0
"386";2019-06-05;14,515;2,6454;11,845;5,3342;0;0;0;0
"387";2019-06-06;14,061;2,6327;11,845;5,3093;0;0;0;0
"388";2019-06-10;12,701;2,6249;11,845;5,2571;0;0;0;0
"389";2019-06-11;12,701;2,6776;11,845;5,3615;0;0;0;0
"390";2019-06-12;12,701;2,6435;11,845;5,3252;0;0;0;0
"391";2019-06-13;12,701;2,6295;11,691;5,4046;0;0;0;0
"392";2019-06-14;12,701;2,6329;11,614;5,3932;0;0;0;0
"393";2019-06-17;12,701;2,6107;11,614;5,3252;0;0;0;0
"394";2019-06-18;12,701;2,6526;11,614;5,307;0;0;0;0
"395";2019-06-19;12,701;2,6737;11,537;5,3796;0;0;0;0
"396";2019-06-20;12,701;2,7034;11,537;5,552;0;0;0;0
"397";2019-06-21;12,701;2,6943;11,537;5,5021;0;0;0;0
"398";2019-06-24;12,701;2,6835;11,46;5,4703;0;0;0;0
"399";2019-06-25;12,701;2,7148;11,46;5,5361;0;0;0;0
"400";2019-06-26;12,648;2,7238;11,46;5,62;0;0;0;0
"401";2019-06-27;13,05;2,7002;11,306;5,7425;0;0;0;0
"402";2019-06-28;12,995;2,7079;11,306;5,7425;0;0;0;0
"403";2019-07-01;12,993;2,7206;11,152;5,5928;0;0;0;0
"404";2019-07-02;12,991;2,6785;11,152;5,4499;0;0;0;0
"405";2019-07-03;12,991;2,6639;11,152;5,5248;0;0;0;0
"406";2019-07-04;12,986;2,6748;11,152;5,5792;0;0;0;0
"407";2019-07-05;12,984;2,6558;11,152;5,5769;0;0;0;0
"408";2019-07-08;12,982;2,6812;11,075;5,679;0;0;0;0
"409";2019-07-09;12,095;2,6327;10,999;5,6949;0;0;0;0
"410";2019-07-10;12,095;2,659;10,999;5,7992;0;0;0;0
"411";2019-07-11;12,092;2,6871;10,845;5,9353;0;0;0;0
"412";2019-07-12;12,09;2,6986;10,845;5,9874;0;0;0;0
"413";2019-07-15;12,512;2,7202;10,845;6,0532;0;0;0;0
"414";2019-07-16;12,578;2,7025;10,845;6,3095;0;0;0;0
"415";2019-07-17;12,576;2,6859;10,845;6,4501;0;0;0;0
"416";2019-07-18;12,574;2,6971;10,845;6,6565;0;0;0;0
"417";2019-07-19;12,574;2,751;10,768;6,5317;0;0;0;0
"418";2019-07-22;12,566;2,7247;10,768;6,4886;0;0;0;0
"419";2019-07-23;12,564;2,707;10,537;6,4864;0;0;0;0
"420";2019-07-24;12,562;2,7102;10,537;6,5612;0;0;0;0
"421";2019-07-25;12,56;2,7259;10,537;6,3412;0;0;0;0
"422";2019-07-26;11,653;2,6962;10,383;6,3752;0;0;0;0
"423";2019-07-29;11,646;2,6984;10,306;6,3435;0;0;0;0
"424";2019-07-30;11,644;2,6955;10,306;6,441;0;0;0;0
"425";2019-07-31;11,642;2,6878;10,306;6,5113;0;0;0;0
"426";2019-08-01;11,64;2,6651;10,306;6,4796;0;0;0;0
"427";2019-08-02;11,64;2,6159;10,229;6,5839;0;0;0;0
"428";2019-08-05;11,632;2,561;10,153;6,7381;0;0;0;0
"429";2019-08-06;12,644;2,5701;10,153;6,8084;0;0;0;0
"430";2019-08-07;12,642;2,5732;10,076;6,6837;0;0;0;0
"431";2019-08-08;12,73;2,5957;10,076;7,0261;0;0;0;0
"432";2019-08-09;12,73;2,605;10,076;7,0806;0;0;0;0
"433";2019-08-12;14,083;2,5964;10,076;7,0896;0;0;0;0
"434";2019-08-13;13,628;2,5837;9,9987;7,1305;0;0;0;0
"435";2019-08-14;13,626;2,5995;9,9987;7,2779;0;0;0;1
"436";2019-08-15;14,576;2,5837;9,9218;7,2507;0;0;0;1
"437";2019-08-16;14,576;2,5891;9,8449;7,2938;0;0;0;1
"438";2019-08-19;14,568;2,6104;9,768;7,2575;0;0;0;1
"439";2019-08-20;14,643;2,5843;9,768;7,1894;0;0;0;0
"440";2019-08-21;14,641;2,5837;9,768;7,1441;0;0;0;0
"441";2019-08-22;14,639;2,5707;9,691;7,1441;0;0;0;0
"442";2019-08-23;14,639;2,5739;9,6141;7,1441;0;0;0;0
"443";2019-08-26;14,787;2,54;9,6141;7,1318;0;0;0;0
"444";2019-08-27;14,627;2,5678;9,6141;7,2121;0;0;0;0
"445";2019-08-28;14,622;2,5637;9,6141;7,2575;0;0;0;0
"446";2019-08-29;14,622;2,595;9,4603;7,4117;0;0;0;0
"447";2019-08-30;14,622;2,575;9,4603;8,0966;0;0;0;1
"448";2019-09-02;15,236;2,5444;9,4603;8,4459;0;0;0;1
"449";2019-09-03;15,233;2,5111;9,4603;8,1193;0;0;0;1
"450";2019-09-04;15,684;2,5682;9,4603;8,1193;0;0;0;1
"451";2019-09-05;15,908;2,6202;9,4603;7,9537;0;0;0;1
"452";2019-09-06;15,906;2,6249;9,4603;7,9356;0;0;0;0
"453";2019-09-09;15,899;2,6105;9,4603;8,2109;0;0;0;0
"454";2019-09-10;15,876;2,6025;9,4603;8,1919;0;0;0;1
"455";2019-09-11;16,327;2,6141;9,4603;8,3098;0;0;0;1
"456";2019-09-12;16,324;2,6499;9,4603;8,244;0;0;0;1
"457";2019-09-16;16,315;2,6653;9,4603;7,8426;0;0;0;0
"458";2019-09-17;16,385;2,6131;9,2296;7,6997;0;0;0;0
"459";2019-09-18;16,382;2,6054;9,2296;7,8131;0;0;0;0
"460";2019-09-19;16,607;2,6118;9,1527;7,8245;0;0;0;0
"461";2019-09-20;16,604;2,6204;9,1527;8,1443;0;0;0;0
"462";2019-09-23;16,824;2,5828;9,1527;8,0513;0;0;0;0
"463";2019-09-24;16,821;2,6127;9,0757;7,829;0;0;0;0
"464";2019-09-26;16,814;2,6104;9,0757;7,8744;0;0;0;0
"465";2019-09-27;16,587;2,5914;9,0757;7,8948;0;0;0;0
"466";2019-09-30;16,126;2,5977;9,068;7,9651;0;0;0;0
"467";2019-10-08;15,429;2,5628;9,0757;7,9628;0;0;0;0
"468";2019-10-09;15,767;2,5664;9,0757;8,0467;0;0;0;0
"469";2019-10-10;16,105;2,5846;9,0757;8,0399;0;0;0;0
"470";2019-10-11;16,105;2,6136;9,0757;8,1601;0;0;0;0
"471";2019-10-14;16,095;2,5936;9,0757;7,8902;0;0;1;0
"472";2019-10-15;16,186;2,605;9,0757;7,7247;0;0;0;0
"473";2019-10-16;16,184;2,5778;9,0757;7,7088;0;0;0;0
"474";2019-10-17;16,182;2,5973;9,0757;7,4026;0;0;0;0
"475";2019-10-18;16,182;2,6082;9,0757;7,4616;0;0;0;0
"476";2019-10-21;16,174;2,639;9,0757;7,3437;0;0;0;0
"477";2019-10-22;16,172;2,6279;8,9988;7,2643;0;0;0;0
"478";2019-10-23;16,171;2,6181;8,9988;7,4344;0;0;0;0
"479";2019-10-24;16,169;2,6617;8,9988;7,6861;0;0;0;0
"480";2019-10-25;16,161;2,661;8,9988;7,6566;0;0;0;0
"481";2019-10-28;16,153;2,6708;8,9988;7,5637;0;0;0;0
"482";2019-10-29;16,151;2,6667;8,9988;7,5614;0;0;0;0
"483";2019-10-30;16,149;2,668;8,9988;7,6612;0;0;0;0
"484";2019-10-31;16,147;2,633;8,9988;7,5659;0;0;0;0
"485";2019-11-01;16,147;2,6286;8,9988;7,5954;0;0;0;0
"486";2019-11-04;16,139;2,667;8,9219;7,4339;0;0;0;0
"487";2019-11-05;16,137;2,6662;8,9219;7,3618;0;0;0;0
"488";2019-11-06;16,135;2,6821;8,9219;7,4298;0;0;0;0
"489";2019-11-07;16,133;2,6943;8,9219;7,3936;0;0;0;0
"490";2019-11-08;16,133;2,6993;8,9219;7,3391;0;0;0;0
"491";2019-11-11;16,125;2,6565;8,9219;7,1305;0;0;0;0
"492";2019-11-12;16,123;2,6476;8,9219;7,0261;0;0;0;0
"493";2019-11-13;16,122;2,641;8,845;7,0398;0;0;0;0
"494";2019-11-14;16,12;2,6463;8,845;6,9626;0;0;0;0
"495";2019-11-15;16,12;2,6361;8,6912;6,7948;0;0;0;0
"496";2019-11-18;16,112;2,6433;8,6912;6,6905;0;0;0;0
"497";2019-11-19;16,185;2,6404;8,6912;6,5635;0;0;0;0
"498";2019-11-20;16,182;2,6635;8,6912;6,4886;0;0;0;0
"499";2019-11-21;16,18;2,6365;8,6143;6,534;0;0;0;0
"500";2019-11-22;16,18;2,646;8,6143;6,5204;0;0;0;0
"501";2019-11-25;16,17;2,6635;8,3835;6,6043;0;0;0;0
"502";2019-11-26;16,168;2,6558;8,3835;6,5159;0;0;0;0
"503";2019-11-27;16,166;2,6875;8,3835;6,5476;0;0;0;0
"504";2019-11-28;16,163;2,6676;8,3835;6,3775;0;0;0;0
"505";2019-11-29;16,05;2,6551;8,3066;6,2618;0;0;0;0
"506";2019-12-02;16,043;2,6558;8,2297;6,1779;0;0;0;0
"507";2019-12-03;16,04;2,6358;8,0759;6,1666;0;0;0;0
"508";2019-12-04;16,038;2,6408;8,0759;6,0056;0;0;0;0
"509";2019-12-05;15,582;2,6553;8,0759;5,9693;0;0;0;0
"510";2019-12-06;15,58;2,6612;8,0759;6,0849;0;0;0;0
"511";2019-12-09;15,572;2,7143;7,999;5,9852;0;0;0;0
"512";2019-12-10;15,57;2,7463;7,999;5,9262;0;0;0;0
"513";2019-12-11;15,567;2,759;7,999;6,1371;0;0;0;0
"514";2019-12-12;15,565;2,7646;7,999;6,2596;0;0;0;0
"515";2019-12-13;15,562;2,7912;7,8451;6,4115;0;0;0;0
"516";2019-12-16;15,555;2,7919;7,8451;6,3866;0;0;0;0
"517";2019-12-17;14,715;2,8005;7,8451;6,3866;0;0;0;0
"518";2019-12-18;14,713;2,7787;7,8451;6,28;0;0;0;0
"519";2019-12-19;14,71;2,7941;7,8451;6,3639;0;0;0;0
"520";2019-12-20;14,708;2,7919;7,8451;6,441;0;0;0;0
"521";2019-12-23;14,701;2,7907;7,8451;6,5272;0;0;0;0
"522";2019-12-24;14,698;2,805;7,8451;6,4796;0;0;0;0
"523";2019-12-25;14,855;2,84;7,7682;6,4728;0;0;0;0
"524";2019-12-26;14,855;2,8535;7,7682;6,4728;0;0;0;0
"525";2019-12-27;14,691;2,8168;7,6144;6,348;0;0;0;0
"526";2019-12-30;14,684;2,8046;7,6144;6,4501;0;0;0;0
"527";2019-12-31;14,681;2,7921;7,6144;6,3458;0;0;0;0
"528";2020-01-02;14,676;2,8171;7,6144;6,4381;0;0;0;0
"529";2020-01-03;14,447;2,7556;7,6144;6,2301;0;0;0;0
"530";2020-01-06;14,44;2,7656;7,6144;6,2528;0;0;0;0
"531";2020-01-07;14,324;2,7823;7,6144;6,2845;0;0;0;0
"532";2020-01-08;14,208;2,7912;7,6144;6,2618;0;0;0;0
"533";2020-01-10;14,659;2,791;7,5375;6,3684;0;0;0;0
"534";2020-01-13;14,647;2,8016;7,5375;6,4342;0;0;0;0
"535";2020-01-14;14,721;2,8331;7,5375;6,2006;0;0;0;0
"536";2020-01-15;14,719;2,8263;7,5375;6,3253;0;0;0;0
"537";2020-01-17;14,488;2,8465;7,5375;6,2755;0;0;0;0
"538";2020-01-20;14,483;2,846;7,5375;6,3233;0;0;0;0
"539";2020-01-21;14,481;2,7932;7,5375;6,2346;0;0;0;0
"540";2020-01-31;15,711;2,5261;7,537;5,747;0;0;0;0
"541";2020-02-03;15,701;2,5369;7,5375;5,781;0;0;0;0
"542";2020-02-04;15,475;2,5628;7,5375;5,7946;0;0;0;0
"543";2020-02-05;15,475;2,5914;7,5375;5,8967;0;0;0;0
"544";2020-02-06;15,473;2,5968;7,5375;5,899;0;0;0;0
"545";2020-02-07;15,471;2,5637;7,5375;5,7878;0;0;1;0
"546";2020-02-10;15,349;2,5669;7,5375;5,84;0;0;0;0
"547";2020-02-11;15,349;2,5832;7,5375;5,9307;0;0;0;0
"548";2020-02-12;15,121;2,6059;7,5375;5,9171;0;0;0;0
"549";2020-02-13;15,119;2,5925;7,5375;5,9239;0;0;0;0
"550";2020-02-14;15,117;2,6014;7,5375;5,908;0;0;0;0
"551";2020-02-17;15,108;2,6308;7,5375;5,9262;0;0;0;0
"552";2020-02-18;15,177;2,598;7,5375;5,84;0;0;0;0
"553";2020-02-19;15,174;2,6059;7,5375;5,7584;0;0;0;0
"554";2020-02-20;15,172;2,5982;7,5375;5,7516;0;0;0;0
"555";2020-02-21;15,17;2,5859;7,5375;5,6404;0;0;0;0
"556";2020-02-24;15,158;2,566;7,5375;5,6019;0;0;0;0
"557";2020-02-25;15,158;2,5687;7,5375;5,6858;0;0;0;0
"558";2020-02-26;15,045;2,5462;7,5375;5,5701;0;0;0;0
"559";2020-02-27;15,042;2,5481;7,5375;5,5678;0;0;0;0
"560";2020-02-28;15,04;2,527;7,3837;5,5134;0;0;0;0
"561";2020-03-02;15,027;2,5578;7,3837;5,6382;0;0;0;0
"562";2020-03-03;15,025;2,5705;7,3837;5,6903;0;0;0;0
"563";2020-03-04;15,022;2,5828;7,3837;5,7584;0;0;0;0
"564";2020-03-05;15,02;2,5705;7,3837;5,7969;0;0;0;0
"565";2020-03-06;15,02;2,5505;7,3837;5,7606;0;0;0;0
"566";2020-03-09;15,01;2,4866;7,2298;5,6291;0;0;0;0
"567";2020-03-10;15,008;2,5388;7,2298;5,8173;0;0;0;0
"568";2020-03-11;15,005;2,5179;7,2298;5,6382;0;0;0;0
"569";2020-03-12;14,368;2,443;7,2298;5,3751;0;0;0;0
"570";2020-03-13;14,368;2,5084;7,2298;5,6971;0;0;0;0
"571";2020-03-16;14,358;2,3632;7,2298;5,3388;0;0;0;0
"572";2020-03-17;13,472;2,36;7,2298;5,3637;0;0;0;0
"573";2020-03-18;13,469;2,2042;7,2298;5,1778;0;0;0;0
"574";2020-03-19;13,467;2,1246;7,2298;5,0916;0;0;0;0
"575";2020-03-20;13,467;2,2017;7,076;5,1551;0;0;0;0
"576";2020-03-23;13,457;2,0945;7,076;5,0145;0;0;0;0
"577";2020-03-24;13,455;2,1725;7,076;5,0235;0;0;0;0
"578";2020-03-25;13,452;2,1564;7,076;5,0689;0;0;0;0
"579";2020-03-26;13,45;2,1661;7,076;5,0898;0;0;0;0
"580";2020-03-27;13,45;2,1654;7,076;5,0916;0;0;0;0
"581";2020-03-30;13,44;2,1605;7,076;5,1165;0;0;0;0
"582";2020-03-31;13,44;2,1759;7,076;5,0961;0;0;0;0
"583";2020-04-01;13,438;2,1645;7,076;5,0893;0;0;0;0
"584";2020-04-02;13,435;2,187;7,076;5,0734;0;0;0;0
"585";2020-04-03;13,433;2,206;7,076;5,0766;0;0;0;0
"586";2020-04-06;13,425;2,2076;6,9991;5,063;0;0;0;0
"587";2020-04-07;13,423;2,2986;6,9991;5,1483;0;0;0;0
"588";2020-04-08;13,421;2,2571;6,9991;5,1823;0;0;0;0
"589";2020-04-09;13,418;2,2514;6,9991;5,1968;0;0;0;0
"590";2020-04-10;13,608;2,275;6,9991;5,2614;0;0;0;0
"591";2020-04-13;13,608;2,3355;6,9991;5,2614;0;0;0;0
"592";2020-04-14;13,474;2,3219;6,9991;5,3175;0;0;0;0
"593";2020-04-15;13,472;2,2927;6,9991;5,3125;0;0;0;0
"594";2020-04-16;13,47;2,3126;6,9991;5,2875;0;0;0;0
"595";2020-04-17;13,468;2,3476;6,9991;5,3919;0;0;0;0
"596";2020-04-20;13,462;2,3448;6,9991;5,5588;0;0;0;0
"597";2020-04-21;13,46;2,2655;6,8068;5,4817;0;0;0;0
"598";2020-04-22;13,458;2,2834;6,8068;5,3955;0;0;0;0
"599";2020-04-23;13,456;2,3226;6,8068;5,4476;0;0;0;0
"600";2020-04-24;13,454;2,3215;6,8068;5,4762;0;0;0;0
"601";2020-04-27;13,449;2,343;6,8068;5,5592;0;0;0;0
"602";2020-04-28;13,447;2,3448;6,8068;5,557;0;0;0;0
"603";2020-04-29;13,445;2,3514;6,8068;5,5043;0;0;0;0
"604";2020-04-30;13,443;2,3727;6,8068;5,5039;0;0;0;0
"605";2020-05-01;13,441;2,2956;6,8068;5,3764;0;0;0;0
"606";2020-05-04;13,434;2,2943;6,8068;5,3456;0;0;0;0
"607";2020-05-05;13,432;2,3185;6,7299;5,3547;0;0;0;0
"608";2020-05-06;13,43;2,3585;6,7299;5,5334;0;0;0;0
"609";2020-05-07;13,428;2,3712;6,7299;5,5551;0;0;0;0
"610";2020-05-08;13,608;2,4095;6,7299;5,5617;0;0;0;0
"611";2020-05-11;13,42;2,3727;6,7299;5,5284;0;0;0;0
"612";2020-05-12;13,418;2,3741;6,7299;5,5678;0;0;0;0
"613";2020-05-13;13,416;2,3644;6,7299;5,5338;0;0;0;0
"614";2020-05-14;13,414;2,3385;6,7299;5,4812;0;0;0;0
"615";2020-05-15;13,414;2,3428;6,7299;5,3556;0;0;0;0
"616";2020-05-18;13,406;2,3811;6,5376;5,4204;0;0;0;0
"617";2020-05-19;13,472;2,4104;6,5376;5,5792;0;0;0;0
"618";2020-05-20;13,47;2,419;6,5376;5,5951;0;0;0;0
"619";2020-05-21;13,467;2,4435;6,5376;5,7887;0;0;0;0
"620";2020-05-22;13,467;2,378;6,5376;5,4994;0;0;0;0
"621";2020-05-25;13,608;2,421;6,5376;5,5272;0;0;0;0
"622";2020-05-26;13,455;2,4229;6,5376;5,561;0;0;0;0
"623";2020-05-27;13,452;2,4079;6,5376;5,5084;0;0;0;0
"624";2020-05-28;13,45;2,406;6,5376;5,5244;0;0;0;0
"625";2020-05-29;13,45;2,4188;6,5376;5,4975;0;0;0;0
"626";2020-06-01;13,44;2,4387;6,5376;5,6327;0;0;0;0
"627";2020-06-02;13,438;2,478;6,5376;5,7516;0;0;0;0
"628";2020-06-03;13,436;2,4943;6,5376;5,8114;0;0;0;0
"629";2020-06-04;13,433;2,4732;6,5376;5,7189;0;0;0;0
"630";2020-06-05;13,433;2,5347;6,5376;5,7992;0;0;0;0
"631";2020-06-08;13,424;2,5669;6,5376;5,8708;0;0;0;0
"632";2020-06-09;13,421;2,5766;6,3838;5,8078;0;0;0;0
"633";2020-06-10;13,419;2,6313;6,3838;5,8427;0;0;0;0
"634";2020-06-11;13,417;2,6315;6,3838;5,7221;0;0;0;0
"635";2020-06-12;13,154;2,6243;6,3838;5,7756;0;0;0;0
"636";2020-06-15;13,154;2,561;6,3838;5,6713;0;0;0;0
"637";2020-06-16;13,154;2,6125;6,3838;5,8649;0;0;0;0
"638";2020-06-17;13,041;2,6009;6,3838;5,8513;0;0;0;0
"639";2020-06-18;13,086;2,6304;6,3838;5,7878;0;0;0;0
"640";2020-06-19;13,086;2,6469;6,3838;5,8309;0;0;0;0
"641";2020-06-22;13,08;2,6422;6,23;5,7266;0;0;0;0
"642";2020-06-23;13,079;2,6739;6,23;5,6885;0;0;0;0
"643";2020-06-24;12,927;2,663;6,23;5,6744;0;0;0;0
"644";2020-06-25;12,926;2,6673;6,23;5,6182;0;0;0;0
"645";2020-06-26;12,926;2,715;6,23;5,7647;0;0;0;0
"646";2020-06-29;12,92;2,702;6,23;5,7534;0;0;0;0
"647";2020-06-30;12,919;2,7388;6,23;5,8014;0;0;0;0
"648";2020-07-01;12,917;2,729;6,23;5,6949;0;0;0;0
"649";2020-07-02;12,916;2,7578;6,23;5,8164;0;0;0;0
"650";2020-07-03;12,916;2,7318;6,23;5,9148;0;0;0;0
"651";2020-07-06;12,91;2,7724;6,23;6,0065;0;0;0;0
"652";2020-07-07;12,909;2,7606;6,23;6,0015;0;0;0;0
"653";2020-07-08;12,907;2,8096;6,23;6,0849;0;0;0;0
"654";2020-07-09;12,906;2,8755;6,23;6,0895;0;0;0;0
"655";2020-07-10;12,906;2,8678;6,23;5,9285;0;0;0;0
"656";2020-07-13;12,9;2,9688;6,23;6,1153;0;0;0;0
"657";2020-07-14;12,899;2,9436;5,9992;6,1317;0;0;0;0
"658";2020-07-15;12,897;2,9515;5,9992;6,1289;0;0;0;0
"659";2020-07-16;12,896;2,878;5,9992;6,0873;0;0;0;0
"660";2020-07-17;12,896;2,9277;5,9992;6,0242;0;0;0;0
"661";2020-07-20;12,89;2,9105;5,9992;5,9702;0;0;0;0
"662";2020-07-21;12,889;2,9542;5,9992;6,0396;0;0;0;0
"663";2020-07-22;12,887;2,9606;5,9992;5,9942;0;0;0;0
"664";2020-07-23;12,885;2,9635;5,9992;6,1054;0;0;0;0
"665";2020-07-24;12,885;2,9087;5,9992;6,0917;0;0;0;0
"666";2020-07-27;12,877;2,9146;5,9992;6,2224;0;0;0;0
"667";2020-07-28;12,875;2,9028;5,9992;6,1099;0;0;0;0
"668";2020-07-29;13,154;2,937;5,9992;6,2423;0;0;0;0
"669";2020-07-30;13,234;2,9182;5,9992;6,2215;0;0;0;0
"670";2020-07-31;13,154;2,9241;5,9992;6,2396;0;0;0;0
"671";2020-08-03;13,698;2,9216;5,9992;6,2065;0;0;0;0
"672";2020-08-04;14,969;2,9211;5,9992;6,2995;0;0;0;0
"673";2020-08-05;15,014;2,9599;5,9992;6,4637;0;0;0;0
"674";2020-08-06;15,012;2,9273;5,9992;6,5231;0;0;0;0
"675";2020-08-07;15,012;2,9198;5,9992;6,5022;0;0;0;0
"676";2020-08-10;15,004;2,8862;5,9992;6,4165;0;0;0;0
"677";2020-08-11;15,001;2,8833;5,9992;6,4197;0;0;0;0
"678";2020-08-12;15,001;2,8935;5,9992;6,426;0;0;0;0
"679";2020-08-13;14,998;2,8939;5,9992;6,3984;0;0;0;0
"680";2020-08-14;14,998;2,8769;5,9992;6,4569;0;0;0;0
"681";2020-08-17;14,991;2,9209;5,9992;6,5989;0;0;0;0
"682";2020-08-18;15,005;2,9449;5,9992;6,6234;0;0;0;0
"683";2020-08-19;15,003;3,0241;5,9992;6,6701;0;0;0;0
"684";2020-08-20;15,001;2,9912;5,9992;6,6524;0;0;0;0
"685";2020-08-21;15,001;2,9776;5,9992;6,6052;0;0;0;0
"686";2020-08-24;14,994;2,9844;5,9992;6,7413;0;0;0;0
"687";2020-08-25;14,992;2,9685;5,9992;6,7495;0;0;0;0
"688";2020-08-26;14,988;2,9953;5,9992;6,8193;0;0;0;0
"689";2020-08-27;14,988;2,9948;5,9992;6,8583;0;0;0;0
"690";2020-08-28;14,97;3,0518;5,9992;6,9917;0;0;0;0
"691";2020-08-31;15,059;3,0285;5,9992;6,9565;0;0;0;0
"692";2020-09-01;15,25;3,0792;5,9992;7,1033;0;0;0;0
"693";2020-09-03;14,742;2,9996;5,9992;6,8651;0;0;0;0
"694";2020-09-04;14,742;3,0291;5,9992;6,8991;0;0;0;0
"695";2020-09-07;14,742;3,0801;5,9992;6,8878;0;0;0;0
"696";2020-09-08;14,742;3,0697;5,9992;6,8447;0;0;0;0
"697";2020-09-09;15,25;3,0432;5,9992;6,7227;0;0;0;0
"698";2020-09-10;15,284;3,0438;5,9992;6,6896;0;0;0;0
"699";2020-09-11;15,284;3,0652;5,9992;6,7744;0;0;0;0
"700";2020-09-14;15,314;3,079;5,9992;6,8447;0;0;0;0
"701";2020-09-15;15,341;3,0906;5,9992;6,9028;0;0;0;0
"702";2020-09-16;15,341;3,0735;5,9992;6,8765;0;0;0;0
"703";2020-09-17;15,341;3,0667;5,9992;6,7563;0;0;0;0
"704";2020-09-18;15,341;3,0996;5,9992;6,7622;0;0;0;0
"705";2020-09-21;15,341;3,1012;5,9992;6,6637;0;0;0;0
"706";2020-09-22;15,513;3,089;5,9992;6,6016;0;0;0;0
"707";2020-09-23;15,357;3,0506;5,9992;6,5159;0;0;0;0
"708";2020-09-24;15,357;2,9658;5,9992;6,4315;0;0;0;0
"709";2020-09-25;15,357;2,9615;5,9992;6,4796;0;0;0;0
"710";2020-09-28;15,357;2,9808;5,9992;6,539;0;0;0;0
"711";2020-09-29;15,357;2,9692;5,9992;6,5635;0;0;0;0
"712";2020-09-30;15,513;2,9982;5,9992;6,5249;0;0;0;0
"713";2020-10-01;15,5;3,0001;5,9992;6,5453;0;0;0;0
"714";2020-10-02;15,5;2,9073;5,9992;6,4732;0;0;0;0
"715";2020-10-05;15,5;2,9518;5,9992;6,5136;0;0;0;0
"716";2020-10-06;15,5;2,9524;5,9992;6,642;0;0;0;0
"717";2020-10-07;15,5;2,9597;5,9992;6,6088;0;0;0;0
"718";2020-10-08;15,322;2,9989;5,9992;6,6619;0;0;0;0
"719";2020-10-09;15,5;3,0574;5,9992;6,7993;0;0;0;0
"720";2020-10-12;15,5;3,0704;5,9992;6,9023;0;0;0;0
"721";2020-10-13;15,5;3,0388;5,9992;6,8706;0;0;0;0
"722";2020-10-14;15,559;3,04;5,9992;6,8515;0;0;0;0
"723";2020-10-15;15,559;3,0316;5,9992;6,964;0;0;0;0
"724";2020-10-16;15,559;3,0518;5,9992;7,0774;0;0;0;0
"725";2020-10-19;15,559;3,064;5,9992;7,1001;0;0;0;0
"726";2020-10-20;15,559;3,0908;5,9992;7,1627;0;0;0;0
"727";2020-10-21;15,559;3,1538;5,9992;7,2865;0;0;0;0
"728";2020-10-22;15,559;3,1234;5,9992;7,1246;0;0;0;0
"729";2020-10-23;15,559;3,1205;5,9992;7,1522;0;0;0;0
"730";2020-10-26;15,582;3,0871;5,9992;6,984;0;0;0;0
"731";2020-10-27;15,582;3,0788;5,9992;7,0769;0;0;0;0
"732";2020-10-28;15,107;3,0366;5,9992;7,1754;0;0;0;0
"733";2020-10-29;15,555;3,0354;5,9992;6,9821;0;0;0;0
"734";2020-10-30;15,55;3,0366;5,9992;6,92;0;0;0;0
"735";2020-11-02;15,5;3,0447;5,9992;6,8551;0;0;0;0
"736";2020-11-03;15,5;3,0806;5,9992;6,9694;0;0;0;0
"737";2020-11-04;15,5;3,0608;5,9992;6,9812;0;0;0;0
"738";2020-11-05;15,5;3,115;5,9992;7,0395;0;0;0;0
"739";2020-11-06;15,5;3,1473;5,9992;7,0452;0;0;0;0
"740";2020-11-09;15,5;3,1906;5,9992;7,1949;0;0;0;0
"741";2020-11-10;15,5;3,1141;5,9992;7,1214;0;0;0;0
"742";2020-11-11;15,422;3,1355;5,9992;7,1699;0;0;0;0
"743";2020-11-12;14,894;3,1316;5,9992;7,2003;0;0;0;0
"744";2020-11-13;15,422;3,1416;5,9992;7,1736;0;0;0;0
"745";2020-11-16;15,422;3,2264;5,9992;7,2711;0;0;0;0
"746";2020-11-17;14,694;3,1978;5,9992;7,1228;0;0;0;0
"747";2020-11-18;15,5;3,2128;5,9992;7,1418;0;0;0;0
"748";2020-11-19;15,5;3,1878;5,9992;7,1169;0;0;0;0
"749";2020-11-20;15,5;3,2561;5,9992;7,1985;0;0;0;0
"750";2020-11-23;15,5;3,2729;5,9992;7,2652;0;0;0;0
"751";2020-11-24;15,5;3,3121;5,9992;7,2607;0;0;0;0
"752";2020-11-25;14,969;3,2833;5,9992;7,2461;0;0;0;0
"753";2020-11-26;15,5;3,3575;5,9992;7,3593;0;0;0;0
"754";2020-11-27;15,5;3,3847;5,9992;7,4267;0;0;0;0
"755";2020-11-30;14,692;3,438;5,9992;7,2507;0;0;0;0
"756";2020-12-01;15,5;3,4673;6,3069;7,3037;0;0;0;0
"757";2020-12-02;15,5;3,4548;6,3069;7,1894;0;0;0;0
"758";2020-12-03;14,692;3,4831;6,3069;7,2289;0;0;0;0
"759";2020-12-04;15,5;3,5115;6,3069;7,2665;0;0;0;0
"760";2020-12-07;15,5;3,4729;6,3069;7,389;0;0;0;0
"761";2020-12-08;15,5;3,4632;6,3069;7,4344;0;0;0;0
"762";2020-12-09;15,5;3,4947;6,3069;7,4729;0;0;0;0
"763";2020-12-10;15,5;3,4981;6,3069;7,6235;0;0;0;0
