"";"Date";"CODALY";"CUDALY";"LIDALY";"NIDALY"
"1317";2022-08-16;21,298;3,6316;70,491;10,051
"1318";2022-08-17;22,432;3,5866;70,719;9,8915
"1319";2022-08-18;22,432;3,6516;70,644;9,8448
"1320";2022-08-19;22,432;3,6882;70,476;10,059
"1321";2022-08-22;22,432;3,6576;70,222;10,094
"1322";2022-08-23;22,432;3,6958;71,207;9,8231
"1323";2022-08-24;23,566;3,648;71,71;9,6445
"1324";2022-08-25;23,566;3,7133;71,874;9,7876
"1325";2022-08-26;23,566;3,7032;71,762;9,7704
"1326";2022-08-29;23,566;3,6155;71,217;9,7704
"1327";2022-08-30;23,566;3,5527;71,374;9,6493
"1328";2022-08-31;23,566;3,5177;71,429;9,672
"1329";2022-09-01;23,566;3,4183;71,386;9,1846
"1330";2022-09-02;23,566;3,4143;71,299;9,2878
"1331";2022-09-05;23,566;3,454;71,333;9,7178
"1332";2022-09-06;23,566;3,4493;71,045;9,7668
"1333";2022-09-07;23,566;3,4414;71,005;9,7622
"1334";2022-09-08;23,566;3,5455;71,291;9,8502
"1335";2022-09-09;23,566;3,581;71,558;10,414
"1336";2022-09-12;23,566;3,6319;71,825;11,13
"1337";2022-09-13;23,566;3,5604;71,833;11,003
"1338";2022-09-14;23,566;3,5451;71,474;10,97
"1339";2022-09-15;23,566;3,5151;71,167;10,476
"1340";2022-09-16;23,566;3,561;70,972;10,99
"1341";2022-09-19;23,566;3,5422;71,354;11,138
"1342";2022-09-20;23,566;3,526;71,37;11,3
"1343";2022-09-21;23,566;3,497;71,024;11,286
"1344";2022-09-22;23,566;3,4893;70,961;11,105
"1345";2022-09-23;23,566;3,3621;70,443;10,568
"1346";2022-09-26;23,566;3,299;70,032;9,9967
"1347";2022-09-27;23,566;3,3028;69,937;9,8534
"1348";2022-09-28;23,566;3,3894;70,564;9,8396
"1349";2022-09-29;23,566;3,4323;71,61;10,092
"1350";2022-09-30;23,566;3,442;71,738;9,5309
"1351";2022-10-03;23,566;3,4374;71,755;9,5896
"1352";2022-10-04;23,566;3,5221;71,755;9,9491
"1353";2022-10-05;23,566;3,5253;71,755;10,193
"1354";2022-10-06;23,566;3,4648;71,755;10,281
"1355";2022-10-07;23,566;3,4067;71,755;10,145
"1356";2022-10-10;23,566;3,4612;71,386;10,107
"1357";2022-10-11;23,566;3,4527;72,214;9,9405
"1358";2022-10-12;23,566;3,4343;72,861;10,043
"1359";2022-10-13;23,566;3,4952;72,751;10,115
"1360";2022-10-14;23,566;3,4505;72,61;9,8252
"1361";2022-10-17;23,566;3,4553;74,643;9,7119
"1362";2022-10-18;23,566;3,4123;75,355;9,8606
"1363";2022-10-19;23,566;3,3645;75,057;9,8965
"1364";2022-10-20;23,566;3,4472;75,115;10,018
"1365";2022-10-21;23,566;3,5151;74,865;9,9105
"1366";2022-10-24;23,566;3,4703;76,075;10,048
"1367";2022-10-25;23,566;3,4471;75,594;10,07
"1368";2022-10-26;23,566;3,5879;76,968;10,233
"1369";2022-10-27;23,566;3,5309;77,81;10,103
"1370";2022-10-28;23,566;3,466;77,57;9,9883
"1371";2022-10-31;23,566;3,4189;77,321;9,8452
"1372";2022-11-01;23,566;3,5107;77,807;10,665
"1373";2022-11-02;23,566;3,5031;78,613;10,915
"1374";2022-11-03;23,566;3,4554;78,238;10,298
"1375";2022-11-04;23,566;3,7145;80,15;10,76
"1376";2022-11-07;23,566;3,6228;81,275;10,564
"1377";2022-11-08;23,566;3,677;81,68;10,844
"1378";2022-11-09;23,566;3,7072;81,689;11,156
"1379";2022-11-10;23,566;3,804;81,697;11,727
"1380";2022-11-11;23,566;3,9702;83,361;12,182
"1381";2022-11-14;23,566;3,8635;84,552;13,048
"1382";2022-11-15;23,566;3,8378;84,802;13,689
"1383";2022-11-16;23,566;3,7705;84,388;12,591
"1384";2022-11-17;23,566;3,686;82,822;11,308
"1385";2022-11-18;23,566;3,6398;83,246;11,454
"1386";2022-11-21;23,566;3,5768;82,54;11,262
"1387";2022-11-22;23,566;3,6113;82,857;11,746
"1388";2022-11-23;23,566;3,6208;82,556;11,863
"1389";2022-11-24;23,566;3,6276;82,601;11,787
"1390";2022-11-25;23,566;3,6085;81,201;11,478
"1391";2022-11-28;23,566;3,6043;80,225;11,572
"1392";2022-11-29;23,566;3,6434;80,578;12,131
"1393";2022-11-30;23,566;3,7597;81,602;12,198
"1394";2022-12-01;23,566;3,7835;81,625;12,472
"1395";2022-12-02;23,566;3,848;82,297;13,041
"1396";2022-12-05;23,566;3,8715;83,119;12,953
"1397";2022-12-06;23,566;3,786;82,622;13,219
"1398";2022-12-07;23,566;3,8528;82,04;14,189
"1399";2022-12-08;23,566;3,8914;82,105;13,398
"1400";2022-12-09;23,566;3,876;82,135;13,249
"1401";2022-12-12;23,566;3,801;81,505;13,256
"1402";2022-12-13;23,566;3,8437;81,278;12,704
"1403";2022-12-14;23,566;3,8808;81,06;12,765
"1404";2022-12-15;23,566;3,7626;80,881;12,747
"1405";2022-12-16;23,566;3,7615;80,679;12,761
"1406";2022-12-19;23,566;3,765;79,519;12,28
"1407";2022-12-20;23,566;3,794;79,42;12,791
"1408";2022-12-21;23,566;3,8103;79,317;13,35
"1409";2022-12-22;23,566;3,752;78,424;13,188
"1410";2022-12-23;23,566;3,803;78,376;13,325
"1411";2022-12-26;23,566;3,864;76,978;13,325
"1412";2022-12-27;23,566;3,8401;77,032;13,325
"1413";2022-12-28;23,566;3,82;76,341;13,714
"1414";2022-12-29;23,566;3,8274;76,474;13,643
"1415";2022-12-30;23,566;3,8055;77,189;13,556
"1416";2023-01-03;22,886;3,7758;75,186;14,042
"1417";2023-01-04;22,886;3,7451;75,459;13,434
"1418";2023-01-05;22,68;3,824;75,584;12,519
"1419";2023-01-06;22,226;3,9085;75,715;12,657
"1420";2023-01-09;22,114;3,9916;74,082;12,344
"1421";2023-01-10;22,226;4,0679;74,086;12,353
"1422";2023-01-11;22,247;4,161;74,165;12,173
"1423";2023-01-12;22,226;4,1659;74,442;12,169
"1424";2023-01-13;22,226;4,2148;71,742;12,065
"1425";2023-01-16;22,229;4,1357;71,373;12,259
"1426";2023-01-17;22,227;4,2134;71,373;12,013
"1427";2023-01-18;22,226;4,2095;70,706;12,542
"1428";2023-01-19;22,226;4,2354;70,374;12,919
"1429";2023-01-20;22,226;4,2485;70,407;12,946
"1430";2023-01-23;22,226;4,2462;70,296;12,653
"1431";2023-01-24;22,226;4,2416;70,296;12,955
"1432";2023-01-25;22,226;4,2461;70,296;13,133
"1433";2023-01-26;22,226;4,2637;70,296;13,242
"1434";2023-01-27;22,226;4,2215;70,296;13,006
"1435";2023-01-30;22,226;4,1992;70,735;13,162
"1436";2023-01-31;22,226;4,2176;70,678;13,677
"1437";2023-02-01;18,908;4,1072;70,384;13,196
"1438";2023-02-02;18,908;4,1137;70,27;13,431
"1439";2023-02-03;17,654;4,063;70,131;12,894
"1440";2023-02-06;17,654;4,0403;69,683;12,271
"1441";2023-02-07;17,654;4,0565;69,623;12,266
"1442";2023-02-08;17,654;4,0606;69,628;12,334
"1443";2023-02-09;17,654;4,0958;69,723;13,132
"1444";2023-02-10;17,654;4,0275;69,349;12,508
"1445";2023-02-13;17,654;4,083;69,239;11,979
"1446";2023-02-14;16,189;4,1071;69,349;11,896
"1447";2023-02-15;16,189;4,0646;69,052;11,752
"1448";2023-02-16;16,189;4,1556;68,927;11,915
"1449";2023-02-17;16,189;4,1362;68,691;11,599
"1450";2023-02-20;16,189;4,1822;62,327;12,121
"1451";2023-02-21;16,189;4,2097;61,41;12,193
"1452";2023-02-22;15,504;4,1731;60,573;11,893
"1453";2023-02-23;15,315;4,0556;58,783;11,38
"1454";2023-02-24;15,504;3,952;56,67;11,041
"1455";2023-02-27;15,504;4,0078;55,015;11,477
"1456";2023-02-28;15,504;4,0977;55,133;11,154
"1457";2023-03-01;15,504;4,1629;55,713;11,193
"1458";2023-03-02;15,504;4,0722;52,894;10,967
"1459";2023-03-03;15,504;4,078;52,476;11,061
"1460";2023-03-06;15,504;4,0789;51,539;10,979
"1461";2023-03-07;15,504;3,9848;51,545;10,85
"1462";2023-03-08;15,504;4,0482;51,387;10,773
"1463";2023-03-09;15,504;4,0281;51,323;10,458
"1464";2023-03-10;15,504;4,0455;48,561;10,201
"1465";2023-03-13;15,504;4,0709;48,474;10,4
"1466";2023-03-14;15,504;4,0047;48,411;10,356
"1467";2023-03-15;15,504;3,8981;47,45;10,336
"1468";2023-03-16;15,504;3,879;47,498;10,441
"1469";2023-03-17;15,504;3,9135;46,412;10,499
"1470";2023-03-20;15,504;3,9716;44,694;10,231
"1471";2023-03-21;15,504;4,0236;43,569;10,096
"1472";2023-03-22;15,504;4,0567;42,493;10,037
"1473";2023-03-23;15,504;4,1292;42,829;10,1
"1474";2023-03-24;15,504;4,1015;40,237;10,554
"1475";2023-03-27;15,504;4,1183;39,018;10,734
"1476";2023-03-28;15,617;4,0917;37,877;10,842
"1477";2023-03-29;15,844;4,0858;37,84;10,69
"1478";2023-03-30;15,844;4,1005;35,386;10,436
"1479";2023-03-31;15,844;4,0876;34,401;10,728
"1480";2023-04-03;15,844;4,0489;33,332;10,514
"1481";2023-04-04;15,844;3,9902;32,47;10,392
"1482";2023-04-05;15,844;4,0046;31,616;10,203
"1483";2023-04-06;15,844;4,026;31,645;10,277
"1484";2023-04-07;15,844;4,012;31,596;10,277
"1485";2023-04-10;15,844;3,9848;31,625;10,277
"1486";2023-04-11;15,844;4,0487;30,864;10,552
"1487";2023-04-12;15,844;4,0836;30,872;10,607
"1488";2023-04-13;15,844;4,1354;29,441;10,682
"1489";2023-04-14;15,844;4,1075;28,815;10,898
"1490";2023-04-17;15,844;4,0747;28,019;11,174
"1491";2023-04-18;15,844;4,091;27,271;11,609
"1492";2023-04-19;15,844;4,0692;26,462;11,53
"1493";2023-04-20;15,844;4,0329;26,525;11,305
"1494";2023-04-21;15,844;3,978;25,769;11,065
"1495";2023-04-24;15,844;3,9623;25,027;11,114
"1496";2023-04-25;15,844;3,8472;24,922;10,554
"1497";2023-04-26;15,844;3,8548;23,905;10,72
"1498";2023-04-27;15,844;3,8773;23,902;10,914
"1499";2023-04-28;15,844;3,87;24,931;10,982
"1500";2023-05-01;15,844;3,9123;24,934;10,982
"1501";2023-05-02;15,844;3,8456;25,657;11,317
"1502";2023-05-03;15,844;3,8346;25,657;11,199
"1503";2023-05-04;15,844;3,8576;25,682;10,869
"1504";2023-05-05;15,844;3,8715;25,69;11,089
"1505";2023-05-08;15,844;3,9163;26,383;11,089
"1506";2023-05-09;15,844;3,885;27,812;10,618
"1507";2023-05-10;15,844;3,8176;28,523;10,183
"1508";2023-05-11;15,844;3,6958;28,47;9,8443
"1509";2023-05-12;15,844;3,7165;29,126;10,029
"1510";2023-05-15;15,844;3,7248;29,847;9,7453
"1511";2023-05-16;15,844;3,6497;31,227;9,5191
"1512";2023-05-17;15,844;3,7511;32,519;9,623
"1513";2023-05-18;15,844;3,678;32,373;9,4403
"1514";2023-05-19;15,844;3,7225;32,442;9,603
"1515";2023-05-22;15,844;3,6718;32,363;9,6493
"1516";2023-05-23;15,844;3,6371;32,25;9,452
"1517";2023-05-24;13,696;3,5532;32,276;9,3086
"1518";2023-05-25;13,689;3,5996;32,172;9,5497
"1519";2023-05-26;13,392;3,6589;32,24;9,5411
"1520";2023-05-29;13,392;3,6636;42,044;9,5411
"1521";2023-05-30;13,392;3,6473;42,023;9,4644
"1522";2023-05-31;13,392;3,6575;41,856;9,2683
"1523";2023-06-01;13,392;3,7053;41,837;9,6094
"1524";2023-06-02;13,392;3,7225;42,098;9,5667
"1525";2023-06-05;13,392;3,7651;41,803;9,4211
"1526";2023-06-06;13,392;3,7692;41,802;9,4556
"1527";2023-06-07;13,392;3,7487;41,827;9,6656
"1528";2023-06-08;13,392;3,7971;41,732;9,5304
"1529";2023-06-09;13,392;3,7765;41,735;9,5395
"1530";2023-06-12;13,392;3,7481;43,75;9,3721
"1531";2023-06-13;13,392;3,8261;43,706;9,9246
"1532";2023-06-14;13,392;3,8719;43,654;10,268
"1533";2023-06-15;13,392;3,8856;43,637;10,388
"1534";2023-06-16;13,392;3,8845;43,863;10,413
"1535";2023-06-19;13,392;3,8677;43,657;10,161
"1536";2023-06-20;13,392;3,871;43,546;9,9423
"1537";2023-06-21;13,392;3,9081;43,479;9,5554
"1538";2023-06-22;13,392;3,8818;43,244;9,5334
"1539";2023-06-23;13,392;3,8131;43,244;9,5785
"1540";2023-06-26;13,392;3,7801;42,926;9,1129
"1541";2023-06-27;13,392;3,7746;43,031;9,3354
"1542";2023-06-28;13,392;3,7139;42,434;9,0065
"1543";2023-06-29;14,234;3,6717;42,501;9,2796
"1544";2023-06-30;15,159;3,7462;42,305;9,2288
"1545";2023-07-03;15,159;3,7802;42,42;9,256
"1546";2023-07-04;15,159;3,7689;42,598;9,2233
"1547";2023-07-05;15,159;3,7491;42,452;9,5393
"1548";2023-07-06;15,159;3,7278;42,52;9,5361
"1549";2023-07-07;15,159;3,7712;42,504;9,3467
"1550";2023-07-10;15,159;3,7688;42,488;9,442
"1551";2023-07-11;15,159;3,7462;42,701;9,2991
"1552";2023-07-12;15,159;3,8479;42,753;9,7361
"1553";2023-07-13;15,159;3,9284;42,928;9,5626
"1554";2023-07-14;15,159;3,9122;43,093;9,7071
"1555";2023-07-17;15,159;3,8381;42,917;9,4393
"1556";2023-07-18;15,159;3,815;42,857;9,4529
"1557";2023-07-19;15,159;3,799;41,487;9,3717
"1558";2023-07-20;15,159;3,8067;41,795;9,5477
"1559";2023-07-21;15,159;3,796;41,716;9,3161
"1560";2023-07-24;15,159;3,8339;40,979;9,6157
"1561";2023-07-25;15,159;3,9104;41,232;10,07
"1562";2023-07-26;15,159;3,8774;40,197;9,6797
"1563";2023-07-27;15,159;3,851;39,529;9,7336
"1564";2023-07-28;15,159;3,917;38,773;10,015
"1565";2023-07-31;15,159;3,9987;37,695;10,014
"1566";2023-08-01;15,159;3,8937;36,906;10,044
"1567";2023-08-02;15,159;3,8326;36,856;9,6792
"1568";2023-08-03;15,159;3,8831;36,882;9,6928
"1569";2023-08-04;15,159;3,825;36,808;9,5626
"1570";2023-08-07;15,159;3,8161;36,79;9,4633
"1571";2023-08-08;15,159;3,747;36,646;9,3408
"1572";2023-08-09;15,159;3,7651;36,014;9,2104
"1573";2023-08-10;15,159;3,7409;35,304;9,1503
"1574";2023-08-11;15,159;3,7191;35,189;9,0505
"1575";2023-08-14;15,159;3,7296;35,055;8,9761
"1576";2023-08-15;15,159;3,6555;34,928;8,8446
"1577";2023-08-16;15,159;3,6489;34,875;8,8587
"1578";2023-08-17;15,159;3,6825;32,198;9,0841
"1579";2023-08-18;15,159;3,7072;32,177;9,0297
"1580";2023-08-21;15,159;3,7181;29,859;9,0108
"1581";2023-08-22;15,159;3,7489;29,829;9,1911
"1582";2023-08-23;15,159;3,8063;29,833;9,3993
"1583";2023-08-24;15,159;3,7611;29,877;9,3535
"1584";2023-08-25;15,159;3,7701;29,839;9,3513
"1585";2023-08-28;15,159;3,7621;29,821;9,3513
"1586";2023-08-29;15,159;3,7844;28,996;9,2923
"1587";2023-08-30;15,159;3,7872;29,015;9,2611
"1588";2023-08-31;15,159;3,7816;29,024;9,1113
"1589";2023-09-01;15,159;3,8045;27,772;9,476
"1590";2023-09-04;15,159;3,7986;27,715;9,4538
"1591";2023-09-05;15,159;3,8033;27,588;9,4531
"1592";2023-09-06;15,159;3,7439;27,59;8,256
"1593";2023-09-07;15,159;4,2749;10,297;7,0148
"1594";2023-09-08;15,159;4,2749;10,297;7,0148
"1595";2023-09-11;15,159;3,848;23,25;8,614
"1596";2023-09-12;15,159;3,779;25,334;8,9283
"1597";2023-09-13;15,159;3,7602;26,028;9,0074
"1598";2023-09-14;15,159;3,7783;25,625;9,114
"1599";2023-09-15;15,159;3,7645;25,628;8,9233
"1600";2023-09-18;15,159;3,7295;25,425;8,8977
"1601";2023-09-19;15,159;3,7223;25,03;8,9227
"1602";2023-09-20;15,159;3,7297;24,473;8,7661
"1603";2023-09-21;15,159;3,6762;24,434;8,5586
"1604";2023-09-22;15,159;3,6711;24,439;8,6967
"1605";2023-09-25;15,159;3,6437;23,599;8,5543
"1606";2023-09-26;15,159;3,6189;23,189;8,4468
"1607";2023-09-27;15,159;3,603;23,184;8,5022
"1608";2023-09-28;15,159;3,6823;22,797;8,4522
"1609";2023-09-29;15,159;3,7279;22,814;8,3642
"1610";2023-10-02;15,159;3,6353;22,814;8,3851
"1611";2023-10-03;15,159;3,6146;22,813;8,369
"1612";2023-10-04;15,159;3,5616;22,814;8,3657
"1613";2023-10-05;15,159;3,5482;22,813;8,2669
"1614";2023-10-06;15,159;3,635;22,814;8,3054
"1615";2023-10-09;15,159;3,6609;22,836;8,4636
"1616";2023-10-10;15,159;3,6122;22,811;8,3457
"1617";2023-10-11;15,159;3,6087;22,801;8,2037
"1618";2023-10-12;15,159;3,5821;22,809;8,3742
"1619";2023-10-13;15,159;3,5753;22,786;8,47
"1620";2023-10-16;15,159;3,5744;22,769;8,2936
"1621";2023-10-17;15,159;3,5711;23,589;8,3141
"1622";2023-10-18;15,159;3,5887;23,857;8,3157
"1623";2023-10-19;15,159;3,5908;23,855;8,3493
"1624";2023-10-20;15,159;3,527;23,441;8,2926
"1625";2023-10-23;15,159;3,5623;23,441;8,3488
"1626";2023-10-24;15,159;3,624;22,504;8,1408
"1627";2023-10-25;15,159;3,5718;22,482;8,1837
"1628";2023-10-26;15,159;3,5746;22,613;8,2032
"1629";2023-10-27;15,159;3,6249;22,477;8,0962
"1630";2023-10-30;15,159;3,6446;22,346;8,2336
"1631";2023-10-31;15,159;3,6395;22,349;8,2858
"1632";2023-11-01;15,159;3,6417;22,339;8,1207
"1633";2023-11-02;15,159;3,678;22,345;8,069
"1634";2023-11-03;15,159;3,6745;22,38;8,0531
"1635";2023-11-06;15,159;3,6998;22,351;8,1576
"1636";2023-11-07;15,159;3,6695;22,172;8,2554
"1637";2023-11-08;15,159;3,6198;21,63;8,0132
"1638";2023-11-09;15,159;3,633;21,07;8,1003
"1639";2023-11-10;15,159;3,5947;20,783;7,9757
"1640";2023-11-13;15,159;3,657;20,368;7,7226
"1641";2023-11-14;15,159;3,6728;20,372;7,7868
"1642";2023-11-15;15,159;3,7205;20,507;7,8249
"1643";2023-11-16;15,159;3,7028;19,93;7,7945
"1644";2023-11-17;15,159;3,7375;19,758;7,6145
"1645";2023-11-20;15,159;3,8005;19,868;7,5625
"1646";2023-11-21;15,159;3,8156;19,683;7,5845
"1647";2023-11-22;15,159;3,7731;19,23;7,5999
"1648";2023-11-23;15,159;3,7699;18,695;7,3466
"1649";2023-11-24;15,159;3,7873;18,242;7,4308
"1650";2023-11-27;15,159;3,7565;17,685;7,2153
"1651";2023-11-28;15,159;3,8021;17,684;7,1863
"1652";2023-11-29;15,159;3,7994;17,748;7,665
"1653";2023-11-30;15,159;3,8159;16,605;7,4562
"1654";2023-12-01;15,159;3,909;16,59;7,6412
"1655";2023-12-04;15,159;3,8154;15,759;7,4956
"1656";2023-12-05;15,159;3,7752;15,19;7,2303
"1657";2023-12-06;15,159;3,7205;14,459;7,2641
"1658";2023-12-07;14,832;3,7846;13,767;7,3963
"1659";2023-12-08;14,504;3,82;13,754;7,5333
"1660";2023-12-11;14,182;3,7815;13,725;7,4342
"1661";2023-12-12;13,855;3,7951;13,742;7,3922
"1662";2023-12-13;13,526;3,779;13,584;7,3677
"1663";2023-12-14;13,215;3,8736;13,672;7,6031
"1664";2023-12-15;13,215;3,885;13,716;7,6761
"1665";2023-12-18;13,215;3,8481;13,665;7,3779
"1666";2023-12-19;13,215;3,9069;13,663;7,492
"1667";2023-12-20;13,215;3,9015;13,659;7,5392
"1668";2023-12-21;13,215;3,8974;13,653;7,5562
"1669";2023-12-22;13,215;3,8955;13,527;7,384
"1670";2023-12-25;13,215;3,86;13,59;7,384
"1671";2023-12-26;13,215;3,8925;13,507;7,384
"1672";2023-12-27;13,215;3,9394;13,501;7,5695
"1673";2023-12-28;13,215;3,8998;13,589;7,4834
"1674";2023-12-29;13,215;3,881;13,593;7,4276
"1675";2024-01-02;13,215;3,8618;13,51;7,4103
"1676";2024-01-03;13,215;3,8579;13,501;7,3363
"1677";2024-01-04;13,215;3,8245;13,494;7,1827
"1678";2024-01-05;13,215;3,7859;13,489;7,3262
"1679";2024-01-08;13,215;3,7962;13,474;7,2899
"1680";2024-01-09;13,215;3,7472;13,329;7,307
"1681";2024-01-10;13,215;3,7819;13,32;7,3432
"1682";2024-01-11;13,215;3,7779;13,342;7,334
"1683";2024-01-12;13,215;3,7427;13,32;7,2994
"1684";2024-01-15;13,215;3,7753;13,31;7,2402
"1685";2024-01-16;13,215;3,7578;13,283;7,2126
"1686";2024-01-17;13,215;3,741;13,273;7,1844
"1687";2024-01-18;13,215;3,7467;13,275;7,2203
"1688";2024-01-19;13,215;3,787;13,28;7,1663
"1689";2024-01-22;13,215;3,7501;13,273;7,1508
"1690";2024-01-23;13,215;3,7968;13,317;7,2892
"1691";2024-01-24;13,215;3,8695;13,346;7,4462
"1692";2024-01-25;13,215;3,8629;13,321;7,4702
"1693";2024-01-26;13,215;3,8539;13,311;7,5015
"1694";2024-01-29;13,215;3,8703;13,302;7,3378
"1695";2024-01-30;13,215;3,904;13,302;7,37
"1696";2024-01-31;13,215;3,8949;13,304;7,2634
"1697";2024-02-01;13,215;3,8545;13,297;7,2502
"1698";2024-02-02;13,215;3,8235;13,306;7,2504
"1699";2024-02-05;13,215;3,7694;13,267;7,1458
"1700";2024-02-06;13,215;3,7789;13,562;7,1033
"1701";2024-02-07;13,215;3,7342;13,552;7,1452
"1702";2024-02-08;12,95;3,7057;13,548;7,1457
"1703";2024-02-09;12,95;3,6886;13,554;7,1067
"1704";2024-02-12;12,95;3,7217;13,554;7,159
"1705";2024-02-13;12,95;3,7092;13,554;7,2597
"1706";2024-02-14;12,95;3,6988;13,554;7,2981
"1707";2024-02-15;12,95;3,7558;13,554;7,2604
"1708";2024-02-16;12,95;3,838;13,554;7,3086
"1709";2024-02-19;12,95;3,8035;13,544;7,3056
"1710";2024-02-20;12,95;3,8677;13,55;7,3085
"1711";2024-02-21;12,95;3,8719;13,28;7,5782
"1712";2024-02-22;12,95;3,8907;13,279;7,7864
"1713";2024-02-23;12,95;3,8768;13,269;7,8342
"1714";2024-02-26;12,95;3,8267;13,27;7,6797
"1715";2024-02-27;12,95;3,8313;13,268;7,8136
"1716";2024-02-28;12,95;3,8254;13,404;7,8771
"1717";2024-02-29;12,95;3,8317;13,691;8,0148
"1718";2024-03-01;12,95;3,855;14,1;7,9113
"1719";2024-03-04;12,95;3,8483;15,071;8,0347
"1720";2024-03-05;12,95;3,8449;15,071;7,9495
"1721";2024-03-06;12,95;3,8706;15,071;7,9329
"1722";2024-03-07;12,95;3,9131;15,074;8,0594
"1723";2024-03-08;12,95;3,885;15,091;8,0753
"1724";2024-03-11;12,95;3,924;15,11;8,2369
"1725";2024-03-12;12,95;3,9207;15,4;8,3119
"1726";2024-03-13;12,95;4,0405;15,641;8,2211
"1727";2024-03-14;12,95;4,0296;16,062;8,1037
"1728";2024-03-15;12,95;4,1125;16,189;8,1159
"1729";2024-03-18;12,95;4,1129;15,768;8,0231
"1730";2024-03-19;12,95;4,0514;16,044;7,7972
"1731";2024-03-20;12,95;4,0355;16,046;7,8424
"1732";2024-03-21;12,95;4,0517;16,044;7,8638
"1733";2024-03-22;12,95;3,996;15,976;7,7313
"1734";2024-03-25;12,95;3,9996;15,879;7,5842
"1735";2024-03-26;12,95;3,9929;15,169;7,4469
"1736";2024-03-27;12,95;3,9986;15,15;7,4457
"1737";2024-03-28;12,95;4,0084;14,871;7,5151
"1738";2024-03-29;12,95;4,0142;15,152;7,5151
"1739";2024-04-01;12,95;4,0526;14,868;7,5151
"1740";2024-04-02;12,95;4,0699;14,856;7,6407
"1741";2024-04-03;12,95;4,2068;14,995;7,785
"1742";2024-04-04;12,95;4,2381;15,135;7,9576
"1743";2024-04-05;12,95;4,2417;15,135;8,0004
"1744";2024-04-08;12,95;4,2906;15,14;8,017
"1745";2024-04-09;12,95;4,2868;15,553;8,1843
"1746";2024-04-10;12,95;4,2633;15,554;8,15
"1747";2024-04-11;12,95;4,2521;15,545;8,047
"1748";2024-04-12;12,623;4,2585;15,406;8,0726
"1749";2024-04-15;12,623;4,3578;15,403;8,1792
"1750";2024-04-16;12,623;4,3083;15,404;8,0853
"1751";2024-04-17;12,623;4,3512;15,403;8,2368
"1752";2024-04-18;12,623;4,4256;15,405;8,4137
"1753";2024-04-19;12,623;4,4975;15,26;8,8308
"1754";2024-04-22;12,623;4,4883;15,255;8,9249
"1755";2024-04-23;12,623;4,4417;15,248;8,6652
"1756";2024-04-24;12,623;4,4671;15,25;8,5765
"1757";2024-04-25;12,623;4,5423;15,249;8,7013
"1758";2024-04-26;12,623;4,574;15,249;8,6636
"1759";2024-04-29;12,623;4,6608;15,26;8,7468
"1760";2024-04-30;12,623;4,57;15,26;8,7335
"1761";2024-05-01;12,623;4,5425;15,26;8,5956
"1762";2024-05-02;12,623;4,5133;15,26;8,5182
"1763";2024-05-03;12,623;4,557;15,26;8,7298
"1764";2024-05-06;12,623;4,6289;15,333;8,824
"1765";2024-05-07;12,623;4,6178;15,309;8,6809
"1766";2024-05-08;12,623;4,564;15,288;8,5706
"1767";2024-05-09;12,623;4,6127;15,291;8,665
"1768";2024-05-10;12,623;4,6625;15,136;8,6793
"1769";2024-05-13;12,623;4,7565;15,024;8,6954
"1770";2024-05-14;12,623;4,8918;14,799;8,6416
"1771";2024-05-15;12,623;4,9335;14,598;8,8741
"1772";2024-05-16;12,623;4,8746;14,58;9,0968
"1773";2024-05-17;12,623;5,05;14,596;9,5876
"1774";2024-05-20;12,623;5,1036;14,592;9,7107
"1775";2024-05-21;12,623;5,1161;14,581;9,6497
"1776";2024-05-22;12,623;4,8284;14,571;9,2814
"1777";2024-05-23;12,315;4,7805;14,564;9,1528
"1778";2024-05-24;12,315;4,7535;14,564;9,1852
"1779";2024-05-27;12,336;4,8322;14,561;9,296
"1780";2024-05-28;12,315;4,8599;14,553;9,3227
"1781";2024-05-29;12,315;4,7939;14,559;9,3068
"1782";2024-05-30;12,315;4,6597;14,57;9,1245
"1783";2024-05-31;12,315;4,602;14,559;8,9403
"1784";2024-06-03;12,315;4,6649;14,299;8,8419
"1785";2024-06-04;12,315;4,5428;14,212;8,606
"1786";2024-06-05;12,315;4,6167;14,01;8,4445
"1787";2024-06-06;12,315;4,6729;14,016;8,447
"1788";2024-06-07;12,315;4,4835;14,004;8,1787
"1789";2024-06-10;12,315;4,5524;14,114;8,2112
"1790";2024-06-11;12,315;4,5135;13,855;8,1991
"1791";2024-06-12;12,315;4,5614;13,444;8,1787
"1792";2024-06-13;12,315;4,4808;13,439;8,0576
"1793";2024-06-14;12,315;4,495;13,437;7,9719
"1794";2024-06-17;12,315;4,4497;13,385;7,8998
"1795";2024-06-18;12,315;4,4906;13,298;7,8644
"1796";2024-06-19;12,315;4,5123;13,153;7,8703
"1797";2024-06-20;12,315;4,5594;13,015;7,8993
"1798";2024-06-21;12,315;4,442;12,88;7,8127
"1799";2024-06-24;12,315;4,4265;12,623;7,8227
"1800";2024-06-25;12,315;4,3697;12,592;7,8122
"1801";2024-06-26;12,315;4,3698;12,588;7,7655
"1802";2024-06-27;12,315;4,3252;12,599;7,8413
"1803";2024-06-28;12,315;4,3915;12,589;7,8431
"1804";2024-07-01;12,315;4,4142;12,584;7,912
"1805";2024-07-02;12,315;4,4312;12,58;7,7369
"1806";2024-07-03;12,315;4,5291;12,586;7,9011
"1807";2024-07-04;12,315;4,5717;12,592;7,8385
