Date;Price
14-Oct-2021;145.35
13-Oct-2021;142.9
12-Oct-2021;145.1
11-Oct-2021;146.85
10-Oct-2021;
09-Oct-2021;
08-Oct-2021;145.35
07-Oct-2021;139.45
06-Oct-2021;137.9
05-Oct-2021;137.3
04-Oct-2021;136.1
03-Oct-2021;
02-Oct-2021;
01-Oct-2021;136.3
30. Sep 21;135.95
29. Sep 21;138.8
28. Sep 21;141.4
27. Sep 21;143.15
26. Sep 21;
25. Sep 21;
24. Sep 21;145.2
23. Sep 21;145.6
22. Sep 21;145
21. Sep 21;142.6
20. Sep 21;143.5
19. Sep 21;
18. Sep 21;
17. Sep 21;144.5
16. Sep 21;145.5
15. Sep 21;147.95
14. Sep 21;146.45
13. Sep 21;147.7
12. Sep 21;
11. Sep 21;
10. Sep 21;153.6
09. Sep 21;151.95
08. Sep 21;147.9
07. Sep 21;145.8
06. Sep 21;147.35
05. Sep 21;
04. Sep 21;
03. Sep 21;148.5
02. Sep 21;147.4
01. Sep 21;146.7
31. Aug 21;148.6
30. Aug 21;148
29. Aug 21;
28. Aug 21;
27. Aug 21;142.95
26. Aug 21;141
25. Aug 21;143.9
24. Aug 21;143.5
23. Aug 21;143.5
22. Aug 21;
21. Aug 21;
20. Aug 21;141.4
19. Aug 21;140.95
18. Aug 21;142.4
17. Aug 21;144.55
16. Aug 21;147.1
15. Aug 21;
14. Aug 21;
13. Aug 21;147.25
12. Aug 21;146.2
11. Aug 21;144.05
10. Aug 21;141.45
09. Aug 21;138.95
08. Aug 21;
07. Aug 21;
06. Aug 21;143.25
05. Aug 21;144.6
04. Aug 21;142.55
03. Aug 21;143.5
02. Aug 21;144.7
01. Aug 21;
31. Jul 21;
30. Jul 21;145.1
29. Jul 21;147.8
28. Jul 21;145.7
27. Jul 21;144.2
26. Jul 21;147.2
25. Jul 21;
23. Jul 21;141.1
22. Jul 21;137.6
21. Jul 21;137.7
20. Jul 21;140
19. Jul 21;142
18. Jul 21;
17. Jul 21;
16. Jul 21;143.45
15. Jul 21;140
14. Jul 21;138.55
13. Jul 21;139.7
12. Jul 21;139.6
11. Jul 21;
10. Jul 21;
09. Jul 21;140.45
08. Jul 21;136.75
07. Jul 21;136.4
06. Jul 21;134.6
05. Jul 21;136.9
04. Jul 21;
03. Jul 21;
02. Jul 21;136
01. Jul 21;134.85
30. Jun 21;135.05
29. Jun 21;136.25
28. Jun 21;135.9
27. Jun 21;
26. Jun 21;
25. Jun 21;137.15
24. Jun 21;136
23. Jun 21;132.3
22. Jun 21;131.8
21. Jun 21;129.5
20. Jun 21;
19. Jun 21;
18. Jun 21;128
17. Jun 21;127.5
16. Jun 21;128.45
15. Jun 21;132
14. Jun 21;135.7
13. Jun 21;
12. Jun 21;
11. Jun 21;134.9
10. Jun 21;130.95
09. Jun 21;132.55
08. Jun 21;131.2
07. Jun 21;129.8
06. Jun 21;
05. Jun 21;
04. Jun 21;131.5
03. Jun 21;130.5
02. Jun 21;133.6
01. Jun 21;132
31-May-2021;131.65
30-May-2021;
29-May-2021;
28-May-2021;131.7
27-May-2021;129.85
26-May-2021;126.35
25-May-2021;124.05
24-May-2021;125.05
23-May-2021;
22-May-2021;
21-May-2021;124.8
20-May-2021;127
19-May-2021;132.5
18-May-2021;133.2
17-May-2021;131.5
16-May-2021;
15-May-2021;
14-May-2021;129.95
13-May-2021;128.7
12-May-2021;131.3
11-May-2021;131.25
10-May-2021;130.05
09-May-2021;
08-May-2021;
07-May-2021;133.2
06-May-2021;133.15
05-May-2021;133.05
04-May-2021;134
03-May-2021;
02-May-2021;
01-May-2021;
30. Apr 21;131.05
29. Apr 21;128.4
28. Apr 21;129.45
27. Apr 21;126
26. Apr 21;123.9
25. Apr 21;
24. Apr 21;
23. Apr 21;119.35
22. Apr 21;119.2
21. Apr 21;129.9
20. Apr 21;121
19. Apr 21;121.65
18. Apr 21;
17. Apr 21;
16. Apr 21;123.85
15. Apr 21;122
14. Apr 21;122
13. Apr 21;121.9
12. Apr 21;121.7
11. Apr 21;
10. Apr 21;
09. Apr 21;125.45
08. Apr 21;126.25
07. Apr 21;125.2
06. Apr 21;124.95
05. Apr 21;
04. Apr 21;
03. Apr 21;
02. Apr 21;122.45
01. Apr 21;122.45
31-Mar-2021;121.1
30-Mar-2021;121.35
29-Mar-2021;122.35
28-Mar-2021;
27-Mar-2021;
26-Mar-2021;122.65
