Date;Close;Change;PCT
03-Jan-2017;32750;0;0
04-Jan-2017;32750;0;0
05-Jan-2017;32750;0;0
06-Jan-2017;32750;0;0
09-Jan-2017;32750;0;0
10-Jan-2017;33000;250;0.763358779
11-Jan-2017;33250;250;0.757575758
12-Jan-2017;33500;250;0.751879699
13-Jan-2017;34450;950;2.835820896
16-Jan-2017;34750;300;0.870827286
17-Jan-2017;35000;250;0.71942446
18-Jan-2017;35250;250;0.714285714
19-Jan-2017;35250;0;0
20-Jan-2017;35750;500;1.418439716
23-Jan-2017;35750;0;0
24-Jan-2017;36000;250;0.699300699
25-Jan-2017;36000;0;0
26-Jan-2017;36500;500;1.388888889
27-Jan-2017;37000;500;1.369863014
30-Jan-2017;37000;0;0
31-Jan-2017;37000;0;0
01-Feb-2017;37500;500;1.351351351
02-Feb-2017;37500;0;0
03-Feb-2017;37500;0;0
06-Feb-2017;37750;250;0.666666667
07-Feb-2017;38250;500;1.324503311
08-Feb-2017;38750;500;1.307189542
09-Feb-2017;39500;750;1.935483871
10-Feb-2017;39850;350;0.886075949
13-Feb-2017;42250;2400;6.022584693
14-Feb-2017;42500;250;0.591715976
15-Feb-2017;43000;500;1.176470588
16-Feb-2017;43250;250;0.581395349
17-Feb-2017;44250;1000;2.312138728
20-Feb-2017;47750;3500;7.90960452
21-Feb-2017;47750;0;0
22-Feb-2017;47750;0;0
23-Feb-2017;47750;0;0
24-Feb-2017;47750;0;0
27-Feb-2017;49250;1500;3.141361257
28-Feb-2017;50250;1000;2.030456853
01-Mar-2017;51250;1000;1.990049751
02-Mar-2017;51250;0;0
03-Mar-2017;51000;-250;-0.487804878
06-Mar-2017;50850;-150;-0.294117647
07-Mar-2017;50750;-100;-0.196656834
08-Mar-2017;50750;0;0
09-Mar-2017;52250;1500;2.955665025
10-Mar-2017;52250;0;0
13-Mar-2017;52250;0;0
14-Mar-2017;53000;750;1.435406699
15-Mar-2017;53250;250;0.471698113
16-Mar-2017;53250;0;0
17-Mar-2017;52750;-500;-0.938967136
20-Mar-2017;52750;0;0
21-Mar-2017;52750;0;0
22-Mar-2017;54000;1250;2.369668246
23-Mar-2017;54000;0;0
24-Mar-2017;53750;-250;-0.462962963
27-Mar-2017;53750;0;0
28-Mar-2017;53750;0;0
29-Mar-2017;54750;1000;1.860465116
30-Mar-2017;54750;0;0
31-Mar-2017;54500;-250;-0.456621005
03-Apr-2017;55750;1250;2.293577982
04-Apr-2017;55750;0;0
05-Apr-2017;56250;500;0.896860987
06-Apr-2017;55750;-500;-0.888888889
07-Apr-2017;55500;-250;-0.448430493
10-Apr-2017;55250;-250;-0.45045045
11-Apr-2017;55750;500;0.904977376
12-Apr-2017;55250;-500;-0.896860987
13-Apr-2017;55250;0;0
18-Apr-2017;55250;0;0
19-Apr-2017;55000;-250;-0.452488688
20-Apr-2017;54750;-250;-0.454545455
21-Apr-2017;54750;0;0
24-Apr-2017;55000;250;0.456621005
25-Apr-2017;55000;0;0
26-Apr-2017;55000;0;0
27-Apr-2017;55250;250;0.454545455
28-Apr-2017;55000;-250;-0.452488688
02-May-2017;54750;-250;-0.454545455
03-May-2017;54750;0;0
04-May-2017;54750;0;0
05-May-2017;54750;0;0
08-May-2017;54150;-600;-1.095890411
09-May-2017;54250;100;0.184672207
10-May-2017;54250;0;0
11-May-2017;54250;0;0
12-May-2017;54250;0;0
15-May-2017;54250;0;0
16-May-2017;55250;1000;1.843317972
17-May-2017;55250;0;0
18-May-2017;54500;-750;-1.357466063
19-May-2017;54250;-250;-0.458715596
22-May-2017;54500;250;0.460829493
23-May-2017;54500;0;0
24-May-2017;54500;0;0
25-May-2017;55250;750;1.376146789
26-May-2017;55750;500;0.904977376
30-May-2017;56000;250;0.448430493
31-May-2017;56250;250;0.446428571
01-Jun-2017;55750;-500;-0.888888889
02-Jun-2017;56250;500;0.896860987
05-Jun-2017;56250;0;0
06-Jun-2017;56000;-250;-0.444444444
07-Jun-2017;56125;125;0.223214286
08-Jun-2017;56250;125;0.222717149
09-Jun-2017;55900;-350;-0.622222222
12-Jun-2017;56250;350;0.626118068
13-Jun-2017;56500;250;0.444444444
14-Jun-2017;56500;0;0
15-Jun-2017;56500;0;0
16-Jun-2017;57750;1250;2.212389381
19-Jun-2017;57500;-250;-0.432900433
20-Jun-2017;58250;750;1.304347826
21-Jun-2017;58250;0;0
22-Jun-2017;58125;-125;-0.214592275
23-Jun-2017;58250;125;0.215053763
26-Jun-2017;58750;500;0.858369099
27-Jun-2017;58750;0;0
28-Jun-2017;59250;500;0.85106383
29-Jun-2017;59750;500;0.843881857
30-Jun-2017;59750;0;0
03-Jul-2017;59250;-500;-0.836820084
04-Jul-2017;58500;-750;-1.265822785
05-Jul-2017;58500;0;0
06-Jul-2017;58250;-250;-0.427350427
07-Jul-2017;58250;0;0
10-Jul-2017;58250;0;0
11-Jul-2017;58250;0;0
12-Jul-2017;57750;-500;-0.858369099
13-Jul-2017;57750;0;0
14-Jul-2017;57750;0;0
17-Jul-2017;57750;0;0
18-Jul-2017;57500;-250;-0.432900433
19-Jul-2017;57400;-100;-0.173913043
20-Jul-2017;57500;100;0.174216028
