Exchange Date;Trade Price
19. Apr 21;68 240,00
16. Apr 21;68 590,00
15. Apr 21;67 220,00
14. Apr 21;66 185,00
13. Apr 21;65 720,00
12. Apr 21;65 735,00
09. Apr 21;66 805,00
08. Apr 21;66 405,00
07. Apr 21;66 920,00
06. Apr 21;67 150,00
02. Apr 21;65 910,00
01. Apr 21;65 515,00
31-Mar-2021;65 180,00
30-Mar-2021;66 170,00
29-Mar-2021;66 270,00
26-Mar-2021;65 705,00
25-Mar-2021;65 930,00
24-Mar-2021;66 120,00
23-Mar-2021;66 810,00
22-Mar-2021;66 870,00
19-Mar-2021;66 650,00
18-Mar-2021;67 150,00
17-Mar-2021;66 165,00
16-Mar-2021;67 250,00
15-Mar-2021;67 760,00
12-Mar-2021;66 850,00
11-Mar-2021;65 585,00
10-Mar-2021;65 560,00
09-Mar-2021;66 590,00
08-Mar-2021;66 525,00
05-Mar-2021;64 785,00
04-Mar-2021;67 030,00
03-Mar-2021;67 870,00
02-Mar-2021;66 190,00
01-Mar-2021;67 590,00
26. Feb 21;68 445,00
25. Feb 21;69 970,00
24. Feb 21;68 140,00
23. Feb 21;67 620,00
22. Feb 21;67 095,00
19. Feb 21;63 260,00
18. Feb 21;62 700,00
10. Feb 21;60 215,00
09. Feb 21;59 400,00
08. Feb 21;58 945,00
05. Feb 21;58 020,00
04. Feb 21;57 830,00
03. Feb 21;57 210,00
02. Feb 21;57 755,00
01. Feb 21;57 855,00
29. Jan 21;58 195,00
28. Jan 21;57 960,00
27. Jan 21;58 810,00
26. Jan 21;58 865,00
25. Jan 21;59 090,00
22. Jan 21;58 935,00
21. Jan 21;59 265,00
20. Jan 21;59 050,00
19. Jan 21;59 040,00
18. Jan 21;58 685,00
15. Jan 21;59 645,00
14. Jan 21;58 710,00
13. Jan 21;58 845,00
12. Jan 21;58 245,00
11. Jan 21;59 500,00
08. Jan 21;60 365,00
07. Jan 21;59 345,00
06. Jan 21;59 170,00
05. Jan 21;58 135,00
04. Jan 21;58 065,00
31-Dec-2020;57 930,00
30-Dec-2020;58 130,00
29-Dec-2020;58 570,00
28-Dec-2020;58 805,00
25-Dec-2020;58 255,00
24-Dec-2020;58 170,00
23-Dec-2020;57 590,00
22-Dec-2020;58 580,00
21-Dec-2020;58 855,00
18-Dec-2020;59 080,00
17-Dec-2020;58 090,00
16-Dec-2020;57 895,00
15-Dec-2020;57 435,00
14-Dec-2020;57 935,00
11-Dec-2020;58 410,00
10-Dec-2020;57 025,00
09-Dec-2020;57 280,00
08-Dec-2020;57 030,00
07-Dec-2020;57 375,00
04-Dec-2020;57 270,00
03-Dec-2020;57 255,00
02-Dec-2020;57 260,00
01-Dec-2020;57 350,00
30. Nov 20;57 340,00
27. Nov 20;55 655,00
26. Nov 20;55 150,00
25. Nov 20;54 945,00
24. Nov 20;54 115,00
23. Nov 20;54 170,00
20. Nov 20;53 155,00
19. Nov 20;52 890,00
18. Nov 20;52 730,00
17. Nov 20;53 245,00
16. Nov 20;53 320,00
13. Nov 20;52 040,00
12. Nov 20;51 895,00
11. Nov 20;51 990,00
10. Nov 20;52 220,00
09. Nov 20;52 270,00
06. Nov 20;51 645,00
05. Nov 20;51 660,00
04. Nov 20;51 710,00
03. Nov 20;51 755,00
02. Nov 20;51 125,00
30-Oct-2020;51 550,00
29-Oct-2020;51 600,00
28-Oct-2020;51 745,00
27-Oct-2020;51 565,00
26-Oct-2020;51 955,00
23-Oct-2020;52 240,00
22-Oct-2020;52 380,00
21-Oct-2020;52 260,00
20-Oct-2020;51 455,00
19-Oct-2020;51 630,00
16-Oct-2020;51 835,00
15-Oct-2020;51 395,00
14-Oct-2020;51 490,00
13-Oct-2020;51 560,00
12-Oct-2020;51 615,00
09-Oct-2020;51 615,00
30. Sep 20;51 270,00
29. Sep 20;51 160,00
28. Sep 20;51 025,00
25. Sep 20;50 895,00
24. Sep 20;50 740,00
23. Sep 20;51 645,00
22. Sep 20;51 880,00
21. Sep 20;52 490,00
18. Sep 20;52 220,00
17. Sep 20;51 480,00
16. Sep 20;51 910,00
15. Sep 20;52 165,00
14. Sep 20;52 295,00
11. Sep 20;51 565,00
10. Sep 20;52 155,00
09. Sep 20;52 065,00
08. Sep 20;52 545,00
07. Sep 20;52 665,00
04. Sep 20;51 485,00
03. Sep 20;52 170,00
02. Sep 20;51 975,00
01. Sep 20;52 420,00
31. Aug 20;52 075,00
28. Aug 20;51 830,00
27. Aug 20;51 460,00
26. Aug 20;51 420,00
25. Aug 20;51 395,00
24. Aug 20;51 320,00
21. Aug 20;52 095,00
20. Aug 20;52 215,00
19. Aug 20;52 300,00
18. Aug 20;51 155,00
17. Aug 20;50 395,00
14. Aug 20;50 065,00
13. Aug 20;50 565,00
12. Aug 20;50 075,00
11. Aug 20;50 825,00
10. Aug 20;50 125,00
07. Aug 20;51 460,00
06. Aug 20;51 445,00
05. Aug 20;51 410,00
04. Aug 20;51 730,00
03. Aug 20;51 010,00
31. Jul 20;51 915,00
30. Jul 20;51 905,00
29. Jul 20;51 860,00
28. Jul 20;52 025,00
27. Jul 20;51 750,00
24. Jul 20;51 960,00
23. Jul 20;51 900,00
22. Jul 20;52 645,00
21. Jul 20;51 985,00
20. Jul 20;51 410,00
17. Jul 20;51 700,00
16. Jul 20;51 240,00
15. Jul 20;52 475,00
14. Jul 20;52 130,00
13. Jul 20;53 025,00
10. Jul 20;50 625,00
09. Jul 20;50 595,00
08. Jul 20;49 860,00
07. Jul 20;49 630,00
06. Jul 20;49 125,00
03. Jul 20;49 235,00
02. Jul 20;49 485,00
01. Jul 20;49 445,00
30. Jun 20;48 915,00
29. Jun 20;48 780,00
24. Jun 20;48 160,00
23. Jun 20;47 860,00
22. Jun 20;47 910,00
19. Jun 20;47 490,00
18. Jun 20;47 105,00
17. Jun 20;46 915,00
16. Jun 20;47 080,00
15. Jun 20;46 840,00
12. Jun 20;46 770,00
11. Jun 20;47 420,00
10. Jun 20;46 860,00
09. Jun 20;46 360,00
08. Jun 20;45 715,00
05. Jun 20;44 995,00
04. Jun 20;44 875,00
03. Jun 20;45 110,00
02. Jun 20;44 900,00
01. Jun 20;44 725,00
29-May-2020;44 145,00
28-May-2020;44 035,00
27-May-2020;44 180,00
26-May-2020;44 040,00
25-May-2020;43 795,00
22-May-2020;43 790,00
21-May-2020;44 620,00
20-May-2020;44 040,00
19-May-2020;44 070,00
18-May-2020;43 270,00
15-May-2020;43 350,00
14-May-2020;43 155,00
13-May-2020;43 090,00
12-May-2020;43 600,00
11-May-2020;44 140,00
08-May-2020;43 610,00
07-May-2020;43 025,00
06-May-2020;42 840,00
30. Apr 20;43 035,00
29. Apr 20;42 835,00
28. Apr 20;42 475,00
27. Apr 20;42 870,00
24. Apr 20;42 120,00
23. Apr 20;41 985,00
22. Apr 20;41 050,00
21. Apr 20;42 035,00
20. Apr 20;42 665,00
17. Apr 20;42 475,00
16. Apr 20;41 780,00
15. Apr 20;41 850,00
14. Apr 20;41 975,00
13. Apr 20;41 930,00
10. Apr 20;40 960,00
09. Apr 20;40 960,00
08. Apr 20;40 730,00
07. Apr 20;40 835,00
03. Apr 20;39 750,00
02. Apr 20;39 195,00
01. Apr 20;39 590,00
31-Mar-2020;39 450,00
30-Mar-2020;38 640,00
27-Mar-2020;38 900,00
26-Mar-2020;38 970,00
25-Mar-2020;38 790,00
24-Mar-2020;37 965,00
23-Mar-2020;36 650,00
20-Mar-2020;38 335,00
19-Mar-2020;37 575,00
18-Mar-2020;41 410,00
17-Mar-2020;42 170,00
16-Mar-2020;43 200,00
13-Mar-2020;42 760,00
12-Mar-2020;43 180,00
11-Mar-2020;44 280,00
10-Mar-2020;44 050,00
09-Mar-2020;43 535,00
06-Mar-2020;44 750,00
05-Mar-2020;45 060,00
04-Mar-2020;45 025,00
03-Mar-2020;45 355,00
02-Mar-2020;44 795,00
28. Feb 20;44 700,00
27. Feb 20;45 205,00
26. Feb 20;45 385,00
25. Feb 20;45 535,00
24. Feb 20;45 555,00
21. Feb 20;45 935,00
20. Feb 20;46 025,00
19. Feb 20;46 015,00
18. Feb 20;45 970,00
17. Feb 20;45 870,00
14. Feb 20;45 670,00
13. Feb 20;45 520,00
12. Feb 20;45 405,00
11. Feb 20;45 375,00
10. Feb 20;45 355,00
07. Feb 20;45 595,00
06. Feb 20;45 770,00
05. Feb 20;45 270,00
04. Feb 20;44 970,00
03. Feb 20;44 930,00
23. Jan 20;48 035,00
22. Jan 20;48 270,00
21. Jan 20;48 415,00
20. Jan 20;48 865,00
17. Jan 20;48 945,00
16. Jan 20;48 970,00
15. Jan 20;49 080,00
14. Jan 20;49 000,00
13. Jan 20;48 605,00
10. Jan 20;48 615,00
09. Jan 20;48 795,00
08. Jan 20;48 660,00
07. Jan 20;48 775,00
06. Jan 20;48 745,00
03. Jan 20;48 955,00
02. Jan 20;49 085,00
31-Dec-2019;49 045,00
30-Dec-2019;49 230,00
27-Dec-2019;49 450,00
26-Dec-2019;49 350,00
25-Dec-2019;49 285,00
24-Dec-2019;48 920,00
23-Dec-2019;48 820,00
20-Dec-2019;49 065,00
19-Dec-2019;48 850,00
18-Dec-2019;48 985,00
17-Dec-2019;48 985,00
16-Dec-2019;48 685,00
13-Dec-2019;48 960,00
12-Dec-2019;48 915,00
11-Dec-2019;48 495,00
10-Dec-2019;48 435,00
09-Dec-2019;48 175,00
06-Dec-2019;47 385,00
05-Dec-2019;47 280,00
04-Dec-2019;47 100,00
03-Dec-2019;47 165,00
02-Dec-2019;47 355,00
29. Nov 19;47 315,00
28. Nov 19;47 365,00
27. Nov 19;47 345,00
26. Nov 19;47 135,00
25. Nov 19;47 185,00
22. Nov 19;46 935,00
21. Nov 19;47 085,00
20. Nov 19;47 205,00
19. Nov 19;46 970,00
18. Nov 19;47 035,00
15. Nov 19;46 965,00
14. Nov 19;47 040,00
13. Nov 19;47 065,00
12. Nov 19;47 140,00
11. Nov 19;47 190,00
08. Nov 19;47 385,00
07. Nov 19;47 145,00
06. Nov 19;47 355,00
05. Nov 19;47 210,00
04. Nov 19;47 050,00
01. Nov 19;46 975,00
31-Oct-2019;47 210,00
30-Oct-2019;47 400,00
29-Oct-2019;47 360,00
28-Oct-2019;47 385,00
25-Oct-2019;47 240,00
24-Oct-2019;47 365,00
23-Oct-2019;47 055,00
22-Oct-2019;47 190,00
21-Oct-2019;47 200,00
18-Oct-2019;46 750,00
17-Oct-2019;46 710,00
16-Oct-2019;46 930,00
15-Oct-2019;46 995,00
14-Oct-2019;47 100,00
11-Oct-2019;47 075,00
10-Oct-2019;46 755,00
09-Oct-2019;46 810,00
08-Oct-2019;47 045,00
30. Sep 19;47 320,00
27. Sep 19;46 790,00
26. Sep 19;47 255,00
25. Sep 19;47 255,00
24. Sep 19;47 340,00
23. Sep 19;47 345,00
20. Sep 19;47 425,00
19. Sep 19;47 480,00
18. Sep 19;47 525,00
17. Sep 19;47 525,00
16. Sep 19;47 810,00
12. Sep 19;47 405,00
11. Sep 19;47 305,00
10. Sep 19;47 475,00
09. Sep 19;47 385,00
06. Sep 19;47 565,00
05. Sep 19;47 165,00
04. Sep 19;46 350,00
03. Sep 19;46 520,00
02. Sep 19;46 650,00
30. Aug 19;46 745,00
29. Aug 19;46 635,00
28. Aug 19;46 610,00
27. Aug 19;46 465,00
26. Aug 19;46 070,00
23. Aug 19;46 320,00
22. Aug 19;46 435,00
21. Aug 19;46 410,00
20. Aug 19;46 675,00
19. Aug 19;46 495,00
16. Aug 19;46 480,00
15. Aug 19;46 385,00
14. Aug 19;46 650,00
13. Aug 19;46 570,00
12. Aug 19;46 575,00
09. Aug 19;46 625,00
08. Aug 19;46 500,00
07. Aug 19;46 170,00
06. Aug 19;46 145,00
05. Aug 19;45 980,00
02. Aug 19;46 460,00
01. Aug 19;46 665,00
31. Jul 19;46 865,00
30. Jul 19;47 335,00
29. Jul 19;46 950,00
26. Jul 19;46 990,00
25. Jul 19;47 030,00
24. Jul 19;47 030,00
23. Jul 19;47 335,00
22. Jul 19;47 640,00
19. Jul 19;47 700,00
18. Jul 19;46 810,00
17. Jul 19;46 925,00
16. Jul 19;46 925,00
15. Jul 19;46 825,00
12. Jul 19;46 695,00
11. Jul 19;46 570,00
10. Jul 19;45 895,00
09. Jul 19;46 240,00
08. Jul 19;46 445,00
05. Jul 19;46 500,00
04. Jul 19;46 590,00
03. Jul 19;46 440,00
02. Jul 19;46 665,00
01. Jul 19;47 350,00
28. Jun 19;47 080,00
27. Jun 19;47 125,00
26. Jun 19;47 310,00
25. Jun 19;46 985,00
24. Jun 19;46 860,00
21. Jun 19;46 930,00
20. Jun 19;46 860,00
19. Jun 19;46 910,00
18. Jun 19;46 410,00
17. Jun 19;46 185,00
14. Jun 19;46 505,00
13. Jun 19;46 375,00
12. Jun 19;46 655,00
11. Jun 19;46 795,00
10. Jun 19;46 320,00
06. Jun 19;46 070,00
05. Jun 19;46 675,00
04. Jun 19;46 370,00
03. Jun 19;46 240,00
31-May-2019;46 550,00
30-May-2019;46 685,00
29-May-2019;47 055,00
28-May-2019;47 255,00
27-May-2019;47 125,00
24-May-2019;47 040,00
23-May-2019;46 830,00
22-May-2019;47 535,00
21-May-2019;47 835,00
20-May-2019;47 830,00
17-May-2019;47 940,00
16-May-2019;47 860,00
15-May-2019;47 680,00
14-May-2019;47 580,00
13-May-2019;47 660,00
10-May-2019;48 000,00
09-May-2019;47 660,00
08-May-2019;48 025,00
07-May-2019;48 440,00
06-May-2019;48 075,00
30. Apr 19;48 950,00
29. Apr 19;48 875,00
26. Apr 19;48 880,00
25. Apr 19;49 305,00
24. Apr 19;49 100,00
23. Apr 19;49 240,00
22. Apr 19;49 500,00
19. Apr 19;49 480,00
18. Apr 19;49 655,00
17. Apr 19;49 625,00
16. Apr 19;49 445,00
15. Apr 19;49 550,00
12. Apr 19;49 115,00
11. Apr 19;49 360,00
10. Apr 19;49 470,00
09. Apr 19;49 435,00
08. Apr 19;49 385,00
04. Apr 19;49 600,00
03. Apr 19;49 260,00
02. Apr 19;49 220,00
01. Apr 19;49 310,00
29-Mar-2019;49 865,00
28-Mar-2019;49 470,00
27-Mar-2019;49 410,00
26-Mar-2019;49 270,00
25-Mar-2019;49 430,00
22-Mar-2019;50 030,00
21-Mar-2019;50 340,00
20-Mar-2019;50 210,00
19-Mar-2019;50 160,00
18-Mar-2019;50 170,00
15-Mar-2019;49 590,00
14-Mar-2019;49 870,00
13-Mar-2019;49 990,00
12-Mar-2019;49 850,00
11-Mar-2019;49 615,00
08-Mar-2019;49 730,00
07-Mar-2019;49 920,00
06-Mar-2019;50 020,00
05-Mar-2019;50 285,00
04-Mar-2019;50 070,00
01-Mar-2019;49 935,00
28. Feb 19;50 015,00
27. Feb 19;49 925,00
26. Feb 19;49 825,00
25. Feb 19;50 000,00
22. Feb 19;49 395,00
21. Feb 19;49 530,00
20. Feb 19;49 450,00
19. Feb 19;49 035,00
18. Feb 19;48 515,00
15. Feb 19;48 170,00
14. Feb 19;48 040,00
13. Feb 19;47 910,00
12. Feb 19;48 135,00
11. Feb 19;48 190,00
01. Feb 19;47 830,00
31. Jan 19;47 860,00
30. Jan 19;47 540,00
29. Jan 19;47 300,00
28. Jan 19;47 600,00
25. Jan 19;47 265,00
24. Jan 19;47 225,00
23. Jan 19;47 415,00
22. Jan 19;47 550,00
21. Jan 19;47 945,00
18. Jan 19;47 800,00
17. Jan 19;47 465,00
16. Jan 19;47 250,00
15. Jan 19;47 070,00
14. Jan 19;47 220,00
11. Jan 19;47 210,00
10. Jan 19;47 430,00
09. Jan 19;47 650,00
08. Jan 19;47 510,00
07. Jan 19;47 560,00
04. Jan 19;46 890,00
03. Jan 19;47 450,00
02. Jan 19;48 030,00
28-Dec-2018;48 245,00
27-Dec-2018;48 525,00
26-Dec-2018;48 060,00
25-Dec-2018;47 910,00
24-Dec-2018;48 380,00
21-Dec-2018;48 440,00
20-Dec-2018;48 345,00
19-Dec-2018;48 320,00
18-Dec-2018;49 080,00
17-Dec-2018;49 180,00
14-Dec-2018;49 160,00
13-Dec-2018;49 250,00
12-Dec-2018;49 355,00
11-Dec-2018;49 420,00
10-Dec-2018;49 515,00
07-Dec-2018;49 540,00
06-Dec-2018;49 470,00
05-Dec-2018;49 570,00
04-Dec-2018;50 045,00
03-Dec-2018;50 410,00
30. Nov 18;49 740,00
29. Nov 18;49 750,00
28. Nov 18;49 135,00
27. Nov 18;49 350,00
26. Nov 18;49 470,00
23. Nov 18;49 850,00
22. Nov 18;49 600,00
21. Nov 18;49 390,00
20. Nov 18;49 880,00
19. Nov 18;49 810,00
16. Nov 18;49 560,00
15. Nov 18;49 130,00
14. Nov 18;48 940,00
13. Nov 18;48 845,00
12. Nov 18;49 145,00
09. Nov 18;49 450,00
08. Nov 18;49 610,00
07. Nov 18;49 500,00
06. Nov 18;49 610,00
05. Nov 18;49 950,00
02. Nov 18;49 190,00
01. Nov 18;48 775,00
31-Oct-2018;49 140,00
30-Oct-2018;49 560,00
29-Oct-2018;49 880,00
26-Oct-2018;49 895,00
25-Oct-2018;49 520,00
24-Oct-2018;50 090,00
23-Oct-2018;50 380,00
22-Oct-2018;50 510,00
19-Oct-2018;50 045,00
18-Oct-2018;50 250,00
17-Oct-2018;50 170,00
16-Oct-2018;50 460,00
15-Oct-2018;50 900,00
12-Oct-2018;50 550,00
11-Oct-2018;50 075,00
10-Oct-2018;50 925,00
09-Oct-2018;50 520,00
08-Oct-2018;50 290,00
28. Sep 18;50 285,00
27. Sep 18;50 510,00
26. Sep 18;50 725,00
25. Sep 18;50 495,00
21. Sep 18;50 010,00
20. Sep 18;49 960,00
19. Sep 18;50 030,00
18. Sep 18;48 850,00
17. Sep 18;48 305,00
14. Sep 18;48 780,00
13. Sep 18;48 635,00
12. Sep 18;47 890,00
11. Sep 18;47 925,00
10. Sep 18;47 820,00
07. Sep 18;48 030,00
06. Sep 18;47 960,00
05. Sep 18;47 680,00
04. Sep 18;48 255,00
03. Sep 18;48 300,00
31. Aug 18;48 650,00
30. Aug 18;48 810,00
29. Aug 18;49 090,00
28. Aug 18;48 625,00
27. Aug 18;48 830,00
24. Aug 18;48 470,00
23. Aug 18;48 300,00
22. Aug 18;48 770,00
21. Aug 18;48 715,00
20. Aug 18;48 510,00
17. Aug 18;48 070,00
16. Aug 18;47 895,00
15. Aug 18;48 920,00
14. Aug 18;49 530,00
13. Aug 18;49 570,00
10. Aug 18;49 820,00
09. Aug 18;49 540,00
08. Aug 18;49 495,00
07. Aug 18;49 315,00
06. Aug 18;49 325,00
03. Aug 18;49 235,00
02. Aug 18;49 160,00
01. Aug 18;49 910,00
31. Jul 18;49 700,00
30. Jul 18;49 800,00
27. Jul 18;49 940,00
26. Jul 18;49 940,00
25. Jul 18;49 915,00
24. Jul 18;49 210,00
23. Jul 18;48 760,00
20. Jul 18;48 260,00
19. Jul 18;48 820,00
18. Jul 18;48 495,00
17. Jul 18;48 755,00
16. Jul 18;48 880,00
13. Jul 18;48 610,00
12. Jul 18;48 480,00
11. Jul 18;48 030,00
10. Jul 18;49 645,00
09. Jul 18;49 605,00
06. Jul 18;48 885,00
05. Jul 18;49 670,00
04. Jul 18;50 710,00
03. Jul 18;51 105,00
02. Jul 18;51 235,00
29. Jun 18;51 200,00
28. Jun 18;51 410,00
27. Jun 18;51 310,00
26. Jun 18;51 170,00
25. Jun 18;51 740,00
22. Jun 18;51 445,00
21. Jun 18;51 660,00
20. Jun 18;51 560,00
19. Jun 18;52 295,00
15. Jun 18;53 110,00
14. Jun 18;53 375,00
13. Jun 18;53 250,00
12. Jun 18;53 435,00
11. Jun 18;53 810,00
08. Jun 18;53 460,00
07. Jun 18;53 635,00
06. Jun 18;52 595,00
05. Jun 18;51 860,00
04. Jun 18;51 875,00
01. Jun 18;51 300,00
31-May-2018;51 120,00
30-May-2018;51 100,00
29-May-2018;51 370,00
28-May-2018;51 250,00
25-May-2018;51 375,00
24-May-2018;51 180,00
23-May-2018;51 600,00
22-May-2018;51 285,00
21-May-2018;51 250,00
18-May-2018;51 045,00
17-May-2018;50 970,00
16-May-2018;50 770,00
15-May-2018;50 970,00
14-May-2018;51 210,00
11-May-2018;51 150,00
10-May-2018;50 955,00
09-May-2018;50 755,00
08-May-2018;51 030,00
07-May-2018;50 900,00
04-May-2018;50 920,00
03-May-2018;50 770,00
02-May-2018;50 790,00
27. Apr 18;51 645,00
26. Apr 18;51 805,00
25. Apr 18;51 770,00
24. Apr 18;51 660,00
23. Apr 18;51 890,00
20. Apr 18;51 615,00
19. Apr 18;51 870,00
18. Apr 18;50 950,00
17. Apr 18;50 960,00
16. Apr 18;50 450,00
13. Apr 18;50 620,00
12. Apr 18;50 760,00
11. Apr 18;51 275,00
10. Apr 18;51 090,00
09. Apr 18;50 430,00
04. Apr 18;50 570,00
03. Apr 18;50 550,00
02. Apr 18;50 160,00
30-Mar-2018;49 790,00
29-Mar-2018;49 620,00
28-Mar-2018;49 160,00
27-Mar-2018;49 300,00
26-Mar-2018;48 855,00
23-Mar-2018;49 825,00
22-Mar-2018;50 870,00
21-Mar-2018;50 535,00
20-Mar-2018;50 920,00
19-Mar-2018;50 850,00
16-Mar-2018;51 375,00
15-Mar-2018;51 765,00
14-Mar-2018;51 530,00
13-Mar-2018;51 390,00
12-Mar-2018;51 580,00
09-Mar-2018;51 075,00
08-Mar-2018;51 770,00
07-Mar-2018;51 990,00
06-Mar-2018;51 850,00
05-Mar-2018;51 785,00
02-Mar-2018;51 960,00
01-Mar-2018;52 000,00
28. Feb 18;52 440,00
27. Feb 18;52 935,00
26. Feb 18;52 960,00
23. Feb 18;53 040,00
22. Feb 18;52 260,00
14. Feb 18;52 115,00
13. Feb 18;51 555,00
12. Feb 18;51 215,00
09. Feb 18;51 320,00
08. Feb 18;51 610,00
07. Feb 18;52 800,00
06. Feb 18;52 590,00
05. Feb 18;52 690,00
02. Feb 18;52 845,00
01. Feb 18;52 840,00
31. Jan 18;52 700,00
30. Jan 18;53 150,00
29. Jan 18;53 355,00
26. Jan 18;53 240,00
25. Jan 18;53 530,00
24. Jan 18;52 610,00
23. Jan 18;53 405,00
22. Jan 18;53 415,00
19. Jan 18;53 470,00
18. Jan 18;53 540,00
17. Jan 18;53 640,00
16. Jan 18;54 470,00
15. Jan 18;54 320,00
12. Jan 18;54 340,00
11. Jan 18;54 715,00
10. Jan 18;54 580,00
09. Jan 18;54 470,00
08. Jan 18;54 350,00
05. Jan 18;54 765,00
04. Jan 18;54 610,00
03. Jan 18;54 630,00
02. Jan 18;54 735,00
29-Dec-2017;55 280,00
28-Dec-2017;54 920,00
27-Dec-2017;54 640,00
26-Dec-2017;54 310,00
25-Dec-2017;54 620,00
22-Dec-2017;53 930,00
21-Dec-2017;53 875,00
20-Dec-2017;53 370,00
19-Dec-2017;53 300,00
18-Dec-2017;53 385,00
15-Dec-2017;52 580,00
14-Dec-2017;52 440,00
13-Dec-2017;52 010,00
12-Dec-2017;51 860,00
11-Dec-2017;51 550,00
08-Dec-2017;51 385,00
07-Dec-2017;51 420,00
06-Dec-2017;51 330,00
05-Dec-2017;53 245,00
04-Dec-2017;53 395,00
01-Dec-2017;52 730,00
30. Nov 17;52 590,00
29. Nov 17;53 130,00
28. Nov 17;53 470,00
27. Nov 17;54 285,00
26. Nov 17;53 960,00
24. Nov 17;53 960,00
23. Nov 17;53 830,00
22. Nov 17;53 850,00
21. Nov 17;53 210,00
20. Nov 17;52 880,00
17. Nov 17;52 780,00
16. Nov 17;52 950,00
15. Nov 17;52 800,00
14. Nov 17;54 020,00
13. Nov 17;53 470,00
10. Nov 17;53 390,00
09. Nov 17;53 610,00
08. Nov 17;53 730,00
07. Nov 17;54 510,00
06. Nov 17;54 400,00
03. Nov 17;54 510,00
02. Nov 17;54 355,00
01. Nov 17;54 590,00
31-Oct-2017;53 730,00
30-Oct-2017;53 730,00
27-Oct-2017;54 595,00
26-Oct-2017;55 235,00
25-Oct-2017;55 520,00
24-Oct-2017;55 930,00
23-Oct-2017;55 005,00
20-Oct-2017;55 090,00
19-Oct-2017;54 950,00
18-Oct-2017;55 280,00
17-Oct-2017;55 660,00
16-Oct-2017;53 970,00
13-Oct-2017;53 670,00
12-Oct-2017;53 565,00
11-Oct-2017;52 700,00
10-Oct-2017;52 400,00
09-Oct-2017;52 340,00
29. Sep 17;51 495,00
28. Sep 17;50 520,00
27. Sep 17;50 495,00
26. Sep 17;50 810,00
25. Sep 17;50 420,00
22. Sep 17;49 725,00
21. Sep 17;50 300,00
20. Sep 17;50 750,00
19. Sep 17;50 750,00
18. Sep 17;50 600,00
15. Sep 17;50 380,00
14. Sep 17;50 610,00
13. Sep 17;51 195,00
12. Sep 17;51 415,00
11. Sep 17;51 210,00
08. Sep 17;52 585,00
07. Sep 17;53 085,00
06. Sep 17;52 970,00
05. Sep 17;53 310,00
04. Sep 17;53 035,00
01. Sep 17;52 585,00
31. Aug 17;52 640,00
30. Aug 17;52 560,00
29. Aug 17;52 615,00
28. Aug 17;52 315,00
25. Aug 17;52 295,00
24. Aug 17;51 540,00
23. Aug 17;51 210,00
22. Aug 17;51 385,00
21. Aug 17;50 920,00
18. Aug 17;50 530,00
17. Aug 17;51 090,00
16. Aug 17;49 935,00
15. Aug 17;50 095,00
14. Aug 17;50 030,00
11. Aug 17;49 760,00
10. Aug 17;50 535,00
09. Aug 17;50 810,00
08. Aug 17;50 430,00
07. Aug 17;50 015,00
04. Aug 17;50 100,00
03. Aug 17;50 215,00
02. Aug 17;49 850,00
01. Aug 17;50 125,00
31. Jul 17;50 220,00
28. Jul 17;49 760,00
27. Jul 17;49 925,00
26. Jul 17;49 780,00
25. Jul 17;48 090,00
24. Jul 17;47 720,00
21. Jul 17;47 695,00
20. Jul 17;47 630,00
19. Jul 17;47 570,00
18. Jul 17;47 690,00
17. Jul 17;47 250,00
14. Jul 17;46 940,00
13. Jul 17;47 025,00
12. Jul 17;47 110,00
11. Jul 17;46 660,00
10. Jul 17;46 820,00
07. Jul 17;46 735,00
06. Jul 17;46 760,00
05. Jul 17;47 095,00
04. Jul 17;46 970,00
03. Jul 17;47 155,00
30. Jun 17;47 115,00
29. Jun 17;47 165,00
28. Jun 17;46 565,00
27. Jun 17;46 300,00
26. Jun 17;46 270,00
23. Jun 17;45 820,00
22. Jun 17;45 855,00
21. Jun 17;45 360,00
20. Jun 17;45 690,00
19. Jun 17;45 415,00
16. Jun 17;45 515,00
15. Jun 17;45 480,00
14. Jun 17;45 580,00
13. Jun 17;45 900,00
12. Jun 17;46 240,00
09. Jun 17;45 715,00
08. Jun 17;45 005,00
07. Jun 17;45 110,00
06. Jun 17;45 100,00
05. Jun 17;45 240,00
02. Jun 17;45 280,00
01. Jun 17;45 260,00
31-May-2017;45 565,00
26-May-2017;45 820,00
25-May-2017;45 820,00
24-May-2017;45 780,00
23-May-2017;45 910,00
22-May-2017;45 760,00
19-May-2017;45 200,00
18-May-2017;45 020,00
17-May-2017;45 335,00
16-May-2017;45 210,00
15-May-2017;45 245,00
12-May-2017;44 965,00
11-May-2017;44 900,00
10-May-2017;44 950,00
09-May-2017;44 765,00
08-May-2017;44 975,00
05-May-2017;45 235,00
04-May-2017;45 575,00
03-May-2017;46 605,00
02-May-2017;46 825,00
28. Apr 17;46 230,00
27. Apr 17;46 175,00
26. Apr 17;46 190,00
25. Apr 17;45 970,00
24. Apr 17;45 845,00
21. Apr 17;45 800,00
20. Apr 17;45 485,00
19. Apr 17;45 840,00
18. Apr 17;46 305,00
17. Apr 17;46 355,00
14. Apr 17;45 880,00
13. Apr 17;45 845,00
12. Apr 17;46 560,00
11. Apr 17;46 725,00
10. Apr 17;46 970,00
07. Apr 17;47 520,00
06. Apr 17;47 625,00
05. Apr 17;47 115,00
31-Mar-2017;47 335,00
