Date;Close;Change;PCT;;;;;;
13-Jun-2017;56 500,00;250,00;0,44%;;;;;;
14-Jun-2017;56 500,00;0,00;0,00%;;;;;;
15-Jun-2017;56 500,00;0,00;0,00%;;;;;;
16-Jun-2017;57 750,00;1 250,00;2,21%;;;;;;
19-Jun-2017;57 500,00;--250,00;--0,43%;;;;;;
20-Jun-2017;58 250,00;750,00;1,30%;;;;;;
21-Jun-2017;58 250,00;0,00;0,00%;;;;;;
22-Jun-2017;58 125,00;--125,00;--0,21%;;;;;;
23-Jun-2017;58 250,00;125,00;0,22%;;;;;;
26-Jun-2017;58 750,00;500,00;0,86%;;;;;;
27-Jun-2017;58 750,00;0,00;0,00%;;;;;;
28-Jun-2017;59 250,00;500,00;0,85%;;;;;;
29-Jun-2017;59 750,00;500,00;0,84%;;;;;;
30-Jun-2017;59 750,00;0,00;0,00%;;;;;;
03-Jul-2017;59 250,00;--500,00;--0,84%;;;;;;
04-Jul-2017;58 500,00;--750,00;--1,27%;;;;;;
05-Jul-2017;58 500,00;0,00;0,00%;;;;;;
06-Jul-2017;58 250,00;--250,00;--0,43%;;;;;;
07-Jul-2017;58 250,00;0,00;0,00%;;;;;;
10-Jul-2017;58 250,00;0,00;0,00%;;;;;;
11-Jul-2017;58 250,00;0,00;0,00%;;;;;;
12-Jul-2017;57 750,00;--500,00;--0,86%;;;;;;
13-Jul-2017;57 750,00;0,00;0,00%;;;;;;
14-Jul-2017;57 750,00;0,00;0,00%;;;;;;
17-Jul-2017;57 750,00;0,00;0,00%;;;;;;
18-Jul-2017;57 500,00;--250,00;--0,43%;;;;;;
19-Jul-2017;57 400,00;--100,00;--0,17%;;;;;;
20-Jul-2017;57 500,00;100,00;0,17%;;;;;;
21-Jul-2017;57 250,00;--250,00;--0,43%;;;;;;
24-Jul-2017;57 000,00;--250,00;--0,44%;;;;;;
25-Jul-2017;56 250,00;--750,00;--1,32%;;;;;;
26-Jul-2017;56 250,00;0,00;0,00%;;;;;;
27-Jul-2017;56 250,00;0,00;0,00%;;;;;;
28-Jul-2017;56 250,00;0,00;0,00%;;;;;;
31-Jul-2017;56 250,00;0,00;0,00%;;;;;;
01-Aug-2017;56 250,00;0,00;0,00%;;;;;;
02-Aug-2017;55 250,00;--1 000,00;--1,78%;;;;;;
03-Aug-2017;56 500,00;1 250,00;2,26%;;;;;;
04-Aug-2017;57 000,00;500,00;0,88%;;;;;;
07-Aug-2017;56 500,00;--500,00;--0,88%;;;;;;
08-Aug-2017;56 250,00;--250,00;--0,44%;;;;;;
09-Aug-2017;56 250,00;0,00;0,00%;;;;;;
10-Aug-2017;56 250,00;0,00;0,00%;;;;;;
11-Aug-2017;56 750,00;500,00;0,89%;;;;;;
14-Aug-2017;56 750,00;0,00;0,00%;;;;;;
15-Aug-2017;56 750,00;0,00;0,00%;;;;;;
16-Aug-2017;56 750,00;0,00;0,00%;;;;;;
17-Aug-2017;56 750,00;0,00;0,00%;;;;;;
18-Aug-2017;60 250,00;3 500,00;6,17%;;;;;;
21-Aug-2017;59 750,00;--500,00;--0,83%;;;;;;
22-Aug-2017;60 000,00;250,00;0,42%;;;;;;
23-Aug-2017;60 000,00;0,00;0,00%;;;;;;
24-Aug-2017;60 000,00;0,00;0,00%;;;;;;
25-Aug-2017;60 750,00;750,00;1,25%;;;;;;
29-Aug-2017;61 250,00;500,00;0,82%;;;;;;
30-Aug-2017;60 750,00;--500,00;--0,82%;;;;;;
31-Aug-2017;60 750,00;0,00;0,00%;;;;;;
01-Sep-2017;60 750,00;0,00;0,00%;;;;;;
04-Sep-2017;60 750,00;0,00;0,00%;;;;;;
05-Sep-2017;60 750,00;0,00;0,00%;;;;;;
06-Sep-2017;60 750,00;0,00;0,00%;;;;;;
07-Sep-2017;60 750,00;0,00;0,00%;;;;;;
08-Sep-2017;60 750,00;0,00;0,00%;;;;;;
11-Sep-2017;60 750,00;0,00;0,00%;;;;;;
12-Sep-2017;60 550,00;--200,00;--0,33%;;;;;;
13-Sep-2017;60 550,00;0,00;0,00%;;;;;;
14-Sep-2017;60 550,00;0,00;0,00%;;;;;;
15-Sep-2017;61 750,00;1 200,00;1,98%;;;;;;
18-Sep-2017;59 750,00;--2 000,00;--3,24%;;;;;;
19-Sep-2017;59 750,00;0,00;0,00%;;;;;;
20-Sep-2017;59 250,00;--500,00;--0,84%;;;;;;
21-Sep-2017;59 250,00;0,00;0,00%;;;;;;
22-Sep-2017;59 250,00;0,00;0,00%;;;;;;
25-Sep-2017;59 250,00;0,00;0,00%;;;;;;
26-Sep-2017;59 250,00;0,00;0,00%;;;;;;
27-Sep-2017;58 750,00;--500,00;--0,84%;;;;;;
28-Sep-2017;58 750,00;0,00;0,00%;;;;;;
29-Sep-2017;58 750,00;0,00;0,00%;;;;;;
02-Oct-2017;59 250,00;500,00;0,85%;;;;;;
03-Oct-2017;59 250,00;0,00;0,00%;;;;;;
04-Oct-2017;58 500,00;--750,00;--1,27%;;;;;;
05-Oct-2017;58 500,00;0,00;0,00%;;;;;;
06-Oct-2017;58 250,00;--250,00;--0,43%;;;;;;
09-Oct-2017;59 000,00;750,00;1,29%;;;;;;
10-Oct-2017;59 000,00;0,00;0,00%;;;;;;
11-Oct-2017;59 250,00;250,00;0,42%;;;;;;
12-Oct-2017;59 250,00;0,00;0,00%;;;;;;
13-Oct-2017;59 250,00;0,00;0,00%;;;;;;
16-Oct-2017;59 750,00;500,00;0,84%;;;;;;
17-Oct-2017;59 750,00;0,00;0,00%;;;;;;
18-Oct-2017;60 000,00;250,00;0,42%;;;;;;
19-Oct-2017;60 000,00;0,00;0,00%;;;;;;
20-Oct-2017;60 750,00;750,00;1,25%;;;;;;
23-Oct-2017;59 750,00;--1 000,00;--1,65%;;;;;;
24-Oct-2017;60 250,00;500,00;0,84%;;;;;;
25-Oct-2017;60 250,00;0,00;0,00%;;;;;;
26-Oct-2017;59 875,00;--375,00;--0,62%;;;;;;
27-Oct-2017;60 250,00;375,00;0,63%;;;;;;
30-Oct-2017;60 750,00;500,00;0,83%;;;;;;
31-Oct-2017;59 750,00;--1 000,00;--1,65%;;;;;;
01-Nov-2017;61 250,00;1 500,00;2,51%;;;;;;
02-Nov-2017;60 750,00;--500,00;--0,82%;;;;;;
03-Nov-2017;60 250,00;--500,00;--0,82%;;;;;;
06-Nov-2017;60 250,00;0,00;0,00%;;;;;;
07-Nov-2017;60 250,00;0,00;0,00%;;;;;;
08-Nov-2017;59 750,00;--500,00;--0,83%;;;;;;
09-Nov-2017;61 250,00;1 500,00;2,51%;;;;;;
10-Nov-2017;60 750,00;--500,00;--0,82%;;;;;;
13-Nov-2017;60 000,00;--750,00;--1,23%;;;;;;
14-Nov-2017;60 000,00;0,00;0,00%;;;;;;
15-Nov-2017;61 000,00;1 000,00;1,67%;;;;;;
16-Nov-2017;61 000,00;0,00;0,00%;;;;;;
17-Nov-2017;61 500,00;500,00;0,82%;;;;;;
20-Nov-2017;60 750,00;--750,00;--1,22%;;;;;;
21-Nov-2017;61 250,00;500,00;0,82%;;;;;;
22-Nov-2017;61 000,00;--250,00;--0,41%;;;;;;
23-Nov-2017;61 750,00;750,00;1,23%;;;;;;
24-Nov-2017;62 750,00;1 000,00;1,62%;;;;;;
27-Nov-2017;63 750,00;1 000,00;1,59%;;;;;;
28-Nov-2017;68 250,00;4 500,00;7,06%;;;;;;
29-Nov-2017;66 250,00;--2 000,00;--2,93%;;;;;;
30-Nov-2017;66 750,00;500,00;0,75%;;;;;;
01-Dec-2017;66 250,00;--500,00;--0,75%;;;;;;
04-Dec-2017;68 250,00;2 000,00;3,02%;;;;;;
05-Dec-2017;69 500,00;1 250,00;1,83%;;;;;;
06-Dec-2017;69 650,00;150,00;0,22%;;;;;;
07-Dec-2017;69 500,00;--150,00;--0,22%;;;;;;
08-Dec-2017;74 500,00;5 000,00;7,19%;;;;;;
11-Dec-2017;74 750,00;250,00;0,34%;;;;;;
12-Dec-2017;72 750,00;--2 000,00;--2,68%;;;;;;
13-Dec-2017;71 000,00;--1 750,00;--2,41%;;;;;;
14-Dec-2017;72 250,00;1 250,00;1,76%;;;;;;
15-Dec-2017;72 250,00;0,00;0,00%;;;;;;
18-Dec-2017;72 250,00;0,00;0,00%;;;;;;
19-Dec-2017;74 250,00;2 000,00;2,77%;;;;;;
20-Dec-2017;74 750,00;500,00;0,67%;;;;;;
21-Dec-2017;75 250,00;500,00;0,67%;;;;;;
22-Dec-2017;75 250,00;0,00;0,00%;;;;;;
27-Dec-2017;75 250,00;0,00;0,00%;;;;;;
28-Dec-2017;75 250,00;0,00;0,00%;;;;;;
29-Dec-2017;75 250,00;0,00;0,00%;;;;;;
02-Jan-2018;75 250,00;0,00;0,00%;;;;;;
03-Jan-2018;75 250,00;0,00;0,00%;;;;;;
04-Jan-2018;75 250,00;0,00;0,00%;;;;;;
05-Jan-2018;75 250,00;0,00;0,00%;;;;;;
08-Jan-2018;75 250,00;0,00;0,00%;;;;;;
09-Jan-2018;75 250,00;0,00;0,00%;;;;;;
10-Jan-2018;75 250,00;0,00;0,00%;;;;;;
11-Jan-2018;75 250,00;0,00;0,00%;;;;;;
12-Jan-2018;75 250,00;0,00;0,00%;;;;;;
15-Jan-2018;78 250,00;3 000,00;3,99%;;;;;;
16-Jan-2018;77 250,00;--1 000,00;--1,28%;;;;;;
17-Jan-2018;77 250,00;0,00;0,00%;;;;;;
18-Jan-2018;77 250,00;0,00;0,00%;;;;;;
19-Jan-2018;79 750,00;2 500,00;3,24%;;;;;;
22-Jan-2018;79 750,00;0,00;0,00%;;;;;;
23-Jan-2018;79 750,00;0,00;0,00%;;;;;;
24-Jan-2018;79 750,00;0,00;0,00%;;;;;;
25-Jan-2018;79 750,00;0,00;0,00%;;;;;;
26-Jan-2018;80 000,00;250,00;0,31%;;;;;;
29-Jan-2018;80 000,00;0,00;0,00%;;;;;;
30-Jan-2018;80 250,00;250,00;0,31%;;;;;;
31-Jan-2018;80 250,00;0,00;0,00%;;;;;;
01-Feb-2018;80 250,00;0,00;0,00%;;;;;;
02-Feb-2018;80 750,00;500,00;0,62%;;;;;;
05-Feb-2018;80 750,00;0,00;0,00%;;;;;;
06-Feb-2018;80 750,00;0,00;0,00%;;;;;;
07-Feb-2018;80 750,00;0,00;0,00%;;;;;;
08-Feb-2018;81 250,00;500,00;0,62%;;;;;;
09-Feb-2018;81 250,00;0,00;0,00%;;;;;;
12-Feb-2018;81 250,00;0,00;0,00%;;;;;;
13-Feb-2018;81 250,00;0,00;0,00%;;;;;;
14-Feb-2018;81 000,00;--250,00;--0,31%;;;;;;
15-Feb-2018;81 500,00;500,00;0,62%;;;;;;
16-Feb-2018;81 500,00;0,00;0,00%;;;;;;
19-Feb-2018;81 250,00;--250,00;--0,31%;;;;;;
20-Feb-2018;81 250,00;0,00;0,00%;;;;;;
21-Feb-2018;81 250,00;0,00;0,00%;;;;;;
22-Feb-2018;82 500,00;1 250,00;1,54%;;;;;;
23-Feb-2018;82 500,00;0,00;0,00%;;;;;;
26-Feb-2018;82 750,00;250,00;0,30%;;;;;;
27-Feb-2018;82 250,00;--500,00;--0,60%;;;;;;
28-Feb-2018;81 000,00;--1 250,00;--1,52%;;;;;;
01-Mar-2018;81 000,00;0,00;0,00%;;;;;;
02-Mar-2018;79 250,00;--1 750,00;--2,16%;;;;;;
05-Mar-2018;80 500,00;1 250,00;1,58%;;;;;;
06-Mar-2018;83 250,00;2 750,00;3,42%;;;;;;
07-Mar-2018;83 250,00;0,00;0,00%;;;;;;
08-Mar-2018;84 250,00;1 000,00;1,20%;;;;;;
09-Mar-2018;84 250,00;0,00;0,00%;;;;;;
12-Mar-2018;84 250,00;0,00;0,00%;;;;;;
13-Mar-2018;84 750,00;500,00;0,59%;;;;;;
14-Mar-2018;85 750,00;1 000,00;1,18%;;;;;;
15-Mar-2018;87 750,00;2 000,00;2,33%;;;;;;
16-Mar-2018;89 000,00;1 250,00;1,42%;;;;;;
19-Mar-2018;89 250,00;250,00;0,28%;;;;;;
20-Mar-2018;90 250,00;1 000,00;1,12%;;;;;;
21-Mar-2018;95 250,00;5 000,00;5,54%;;;;;;
22-Mar-2018;94 750,00;--500,00;--0,52%;;;;;;
23-Mar-2018;94 500,00;--250,00;--0,26%;;;;;;
26-Mar-2018;94 500,00;0,00;0,00%;;;;;;
27-Mar-2018;93 750,00;--750,00;--0,79%;;;;;;
28-Mar-2018;93 750,00;0,00;0,00%;;;;;;
29-Mar-2018;93 750,00;0,00;0,00%;;;;;;
03-Apr-2018;93 250,00;--500,00;--0,53%;;;;;;
04-Apr-2018;89 250,00;--4 000,00;--4,29%;;;;;;
05-Apr-2018;91 250,00;2 000,00;2,24%;;;;;;
06-Apr-2018;91 250,00;0,00;0,00%;;;;;;
09-Apr-2018;91 250,00;0,00;0,00%;;;;;;
10-Apr-2018;91 250,00;0,00;0,00%;;;;;;
11-Apr-2018;91 250,00;0,00;0,00%;;;;;;
12-Apr-2018;92 000,00;750,00;0,82%;;;;;;
13-Apr-2018;92 000,00;0,00;0,00%;;;;;;
16-Apr-2018;91 250,00;--750,00;--0,82%;;;;;;
17-Apr-2018;92 000,00;750,00;0,82%;;;;;;
18-Apr-2018;91 250,00;--750,00;--0,82%;;;;;;
19-Apr-2018;91 250,00;0,00;0,00%;;;;;;
20-Apr-2018;91 250,00;0,00;0,00%;;;;;;
23-Apr-2018;91 500,00;250,00;0,27%;;;;;;
24-Apr-2018;91 500,00;0,00;0,00%;;;;;;
25-Apr-2018;88 750,00;--2 750,00;--3,01%;;;;;;
26-Apr-2018;88 750,00;0,00;0,00%;;;;;;
27-Apr-2018;88 750,00;0,00;0,00%;;;;;;
30-Apr-2018;88 750,00;0,00;0,00%;;;;;;
01-May-2018;88 750,00;0,00;0,00%;;;;;;
02-May-2018;90 250,00;1 500,00;1,69%;;;;;;
03-May-2018;88 750,00;--1 500,00;--1,66%;;;;;;
04-May-2018;88 750,00;0,00;0,00%;;;;;;
08-May-2018;88 750,00;0,00;0,00%;;;;;;
09-May-2018;88 750,00;0,00;0,00%;;;;;;
10-May-2018;89 250,00;500,00;0,56%;;;;;;
11-May-2018;90 500,00;1 250,00;1,40%;;;;;;
14-May-2018;91 000,00;500,00;0,55%;;;;;;
15-May-2018;90 750,00;--250,00;--0,27%;;;;;;
16-May-2018;90 750,00;0,00;0,00%;;;;;;
17-May-2018;90 750,00;0,00;0,00%;;;;;;
18-May-2018;90 750,00;0,00;0,00%;;;;;;
21-May-2018;92 000,00;1 250,00;1,38%;;;;;;
22-May-2018;92 500,00;500,00;0,54%;;;;;;
23-May-2018;92 250,00;--250,00;--0,27%;;;;;;
24-May-2018;90 750,00;--1 500,00;--1,63%;;;;;;
25-May-2018;90 750,00;0,00;0,00%;;;;;;
29-May-2018;90 500,00;--250,00;--0,28%;;;;;;
30-May-2018;90 500,00;0,00;0,00%;;;;;;
31-May-2018;90 000,00;--500,00;--0,55%;;;;;;
01-Jun-2018;88 000,00;--2 000,00;--2,22%;;;;;;
04-Jun-2018;87 750,00;--250,00;--0,28%;;;;;;
05-Jun-2018;86 750,00;--1 000,00;--1,14%;;;;;;
06-Jun-2018;83 750,00;--3 000,00;--3,46%;;;;;;
07-Jun-2018;82 000,00;--1 750,00;--2,09%;;;;;;
08-Jun-2018;82 750,00;750,00;0,91%;;;;;;
11-Jun-2018;82 250,00;--500,00;--0,60%;;;;;;
12-Jun-2018;80 750,00;--1 500,00;--1,82%;;;;;;
13-Jun-2018;81 000,00;250,00;0,31%;;;;;;
14-Jun-2018;81 250,00;250,00;0,31%;;;;;;
15-Jun-2018;79 750,00;--1 500,00;--1,85%;;;;;;
18-Jun-2018;80 000,00;250,00;0,31%;;;;;;
19-Jun-2018;80 000,00;0,00;0,00%;;;;;;
20-Jun-2018;80 250,00;250,00;0,31%;;;;;;
21-Jun-2018;80 000,00;--250,00;--0,31%;;;;;;
22-Jun-2018;79 150,00;--850,00;--1,06%;;;;;;
25-Jun-2018;78 750,00;--400,00;--0,51%;;;;;;
26-Jun-2018;77 250,00;--1 500,00;--1,90%;;;;;;
27-Jun-2018;78 750,00;1 500,00;1,94%;;;;;;
28-Jun-2018;77 250,00;--1 500,00;--1,90%;;;;;;
29-Jun-2018;77 550,00;300,00;0,39%;;;;;;
02-Jul-2018;74 750,00;--2 800,00;--3,61%;;;;;;
03-Jul-2018;74 750,00;0,00;0,00%;;;;;;
04-Jul-2018;71 750,00;--3 000,00;--4,01%;;;;;;
05-Jul-2018;72 250,00;500,00;0,70%;;;;;;
06-Jul-2018;73 000,00;750,00;1,04%;;;;;;
09-Jul-2018;73 000,00;0,00;0,00%;;;;;;
10-Jul-2018;69 750,00;--3 250,00;--4,45%;;;;;;
