Date;Price
04. Sep 21;
03. Sep 21;365
02. Sep 21;363.5
01. Sep 21;357
31. Aug 21;354.5
30. Aug 21;354
29. Aug 21;
28. Aug 21;
27. Aug 21;354
26. Aug 21;353
25. Aug 21;353.5
24. Aug 21;353
23. Aug 21;347
22. Aug 21;
21. Aug 21;
20. Aug 21;345.5
19. Aug 21;347
18. Aug 21;345
17. Aug 21;344
16. Aug 21;343
15. Aug 21;
14. Aug 21;
13. Aug 21;343.5
12. Aug 21;341
11. Aug 21;343
10. Aug 21;344
09. Aug 21;343
08. Aug 21;
07. Aug 21;
06. Aug 21;349.5
05. Aug 21;349.5
04. Aug 21;350
03. Aug 21;347
02. Aug 21;348.5
01. Aug 21;
31. Jul 21;
30. Jul 21;354
29. Jul 21;364.5
28. Jul 21;366
27. Jul 21;365.5
26. Jul 21;370
25. Jul 21;
23. Jul 21;369
22. Jul 21;367
21. Jul 21;366.5
20. Jul 21;366
19. Jul 21;362
18. Jul 21;
17. Jul 21;
16. Jul 21;367
15. Jul 21;369
14. Jul 21;362
13. Jul 21;359
12. Jul 21;358
11. Jul 21;
10. Jul 21;
09. Jul 21;359
08. Jul 21;360
07. Jul 21;358.5
06. Jul 21;359.5
05. Jul 21;363.5
04. Jul 21;
03. Jul 21;
02. Jul 21;358.5
01. Jul 21;359
30. Jun 21;354
29. Jun 21;353
28. Jun 21;354.5
27. Jun 21;
26. Jun 21;
25. Jun 21;352
24. Jun 21;349.5
23. Jun 21;346.5
22. Jun 21;343
21. Jun 21;340
20. Jun 21;
19. Jun 21;
18. Jun 21;337
17. Jun 21;333
16. Jun 21;327.5
15. Jun 21;331
14. Jun 21;333.5
13. Jun 21;
12. Jun 21;
11. Jun 21;330
10. Jun 21;332.5
09. Jun 21;335.5
08. Jun 21;337
07. Jun 21;338
06. Jun 21;
05. Jun 21;
04. Jun 21;339
03. Jun 21;338
02. Jun 21;337
01. Jun 21;336
31-May-2021;336.5
30-May-2021;
29-May-2021;
28-May-2021;335.5
27-May-2021;335
26-May-2021;335
25-May-2021;332
24-May-2021;331
23-May-2021;
22-May-2021;
21-May-2021;333
20-May-2021;329.5
19-May-2021;332.5
18-May-2021;335
17-May-2021;335
16-May-2021;
15-May-2021;
14-May-2021;337.5
13-May-2021;335
12-May-2021;336.5
11-May-2021;340
10-May-2021;330
09-May-2021;
08-May-2021;
07-May-2021;321.5
06-May-2021;324
05-May-2021;323.5
04-May-2021;323.5
03-May-2021;
02-May-2021;
01-May-2021;
30. Apr 21;329
29. Apr 21;329.5
28. Apr 21;325.5
27. Apr 21;326
26. Apr 21;327
25. Apr 21;
24. Apr 21;
23. Apr 21;317
22. Apr 21;319
21. Apr 21;321.5
20. Apr 21;325
19. Apr 21;326
18. Apr 21;
17. Apr 21;
16. Apr 21;330
15. Apr 21;333.5
14. Apr 21;335
13. Apr 21;337
12. Apr 21;337
11. Apr 21;
10. Apr 21;
09. Apr 21;344.5
08. Apr 21;348.5
07. Apr 21;355.5
06. Apr 21;353
05. Apr 21;
04. Apr 21;
03. Apr 21;
02. Apr 21;344.5
01. Apr 21;344.5
31-Mar-2021;340
30-Mar-2021;337
29-Mar-2021;341.5
28-Mar-2021;
27-Mar-2021;
26-Mar-2021;334
25-Mar-2021;333
24-Mar-2021;328.5
23-Mar-2021;333
22-Mar-2021;333
21-Mar-2021;
20-Mar-2021;
19-Mar-2021;325.5
18-Mar-2021;328.5
17-Mar-2021;338.5
16-Mar-2021;348.5
15-Mar-2021;348.5
14-Mar-2021;
13-Mar-2021;
12-Mar-2021;331.5
11-Mar-2021;337.5
10-Mar-2021;356.5
09-Mar-2021;367.5
08-Mar-2021;372.5
07-Mar-2021;
06-Mar-2021;
05-Mar-2021;365
04-Mar-2021;343.5
03-Mar-2021;370
02-Mar-2021;374.5
01-Mar-2021;371
28. Feb 21;
27. Feb 21;
26. Feb 21;391.5
25. Feb 21;395.5
24. Feb 21;401
23. Feb 21;391
22. Feb 21;385.5
21. Feb 21;
20. Feb 21;
19. Feb 21;367.5
18. Feb 21;358.5
17. Feb 21;353.5
16. Feb 21;355.5
15. Feb 21;349.5
14. Feb 21;
13. Feb 21;
12. Feb 21;345
11. Feb 21;
10. Feb 21;338.5
09. Feb 21;339.5
08. Feb 21;340
07. Feb 21;
06. Feb 21;
05. Feb 21;344
04. Feb 21;341
03. Feb 21;343.5
02. Feb 21;339.5
01. Feb 21;335
31. Jan 21;
30. Jan 21;
29. Jan 21;330
28. Jan 21;330
27. Jan 21;324.5
26. Jan 21;318.5
25. Jan 21;310
24. Jan 21;
23. Jan 21;
22. Jan 21;305.5
21. Jan 21;306.5
20. Jan 21;306
19. Jan 21;299.5
18. Jan 21;293
17. Jan 21;
16. Jan 21;
15. Jan 21;303.5
14. Jan 21;304.5
13. Jan 21;308.5
12. Jan 21;310
11. Jan 21;305.5
08. Jan 21;309.5
07. Jan 21;310
06. Jan 21;297
05. Jan 21;282.5
04. Jan 21;278
