Exchange Date;Close
06-Dec-2019;686
05-Dec-2019;692
04-Dec-2019;684
03-Dec-2019;684
02-Dec-2019;687
29. Nov 19;687
28. Nov 19;687
27. Nov 19;687
26. Nov 19;687
25. Nov 19;687
22. Nov 19;687
21. Nov 19;690
20. Nov 19;690
19. Nov 19;690
18. Nov 19;690
15. Nov 19;690
14. Nov 19;690
13. Nov 19;690
12. Nov 19;690
11. Nov 19;690
08. Nov 19;690
07. Nov 19;711
06. Nov 19;711
05. Nov 19;711
04. Nov 19;711
01. Nov 19;711
31-Oct-2019;711
30-Oct-2019;711
29-Oct-2019;711
28-Oct-2019;711
25-Oct-2019;711
24-Oct-2019;711
23-Oct-2019;711
22-Oct-2019;711
21-Oct-2019;711
18-Oct-2019;711
17-Oct-2019;711
16-Oct-2019;743
15-Oct-2019;743
14-Oct-2019;785
11-Oct-2019;789
10-Oct-2019;789
09-Oct-2019;789
08-Oct-2019;789
07-Oct-2019;828
04-Oct-2019;823
03-Oct-2019;823
02-Oct-2019;832
01-Oct-2019;834
30. Sep 19;834
27. Sep 19;834
26. Sep 19;834
25. Sep 19;834
24. Sep 19;834
23. Sep 19;834
20. Sep 19;834
19. Sep 19;834
18. Sep 19;834
17. Sep 19;834
16. Sep 19;834
13. Sep 19;834
12. Sep 19;834
11. Sep 19;834
10. Sep 19;834
09. Sep 19;834
06. Sep 19;834
05. Sep 19;834
04. Sep 19;834
03. Sep 19;834
02. Sep 19;836
30. Aug 19;836
29. Aug 19;836
28. Aug 19;836
27. Aug 19;836
23. Aug 19;836
22. Aug 19;836
21. Aug 19;836
20. Aug 19;836
19. Aug 19;836
16. Aug 19;836
15. Aug 19;836
14. Aug 19;836
13. Aug 19;836
12. Aug 19;840
09. Aug 19;840
08. Aug 19;840
07. Aug 19;840
06. Aug 19;840
05. Aug 19;840
02. Aug 19;840
01. Aug 19;840
31. Jul 19;840
30. Jul 19;840
29. Jul 19;840
26. Jul 19;840
25. Jul 19;840
24. Jul 19;840
23. Jul 19;840
22. Jul 19;840
19. Jul 19;840
18. Jul 19;840
17. Jul 19;840
16. Jul 19;840
15. Jul 19;840
12. Jul 19;840
11. Jul 19;840
10. Jul 19;840
09. Jul 19;840
08. Jul 19;849
05. Jul 19;849
04. Jul 19;849
03. Jul 19;849
02. Jul 19;849
01. Jul 19;859
28. Jun 19;859
27. Jun 19;859
26. Jun 19;859
25. Jun 19;859
24. Jun 19;859
21. Jun 19;859
20. Jun 19;859
19. Jun 19;859
18. Jun 19;859
17. Jun 19;859
14. Jun 19;862
13. Jun 19;862
12. Jun 19;861
11. Jun 19;861
10. Jun 19;861
07. Jun 19;861
06. Jun 19;861
05. Jun 19;861
04. Jun 19;861
03. Jun 19;861
31-May-2019;861
30-May-2019;861
29-May-2019;861
28-May-2019;861
24-May-2019;861
23-May-2019;892
22-May-2019;892
21-May-2019;892
20-May-2019;892
17-May-2019;893
16-May-2019;893
15-May-2019;893
14-May-2019;893
13-May-2019;893
10-May-2019;893
09-May-2019;884
08-May-2019;884
07-May-2019;884
03-May-2019;884
02-May-2019;884
01-May-2019;904
30. Apr 19;904
29. Apr 19;904
26. Apr 19;904
25. Apr 19;906
24. Apr 19;906
23. Apr 19;906
18. Apr 19;906
17. Apr 19;906
16. Apr 19;906
15. Apr 19;907
12. Apr 19;927
11. Apr 19;927
10. Apr 19;927
09. Apr 19;927
08. Apr 19;927
05. Apr 19;927
04. Apr 19;927
03. Apr 19;927
02. Apr 19;929
01. Apr 19;929
29-Mar-2019;965
28-Mar-2019;965
27-Mar-2019;965
26-Mar-2019;965
25-Mar-2019;965
22-Mar-2019;965
21-Mar-2019;965
20-Mar-2019;968
19-Mar-2019;968
18-Mar-2019;968
15-Mar-2019;968
14-Mar-2019;968
13-Mar-2019;968
12-Mar-2019;968
11-Mar-2019;969
08-Mar-2019;971
07-Mar-2019;974
06-Mar-2019;974
05-Mar-2019;978
04-Mar-2019;978
01-Mar-2019;983
28. Feb 19;983
27. Feb 19;983
26. Feb 19;983
25. Feb 19;983
22. Feb 19;983
21. Feb 19;963
20. Feb 19;963
19. Feb 19;964
18. Feb 19;964
15. Feb 19;964
14. Feb 19;964
13. Feb 19;964
12. Feb 19;964
11. Feb 19;964
08. Feb 19;965
07. Feb 19;965
06. Feb 19;965
05. Feb 19;965
04. Feb 19;965
01. Feb 19;965
31. Jan 19;965
30. Jan 19;965
29. Jan 19;965
28. Jan 19;965
25. Jan 19;965
24. Jan 19;965
23. Jan 19;965
22. Jan 19;965
21. Jan 19;946
18. Jan 19;946
17. Jan 19;946
16. Jan 19;946
15. Jan 19;946
14. Jan 19;946
11. Jan 19;946
10. Jan 19;946
09. Jan 19;892
08. Jan 19;892
07. Jan 19;892
04. Jan 19;892
03. Jan 19;863
02. Jan 19;863
31-Dec-2018;863
28-Dec-2018;863
27-Dec-2018;863
24-Dec-2018;868
21-Dec-2018;802
20-Dec-2018;802
19-Dec-2018;802
18-Dec-2018;802
17-Dec-2018;802
14-Dec-2018;802
13-Dec-2018;807
12-Dec-2018;805
11-Dec-2018;765
10-Dec-2018;765
07-Dec-2018;765
06-Dec-2018;765
05-Dec-2018;765
04-Dec-2018;715
03-Dec-2018;715
30. Nov 18;715
29. Nov 18;742
28. Nov 18;742
27. Nov 18;742
26. Nov 18;742
23. Nov 18;742
22. Nov 18;742
21. Nov 18;742
20. Nov 18;742
19. Nov 18;742
16. Nov 18;742
15. Nov 18;742
14. Nov 18;742
13. Nov 18;742
12. Nov 18;743
09. Nov 18;743
08. Nov 18;743
07. Nov 18;743
06. Nov 18;743
05. Nov 18;746
02. Nov 18;746
01. Nov 18;746
31-Oct-2018;741
30-Oct-2018;742
29-Oct-2018;742
26-Oct-2018;742
25-Oct-2018;742
24-Oct-2018;746
23-Oct-2018;746
22-Oct-2018;737
19-Oct-2018;738
18-Oct-2018;738
17-Oct-2018;738
16-Oct-2018;739
15-Oct-2018;740
12-Oct-2018;740
11-Oct-2018;740
10-Oct-2018;740
09-Oct-2018;741
08-Oct-2018;741
05-Oct-2018;741
04-Oct-2018;742
03-Oct-2018;722
02-Oct-2018;722
01-Oct-2018;722
28. Sep 18;723
27. Sep 18;723
26. Sep 18;723
25. Sep 18;723
24. Sep 18;723
21. Sep 18;723
20. Sep 18;723
19. Sep 18;715
18. Sep 18;711
17. Sep 18;708
14. Sep 18;702
13. Sep 18;706
12. Sep 18;699
11. Sep 18;698
10. Sep 18;693
07. Sep 18;693
06. Sep 18;693
05. Sep 18;690
04. Sep 18;690
03. Sep 18;690
31. Aug 18;690
30. Aug 18;690
29. Aug 18;650
28. Aug 18;650
24. Aug 18;650
23. Aug 18;650
22. Aug 18;650
21. Aug 18;650
20. Aug 18;650
17. Aug 18;651
16. Aug 18;651
15. Aug 18;651
14. Aug 18;651
13. Aug 18;651
10. Aug 18;652
09. Aug 18;652
08. Aug 18;652
07. Aug 18;653
06. Aug 18;653
03. Aug 18;653
02. Aug 18;653
01. Aug 18;661
31. Jul 18;651
30. Jul 18;651
27. Jul 18;651
26. Jul 18;651
25. Jul 18;655
24. Jul 18;655
23. Jul 18;664
20. Jul 18;664
19. Jul 18;615
18. Jul 18;615
17. Jul 18;615
16. Jul 18;615
13. Jul 18;638
12. Jul 18;638
11. Jul 18;638
10. Jul 18;640
09. Jul 18;640
06. Jul 18;641
05. Jul 18;641
04. Jul 18;644
03. Jul 18;644
02. Jul 18;628
29. Jun 18;636
28. Jun 18;636
27. Jun 18;636
26. Jun 18;636
25. Jun 18;636
22. Jun 18;636
21. Jun 18;636
20. Jun 18;636
19. Jun 18;636
18. Jun 18;637
15. Jun 18;637
14. Jun 18;637
13. Jun 18;640
12. Jun 18;640
11. Jun 18;640
08. Jun 18;640
07. Jun 18;640
06. Jun 18;640
05. Jun 18;610
04. Jun 18;610
01. Jun 18;610
31-May-2018;610
30-May-2018;610
29-May-2018;610
25-May-2018;605
24-May-2018;605
23-May-2018;585
22-May-2018;585
21-May-2018;585
18-May-2018;585
17-May-2018;585
16-May-2018;585
15-May-2018;585
14-May-2018;585
11-May-2018;586
10-May-2018;586
09-May-2018;586
08-May-2018;586
04-May-2018;586
03-May-2018;586
02-May-2018;587
01-May-2018;587
30. Apr 18;587
27. Apr 18;587
26. Apr 18;587
25. Apr 18;587
24. Apr 18;587
23. Apr 18;577
20. Apr 18;577
19. Apr 18;557
18. Apr 18;557
17. Apr 18;558
16. Apr 18;558
13. Apr 18;558
12. Apr 18;558
11. Apr 18;558
10. Apr 18;548
09. Apr 18;548
06. Apr 18;548
05. Apr 18;548
04. Apr 18;548
03. Apr 18;548
29-Mar-2018;538
28-Mar-2018;538
27-Mar-2018;538
26-Mar-2018;538
23-Mar-2018;538
22-Mar-2018;538
21-Mar-2018;538
20-Mar-2018;562
19-Mar-2018;562
16-Mar-2018;562
15-Mar-2018;562
14-Mar-2018;562
13-Mar-2018;537
12-Mar-2018;537
09-Mar-2018;537
08-Mar-2018;545
07-Mar-2018;546
06-Mar-2018;546
05-Mar-2018;546
02-Mar-2018;546
01-Mar-2018;538
28. Feb 18;519
27. Feb 18;519
26. Feb 18;519
23. Feb 18;499
22. Feb 18;499
21. Feb 18;499
20. Feb 18;525
19. Feb 18;535
16. Feb 18;535
15. Feb 18;535
14. Feb 18;535
13. Feb 18;535
12. Feb 18;535
09. Feb 18;535
08. Feb 18;535
07. Feb 18;535
06. Feb 18;535
05. Feb 18;535
02. Feb 18;560
01. Feb 18;544
31. Jan 18;544
30. Jan 18;544
29. Jan 18;544
26. Jan 18;549
25. Jan 18;549
24. Jan 18;549
23. Jan 18;549
22. Jan 18;549
19. Jan 18;549
18. Jan 18;554
17. Jan 18;555
16. Jan 18;555
15. Jan 18;571
12. Jan 18;571
11. Jan 18;572
10. Jan 18;572
09. Jan 18;574
08. Jan 18;592
05. Jan 18;592
04. Jan 18;592
03. Jan 18;600
02. Jan 18;580
29-Dec-2017;580
28-Dec-2017;554
27-Dec-2017;554
22-Dec-2017;604
21-Dec-2017;584
20-Dec-2017;669
19-Dec-2017;669
18-Dec-2017;669
15-Dec-2017;669
14-Dec-2017;669
13-Dec-2017;672
12-Dec-2017;672
11-Dec-2017;672
08-Dec-2017;672
07-Dec-2017;672
06-Dec-2017;672
05-Dec-2017;713
04-Dec-2017;725
01-Dec-2017;725
30. Nov 17;725
29. Nov 17;725
28. Nov 17;725
27. Nov 17;725
24. Nov 17;725
23. Nov 17;725
22. Nov 17;725
21. Nov 17;729
20. Nov 17;729
17. Nov 17;729
16. Nov 17;733
15. Nov 17;733
14. Nov 17;733
13. Nov 17;751
10. Nov 17;751
09. Nov 17;751
08. Nov 17;751
07. Nov 17;751
06. Nov 17;768
03. Nov 17;770
02. Nov 17;750
01. Nov 17;750
31-Oct-2017;750
30-Oct-2017;750
27-Oct-2017;750
26-Oct-2017;750
25-Oct-2017;750
24-Oct-2017;750
23-Oct-2017;750
20-Oct-2017;750
19-Oct-2017;751
18-Oct-2017;751
17-Oct-2017;751
16-Oct-2017;751
13-Oct-2017;759
12-Oct-2017;770
11-Oct-2017;770
10-Oct-2017;785
09-Oct-2017;785
06-Oct-2017;793
05-Oct-2017;793
04-Oct-2017;793
03-Oct-2017;793
02-Oct-2017;793
29. Sep 17;805
28. Sep 17;808
27. Sep 17;808
26. Sep 17;808
25. Sep 17;817
22. Sep 17;817
21. Sep 17;820
20. Sep 17;820
19. Sep 17;820
18. Sep 17;800
15. Sep 17;800
14. Sep 17;760
13. Sep 17;740
12. Sep 17;740
11. Sep 17;740
08. Sep 17;745
07. Sep 17;763
06. Sep 17;724
05. Sep 17;724
04. Sep 17;724
01. Sep 17;734
31. Aug 17;744
30. Aug 17;724
29. Aug 17;724
25. Aug 17;724
24. Aug 17;684
23. Aug 17;684
22. Aug 17;684
21. Aug 17;684
18. Aug 17;689
17. Aug 17;692
16. Aug 17;692
15. Aug 17;692
14. Aug 17;692
11. Aug 17;675
10. Aug 17;675
09. Aug 17;675
08. Aug 17;676
07. Aug 17;677
04. Aug 17;687
03. Aug 17;687
02. Aug 17;687
01. Aug 17;687
31. Jul 17;694
28. Jul 17;706
27. Jul 17;706
26. Jul 17;706
25. Jul 17;706
24. Jul 17;706
21. Jul 17;706
20. Jul 17;706
19. Jul 17;706
18. Jul 17;706
17. Jul 17;706
14. Jul 17;706
13. Jul 17;706
12. Jul 17;713
11. Jul 17;713
10. Jul 17;713
07. Jul 17;713
06. Jul 17;709
05. Jul 17;709
04. Jul 17;709
03. Jul 17;717
30. Jun 17;741
29. Jun 17;741
28. Jun 17;741
27. Jun 17;741
26. Jun 17;741
23. Jun 17;741
22. Jun 17;741
21. Jun 17;741
20. Jun 17;741
19. Jun 17;741
16. Jun 17;741
15. Jun 17;750
14. Jun 17;748
13. Jun 17;748
12. Jun 17;748
09. Jun 17;748
08. Jun 17;728
07. Jun 17;728
06. Jun 17;728
05. Jun 17;744
02. Jun 17;744
01. Jun 17;745
31-May-2017;745
30-May-2017;745
26-May-2017;745
25-May-2017;745
24-May-2017;745
23-May-2017;745
22-May-2017;745
19-May-2017;745
18-May-2017;745
17-May-2017;745
16-May-2017;725
15-May-2017;725
12-May-2017;746
11-May-2017;746
10-May-2017;746
09-May-2017;746
08-May-2017;761
05-May-2017;763
04-May-2017;771
03-May-2017;771
02-May-2017;771
28. Apr 17;789
27. Apr 17;769
26. Apr 17;769
25. Apr 17;769
24. Apr 17;779
21. Apr 17;779
20. Apr 17;779
19. Apr 17;779
18. Apr 17;784
13. Apr 17;789
12. Apr 17;789
11. Apr 17;769
10. Apr 17;705
07. Apr 17;705
06. Apr 17;705
05. Apr 17;705
04. Apr 17;711
03. Apr 17;726
31-Mar-2017;726
30-Mar-2017;726
29-Mar-2017;726
28-Mar-2017;726
27-Mar-2017;726
24-Mar-2017;726
23-Mar-2017;726
22-Mar-2017;726
21-Mar-2017;726
20-Mar-2017;726
17-Mar-2017;726
16-Mar-2017;726
15-Mar-2017;726
14-Mar-2017;726
13-Mar-2017;718
10-Mar-2017;718
09-Mar-2017;718
08-Mar-2017;718
07-Mar-2017;718
06-Mar-2017;718
03-Mar-2017;722
02-Mar-2017;718
01-Mar-2017;718
28. Feb 17;718
27. Feb 17;723
24. Feb 17;723
23. Feb 17;723
22. Feb 17;724
21. Feb 17;724
20. Feb 17;677
17. Feb 17;677
16. Feb 17;677
15. Feb 17;677
14. Feb 17;677
13. Feb 17;638
10. Feb 17;644
09. Feb 17;644
08. Feb 17;644
07. Feb 17;644
06. Feb 17;644
03. Feb 17;652
02. Feb 17;652
01. Feb 17;652
31. Jan 17;653
30. Jan 17;653
27. Jan 17;668
26. Jan 17;704
25. Jan 17;704
24. Jan 17;704
23. Jan 17;704
20. Jan 17;706
19. Jan 17;706
18. Jan 17;706
17. Jan 17;706
16. Jan 17;706
13. Jan 17;706
12. Jan 17;706
11. Jan 17;676
10. Jan 17;676
09. Jan 17;676
06. Jan 17;676
05. Jan 17;676
04. Jan 17;676
03. Jan 17;691
31-Okt-2025;126
30-Okt-2025;126
29-Okt-2025;126
28-Okt-2025;126
27-Okt-2025;126
24-Okt-2025;126
23-Okt-2025;126
22-Okt-2025;126
21-Okt-2025;126
20-Okt-2025;126
17-Okt-2025;126
16-Okt-2025;126
15-Okt-2025;126
14-Okt-2025;126
13-Okt-2025;126
10-Okt-2025;126
09-Okt-2025;126
08-Okt-2025;129
07-Okt-2025;129
06-Okt-2025;129
03-Okt-2025;129
02-Okt-2025;129
01-Okt-2025;137
30-Sep-2025;137
29-Sep-2025;137
26-Sep-2025;137
25-Sep-2025;137
24-Sep-2025;137
23-Sep-2025;137
22-Sep-2025;137
19-Sep-2025;137
18-Sep-2025;137
17-Sep-2025;137
16-Sep-2025;137
15-Sep-2025;137
12-Sep-2025;137
11-Sep-2025;137
10-Sep-2025;137
09-Sep-2025;137
08-Sep-2025;137
05-Sep-2025;137
04-Sep-2025;137
03-Sep-2025;137
02-Sep-2025;137
01-Sep-2025;137
29-Aug-2025;137
28-Aug-2025;137
27-Aug-2025;137
26-Aug-2025;137
22-Aug-2025;137
21-Aug-2025;137
20-Aug-2025;137
19-Aug-2025;137
18-Aug-2025;137
15-Aug-2025;137
14-Aug-2025;137
13-Aug-2025;137
12-Aug-2025;137
11-Aug-2025;137
08-Aug-2025;137
07-Aug-2025;137
06-Aug-2025;137
05-Aug-2025;137
04-Aug-2025;137
01-Aug-2025;137
31-Jul-2025;137
30-Jul-2025;140
29-Jul-2025;140
28-Jul-2025;140
25-Jul-2025;140
24-Jul-2025;140
23-Jul-2025;140
22-Jul-2025;140
21-Jul-2025;140
18-Jul-2025;140
17-Jul-2025;140
16-Jul-2025;140
15-Jul-2025;140
14-Jul-2025;140
11-Jul-2025;140
10-Jul-2025;140
09-Jul-2025;140
08-Jul-2025;140
07-Jul-2025;140
04-Jul-2025;140
03-Jul-2025;140
02-Jul-2025;140
01-Jul-2025;140
30-Jun-2025;140
27-Jun-2025;140
26-Jun-2025;140
25-Jun-2025;140
24-Jun-2025;140
23-Jun-2025;140
20-Jun-2025;140
19-Jun-2025;140
18-Jun-2025;140
17-Jun-2025;140
16-Jun-2025;130
13-Jun-2025;140
12-Jun-2025;140
11-Jun-2025;140
10-Jun-2025;140
09-Jun-2025;140
06-Jun-2025;140
05-Jun-2025;140
04-Jun-2025;140
03-Jun-2025;140
02-Jun-2025;140
30-Mai-2025;140
29-Mai-2025;140
28-Mai-2025;140
27-Mai-2025;140
23-Mai-2025;140
22-Mai-2025;140
21-Mai-2025;140
20-Mai-2025;140
19-Mai-2025;140
16-Mai-2025;140
15-Mai-2025;140
14-Mai-2025;140
